Centro bankia|Nombre Largo|centro espejo CBK|Nombre en CBK
4217|OFICINA 4217|6158|OF. BILBAO-SANTUTXU
4218|CENTRO DE EMPRESAS 4218|6544|CENTRO EMPRESAS BIZKAIA 3
4221|CENTRO DE EMPRESAS 4221|6581|CENTRO EMPRESAS ALAVA II
4222|CENTRO DE EMPRESAS 4222|6593|CENTRO EMPRESAS GIPUZKOA II
4231|OFICINA 4231|6598|OF. BILBAO-REKALDE
4300|OFICINA 4300|3806|OF. LOGROÑO-GRAN VÍA
4304|OFICINA 4304|2051|OF. HARO-VIRGEN DE LA VEGA
4400|OFICINA 4400|5333|OF. GUADALAJARA-PLAZA MAYOR
4401|OFICINA 4401|5560|OF. AZUQUECA HENARES-TORRELAGUNA
4403|OFICINA 4403|6545|OF. GUADALAJARA-AV. CASTILLA
4404|OFICINA 4404|5581|OF. GUADALAJARA-AV. BARCELONA
4421|OFICINA 4421|6451|OF. HELLÍN
4422|OFICINA 4422|6549|OF. VILLARROBLEDO
4423|OFICINA 4423|2983|OF. CUENCA-PLAZA CONSTITUCIÓN
4425|OFICINA 4425|3769|OF. LAS PEDROÑERAS
4426|OFICINA 4426|1860|OF. SAN CLEMENTE
4427|OFICINA 4427|5341|OF. TARANCÓN
4428|OFICINA 4428|5724|OF. LA RODA
4429|OFICINA 4429|3996|OF. MOTILLA DEL PALANCAR
4430|OFICINA ÁGIL 4430|2949|OF. ÁGIL ALBACETE-CENTRO
4432|OFICINA 4432|2269|OF. ALMANSA-RAMBLA DE LA MANCHA
4433|OFICINA 4433|5204|OF. CUENCA-FERMÍN CABALLERO
4434|OFICINA 4434|5390|OF. ALBACETE-EL PILAR
4436|OFICINA 4436|6425|OF. GUADALAJARA-JULIÁN BESTEIRO
4500|OFICINA 4500|6504|OF. PAMPLONA-SANCHO EL FUERTE
4503|OFICINA 4503|1930|OF. PAMPLONA-SARASATE
4507|CENTRO DE EMPRESAS 4507|5824|CENTRO DE EMPRESAS PAMPLONA II
4600|OFICINA 4600|3850|OF. CÁCERES-PLAZA AMÉRICA
4601|OFICINA 4601|5422|OF. PLASENCIA
4602|OFICINA 4602|5540|OF. MÉRIDA
4603|OFICINA 4603|6331|OF. BADAJOZ-PLAZA MINAYO
4610|OFICINA 4610|6340|OF. DON BENITO
4615|OFICINA 4615|7515|OF. BADAJOZ-VALDEPASILLAS
4617|OFICINA 4617|7616|OF. CÁCERES-CABEZARRUBIA
4621|OFICINA 4621|5410|OF. CÁCERES-GRAN TEATRO
4700|OFICINA 4700|6333|OF. MURCIA-LIBERTAD
4702|OFICINA 4702|7921|OF. MURCIA-FLORIDABLANCA
4712|OFICINA 4712|9143|OF. GUARDAMAR DEL SEGURA
4721|CENTRO DE EMPRESAS 4721|9148|CENTRO EMPRESAS MURCIA II
4723|OFICINA 4723|2421|OF. BARAKALDO
4738|OFICINA 4738|6416|OF. JEREZ DE LA FRONTERA-JARDÍN ING
4837|OFICINA 4837|3843|OF. CALA FINESTRAT
4841|OFICINA 4841|1788|OF. MURCIA-GRAN VÍA-MADRE DE DIOS
5500|OFICINA 5500|2224|OF. TOLEDO-ZOCODOVER
5501|OFICINA 5501|6426|OF. TALAVERA REINA-TRINIDAD
5502|OFICINA 5502|9142|OF. CONSUEGRA
5503|OFICINA 5503|3817|OF. QUINTANAR DE LA ORDEN
5504|OFICINA 5504|5534|OF. VILLATOBAS
5505|OFICINA 5505|6441|OF. TALAVERA REINA-INSTITUTOS
5506|OFICINA 5506|8751|OF. TALAVERA REINA-PORTIÑA
5508|OFICINA 5508|8874|OF. TOLEDO-SANTA BÁRBARA
5509|OFICINA 5509|5997|OF. TOLEDO-POLÍGONO
5511|OFICINA 5511|6125|OF. TALAVERA REINA-CONSTITUCIÓN
5512|OFICINA 5512|7823|OF. TOLEDO-SANTA TERESA
5515|OFICINA 5515|8025|OF. FUENSALIDA
5516|OFICINA 5516|8737|OF. TOLEDO-BUENAVISTA
5518|OFICINA 5518|8739|OF. LOS YÉBENES
5519|OFICINA 5519|8744|OF. ILLESCAS-REAL
5520|OFICINA 5520|9122|OF. LA PUEBLA DE MONTALBÁN
5521|OFICINA 5521|9124|OF. TORRIJOS
5522|OFICINA 5522|9138|OF. VILLACAÑAS
5523|OFICINA 5523|9156|OF. MADRIDEJOS
5524|OFICINA 5524|9167|OF. SONSECA
5525|OFICINA 5525|7735|OF. MORA
5527|OFICINA 5527|6371|OF. OCAÑA
5528|OFICINA 5528|7255|OF. MOCEJÓN
5533|OFICINA 5533|7305|OF. BARGAS
5534|OFICINA 5534|7440|OF. TOLEDO-AV. EUROPA
5539|OFICINA 5539|7496|OF. SESEÑA
5542|OFICINA 5542|7699|OF. ILLESCAS-CASTILLA LA MANCHA
5748|OFICINA 5748|6128|OF. MASSAMAGRELL
5750|OFICINA 5750|7572|OF. BENETÚSSER
5751|OFICINA ÁGIL 5751|7609|OF. ÁGIL VALENCIA-ESTACIÓN
5753|OFICINA ÁGIL 5753|7749|OF. ÁGIL VALENCIA-SOROLLA
5757|OFICINA 5757|8000|OF. MURCIA-CONSTITUCIÓN
5762|OFICINA 5762|8719|OF. ALAQUÀS-CARRER MAJOR
5763|OFICINA 5763|4909|OF. VALENCIA-PUERTO
5767|OFICINA 5767|6218|OF. XÀTIVA-PLAÇA LA BASSA
5769|OFICINA 5769|7571|OF. ELCHE-JORGE JUAN
5770|OFICINA 5770|7594|OF. ELCHE-PERE JOAN PERPINYÁ
5778|OFICINA ÁGIL 5778|7605|OF. ÁGIL VALENCIA-HÍPICA
5780|OFICINA 5780|7617|OF. VALENCIA-FERNANDO EL CATÓLICO
5781|OFICINA 5781|8040|OF. L'ALFÀS DEL PI
5790|OFICINA 5790|9102|OF. SAGUNT-CAMÍ REAL
5801|OFICINA 5801|9155|OF. PEÑÍSCOLA
5809|OFICINA 5809|9166|OF. BENICASIM
5810|OFICINA 5810|4742|OF. ONDA
5825|OFICINA 5825|3096|OF. ALDAIA-CONSTITUCIÓN
5829|OFICINA 5829|7724|OF. ALGEMESÍ
5836|OFICINA 5836|7754|OF. ZARAGOZA-ACTUR
5837|CENTRO DE EMPRESAS 5837|7770|CENTRO EMPRESAS MADRID-BASILICA II
5849|OFICINA 5849|7933|OF. SEVILLA-DOCTOR FEDRIANI
5850|OFICINA ÁGIL 5850|8088|OF. ÁGIL SEVILLA-NERVIÓN
5859|OFICINA 5859|8957|OF. CÓRDOBA-COSTA SOL
5866|OFICINA 5866|3327|OF. CÁDIZ-AVENIDA ANDALUCIA
5889|CENTRO DE EMPRESAS 5889|6354|CENTRO EMPRESAS PATERNA II
5903|CENTRO DE EMPRESAS 5903|6428|CENTRO DE EMPRESAS GETAFE
5907|OFICINA 5907|7287|OF. ALCOBENDAS-Pº CHOPERA-SEVERO OC
5908|CENTRO DE EMPRESAS 5908|7758|CENTRO EMPRESAS MADRID-PLAZA CASTILLA
5910|CENTRO DE EMPRESAS 5910|8784|CENTRO EMPRESAS SEVILLA-BUHAIRA
5911|CENTRO DE EMPRESAS 5911|8956|CENTRO EMPRESAS MADRID-GOBELAS
6000|OFICINA 6000|5647|OF. VALENCIA-MERCADO
6001|OFICINA 6001|5684|OF. VALENCIA-JOAQUÍN COSTA
6004|OFICINA 6004|8758|OF. L'ALCÚDIA
6007|OFICINA 6007|5842|OF. SUECA-SEQUIAL
6010|OFICINA 6010|8842|OF. BENIDORM-RINCÓN DE LOIX
6012|OFICINA 6012|8848|OF. ORIHUELA-CABO ROIG
6013|OFICINA 6013|4301|OF. ALZIRA-PLAÇA MAJOR
6016|OFICINA 6016|7660|OF. ROJALES-CIUDAD QUESADA
6017|OFICINA 6017|8013|OF. ALICANTE-CONDOMINA
6018|OFICINA 6018|8017|OF. ALICANTE-SAN GABRIEL
6019|OFICINA 6019|8707|OF. REQUENA
6021|OFICINA 6021|8833|OF. ASPE
6023|OFICINA 6023|8838|OF. TORREVIEJA-HABANERAS
6024|OFICINA 6024|8954|OF. PETRER
6025|OFICINA 6025|2476|OF. ALBERIC
6036|OFICINA 6036|2065|OF. QUART DE POBLET-MERCAT
6037|OFICINA 6037|291|OF. VALENCIA-CREU COBERTA
6038|OFICINA 6038|6223|OF. ALBORAIA-PLAÇA
6044|OFICINA 6044|7741|OF. CATARROJA-CAMÍ REAL
6046|OFICINA 6046|7830|OF. CHIVA
6050|OFICINA 6050|8072|OF. RIBA-ROJA DE TURIA
6052|OFICINA 6052|8843|OF. TORRELLANO
6053|OFICINA 6053|5729|OF. ALBAIDA
6054|OFICINA 6054|7454|OF. VILLANUEVA DE CASTELLÓN
6055|OFICINA 6055|7723|OF. CARCAIXENT-CENTRE
6059|OFICINA 6059|7746|OF. LA POBLA DE VALLBONA
6060|OFICINA 6060|7990|OF. TAVERNES VALLDIGNA-CARRER MAJOR
6061|OFICINA 6061|8846|OF. SOLLANA
6067|OFICINA 6067|8850|OF. SAN ANTONIO
6072|OFICINA 6072|3949|OF. CÀRCER
6074|OFICINA 6074|2859|OF. VALENCIA-JESÚS
6078|OFICINA 6078|2557|OF. PICASSENT
6079|OFICINA 6079|5399|OF. SAN ANTONIO DE BENAGÉBER
6080|OFICINA 6080|5618|OF. BELLREGUARD
6081|OFICINA 6081|7435|OF. IBI
6084|OFICINA 6084|7805|OF. ALFAFAR-SOL
6085|OFICINA 6085|8885|OF. VALENCIA-NOU BENICALAP
6086|OFICINA 6086|8907|OF. ALCÀSSER
6087|OFICINA 6087|4933|OF. MONCADA-MERCAT VELL
6088|OFICINA 6088|6272|OF. SILLA
6090|OFICINA 6090|7036|OF. PAIPORTA-MERCAT
6094|OFICINA 6094|7324|OF. ALGINET
6095|OFICINA 6095|7447|OF. ALMUSSAFES
6096|OFICINA 6096|8701|OF. ENGUERA
6098|OFICINA 6098|8712|OF. CORBERA
6099|OFICINA 6099|8873|OF. UTIEL
6100|OFICINA 6100|4400|OF. AYORA
6101|OFICINA 6101|7519|OF. CHELLA
6102|OFICINA 6102|7756|OF. VALENCIA-LA PARRETA
6103|OFICINA 6103|7815|OF. ALBALAT DE LA RIBERA
6104|OFICINA 6104|8711|OF. PALMA DE GANDIA
6105|OFICINA 6105|8713|OF. TURÍS
6106|OFICINA 6106|8714|OF. VILLALONGA
6107|OFICINA 6107|8750|OF. REAL
6108|OFICINA 6108|8781|OF. BENAGUASIL
6109|OFICINA 6109|5749|OF. BENIFAIÓ
6110|OFICINA 6110|5800|OF. LA POBLA LLARGA
6111|OFICINA 6111|7444|OF. EL PUIG
6113|OFICINA 6113|7760|OF. CHELVA
6114|OFICINA 6114|7814|OF. FOIOS
6115|OFICINA 6115|7848|OF. BENIGÀNIM
6116|OFICINA 6116|8074|OF. BOCAIRENT
6117|OFICINA 6117|8702|OF. BUÑOL-PUEBLO
6118|OFICINA 6118|8845|OF. CHESTE
6119|OFICINA 6119|6028|OF. LA POBLA DEL DUC
6121|OFICINA 6121|7505|OF. SIMAT DE LA VALLDIGNA
6122|OFICINA 6122|7593|OF. VILLAR DEL ARZOBISPO
6123|OFICINA 6123|8706|OF. VALENCIA-CID
6124|OFICINA 6124|8716|OF. ALBUIXECH
6125|OFICINA 6125|4129|OF. L'ALCÚDIA DE CRESPINS
6126|OFICINA 6126|5732|OF. LA FONT D'EN CARRÒS
6127|OFICINA 6127|6116|OF. MELIANA
6128|OFICINA 6128|7915|OF. VILAMARXANT
6129|OFICINA 6129|7926|OF. ALBALAT DELS SORELLS
6130|OFICINA 6130|8010|OF. ADEMUZ
6131|OFICINA 6131|5913|OF. ALMÀSSERA
6132|OFICINA 6132|7044|OF. CANALS
6133|OFICINA 6133|7606|OF. CASTELLÓ DE RUGAT
6134|OFICINA 6134|7623|OF. VALENCIA-CARDENAL BENLLOCH
6135|OFICINA 6135|7751|OF. GODELLA
6136|OFICINA 6136|7804|OF. XERACO
6137|OFICINA 6137|8041|OF. MANISES-CARRER MAJOR
6138|OFICINA 6138|4323|OF. MOIXENT
6139|OFICINA 6139|5830|OF. L'OLLERIA
6143|OFICINA 6143|6056|OF. BENIARJÓ
6146|OFICINA 6146|7806|OF. GENOVÉS
6147|OFICINA 6147|7824|OF. LLOSA DE RANES
6148|OFICINA 6148|8007|OF. NAVARRÉS
6152|OFICINA 6152|8086|OF. ALPUENTE
6154|OFICINA 6154|8725|OF. QUATRETONDA
6155|OFICINA ÁGIL 6155|3999|OF. ÁGIL VALENCIA-OBISPO AMIGÓ
6156|OFICINA ÁGIL 6156|7049|OF. ÁGIL VALENCIA-AVDA. CONSTITUCIÓ
6159|OFICINA 6159|7596|OF. VALENCIA-PIO XII
6160|OFICINA 6160|7740|OF. VALENCIA-AV. FRANCIA-ALF.TORAN
6161|OFICINA 6161|8039|OF. VALENCIA-RAMÓN LLULL
6163|OFICINA ÁGIL 6163|8058|OF. ÁGIL VILA-REAL-PLAZA LA VILA
6164|OFICINA 6164|8531|OF. ALICANTE-ALFONSO X EL SABIO
6165|OFICINA 6165|6329|OF. ALICANTE-OSCAR ESPLÁ
6166|OFICINA 6166|7042|OF. VALENCIA-JAUME ROIG
6170|OFICINA 6170|7314|OF. VALENCIA-CONCHITA PIQUER
6171|OFICINA 6171|7737|OF. VALENCIA-PINTOR SOROLLA
6172|OFICINA 6172|7757|OF. VALENCIA-PADILLA
6173|OFICINA 6173|7803|OF. VALENCIA-SAGUNTO
6174|OFICINA 6174|8746|OF. VALENCIA-CID-LORCA
6175|OFICINA 6175|8755|OF. VALENCIA-MARQUÉS DEL TURIA-CÍSC
6176|OFICINA 6176|4757|OF. VALENCIA-AV. ARAGÓN
6182|OFICINA 6182|603|OF. CASTELLÓN-PLAZA REAL
6184|OFICINA 6184|4961|OF. CASINOS
6185|OFICINA 6185|5764|OF. RÓTOVA
6186|OFICINA 6186|7755|OF. L'ELIANA
6188|OFICINA 6188|7827|OF. XERESA
6191|OFICINA 6191|8533|OF. MONTSERRAT
6192|OFICINA 6192|2565|OF. MUSEROS
6193|OFICINA 6193|2239|OF. RAFELBUNYOL
6196|OFICINA 6196|1705|OF. YÁTOVA
6200|OFICINA 6200|6270|OF. VALENCIA-MONT OLIVET
6202|OFICINA 6202|8527|OF. CULLERA-SANT ANTONI
6203|OFICINA 6203|8539|OF. GANDIA-REPÚBLICA ARGENTINA
6206|OFICINA 6206|2691|OF. QUART DE POBLET-BARRIO DEL CRIS
6207|OFICINA 6207|2116|OF. TAVERNES BLANQUES
6208|OFICINA 6208|6828|OF. ALFARA DEL PATRIARCA
6211|OFICINA 6211|7242|OF. VALENCIA-WAKSMAN
6213|OFICINA 6213|7249|OF. PATERNA-VIRGEN DE MONTIEL
6214|OFICINA 6214|7251|OF. ANNA
6216|OFICINA 6216|5475|OF. ROCAFORT
6218|OFICINA 6218|6299|OF. NÁQUERA
6220|OFICINA 6220|7240|OF. MONCADA-BARRI BADIA
6223|OFICINA 6223|7994|OF. BURJASSOT-CONCORDIA
6225|OFICINA 6225|8377|OF. DAIMÚS
6226|OFICINA 6226|8379|OF. ALBAL
6228|OFICINA 6228|8729|OF. SEDAVÍ
6229|OFICINA 6229|2694|OF. MANISES-LA COVA
6230|OFICINA 6230|2702|OF. GANDIA-HOSPITAL
6232|OFICINA 6232|2688|OF. MISLATA-SAN ANTONIO
6233|OFICINA 6233|1833|OF. OLIVA-REBOLLET
6238|OFICINA 6238|5482|OF. MASSANASSA
6239|OFICINA 6239|6212|OF. PICANYA
6241|OFICINA 6241|7498|OF. VALENCIA-LITERATO AZORÍN
6242|OFICINA 6242|7501|OF. ALZIRA-LA MUNTANYETA
6245|OFICINA 6245|8720|OF. ELCHE-LES ERES
6248|OFICINA 6248|8732|OF. BUÑOL-VENTAS
6249|OFICINA 6249|2706|OF. VALENCIA-LA PECHINA
6250|OFICINA 6250|2707|OF. BURRIANA-EL PLA
6254|OFICINA 6254|5623|OF. BENICARLÓ
6256|OFICINA 6256|6917|OF. VALENCIA-LA FONTETA
6259|OFICINA 6259|7993|OF. GANDIA-BARRI COREA
6267|OFICINA 6267|8082|OF. VINARÒS-CENTRE
6269|OFICINA 6269|8728|OF. ALDAIA-DOS DE MAYO
6270|OFICINA 6270|8844|OF. XÀTIVA-L'ALBEREDA
6272|OFICINA ÁGIL 6272|4324|OF. ÁGIL VALENCIA-RUSSAFA-DR. LANDE
6275|OFICINA 6275|2589|OF. FAURA
6277|OFICINA 6277|2611|OF. ALTEA
6280|OFICINA 6280|7276|OF. PEDREGUER
6281|OFICINA 6281|7722|OF. SAGUNT-GLORIETA
6282|OFICINA 6282|7982|OF. VALENCIA-ELS ORRIOLS
6283|OFICINA 6283|8730|OF. EL CAMPELLO
6285|OFICINA 6285|4433|OF. MUTXAMEL
6290|OFICINA 6290|2540|OF. PORT DE SAGUNT-TRIANGLE UMBRAL
6291|OFICINA 6291|6187|OF. VALENCIA-MALVARROSA
6292|OFICINA 6292|7475|OF. VALENCIA-PATRAIX
6293|OFICINA 6293|7952|OF. CASTELLÓN-CARDENAL COSTA
6294|OFICINA 6294|8404|OF. ALICANTE-BENALUA
6295|OFICINA 6295|4410|OF. CALLOSA D'EN SARRIÀ
6297|OFICINA 6297|4149|OF. VILA-REAL-MAJOR SANT JAUME
6299|OFICINA 6299|5494|OF. SAX
6300|OFICINA 6300|6284|OF. ALICANTE-SAN BLAS
6301|OFICINA 6301|8065|OF. TORRENT-MERCAT
6304|OFICINA 6304|8070|OF. VALENCIA-SANTA ROSA
6305|OFICINA 6305|8416|OF. VALENCIA-LA TORRE
6309|OFICINA 6309|8734|OF. VALENCIA-NAVELLOS
6310|OFICINA ÁGIL 6310|8743|OF. ÁGIL VALENCIA-MESTALLA
6311|OFICINA 6311|4409|OF. TORRENT-AVINGUDA
6314|OFICINA 6314|4803|OF. CARLET
6318|OFICINA ÁGIL 6318|4623|OF. ÁGIL CASTELLÓN-REY DON JAIME
6321|OFICINA 6321|4478|OF. ALCOI-ALAMEDA
6322|OFICINA 6322|6915|OF. ELCHE-PLAZA BARCELONA
6323|OFICINA 6323|7831|OF. GRAU DE CASTELLÓ
6325|OFICINA 6325|8382|OF. ALICANTE-EL PLA
6326|OFICINA 6326|8736|OF. ELCHE-ALTABIX
6327|OFICINA 6327|8742|OF. CREVILLENTE
6328|OFICINA 6328|4001|OF. TORREVIEJA-PLAZA AYUNTAMIENTO
6329|OFICINA 6329|4724|OF. VALENCIA-REINA
6330|OFICINA 6330|4047|OF. ALMENARA
6331|OFICINA 6331|5860|OF. ALCALÀ DE XIVERT
6332|OFICINA 6332|7570|OF. TORRENT-CENTRE
6334|OFICINA 6334|7786|OF. CASTELLÓN-RONDA VINATEA
6336|OFICINA 6336|8733|OF. TORREBLANCA
6337|OFICINA 6337|8741|OF. CALLOSA DE SEGURA
6338|OFICINA 6338|9145|OF. BETXÍ
6339|OFICINA 6339|9147|OF. MORELLA
6344|OFICINA 6344|9159|OF. MONCOFA
6347|OFICINA 6347|2534|OF. ALICANTE-LOS ANGELES
6348|OFICINA 6348|7775|OF. DÉNIA-PATRICIO FERRÁNDIZ
6349|OFICINA 6349|7790|OF. VALENCIA-ARRANCAPINOS
6358|OFICINA 6358|7795|OF. VALENCIA-DEPENDENCIA MERCANTIL
6366|OFICINA 6366|8406|OF. BENIMÁMET
6368|OFICINA 6368|8414|OF. ALCOI-SANTA ROSA
6373|OFICINA 6373|2587|OF. ALICANTE-LA FLORIDA
6378|OFICINA 6378|2104|OF. LA POBLA DE FARNALS
6387|OFICINA 6387|1827|OF. VALENCIA-MORVEDRE
6388|OFICINA 6388|7124|OF. VALENCIA-LA SENYERA
6394|OFICINA 6394|8412|OF. VALENCIA-AUSIAS MARCH
6400|OFICINA ÁGIL 6400|8460|OF. ÁGIL VALENCIA-TRES FORQUES
6406|OFICINA 6406|3374|OF. VALENCIA-JARDÍN DE AYORA
6408|OFICINA 6408|5415|OF. ALTURA
6417|OFICINA 6417|5785|OF. JÉRICA
6421|OFICINA 6421|6157|OF. SEGORBE-CUEVA SANTA
6422|OFICINA 6422|8463|OF. ONIL
6423|OFICINA 6423|8479|OF. SEGORBE-AV. ESPAÑA
6424|OFICINA 6424|8749|OF. SONEJA
6430|OFICINA 6430|2680|OF. VIVER
6431|OFICINA 6431|7126|OF. BENISSA
6435|OFICINA 6435|7275|OF. ATZENETA DEL MAESTRAT
6436|OFICINA 6436|7363|OF. ALBOCÀSSER
6438|OFICINA 6438|8418|OF. L'ALCORA
6439|OFICINA 6439|8452|OF. ALMASSORA
6441|OFICINA ÁGIL 6441|2920|OF. ÁGIL CASTELLÓN-PERI-18
6443|OFICINA 6443|2541|OF. BORRIOL
6444|OFICINA 6444|7503|OF. BURRIANA-CARRETERA NULES
6445|OFICINA 6445|7610|OF. CABANES
6448|OFICINA ÁGIL 6448|7910|OF. ÁGIL VALENCIA-ISLAS CANARIAS
6450|OFICINA 6450|8439|OF. BENASAL
6452|OFICINA 6452|2542|OF. CASTELLÓN-FADRELL
6453|OFICINA 6453|7739|OF. CASTELLÓN-CARRETERA DE ALCORA
6454|OFICINA 6454|7912|OF. CASTELLÓN-PARQUE DEL OESTE
6455|OFICINA 6455|8441|OF. CASTELLÓN-HERRERO
6456|OFICINA 6456|8458|OF. CASTELLÓN-MARÍA AGUSTINA
6458|OFICINA 6458|7257|OF. CASTELLÓN-AV. DE VALENCIA
6461|OFICINA 6461|7437|OF. CASTELLÓN-CAMINO SAN JOSÉ
6466|OFICINA 6466|7511|OF. VALENCIA-TORREFIEL
6470|OFICINA 6470|7810|OF. LES COVES DE VINROMÀ
6472|OFICINA 6472|8705|OF. CHILCHES
6475|OFICINA 6475|5091|OF. LUCENA DEL CID
6476|OFICINA 6476|7439|OF. NULES
6482|OFICINA 6482|7666|OF. SANT MATEU
6486|OFICINA 6486|7696|OF. TRAIGUERA
6488|OFICINA 6488|8069|OF. VALL D'ALBA
6489|OFICINA 6489|8512|OF. LA VALL D'UIXÓ
6490|OFICINA 6490|2698|OF. SANT JOAN DE MORÓ
6495|OFICINA 6495|6174|OF. VILA-REAL-HOSPITAL
6496|OFICINA 6496|6858|OF. LA VILAVELLA
6498|OFICINA 6498|8381|OF. VINARÒS-LLIBERTAT
6501|OFICINA 6501|4462|OF. PALMA-PLAÇA PROGRÉS
6503|OFICINA 6503|2536|OF. VALENCIA-CRUZ ROJA
6507|OFICINA 6507|2439|OF. CANET D'EN BERENGUER
6508|OFICINA 6508|1415|OF. ESTIVELLA
6509|OFICINA 6509|7923|OF. GILET
6513|OFICINA 6513|4752|OF. VALENCIA-SAN MARCELINO
6518|OFICINA 6518|4576|OF. PORT DE SAGUNT-PLAÇA DELS COTXE
6520|OFICINA 6520|6091|OF. PORT DE SAGUNT-HISPANITAT
6521|OFICINA ÁGIL 6521|7788|OF. ÁGIL PORT DE SAGUNT-PLAÇA RODRI
6523|OFICINA 6523|7794|OF. PORT DE SAGUNT-MARE NOSTRUM
6525|OFICINA 6525|8351|OF. VALENCIA-CABANYAL
6526|OFICINA ÁGIL 6526|9137|OF. ÁGIL VALENCIA-OLIVERETA
6529|OFICINA 6529|4699|OF. VALENCIA-VARA DE QUART
6533|OFICINA 6533|1683|OF. VALENCIA-PINTOR PERIS
6535|OFICINA 6535|6930|OF. VALENCIA-SAN ISIDRO
6537|OFICINA 6537|7083|OF. VALENCIA-EMILIO BARÓ
6543|OFICINA 6543|7084|OF. VALENCIA-UNIVERSIDAD POLITÉCNIC
6546|OFICINA 6546|7085|OF. VALENCIA-PARQUE UNIVERSIDAD
6553|OFICINA 6553|7229|OF. ALICANTE-PLAZA DE AMÉRICA
6555|OFICINA 6555|8428|OF. VALENCIA-CAMÍ TRANSITS
6556|OFICINA 6556|8440|OF. PALMA-OMS
6557|OFICINA 6557|8731|OF. PALMA-CARRER D'ARAGÓ
6559|OFICINA 6559|9158|OF. VALENCIA-ALGIRÓS
6561|OFICINA 6561|2606|OF. VALENCIA-JUAN XXIII
6565|OFICINA ÁGIL 6565|4419|OF. ÁGIL PALMA-AVENIDAS
6568|OFICINA 6568|2570|OF. LA CANYADA
6569|OFICINA 6569|2088|OF. S'ARENAL-LLUCMAJOR
6571|OFICINA 6571|7019|OF. EIVISSA-CENTRE
6577|OFICINA 6577|7080|OF. PORT DE POLLENÇA
6579|OFICINA 6579|7082|OF. MANACOR
6580|OFICINA 6580|7086|OF. VALENCIA-MALILLA
6582|OFICINA 6582|8408|OF. PALMA-FRA JUNÍPER SERRA
6584|OFICINA 6584|8456|OF. VALENCIA-LA LUZ
6585|OFICINA 6585|7002|OF. VALENCIA-AVILÉS
6586|OFICINA 6586|7009|OF. SANTA PONÇA
6587|OFICINA 6587|7014|OF. VALENCIA-BENIMACLET
6588|OFICINA 6588|5874|OF. VALENCIA-NAZARET
6589|OFICINA 6589|6813|OF. PINEDO
6591|OFICINA 6591|7000|OF. MISLATA-GREGORIO GEA
6592|OFICINA 6592|4014|OF. CASTELLAR
6593|OFICINA 6593|5971|OF. REUS
6626|OFICINA 6626|9169|OF. MARTORELL
6658|OFICINA 6658|4104|OF. PINEDA DE MAR
6661|OFICINA 6661|3941|OF. BARCELONA-HORTA
6670|OFICINA 6670|5926|OF. GRANOLLERS-LA CORONA
6673|OFICINA 6673|7271|OF. BARCELONA-MUNTANER
6674|OFICINA 6674|7310|OF. L'HOSPITALET-SANTA EULÀLIA
6675|OFICINA 6675|8075|OF. RIPOLLET
6676|OFICINA 6676|2198|OF. LLEIDA-PRAT DE LA RIBA
6679|OFICINA 6679|4612|OF. CERDANYOLA DEL VALLÈS-ESTACIÓ
6682|OFICINA 6682|7032|OF. SANTA COLOMA DE GRAMENET-CENTRE
6685|OFICINA ÁGIL 6685|7059|OF. ÁGIL MATARÓ-SANTA ANNA
6688|OFICINA 6688|7460|OF. MANRESA
6689|OFICINA 6689|7633|OF. SABADELL-RAMBLA
6691|OFICINA 6691|7813|OF. VILAFRANCA
6697|OFICINA 6697|8724|OF. MATARÓ-LA RIERA
6707|OFICINA 6707|4430|OF. MATARÓ-MERCAT
6716|OFICINA 6716|4085|OF. L'HOSPITALET-PUJOS
6725|OFICINA 6725|1671|OF. LLORET DE MAR-SANT PERE
6735|OFICINA 6735|6935|OF. MATARÓ-CERDANYOLA
6745|OFICINA 6745|7060|OF. MATARÓ-ALFONS X
6769|OFICINA 6769|7062|OF. MATARÓ-ELS MOLINS
6779|OFICINA ÁGIL 6779|7313|OF. ÁGIL MATARÓ-LOS ALAMOS
6845|OFICINA 6845|7463|OF. VILASSAR DE MAR
6856|OFICINA 6856|8437|OF. PREMIÀ DE MAR
6861|OFICINA 6861|8455|OF. ARGENTONA
6865|OFICINA 6865|8532|OF. ARENYS DE MAR
6866|OFICINA 6866|4436|OF. VILASSAR DE DALT
6867|OFICINA 6867|4490|OF. PALAFOLLS
6868|OFICINA 6868|6247|OF. ARENYS DE MUNT
6869|OFICINA 6869|6794|OF. CANET DE MAR
6876|OFICINA 6876|7061|OF. SANT CELONI
6877|OFICINA 6877|8067|OF. MALGRAT DE MAR
6879|OFICINA 6879|8099|OF. SANTA COLOMA DE GRAMENET-SINGUE
6880|OFICINA 6880|8493|OF. TORDERA
6886|OFICINA 6886|4812|OF. CALELLA
6889|OFICINA 6889|4732|OF. SANTA COLOMA DE GRAMENET-IRLAND
6894|OFICINA 6894|3750|OF. BADALONA-LA PLANA
6898|OFICINA 6898|2581|OF. BADALONA-BUFALÀ
6899|OFICINA 6899|1884|OF. BADALONA-MONTIGALÀ
6901|OFICINA 6901|6036|OF. MOLLET DEL VALLÈS-CALDES
6904|OFICINA 6904|7038|OF. MATARÓ-VIA EUROPA
6995|OFICINA 6995|7097|OF. NAVALCARNERO-JESÚS CASAS
7004|OFICINA ÁGIL 7004|8364|OF. ÁGIL FUENLABRADA-PLAZA CONSTITU
7020|OFICINA 7020|4546|OF. MADRID-SANCHINARRO
