Centro bankia|Nombre Largo|centro espejo CBK|Nombre en CBK
1864|OFICINA 1864|6840|OF. MADRID-VALDEBERNARDO
1869|OFICINA ÁGIL 1869|8045|OF. ÁGIL MADRID-AV. ENTREVÍAS
1870|OFICINA 1870|1176|OF. MADRID-STA. EUGENIA-CASTRILLO D
1871|OFICINA 1871|3384|OF. MADRID-LOS ANDALUCES  RAFAEL AL
1875|OFICINA 1875|3301|OF. MADRID-AEROPUERTO T4
1880|OFICINA ÁGIL 1880|964|OF. ÁGIL MADRID-FELIPE PINGARRÓN
1899|OFICINA 1899|3271|OF. MADRID-C.C. ENTREVÍAS
1901|OFICINA 1901|3866|OF. MADRID-DOCTOR ARCE
1909|OFICINA 1909|3178|OF. MADRID-PALOMERAS BAJAS VILLALOB
1915|OFICINA ÁGIL 1915|673|OF. ÁGIL MADRID-LÓPEZ HOYOS-PROSPER
1916|OFICINA 1916|449|OF. MADRID-PIO XII
1917|OFICINA ÁGIL 1917|6256|OF. ÁGIL MADRID-NARVÁEZ-SÁINZ BARAN
1918|OFICINA 1918|4870|OF. MADRID-CAMINO DE VALDERRIBAS
1920|OFICINA 1920|3315|OF. MADRID-VIRGEN DE ALEGRÍA-CONCEP
1921|OFICINA 1921|3251|OF. MADRID-JULIO PALACIOS
1924|OFICINA 1924|3302|OF. MADRID-OFELIA NIETO
1928|OFICINA 1928|2856|OF. MADRID-CAYETANO PANDO
1933|OFICINA 1933|5840|OF. MADRID-CONDE ORGAZ
1936|OFICINA 1936|3322|OF. MADRID-PALOMERAS BAJAS PABLO NE
1937|OFICINA ÁGIL 1937|3089|OF. ÁGIL MADRID-ALCALÁ-EL CARMEN
1940|OFICINA 1940|3072|OF. MADRID-GUAREÑA-AV. DE LOS POBLA
1944|OFICINA 1944|1319|OF. MADRID-MARÍA DE MOLINA
1947|OFICINA 1947|6311|OF. MADRID-MACHUPICHU
1956|OFICINA 1956|3370|OF. MADRID-ARGENTA
1958|OFICINA 1958|2880|OF. MADRID-GRAN VÍA DE HORTALEZA
1965|OFICINA 1965|719|OF. MADRID-ARROYOFRESNO-CERRO MINGU
1971|OFICINA 1971|539|OF. MADRID-VILLA VALLECAS-SAN JAIME
1986|OFICINA 1986|3118|OF. MADRID-BULEVARD JOSÉ PRAT
1988|OFICINA 1988|1189|OF. MADRID-TAMPICO-TUMACO
1989|OFICINA 1989|1081|OF. MADRID-Pº GINEBRA-AV. NIZA
1992|OFICINA 1992|3560|OF. MADRID-AV. MONFORTE DE LEMOS
1994|CENTRO DE EMPRESAS 1994|3264|CENTRO EMPRESAS MADRID-REAL PINTO
1996|OFICINA 1996|3139|OF. MADRID-PASEO DE LA FLORIDA
2200|OFICINA 2200|275|OF. ARANJUEZ-STUART
2201|OFICINA 2201|4615|OF. ALCALÁ DE HENARES-LIBREROS
2202|OFICINA 2202|3115|OF. COLMENAR VIEJO-COLMENAR CENTRO
2203|OFICINA 2203|2898|OF. CHINCHÓN
2204|OFICINA 2204|2058|OF. MORATA DE TAJUÑA
2205|OFICINA 2205|956|OF. COLMENAR DE OREJA
2206|OFICINA 2206|6123|OF. LEGANÉS-MEDIODÍA
2207|OFICINA 2207|2718|OF. TORREJÓN DE ARDOZ-ENMEDIO
2208|OFICINA 2208|3197|OF. POZUELO ALARCÓN-RAMÓN JIMÉNEZ
2209|OFICINA 2209|1337|OF. GETAFE-CENTRO
2210|OFICINA 2210|3607|OF. PINTO-PL. EGIDO
2211|OFICINA 2211|4074|OF. S. LORENZO ESCORIAL-REY
2212|OFICINA 2212|2867|OF. SAN MARTÍN DE VALDEIGLESIAS
2213|OFICINA 2213|1195|OF. NAVALCARNERO-REAL
2214|OFICINA 2214|3177|OF. ALCOBENDAS-MARQUESA-ALDAMA-IGLE
2215|OFICINA 2215|585|OF. VALDEMORO-ESTRELLA ELOLA
2216|OFICINA 2216|5811|OF. VILLAREJO DE SALVANÉS
2217|OFICINA 2217|3144|OF. CIEMPOZUELOS
2218|OFICINA 2218|1321|OF. SAN MARTÍN DE LA VEGA
2219|OFICINA 2219|6085|OF. ARGANDA DEL REY-SOLANILLA
2220|OFICINA 2220|3548|OF. COLLADO VILLALBA-REAL-RÍO
2221|OFICINA 2221|3161|OF. MÓSTOLES-PLAZA PRADILLO
2222|OFICINA 2222|6179|OF. S. FDO. DE HENARES-PL. AYUNTAMI
2223|OFICINA 2223|4916|OF. MIRAFLORES DE LA SIERRA
2224|OFICINA 2224|4226|OF. TORRELAGUNA
2225|OFICINA 2225|3288|OF. ALCORCÓN-PLAZA AYUNTAMIENTO
2226|OFICINA 2226|3067|OF. COSLADA-AV. CONSTITUCIÓN
2227|OFICINA 2227|937|OF. EL MOLAR
2229|OFICINA 2229|4567|OF. GUADARRAMA
2230|OFICINA 2230|3397|OF. CADALSO DE LOS VIDRIOS
2231|OFICINA 2231|3171|OF. FUENLABRADA-LA PLAZA
2232|OFICINA 2232|2878|OF. MAJADAHONDA-DOCTOR CALERO
2233|OFICINA 2233|4501|OF. EL ESCORIAL
2234|OFICINA 2234|5602|OF. TORRELODONES-COLONIA
2235|OFICINA 2235|6141|OF. CERCEDILLA
2236|OFICINA 2236|2189|OF. BUITRAGO DEL LOZOYA
2237|OFICINA 2237|5880|OF. VILLACONEJOS
2238|OFICINA 2238|3326|OF. S.S. DE LOS REYES-REAL-AYUNTAMI
2239|OFICINA 2239|4187|OF. GALAPAGAR
2240|OFICINA 2240|3443|OF. ALGETE-PARQUE DE LOS OLIVOS
2241|OFICINA 2241|1607|OF. BRUNETE
2242|OFICINA 2242|452|OF. MEJORADA DEL CAMPO-AV. CONSTITU
2243|OFICINA 2243|3551|OF. ALCALÁ DE HENARES-ERAS DE SAN I
2244|OFICINA 2244|3840|OF. VILLAVICIOSA ODÓN-PL. DEL PARAD
2245|OFICINA 2245|3644|OF. PARLA-ESTACIÓN
2246|OFICINA 2246|5671|OF. GETAFE-LAS MARGARITAS
2247|OFICINA 2247|5937|OF. VILLA DEL PRADO
2248|OFICINA 2248|4391|OF. RASCAFRÍA
2249|OFICINA 2249|2543|OF. ALCALÁ DE HENARES-PUERTA DE MAD
2250|OFICINA 2250|2970|OF. GETAFE-GARCILASO
2252|OFICINA 2252|3142|OF. LEGANÉS-DR. MENDIGUCHIA CARRICH
2253|OFICINA 2253|6835|OF. POZUELO ALARCÓN-JUAN PABLO II
2254|OFICINA 2254|5712|OF. ALCORCÓN-ONDARRETA
2255|OFICINA 2255|3083|OF. HOYO DE MANZANARES
2256|OFICINA ÁGIL 2256|3368|OF. ÁGIL TORREJÓN ARDOZ-VIRGEN DE L
2257|OFICINA 2257|1359|OF. MECO
2258|OFICINA 2258|4976|OF. COSLADA-CIUDAD 70
2259|OFICINA 2259|7499|OF. ALCALÁ DE HENARES-J. AUSTRIA-ME
2260|OFICINA 2260|2708|OF. BUSTARVIEJO
2261|OFICINA 2261|2556|OF. COLMENAR VIEJO-SAN SEBASTIÁN
2262|OFICINA 2262|3312|OF. S. FDO. DE HENARES-JOSÉ ALIX
2264|OFICINA 2264|5445|OF. MANZANARES EL REAL
2266|OFICINA 2266|1611|OF. PARLA-BULEVAR CENTRO
2267|OFICINA 2267|5986|OF. ALCOBENDAS-CONSTIT.-AV. ESPAÑA
2268|OFICINA 2268|5644|OF. HUMANES DE MADRID
2269|OFICINA 2269|4915|OF. COLLADO VILLALBA-REAL-ZOCO
2270|OFICINA 2270|3238|OF. NAVACERRADA
2271|OFICINA 2271|5049|OF. ALCORCÓN-POLVORANCA
2272|OFICINA 2272|3352|OF. SAN AGUSTÍN DEL GUADALIX
2273|OFICINA 2273|3267|OF. COSLADA-PLAZA DEL SOL
2274|OFICINA 2274|3649|OF. MAJADAHONDA-PLAZA COLÓN
2275|OFICINA 2275|3975|OF. LOS MOLINOS
2276|OFICINA 2276|4914|OF. VELILLA DE SAN ANTONIO
2277|OFICINA 2277|3362|OF. GRIÑÓN
2278|OFICINA 2278|3363|OF. CERCEDA
2280|OFICINA 2280|3451|OF. ARANJUEZ-ALMANSA
2282|OFICINA 2282|6118|OF. S.S. DE LOS REYES-RÍO MIÑO
2284|OFICINA 2284|5935|OF. MÓSTOLES-SIMÓN HERNÁNDEZ-LAS PA
2286|OFICINA 2286|5413|OF. MÓSTOLES-RÍO EBRO
2287|OFICINA 2287|4744|OF. GUADALIX DE LA SIERRA
2288|OFICINA 2288|8337|OF. ALCORCÓN-AV. VALLADOLID
2289|OFICINA 2289|3643|OF. COLLADO MEDIANO
2290|OFICINA 2290|5974|OF. BECERRIL DE LA SIERRA
2291|OFICINA 2291|4108|OF. ROBLEDO DE CHAVELA
2292|OFICINA 2292|6894|OF. FUENLABRADA-LOS ÁNGELES
2293|OFICINA 2293|4560|OF. LAS MATAS
2297|OFICINA 2297|5646|OF. ALPEDRETE
2299|OFICINA 2299|3830|OF. GETAFE-EL BERCIAL
2307|OFICINA 2307|2538|OF. S.S. DE LOS REYES-TENERIFE
2401|OFICINA 2401|7930|OF. TORREJÓN DE ARDOZ-CIRCUNVALACIÓ
2402|OFICINA 2402|1801|OF. VALDEMORO-AV. ANDALUCÍA
2403|OFICINA 2403|5796|OF. CUBAS DE LA SAGRA
2404|OFICINA 2404|4071|OF. LEGANÉS-PARQUESUR
2406|OFICINA 2406|3329|OF. GETAFE-SECTOR III
2408|OFICINA 2408|6093|OF. ALCOBENDAS-MANUEL DE FALLA
2409|OFICINA 2409|8334|OF. MÓSTOLES-SIMÓN HERNÁNDEZ-FELIPE
2412|OFICINA 2412|8338|OF. SOTO DEL REAL
2413|OFICINA 2413|8344|OF. CAMPO REAL
2415|OFICINA 2415|8345|OF. ALCOBENDAS-Pº CHOPERA-LA MENINA
2416|OFICINA 2416|8346|OF. CENICIENTOS
2417|OFICINA 2417|2004|OF. ESTREMERA
2420|OFICINA 2420|3703|OF. LEGANÉS-POLVORANCA
2422|OFICINA 2422|4111|OF. FUENLABRADA-AV. DE LOS ANDES
2423|OFICINA 2423|6226|OF. COLLADO VILLALBA-PUEBLO
2424|OFICINA 2424|8333|OF. ALCALÁ DE HENARES-URB. NUEVA AL
2430|OFICINA 2430|8335|OF. MÓSTOLES-AV. DOS DE MAYO-RÍO GA
2431|OFICINA 2431|6107|OF. TORREJÓN DE ARDOZ-PARQUE CATALU
2432|OFICINA 2432|5094|OF. LEGANÉS-MONEGROS-OESTE
2433|OFICINA 2433|4447|OF. PARACUELLOS DE JARAMA
2434|OFICINA 2434|6812|OF. ALCALÁ DE HENARES-REYES CATOLIC
2436|OFICINA 2436|7956|OF. VALDEMORILLO
2437|OFICINA 2437|6390|OF. ALCALÁ DE HENARES-CANOVAS CASTI
2438|OFICINA 2438|7940|OF. PARLA-ZONA REYES
2439|OFICINA 2439|5936|OF. TORREJÓN DE ARDOZ-VEREDILLAS
2440|OFICINA 2440|4655|OF. GETAFE-SAN ISIDRO
2442|OFICINA 2442|2881|OF. GETAFE-TOLEDO
2443|OFICINA 2443|6877|OF. ALCORCÓN-MAYOR-SANTA GEMA
2444|OFICINA 2444|8019|OF. VALDEMORO-NEGRITAS
2446|OFICINA 2446|7027|OF. VILLANUEVA DE LA CAÑADA
2447|OFICINA 2447|6860|OF. TORRELODONES-PUEBLO
2450|OFICINA 2450|7951|OF. ARGANDA DEL REY-AV. EJÉRCITO-OE
2451|OFICINA 2451|2799|OF. COSLADA-COLOMBIA
2453|OFICINA 2453|6851|OF. PINTO-ISABEL LA CATÓLICA
2454|OFICINA 2454|7050|OF. TORRES DE LA ALAMEDA
2455|OFICINA 2455|7289|OF. AJALVIR
2456|OFICINA 2456|7971|OF. FUENLABRADA-BARRIO EL ARROYO
2457|OFICINA 2457|8029|OF. TRES CANTOS-SECTOR DESCUBRIDORE
2458|OFICINA 2458|5096|OF. FUENLABRADA-BARRIO EL NARANJO
2459|OFICINA 2459|3253|OF. LEGANÉS-AV. FUENLABRADA
2460|OFICINA 2460|5492|OF. ARANJUEZ-FLORIDA
2461|OFICINA 2461|5905|OF. TORREJÓN DE ARDOZ-TORREPISTA
2463|OFICINA 2463|5920|OF. COLMENAREJO
2465|OFICINA 2465|6106|OF. GETAFE-AV. ARAGÓN
2466|OFICINA 2466|6148|OF. MORALZARZAL
2467|OFICINA 2467|6215|OF. ALCALÁ DE HENARES-MATEO TORRES
2468|OFICINA 2468|6832|OF. FUENTE EL SAZ DE JARAMA
2469|OFICINA 2469|4155|OF. MÓSTOLES-AV. OLÍMPICA-EL SOTO
2470|OFICINA 2470|5867|OF. MÓSTOLES-PINTOR EL GRECO
2471|OFICINA 2471|6042|OF. DAGANZO DE ARRIBA
2472|OFICINA ÁGIL 2472|6358|OF. ÁGIL FUENLABRADA-FTE.LAS ESCALE
2473|OFICINA 2473|6893|OF. CAMARMA DE ESTERUELAS
2475|OFICINA 2475|7037|OF. RIVAS-VACIAMADRID-PZA. PAU CASA
2476|OFICINA 2476|4910|OF. ALCOBENDAS-LA MORALEJA
2477|OFICINA 2477|3117|OF. GETAFE-CENTRO COMERCIAL GETAFE
2478|OFICINA 2478|5102|OF. FUENLABRADA-AV. DE EUROPA
2479|OFICINA 2479|5672|OF. MÓSTOLES-LIBERTAD
2480|OFICINA 2480|5916|OF. ARGANDA DEL REY-AV. EJÉRCITO-ES
2481|OFICINA 2481|6145|OF. EL ÁLAMO
2482|OFICINA 2482|6185|OF. LAS ROZAS-BURGOCENTRO
2483|OFICINA 2483|6233|OF. FUENLABRADA-AV. PORTUGAL
2488|OFICINA 2488|6251|OF. MAJADAHONDA-AV. ESPAÑA-ED. CERV
2490|OFICINA 2490|4156|OF. LAS ROZAS-MONTE ROZAS
2491|OFICINA 2491|3236|OF. POZUELO ALARCÓN-AV EUROPA-SOMOS
2493|OFICINA 2493|5946|OF. TRES CANTOS-AV. VIÑUELAS
2494|OFICINA 2494|6044|OF. ALCALÁ DE HENARES-C.C EL VAL
2495|OFICINA 2495|6073|OF. BOADILLA DEL MONTE-LAS LOMAS
2496|OFICINA 2496|6308|OF. LEGANÉS-C.C LEGANÉS 1
2497|OFICINA 2497|4401|OF. COSLADA-ZOCO
2715|OFICINA 2715|4819|OF. MAJADAHONDA-C.C. LA BOLSA
2717|OFICINA 2717|6038|OF. VILLAVICIOSA ODÓN-AV. PPE. ASTU
2726|OFICINA 2726|6119|OF. TORREJÓN DE ARDOZ-LA SOLANA
2742|OFICINA 2742|6167|OF. ALCOBENDAS-VALDELASFUENTES
2743|OFICINA 2743|6171|OF. BOADILLA DEL MONTE-SECTOR B
2746|OFICINA 2746|6173|OF. LEGANÉS-AV. FUENLABRADA-GARCILA
2747|OFICINA 2747|6380|OF. MAJADAHONDA-MAPFRE
2753|OFICINA 2753|6826|OF. LEGANÉS-ARROYO CULEBRO
2758|OFICINA 2758|2078|OF. ALCALÁ DE HENARES-PLAZA JOSE MA
2759|OFICINA 2759|4829|OF. RIVAS-VACIAMADRID-JOSÉ SARAMAGO
2795|OFICINA 2795|4502|OF. PARLA-PARQUE PARLA ESTE
2797|OFICINA ÁGIL 2797|5965|OF. ÁGIL GETAFE-MADRID
2800|OFICINA 2800|6001|OF. FUENLABRADA-AV. LAS REGIONES
2803|OFICINA 2803|6090|OF. LEGANÉS-MARGARITA-GETAFE
2804|OFICINA 2804|6224|OF. COLLADO VILLALBA-PARQUE DE LA C
2807|OFICINA ÁGIL 2807|4580|OF. ÁGIL MÓSTOLES-AV.ALCALDE DE MÓS
2808|OFICINA 2808|2015|OF. S.S. DE LOS REYES-LA SIERRA
2809|OFICINA 2809|5854|OF. PARLA-CALLE PINTO
2810|OFICINA 2810|5870|OF. LEGANÉS-ALCARRIA
2813|OFICINA 2813|5977|OF. ALCORCÓN-CÁCERES
2814|OFICINA 2814|6043|OF. MEJORADA DEL CAMPO-CENTRO-AYUNT
2815|OFICINA 2815|6188|OF. ALCALÁ DE HENARES-LUIS VIVES
2820|OFICINA 2820|6240|OF. VILLANUEVA DEL PARDILLO
2821|OFICINA 2821|6055|OF. TORREJÓN DE LA CALZADA
2822|OFICINA 2822|6279|OF. ALCOBENDAS-ORENSE
2823|CENTRO DE EMPRESAS 2823|6814|CENT. EMPR. SAN FERNANDO DE HENARES
2824|OFICINA 2824|4350|OF. MÓSTOLES-CAMINO HUMANES
2825|OFICINA 2825|2972|OF. FUENLABRADA-AV. LAS PROVINCIAS
2828|OFICINA 2828|3297|OF. RIVAS-VACIAMADRID-C.C. SANTA MÓ
2830|OFICINA 2830|5896|OF. S.S. DE LOS REYES-REAL-PL. DE T
2831|CENTRO DE EMPRESAS 2831|5959|CENTRO EMPRESAS ALCOBENDAS II
2832|OFICINA 2832|6165|OF. LEGANÉS-REY JUAN CARLOS I-CARRA
2833|OFICINA 2833|6194|OF. TORREJÓN DE ARDOZ-TORREJÓN 2000
2838|OFICINA 2838|6198|OF. RIVAS-VACIAMADRID-PZA. BLIMEA
2839|OFICINA 2839|6342|OF. ARANJUEZ-AV. PLAZA DE TOROS
2840|OFICINA 2840|6895|OF. FUENLABRADA-LEGANÉS
2841|OFICINA ÁGIL 2841|4537|OF. ÁGIL FUENLABRADA-AV. HISPANIDAD
2842|OFICINA 2842|4602|OF. ALCALÁ DE HENARES-LOPE DE RUEDA
2843|OFICINA 2843|4482|OF. ALCOBENDAS-LA GRAN MANZANA
2847|OFICINA ÁGIL 2847|4234|OF. ÁGIL MÓSTOLES-PINTOR VELÁZQUEZ
2848|OFICINA 2848|3457|OF. FUENLABRADA-AV. DE ESPAÑA
2850|OFICINA 2850|1149|OF. PARLA-FUENTEBELLA
2852|OFICINA ÁGIL 2852|999|OF. ÁGIL GETAFE-AYUNTAMIENTO
2853|OFICINA 2853|6062|OF. ALCALÁ DE HENARES-JUAN DE AUSTR
2854|OFICINA 2854|6193|OF. PINTO-AV. DE ESPAÑA
2855|OFICINA ÁGIL 2855|5440|OF. ÁGIL MÓSTOLES-NUEVA YORK
2856|OFICINA 2856|6094|OF. ARGANDA DEL REY-LA POVEDA
2858|OFICINA 2858|6097|OF. POZUELO ALARCÓN-SEVILLA
2859|OFICINA 2859|4980|OF. GETAFE-PERALES DEL RÍO
2861|OFICINA 2861|6229|OF. VILLALBILLA
2864|OFICINA 2864|7931|OF. VALDETORRES DE JARAMA
2866|OFICINA 2866|2966|OF. TORREJÓN DE VELASCO
2873|OFICINA 2873|5614|OF. SEVILLA LA NUEVA
2881|OFICINA 2881|6808|OF. PEDREZUELA
2883|OFICINA 2883|5848|OF. NAVAS DEL REY
2885|OFICINA 2885|6232|OF. MORALEJA DE ENMEDIO
2888|OFICINA 2888|8020|OF. LOZOYA
2893|OFICINA 2893|8021|OF. CHAPINERÍA
2900|OFICINA 2900|5813|OF. COLMENAR VIEJO-SANTA TERESA
2901|OFICINA ÁGIL 2901|6993|OF. ÁGIL ALCALÁ DE HENARES-SAN VIDA
2902|OFICINA ÁGIL 2902|6166|OF. ÁGIL ALCORCÓN-AV. DERECHOS HUMA
2904|OFICINA 2904|6366|OF. ALCORCÓN-LOS PINOS
2906|OFICINA 2906|3192|OF. COSLADA-MÉJICO
2909|OFICINA 2909|1267|OF. TORREJÓN DE ARDOZ-EL JUNCAL
2911|OFICINA 2911|6099|OF. POZUELO ALARCÓN-AV. EUROPA-BERN
2914|OFICINA 2914|6292|OF. MAJADAHONDA-AV. ESPAÑA-MARE NOS
2916|OFICINA 2916|4921|OF. COLLADO VILLALBA-POLÍGONO
2918|OFICINA 2918|6345|OF. ALCORCÓN-TIMANFAYA
2925|OFICINA 2925|7058|OF. FUENLABRADA-AV. LAS NACIONES
2930|OFICINA 2930|5497|OF. S. FDO. DE HENARES-PARQUE HENAR
2932|OFICINA 2932|7286|OF. MÓSTOLES-TAMARINDO-PARQUE COIMB
2933|OFICINA 2933|2067|OF. TRES CANTOS-VIENTO
2935|OFICINA 2935|5834|OF. FUENLABRADA-EXTREMADURA
2936|OFICINA 2936|8222|OF. FUENLABRADA-NUEVO VERSALLES
2938|OFICINA 2938|5637|OF. GETAFE-NORTE
2940|OFICINA 2940|5985|OF. FUENLABRADA-C.C. LORANCA
2942|OFICINA 2942|6852|OF. COBEÑA
2946|OFICINA 2946|7040|OF. MÓSTOLES-DALIA
2956|OFICINA 2956|4967|OF. BOADILLA DEL MONTE-C.C. EL PALA
2959|OFICINA 2959|5661|OF. RIVAS-VACIAMADRID-AV.LEVANTE
2960|OFICINA 2960|6865|OF. LEGANÉS-AV. REINA SOFÍA
2961|OFICINA 2961|7935|OF. ALCORCÓN-AV. RETAMAS
2972|OFICINA 2972|7980|OF. ALCALÁ DE HENARES-JOSÉ RUIZ AZO
2977|OFICINA 2977|7985|OF. ALCALÁ DE HENARES-MIGUEL DE UNA
2982|OFICINA 2982|6137|OF. PINTO-AV. EUROPA
2985|OFICINA ÁGIL 2985|6347|OF. ÁGIL MÓSTOLES-ANTONIO HERNÁNDEZ
2986|OFICINA 2986|7981|OF. VALDEMORO-AV. MAR MEDITERRÁNEO
2990|OFICINA 2990|6048|OF. ALCORCÓN-PARQUE OESTE
2993|OFICINA ÁGIL 2993|6077|OF. ÁGIL LEGANÉS-RÍO MANZANARES
2995|OFICINA 2995|6363|OF. LAS ROZAS-CAMILO JOSÉ CELA
2998|OFICINA 2998|7972|OF. ARROYOMOLINOS
3012|Oficina 3012|6264|OF. CARTAGENA-SAN FRANCISCO
3013|Oficina 3013|6904|OF. CIEZA-PASEO
3014|Oficina 3014|5919|OF. ALCANTARILLA-MAYOR
3015|Oficina 3015|6391|OF. LORCA-CORREDERA
3016|Oficina 3016|6878|OF. YECLA-SAN FRANCISCO
3017|Oficina 3017|4899|OF. MURCIA-ESPINARDO
3018|Oficina 3018|6834|OF. MULA
3019|Oficina 3019|8180|OF. CARAVACA DE LA CRUZ-GRAN VÍA
3020|Oficina 3020|8182|OF. TORRE PACHECO-MAYOR
3021|Oficina 3021|8184|OF. ARCHENA
3022|Oficina 3022|8193|OF. YECLA-MAESTRO MORA
3023|Oficina 3023|8235|OF. MURCIA-EL PALMAR
3024|Oficina 3024|8236|OF. MURCIA-PLAZA CIRCULAR
3025|Oficina 3025|8249|OF. ÁGUILAS-REY CARLOS III
3026|Oficina 3026|8321|OF. MURCIA-EL RAAL
3027|Oficina 3027|6278|OF. MURCIA-SANGONERA LA VERDE
3028|Oficina 3028|8146|OF. PLIEGO
3029|Oficina 3029|8160|OF. MOLINA DE SEGURA-PASEO ROSALES
3030|Oficina 3030|8163|OF. CARTAGENA-LOS DOLORES
3031|Oficina 3031|8173|OF. MURCIA-LA ALBERCA
3032|Oficina 3032|8188|OF. MURCIA-CONDOMINA
3033|Oficina 3033|8224|OF. ABARÁN
3034|Oficina 3034|8232|OF. BULLAS
3035|Oficina 3035|8164|OF. FUENTE ÁLAMO
3036|Oficina 3036|8171|OF. JUMILLA
3037|Oficina 3037|8196|OF. PUERTO LUMBRERAS
3038|Oficina 3038|8203|OF. SAN PEDRO DEL PINATAR
3039|Oficina 3039|8213|OF. LAS TORRES DE COTILLAS
3040|Oficina 3040|8216|OF. ALHAMA DE MURCIA-CENTRO
3041|Oficina 3041|8220|OF. BENIEL
3042|Oficina 3042|8229|OF. BLANCA
3043|Oficina 3043|8192|OF. CALASPARRA
3044|Oficina 3044|8226|OF. CEHEGÍN
3045|Oficina 3045|8234|OF. ARCHENA-LA ALGAIDA
3046|Oficina 3046|8264|OF. LIBRILLA
3047|Oficina 3047|8279|OF. LORQUÍ
3048|Oficina 3048|8305|OF. MAZARRÓN
3049|Oficina 3049|8326|OF. MORATALLA
3050|Oficina 3050|8328|OF. SAN JAVIER
3051|Oficina 3051|8205|OF. TOTANA
3052|Oficina 3052|8215|OF. MURCIA-PASEO MARQUÉS DE CORVERA
3053|Oficina 3053|8221|OF. MURCIA-SAN ANDRES
3054|Oficina 3054|8223|OF. CARTAGENA-ÁNGEL BRUNA
3055|Oficina 3055|8225|OF. MURCIA-ALGEZARES
3056|Oficina 3056|8228|OF. MURCIA-ALJUCER
3057|Oficina 3057|8238|OF. MURCIA-ALQUERÍAS
3059|Oficina 3059|8258|OF. MURCIA-CABEZO DE TORRES
3060|Oficina 3060|8245|OF. MURCIA-GUADALUPE
3061|Oficina 3061|8275|OF. MURCIA-JAVALÍ NUEVO
3062|Oficina 3062|8285|OF. MURCIA-LLANO DE BRUJAS
3063|Oficina 3063|8288|OF. MURCIA-PUENTE TOCINOS
3064|Oficina 3064|8324|OF. MURCIA-TORREAGUERA
3065|Oficina 3065|8329|OF. MURCIA-INFANTE JUAN MANUEL
3066|Oficina 3066|8330|OF. CARTAGENA-BARRIO PERAL
3067|Oficina 3067|8178|OF. LORCA-PUENTE LA PÍA
3068|Oficina 3068|8200|OF. SANTOMERA
3069|Oficina 3069|8242|OF. MURCIA-SANTA MARÍA DE GRACIA
3070|Oficina 3070|8278|OF. MOLINA DE SEGURA-AVENIDA DE MAD
3071|Oficina 3071|8280|OF. LA UNIÓN
3072|Oficina 3072|8311|OF. ALCANTARILLA-CAMPOAMOR
3073|Oficina 3073|8312|OF. CARTAGENA-SAN ANTÓN
3074|Oficina 3074|8331|OF. TORRE PACHECO-DOLORES DE PACHEC
3075|Oficina 3075|8148|OF. LORCA-SAN CRISTOBAL
3076|Oficina 3076|8210|OF. ROLDÁN
3077|Oficina 3077|8219|OF. MURCIA-SANTIAGO EL MAYOR
3078|Oficina 3078|8269|OF. LORCA-RAMONETE
3079|Oficina 3079|8295|OF. ALGUAZAS
3080|Oficina 3080|8308|OF. CARTAGENA-REINA VICTORIA
3081|Oficina 3081|8317|OF. LORCA-LOS NARANJOS
3082|Oficina 3082|8259|OF. MURCIA-DOLORES DE MURCIA
3083|Oficina 3083|8261|OF. CARTAGENA-POZO ESTRECHO
3084|Oficina 3084|8273|OF. MOLINA DE SEGURA-PIO XII
3085|OFICINA ÁGIL 3085|8282|OF. ÁGIL CARTAGENA-JUAN XXIII
3086|Oficina 3086|8283|OF. ÁGUILAS-JUAN CARLOS I
3087|Oficina 3087|8286|OF. MURCIA-LOS GARRES
3088|Oficina 3088|8303|OF. MURCIA-ERA ALTA
3089|Oficina 3089|8313|OF. CEUTÍ
3090|Oficina 3090|8240|OF. CIEZA-GRAN VÍA
3091|Oficina 3091|8244|OF. CARTAGENA-LA ALJORRA
3092|Oficina 3092|8255|OF. LORCA-ALMENDRICOS
3093|Oficina 3093|8265|OF. CARTAGENA-LA PALMA
3095|Oficina 3095|8266|OF. MURCIA-GRAN VÍA CENTRAL
3096|Oficina 3096|8270|OF. MURCIA-SANGONERA LA SECA
3098|Oficina 3098|8276|OF. CARTAGENA-CAPITANES RIPOLL
3099|Oficina 3099|8301|OF. MURCIA-SANTO ÁNGEL
3100|Oficina 3100|8241|OF. LOS ALCÁZARES
3103|Oficina 3103|8262|OF. CARTAGENA-EL ALGAR
3104|Oficina 3104|8263|OF. CARTAGENA-LOS BARREROS
3105|Oficina 3105|8267|OF. CARTAGENA-LA MANGA
3106|Oficina 3106|8309|OF. MURCIA-TRAPERÍA
3107|Oficina 3107|8315|OF. MURCIA-LAS FLORES
3108|Oficina 3108|8316|OF. MAZARRÓN-PUERTO DE MAZARRÓN
3110|Oficina 3110|8323|OF. MURCIA-ZARANDONA
3112|OFICINA ÁGIL 3112|8253|OF. ÁGIL MOLINA DE SEGURA-MAYOR
3113|Oficina 3113|8257|OF. CARTAGENA-LA PUEBLA
3114|Oficina 3114|8281|OF. CARTAGENA-CANTERAS
3115|Oficina 3115|8298|OF. FORTUNA
3116|Oficina 3116|8299|OF. MURCIA-SAN ANTÓN
3118|Oficina 3118|8302|OF. LORCA-TERCIA
3119|Oficina 3119|8307|OF. LORCA-LAS COLUMNAS
3123|Oficina 3123|8319|OF. MURCIA-JUAN CARLOS I
3125|Oficina 3125|8250|OF. MURCIA-LA FLOTA
