DD_LOC_ID|MUNICIPIO BBVA
3605|BEMBIBRE
3339|BENABARRE
6069|BENACAZON
4476|BENADALID
7247|BENAFARCES
1827|BENAFER
1828|BENAFIGOS
7015|BENAGEBER
7016|BENAGUASIL
303|BENAHADUX
4477|BENAHAVIS
4478|BENALAURIA
4479|BENALMADENA
2694|BENALUA
2695|BENALUA DE LAS VILLAS
1770|BENALUP-CASAS VIEJAS
4480|BENAMARGOSA
2696|BENAMAUREL
2052|BENAMEJI
4481|BENAMOCARRA
1771|BENAOCAZ
4482|BENAOJAN
4483|BENARRABA
1829|BENASAL
160|BENASAU
3340|BENASQUE
3512|BENATAE
3850|BENAVENT DE SEGRIÀ
7588|BENAVENTE
3606|BENAVIDES
7017|BENAVITES
7589|BENEGILES
161|BENEIXAMA
7018|BENEIXIDA
162|BENEJUZAR
7019|BENETUSSER
163|BENFERRI
164|BENIARBEIG
165|BENIARDA
7020|BENIARJO
166|BENIARRES
7021|BENIATJAR
1830|BENICARLO
1831|BENICASIM/BENICÀSSIM
7022|BENICOLET
7023|BENICULL DE XUQUER
167|BENIDOLEIG
168|BENIDORM
4565|BENIEL
7024|BENIFAIO
7025|BENIFAIRO DE LA VALLDIGNA
7026|BENIFAIRO DE LES VALLS
6369|BENIFALLET
169|BENIFALLIM
170|BENIFATO
7027|BENIFLA
7028|BENIGANIM
171|BENIGEMBLA
172|BENIJOFAR
173|BENILLOBA
174|BENILLUP
175|BENIMANTELL
176|BENIMARFULL
177|BENIMASSOT
178|BENIMELI
7029|BENIMODO
7030|BENIMUSLEM
7031|BENIPARRELL
7032|BENIRREDRÀ
7033|BENISANO
179|BENISSA
6370|BENISSANET
7034|BENISSODA
7035|BENISUERA
180|BENITACHELL/POBLE NOU BENITAT.
304|BENITAGLA
305|BENIZALON
1832|BENLLOCH
1569|BENQUERENCIA
647|BENQUERENCIA DE LA SERENA
306|BENTARIQUE
3607|BENUZA
4655|BERA/VERA DE BIDASOA
7480|BERANGO
13|BERANTEVILLA
3152|BERASTEGI
6191|BERATON
3341|BERBEGAL
1212|BERBERANA
4656|BERBINZANA
4061|BERCEO
7248|BERCERO
7249|BERCERUELO
2697|BERCHULES
5870|BERCIAL
401|BERCIAL DE ZAPARDIEL
3608|BERCIANOS DEL PARAMO
3609|BERCIANOS DEL REAL CAMINO
5871|BERCIMUEL
7863|BERDEJO
884|BERGA
3153|BERGARA
4062|BERGASA
4063|BERGASILLAS BAJERA
6563|BERGE
2125|BERGONDO
4657|BERIAIN
307|BERJA
402|BERLANAS, LAS
648|BERLANGA
6192|BERLANGA DE DUERO
3610|BERLANGA DEL BIERZO
1213|BERLANGAS DE ROA
5374|BERMELLAR
7481|BERMEO
7590|BERMILLO DE SAYAGO
5872|BERNARDOS
14|BERNEDO
2881|BERNINCHES
5873|BERNUY DE PORREROS
403|BERNUY-ZAPARDIEL
7482|BERRIATUA
4658|BERRIOPLANO/BERRIOBEITI
4659|BERRIOZAR
7483|BERRIZ
3154|BERROBI
3226|BERROCAL
5375|BERROCAL DE HUEBRA
5376|BERROCAL DE SALVATIERRA
1570|BERROCALEJO
404|BERROCALEJO DE ARAGONA
7250|BERRUECES
7864|BERRUECO
4295|BERRUECO, EL
4660|BERTIZARANA
1571|BERZOCANA
1214|BERZOSA DE BUREBA
4296|BERZOSA DEL LOZOYA
5063|BERZOSILLA
2465|BESALU
2466|BESCANO
5240|BETANCURIA
2126|BETANZOS
4661|BETELU
7036|BETERA
2244|BETETA
1833|BETXI
2467|BEUDA
4064|BEZARES
6564|BEZAS
181|BIAR
7037|BICORP
4662|BIDAURRETA
3155|BIDEGOIAN
7865|BIEL
3342|BIELSA
67|BIENSERVIDA
649|BIENVENIDA
3343|BIERGE
3344|BIESCAS
182|BIGASTRO
885|BIGUES I RIELLS
7866|BIJUESCA
7484|BILBAO
4969|BIMENES
3345|BINACED
3346|BINEFAR
802|BINISSALEM
3851|BIOSCA
7867|BIOTA
3347|BISAURRI
6371|BISBAL DE FALSET, LA
6372|BISBAL DEL PENEDÈS, LA
2468|BISBAL D'EMPORDÀ, LA
3348|BISCARRUES
7868|BISIMBRE
2469|BIURE
4663|BIURRUN-OLCOZ
6193|BLACOS
4566|BLANCA
6373|BLANCAFORT
6565|BLANCAS
4883|BLANCOS, OS
2470|BLANES
405|BLASCOMILLAN
406|BLASCONUÑO DE MATACABRAS
407|BLASCOSANCHO
2053|BLAZQUEZ, LOS
3349|BLECUA Y TORRES
6566|BLESA
6194|BLIECOS
5377|BOADA
5064|BOADA DE CAMPOS
2471|BOADELLA I LES ESCAULES
5065|BOADILLA DE RIOSECO
5066|BOADILLA DEL CAMINO
4297|BOADILLA DEL MONTE
4970|BOAL
4298|BOALO, EL
4065|BOBADILLA
7251|BOBADILLA DEL CAMPO
4884|BOBORAS
3611|BOCA DE HUERGANO
7038|BOCAIRENT
5874|BOCEGUILLAS
7252|BOCIGAS
7253|BOCOS DE DUERO
2882|BODERA, LA
5378|BODON, EL
650|BODONAL DE LA SIERRA
7254|BOECILLO
5379|BOGAJO
68|BOGARRA
408|BOHODON, EL
1572|BOHONAL DE IBOR
409|BOHOYO
2127|BOIMORTO
2128|BOIRO
4885|BOLA, A
1964|BOLAÑOS DE CALATRAVA
7255|BOLAÑOS DE CAMPOS
7039|BOLBAITE
6070|BOLLULLOS DE LA MITACION
3227|BOLLULLOS PAR DEL CONDADO
4886|BOLO, O
3350|BOLTAÑA
183|BOLULLA
2472|BOLVIR
3351|BONANSA
3228|BONARES
6374|BONASTRE
69|BONETE
2245|BONICHES
410|BONILLA DE LA SIERRA
70|BONILLO, EL
7040|BONREPÒS I MIRAMBELL
3612|BOÑAR
2129|BOQUEIXON
7869|BOQUIÑENI
3352|BORAU
7870|BORDALBA
3852|BÒRDES, ES
2473|BORDILS
6567|BORDON
4484|BORGE, EL
3853|BORGES BLANQUES, LES
6375|BORGES DEL CAMP, LES
7871|BORJA
6195|BORJABAD
6071|BORMUJOS
1772|BORNOS
6196|BOROBIA
6782|BOROX
2474|BORRASSÀ
886|BORREDÀ
3613|BORRENES
1834|BORRIOL
1773|BOSQUE, EL
3854|BOSSÒST
6376|BOT
6377|BOTARELL
1573|BOTIJA
7872|BOTORRITA
5380|BOUZA, LA
4217|BOVEDA
7591|BOVEDA DE TORO, LA
5381|BOVEDA DEL RIO ALMAR
3855|BOVERA
1215|BOZOO
411|BRABOS
6378|BRÀFIM
7256|BRAHOJOS DE MEDINA
5067|BRAÑOSERA
4299|BRAOJOS
1216|BRAZACORTA
1965|BRAZATORTAS
3614|BRAZUELO
7873|BREA DE ARAGON
4300|BREA DE TAJO
2475|BREDA
6072|BRENES
5698|BREÑA ALTA
5699|BREÑA BAJA
7592|BRETO
7593|BRETOCINO
5875|BRIEVA
4066|BRIEVA DE CAMEROS
2883|BRIHUEGA
7594|BRIME DE SOG
7595|BRIME DE URZ
5382|BRINCONES
4067|BRIÑAS
2130|BRION
4068|BRIONES
1217|BRIVIESCA
6568|BRONCHALES
3353|BROTO
1574|BROZAS
887|BRUC, EL
888|BRULL, EL
4301|BRUNETE
2476|BRUNYOLA
6197|BUBEROS
7874|BUBIERCA
2698|BUBION
2246|BUCIEGAS
2884|BUDIA
2247|BUENACHE DE ALARCON
2248|BUENACHE DE LA SIERRA
5383|BUENAMADRE
6783|BUENAVENTURA
5384|BUENAVISTA
5068|BUENAVISTA DE VALDAVIA
5700|BUENAVISTA DEL NORTE
2249|BUENDIA
6569|BUEÑA
5271|BUEU
7041|BUFALI
7042|BUGARRA
1218|BUGEDO
803|BUGER
6198|BUITRAGO
4302|BUITRAGO DEL LOZOYA
2054|BUJALANCE
2885|BUJALARO
7875|BUJARALOZ
412|BULARROS
7876|BULBUENTE
4567|BULLAS
1219|BUNIEL
804|BUNYOLA
7043|BUÑOL
4664|BUÑUEL
6570|BURBAGUENA
4218|BURELA
7877|BURETA
7596|BURGANES DE VALVERDE
4485|BURGO, EL
7878|BURGO DE EBRO, EL
6199|BURGO DE OSMA-CIUDAD DE OSMA
3615|BURGO RANERO, EL
413|BURGOHONDO
1220|BURGOS
4665|BURGUI/BURGI
6073|BURGUILLOS
6784|BURGUILLOS DE TOLEDO
651|BURGUILLOS DEL CERRO
7044|BURJASSOT
4666|BURLADA/BURLATA
3616|BURON
1835|BORRIANA/BURRIANA
6785|BURUJON
184|BUSOT
2699|BUSQUISTAR
2886|BUSTARES
4303|BUSTARVIEJO
7879|BUSTE, EL
7257|BUSTILLO DE CHAVES
5069|BUSTILLO DE LA VEGA
7597|BUSTILLO DEL ORO
3617|BUSTILLO DEL PARAMO
5070|BUSTILLO DEL PARAMO DE CARRION
4667|BUSTO, EL
1221|BUSTO DE BUREBA
7485|BUSTURIA
6379|CABACES
5385|CABACO, EL
5876|CABALLAR
2131|CABANA DE BERGANTIÑOS
3856|CABANABONA
2132|CABANAS
2477|CABANELLES
1836|CABANES(CASTELLON)
2478|CABANES(GERONA)
4668|CABANILLAS
4304|CABANILLAS DE LA SIERRA
2887|CABANILLAS DEL CAMPO
889|CABANYES, LES
7880|CABAÑAS DE EBRO
6786|CABAÑAS DE LA SAGRA
5877|CABAÑAS DE POLENDOS
7598|CABAÑAS DE SAYAGO
6787|CABAÑAS DE YEPES
1575|CABAÑAS DEL CASTILLO
3618|CABAÑAS RARAS
1222|CABAÑES DE ESGUEVA
5386|CABEZA DE BEJAR, LA
652|CABEZA DEL BUEY
5387|CABEZA DEL CABALLO
653|CABEZA LA VACA
1576|CABEZABELLOSA
5388|CABEZABELLOSA DE LA CALZADA
6788|CABEZAMESADA
1966|CABEZARADOS
1967|CABEZARRUBIAS DEL PUERTO
414|CABEZAS DE ALAMBRE
6074|CABEZAS DE SAN JUAN, LAS
415|CABEZAS DEL POZO
416|CABEZAS DEL VILLAR
3229|CABEZAS RUBIAS
4069|CABEZON DE CAMEROS
5755|CABEZON DE LA SAL
1223|CABEZON DE LA SIERRA
5756|CABEZON DE LIEBANA
7258|CABEZON DE PISUERGA
7259|CABEZON DE VALDERADUEY
5878|CABEZUELA
1577|CABEZUELA DEL VALLE
417|CABIZUELA
3857|CABO
7881|CABOLAFUENTE
2055|CABRA
6571|CABRA DE MORA
6380|CABRA DEL CAMP
3513|CABRA DEL SANTO CRISTO
4971|CABRALES
4972|CABRANES
4669|CABREDO
6200|CABREJAS DEL CAMPO
6201|CABREJAS DEL PINAR
4305|CABRERA, LA
890|CABRERA DE MAR
891|CABRERA D'IGUALADA
5389|CABRERIZOS
1578|CABRERO
7260|CABREROS DEL MONTE
3619|CABREROS DEL RIO
3620|CABRILLANES
5390|CABRILLAS
892|CABRILS
5757|CABUERNIGA
3621|CACABELOS
1579|CACERES
1580|CACHORRILLA
2700|CACIN
1581|CADALSO
4306|CADALSO DE LOS VIDRIOS
2479|CADAQUES
2701|CADIAR
1774|CADIZ
4670|CADREITA
7882|CADRETE
2702|CAJAR
3230|CALA
5879|CALABAZAS DE FUENTIDUEÑA
6572|CALACEITE
893|CALAF
6381|CALAFELL
4070|CALAHORRA
2703|CALAHORRA, LA
5071|CALAHORRA DE BOEDO
6573|CALAMOCHA
654|CALAMONTE
6574|CALANDA
3231|CALAÑAS
4568|CALASPARRA
6202|CALATAÑAZOR
7883|CALATAYUD
7884|CALATORAO
7885|CALCENA
5272|CALDAS DE REIS
3354|CALDEARENAS
894|CALDERS
2480|CALDES DE MALAVELLA
895|CALDES DE MONTBUI
896|CALDES D'ESTRAC
897|CALELLA
655|CALERA DE LEON
6789|CALERA Y CHOZAS
1224|CALERUEGA
6790|CALERUELA
2704|CALICASAS
1837|CÀLIG
898|CALLDETENES
7045|CALLES
185|CALLOSA DE SEGURA
186|CALLOSA D'EN SARRIÀ
899|CALLUS
7886|CALMARZA
6575|CALOMARDE
2481|CALONGE
900|CALONGE DE SEGARRA
187|CALP
6203|CALTOJAR
5391|CALVARRASA DE ABAJO
5392|CALVARRASA DE ARRIBA
805|CALVIÀ
4887|CALVOS DE RANDIN
5393|CALZADA DE BEJAR, LA
1968|CALZADA DE CALATRAVA
5394|CALZADA DE DON DIEGO
5072|CALZADA DE LOS MOLINOS
6791|CALZADA DE OROPESA
5395|CALZADA DE VALDUNCIEL
3622|CALZADA DEL COTO
1582|CALZADILLA
656|CALZADILLA DE LOS BARROS
7599|CALZADILLA DE TERA
5758|CAMALEÑO
6576|CAMAÑAS
3858|CAMARASA
6792|CAMARENA
6577|CAMARENA DE LA SIERRA
6793|CAMARENILLA
5759|CAMARGO
6578|CAMARILLAS
2133|CAMARIÑAS
6382|CAMARLES
4307|CAMARMA DE ESTERUELAS
7600|CAMARZANA DE TERA
6075|CAMAS
5273|CAMBADOS
3514|CAMBIL
2134|CAMBRE
6383|CAMBRILS
1583|CAMINOMORISCO
6579|CAMINREAL
2482|CAMOS
6076|CAMPANA, LA
657|CAMPANARIO
806|CAMPANET
7261|CAMPASPERO
3623|CAMPAZAS
2483|CAMPDEVÀNOL
2484|CAMPELLES
188|CAMPELLO, EL
15|CAMPEZO/KANPEZU
3232|CAMPILLO (EL)
2250|CAMPILLO DE ALTOBUEY
7887|CAMPILLO DE ARAGON
1225|CAMPILLO DE ARANDA
3515|CAMPILLO DE ARENAS
5396|CAMPILLO DE AZABA
1584|CAMPILLO DE DELEITOSA
2888|CAMPILLO DE DUEÑAS
6794|CAMPILLO DE LA JARA, EL
658|CAMPILLO DE LLERENA
2889|CAMPILLO DE RANAS
4486|CAMPILLOS
2251|CAMPILLOS-PARAVIENTOS
2252|CAMPILLOS-SIERRA
901|CAMPINS
2890|CAMPISABALOS
2485|CAMPLLONG
3355|CAMPO
1969|CAMPO DE CRIPTANA
189|CAMPO DE MIRRA/CAMP DE MIRRA
5397|CAMPO DE PEÑARANDA, EL
5880|CAMPO DE SAN PEDRO
3624|CAMPO DE VILLAVIDEL
5274|CAMPO LAMEIRO
1585|CAMPO LUGAR
4308|CAMPO REAL
3233|CAMPOFRIO
1226|CAMPOLARA
3625|CAMPONARAYA
5760|CAMPOO DE ENMEDIO
5761|CAMPOO DE YUSO
7263|CAMPORREDONDO
3356|CAMPORRELLS
7046|CAMPORROBLES
807|CAMPOS
2253|CAMPOS DEL PARAISO
4569|CAMPOS DEL RIO
2705|CAMPOTEJAR
2486|CAMPRODON
4071|CAMPROVIN
6795|CAMUÑAS
3357|CANAL DE BERDUN
7264|CANALEJAS DE PEÑAFIEL
2254|CANALEJAS DEL ARROYO
418|CANALES
4072|CANALES DE LA SIERRA
7047|CANALS
4973|CANDAMO
3358|CANDASNOS
5701|CANDELARIA
5398|CANDELARIO
419|CANDELEDA
6204|CANDILICHERA
3626|CANDIN
3859|CANEJAN
3516|CANENA
4309|CANENCIA
2487|CANET D'ADRI
902|CANET DE MAR
7048|CANET D'EN BERENGUER
1838|CANET LO ROIG
3359|CANFRANC
5275|CANGAS
4974|CANGAS DE ONIS
4975|CANGAS DEL NARCEA
1227|CANICOSA DE LA SIERRA
2706|CANILES
5399|CANILLAS DE ABAJO
4487|CANILLAS DE ACEITUNO
4488|CANILLAS DE ALBAIDA
7265|CANILLAS DE ESGUEVA
4073|CANILLAS DE RIO TUERTO
308|CANJAYAR
8122|CANONJA, LA
903|CANOVELLES
904|CÀNOVES I SAMALUS
2891|CANREDONDO
1228|CANTABRANA
5400|CANTAGALLO
5401|CANTALAPIEDRA
5881|CANTALEJO
2488|CANTALLOPS
2892|CANTALOJAS
5402|CANTALPINO
5403|CANTARACILLO
6580|CANTAVIEJA
6077|CANTILLANA
5882|CANTIMPALOS
420|CANTIVEROS
309|CANTORIA
905|CANYELLES
190|CAÑADA
6581|CAÑADA DE BENATANDUZ
1970|CAÑADA DE CALATRAVA
6582|CAÑADA DE VERICH, LA
2255|CAÑADA DEL HOYO
2256|CAÑADA JUNCOSA
6078|CAÑADA ROSAL
6583|CAÑADA VELLIDA
6205|CAÑAMAQUE
2257|CAÑAMARES
1586|CAÑAMERO
2707|CAÑAR
4074|CAÑAS
2258|CAÑAVATE, EL
1587|CAÑAVERAL
3234|CAÑAVERAL DE LEON
2259|CAÑAVERAS
2260|CAÑAVERUELAS
2261|CAÑETE
2056|CAÑETE DE LAS TORRES
4489|CAÑETE LA REAL
5276|CAÑIZA, A
7601|CAÑIZAL
2893|CAÑIZAR
6584|CAÑIZAR DEL OLIVAR
2262|CAÑIZARES
7602|CAÑIZO
6384|CAPAFONTS
4671|CAPARROSO
6385|CAPÇANES
808|CAPDEPERA
3360|CAPDESASO
2135|CAPELA, A
3361|CAPELLA
906|CAPELLADES
2708|CAPILEIRA
659|CAPILLA
5073|CAPILLAS
2489|CAPMANY
907|CAPOLAT
6206|CARABANTES
4310|CARABAÑA
6207|CARACENA
1971|CARACUEL DE CALATRAVA
2709|CARATAUNAS
4570|CARAVACA DE LA CRUZ
4976|CARAVIA
1229|CARAZO
7603|CARBAJALES DE ALBA
1588|CARBAJO
5404|CARBAJOSA DE LA SAGRADA
4888|CARBALLEDA DE AVIA
4889|CARBALLEDA DE VALDEORRAS
4219|CARBALLEDO
4890|CARBALLIÑO, O
2136|CARBALLO
7604|CARBELLINO
310|CARBONERAS
2263|CARBONERAS DE GUADAZAON
5883|CARBONERO EL MAYOR
3517|CARBONEROS
1589|CARCABOSO
2057|CARCABUEY
7049|CARCAIXENT
4672|CARCAR
4673|CARCASTILLO
1230|CARCEDO DE BUREBA
1231|CARCEDO DE BURGOS
71|CARCELEN
7050|CÀRCER
3518|CARCHELES
908|CARDEDEU
4075|CARDENAS
2264|CARDENETE
2058|CARDEÑA
1232|CARDEÑADIJO
1233|CARDEÑAJIMENO
421|CARDEÑOSA
5074|CARDEÑOSA DE VOLPEJERA
1234|CARDEÑUELA RIOPICO
6796|CARDIEL DE LOS MONTES
909|CARDONA
2894|CARDOSO DE LA SIERRA, EL
7888|CARENAS
7889|CARIÑENA
2137|CARIÑO
7051|CARLET
2059|CARLOTA, LA
910|CARME
6797|CARMENA
3627|CARMENES
6079|CARMONA
660|CARMONITA
2138|CARNOTA
3519|CAROLINA, LA
7266|CARPIO
2060|CARPIO, EL
5405|CARPIO DE AZABA
6798|CARPIO DE TAJO, EL
3628|CARRACEDELO
2139|CARRAL
6799|CARRANQUE
5406|CARRASCAL DE BARREGAS
5407|CARRASCAL DEL OBISPO
5884|CARRASCAL DEL RIO
1590|CARRASCALEJO
661|CARRASCALEJO, EL
2265|CARRASCOSA
6208|CARRASCOSA DE ABAJO
2266|CARRASCOSA DE HARO
6209|CARRASCOSA DE LA SIERRA
4490|CARRATRACA
4977|CARREÑO
422|CARRERA, LA
1235|CARRIAS
6800|CARRICHES
7052|CARRICOLA
1972|CARRION DE CALATRAVA
6080|CARRION DE LOS CESPEDES
5075|CARRION DE LOS CONDES
3629|CARRIZO
1973|CARRIZOSA
3630|CARROCERA
4571|CARTAGENA
4491|CARTAJIMA
4492|CARTAMA
3235|CARTAYA
4891|CARTELLE
5762|CARTES
3631|CARUCEDO
2895|CASA DE UCEDA
4493|CASABERMEJA
5408|CASAFRANCA
4076|CASALARREINA
2896|CASAR, EL
1591|CASAR DE CACERES
6801|CASAR DE ESCALONA, EL
1592|CASAR DE PALOMERO
4494|CASARABONELA
6210|CASAREJOS
4495|CASARES
1593|CASARES DE LAS HURDES
6081|CASARICHE
6802|CASARRUBIOS DEL MONTE
4311|CASARRUBUELOS
7053|CASAS ALTAS
7054|CASAS BAJAS
2267|CASAS DE BENITEZ
1594|CASAS DE DON ANTONIO
1595|CASAS DE DON GOMEZ
662|CASAS DE DON PEDRO
2268|CASAS DE FERNANDO ALONSO
2269|CASAS DE GARCIMOLINA
2270|CASAS DE GUIJARRO
2271|CASAS DE HARO
72|CASAS DE JUAN NUÑEZ
73|CASAS DE LAZARO
2272|CASAS DE LOS PINOS
1596|CASAS DE MILLAN
1597|CASAS DE MIRAVETE
663|CASAS DE REINA
2897|CASAS DE SAN GALINDO
74|CASAS DE VES
1598|CASAS DEL CASTAÑAR
5409|CASAS DEL CONDE, LAS
1599|CASAS DEL MONTE
423|CASAS DEL PUERTO
6803|CASASBUENAS
7605|CASASECA DE CAMPEAN
7606|CASASECA DE LAS CHANAS
75|CASAS-IBAÑEZ
2273|CASASIMARRO
424|CASASOLA
7267|CASASOLA DE ARION
1600|CASATEJADA
425|CASAVIEJA
3362|CASBAS DE HUESCA
1236|CASCAJARES DE BUREBA
1237|CASCAJARES DE LA SIERRA
4674|CASCANTE
6585|CASCANTE DEL RIO
4675|CASEDA
6386|CASERES
426|CASILLAS
1601|CASILLAS DE CORIA
5410|CASILLAS DE FLORES
7055|CASINOS
5885|CASLA
4978|CASO
7890|CASPE
2898|CASPUEÑAS
2490|CASSÀ DE LA SELVA
911|CASSERRES
191|CASTALLA
1602|CASTAÑAR DE IBOR
4077|CASTAÑARES DE RIOJA
5763|CASTAÑEDA
3236|CASTAÑO DEL ROBLEDO
2710|CASTARAS
2274|CASTEJON(CUENCA)
4676|CASTEJON(NAVARRA)
7891|CASTEJON DE ALARBA
2899|CASTEJON DE HENARES
7892|CASTEJON DE LAS ARMAS
3363|CASTEJON DE MONEGROS
3364|CASTEJON DE SOS
6586|CASTEJON DE TORNOS
7893|CASTEJON DE VALDEJASA
3365|CASTEJON DEL PUENTE
6587|CASTEL DE CABRA
3366|CASTELFLORITE
809|CASTELL, ES
1839|CASTELL DE CABRES
192|CASTELL DE CASTELLS
193|CASTELL DE GUADALEST, EL
912|CASTELL DE L'ARENY
3860|CASTELL DE MUR
1238|CASTELLANOS DE CASTRO
5411|CASTELLANOS DE MORISCOS
5412|CASTELLANOS DE VILLIQUERA
427|CASTELLANOS DE ZAPARDIEL
3520|CASTELLAR
6588|CASTELLAR, EL
1775|CASTELLAR DE LA FRONTERA
2900|CASTELLAR DE LA MUELA
3861|CASTELLAR DE LA RIBERA
913|CASTELLAR DE N'HUG
1974|CASTELLAR DE SANTIAGO
914|CASTELLAR DEL RIU
915|CASTELLAR DEL VALLÈS
916|CASTELLBELL I EL VILAR
917|CASTELLBISBAL
918|CASTELLCIR
3862|CASTELLDANS
919|CASTELLDEFELS
920|CASTELLET I LA GORNAL
2491|CASTELLFOLLIT DE LA ROCA
921|CASTELLFOLLIT DE RIUBREGOS
922|CASTELLFOLLIT DEL BOIX
1840|CASTELLFORT
923|CASTELLGALI
924|CASTELLNOU DE BAGES
3863|CASTELLNOU DE SEANA
1841|CASTELLNOVO
3864|CASTELLO DE FARFANYA
7056|CASTELLO DE LA RIBERA
7057|CASTELLO DE RUGAT
2492|CASTELLO D'EMPURIES
925|CASTELLOLI
1842|CASTELLON DE LA PLANA/CASTELLO
7058|CASTELLONET DE LA CONQUESTA
6589|CASTELLOTE
2493|CASTELL-PLATJA D'ARO
3865|CASTELLSERÀ
926|CASTELLTERÇOL
6387|CASTELLVELL DEL CAMP
927|CASTELLVI DE LA MARCA
928|CASTELLVI DE ROSANES
6590|CASTELNOU
6591|CASTELSERAS
7059|CASTIELFABIB
3367|CASTIELLO DE JACA
3368|CASTIGALEU
1239|CASTIL DE PEONES
5076|CASTIL DE VELA
664|CASTILBLANCO
6082|CASTILBLANCO DE LOS ARROYOS
1240|CASTILDELGADO
3632|CASTILFALE
2901|CASTILFORTE
6211|CASTILFRIO DE LA SIERRA
7894|CASTILISCAR
3369|CASTILLAZUELO
6083|CASTILLEJA DE GUZMAN
6084|CASTILLEJA DE LA CUESTA
6085|CASTILLEJA DEL CAMPO
2711|CASTILLEJAR
2275|CASTILLEJO DE INIESTA
5413|CASTILLEJO DE MARTIN VIEJO
5886|CASTILLEJO DE MESLEON
6212|CASTILLEJO DE ROBLEDO
2276|CASTILLEJO-SIERRA
6804|CASTILLO DE BAYUELA
2277|CASTILLO DE GARCIMUÑOZ
6086|CASTILLO DE LAS GUARDAS, EL
3521|CASTILLO DE LOCUBIN
1843|CASTILLO DE VILLAMALEFA
2278|CASTILLO-ALBARAÑEZ
3370|CASTILLONROY
4677|CASTILLONUEVO
2902|CASTILNUEVO
6213|CASTILRUIZ
5414|CASTRAZ
5077|CASTREJON DE LA PEÑA
7268|CASTREJON DE TRABANCOS
4892|CASTRELO DE MIÑO
4893|CASTRELO DO VAL
2712|CASTRIL
3633|CASTRILLO DE CABRERA
5078|CASTRILLO DE DON JUAN
7269|CASTRILLO DE DUERO
7607|CASTRILLO DE LA GUAREÑA
1241|CASTRILLO DE LA REINA
3634|CASTRILLO DE LA VALDUERNA
1242|CASTRILLO DE LA VEGA
5079|CASTRILLO DE ONIELO
1243|CASTRILLO DE RIOPISUERGA
5080|CASTRILLO DE VILLAVEGA
1244|CASTRILLO DEL VAL
1245|CASTRILLO MATAJUDIOS
4979|CASTRILLON
7270|CASTRILLO-TEJERIEGO
4894|CASTRO CALDELAS
311|CASTRO DE FILABRES
5887|CASTRO DE FUENTIDUEÑA
4220|CASTRO DE REI
2061|CASTRO DEL RIO
7271|CASTROBOL
3635|CASTROCALBON
3636|CASTROCONTRIGO
7272|CASTRODEZA
7608|CASTROGONZALO
1246|CASTROJERIZ
5888|CASTROJIMENO
7273|CASTROMEMBIBRE
5081|CASTROMOCHO
7274|CASTROMONTE
7609|CASTRONUEVO
7275|CASTRONUEVO DE ESGUEVA
7276|CASTRONUÑO
3637|CASTROPODAME
4980|CASTROPOL
7277|CASTROPONCE
5889|CASTROSERNA DE ABAJO
5890|CASTROSERRACIN
3638|CASTROTIERRA DE VALMADRIGAL
5764|CASTRO-URDIALES
4221|CASTROVERDE
7610|CASTROVERDE DE CAMPOS
7278|CASTROVERDE DE CERRATO
4078|CASTROVIEJO
665|CASTUERA
7060|CATADAU
7061|CATARROJA
1844|CATI
6388|CATLLAR, EL
5277|CATOIRA
194|CATRAL
76|CAUDETE
7062|CAUDETE DE LAS FUENTES
1845|CAUDIEL
3866|CAVA
1247|CAVIA
1248|CAYUELA
6805|CAZALEGAS
3522|CAZALILLA
6087|CAZALLA DE LA SIERRA
3523|CAZORLA
7611|CAZURRA
3639|CEA
3640|CEBANICO
6806|CEBOLLA
1249|CEBRECOS
428|CEBREROS
3641|CEBRONES DEL RIO
1603|CECLAVIN
2140|CEDEIRA
1604|CEDILLO
5891|CEDILLO DE LA TORRE
6807|CEDILLO DEL CONDADO
6592|CEDRILLAS
2141|CEE
4572|CEHEGIN
7279|CEINOS DE CAMPOS
1250|CELADA DEL CAMINO
6593|CELADAS
4895|CELANOVA
6594|CELLA
2494|CELLERA DE TER, LA
4079|CELLORIGO
2495|CELRÀ
2903|CENDEJAS DE ENMEDIO
2904|CENDEJAS DE LA TORRE
2713|CENES DE LA VEGA
4080|CENICERO
4312|CENICIENTOS
77|CENIZATE
4896|CENLLE
929|CENTELLES
2905|CENTENERA
6214|CENTENERA DE ANDALUZ
5415|CEPEDA
429|CEPEDA LA MORA
6215|CERBON
2142|CERCEDA
4313|CERCEDILLA
930|CERCS
7063|CERDÀ
931|CERDANYOLA DEL VALLÈS
5278|CERDEDO
2143|CERDIDO
5416|CERECEDA DE LA SIERRA
7612|CERECINOS DE CAMPOS
7613|CERECINOS DEL CARRIZAL
5417|CEREZAL DE PEÑAHORCADA
1605|CEREZO
5892|CEREZO DE ABAJO
5893|CEREZO DE ARRIBA
1251|CEREZO DE RIO TIRON
7614|CERNADILLA
6595|CEROLLERA, LA
5418|CERRALBO
6808|CERRALBOS, LOS
1252|CERRATON DE JUARROS
5419|CERRO, EL
3237|CERRO DE ANDEVALO, EL
4222|CERVANTES
5082|CERVATOS DE LA CUEZA
932|CERVELLO
3867|CERVERA
4314|CERVERA DE BUITRAGO
7895|CERVERA DE LA CAÑADA
6809|CERVERA DE LOS MONTES
5083|CERVERA DE PISUERGA
2279|CERVERA DEL LLANO
1846|CERVERA DEL MAESTRE
4081|CERVERA DEL RIO ALHAMA
7896|CERVERUELA
