DD_LOC_ID|MUNICIPIO BBVA
3868|CERVIÀ DE LES GARRIGUES
2496|CERVIÀ DE TER
7280|CERVILLEGO DE LA CRUZ
4223|CERVO
5420|CESPEDOSA DE TORMES
2144|CESURAS
7897|CETINA
8109|CEUTA
4573|CEUTI
5084|CEVICO DE LA TORRE
5085|CEVICO NAVERO
5421|CHAGARCIA MEDIANERO
3371|CHALAMERA
430|CHAMARTIN
4897|CHANDREXA DE QUEIXA
4224|CHANTADA
5894|CHAÑE
4315|CHAPINERIA
2714|CHAUCHINA
2906|CHECA
666|CHELES
7064|CHELLA
7065|CHELVA
2907|CHEQUILLA
7066|CHERA
312|CHERCOS
1847|CHERT/XERT
7067|CHESTE
3372|CHIA
1776|CHICLANA DE LA FRONTERA
3524|CHICLANA DE SEGURA
1848|CHILCHES/XILXES
2280|CHILLARON DE CUENCA
2908|CHILLARON DEL REY
1975|CHILLON
3525|CHILLUEVAR
2909|CHILOECHES
2715|CHIMENEAS
3373|CHIMILLAS
78|CHINCHILLA DE MONTE-ARAGON
4316|CHINCHON
1777|CHIPIONA
7898|CHIPRANA
313|CHIRIVEL
7068|CHIVA
7899|CHODES
1849|CHODOS/XODOS
1850|CHOVAR
3642|CHOZAS DE ABAJO
6810|CHOZAS DE CANALES
3238|CHUCENA
6811|CHUECA
7069|CHULILLA
2281|CHUMILLAS
2716|CHURRIANA DE LA VEGA
1253|CIADONCHA
4082|CIDAMON
6216|CIDONES
4317|CIEMPOZUELOS
2282|CIERVA, LA
4574|CIEZA(MURCIA)
5765|CIEZA(CANTABRIA)
2910|CIFUENTES
7281|CIGALES
6217|CIGUDOSA
7282|CIGUÑUELA
6218|CIHUELA
4083|CIHURI
2717|CIJUELA
431|CILLAN
1254|CILLAPERLATA
1606|CILLEROS
5422|CILLEROS DE LA BASTIDA
1255|CILLERUELO DE ABAJO
1256|CILLERUELO DE ARRIBA
5895|CILLERUELO DE SAN MAMES
5766|CILLORIGO DE LIEBANA
3643|CIMANES DE LA VEGA
3644|CIMANES DEL TEJAR
7900|CIMBALLA
7901|CINCO OLIVAS
2911|CINCOVILLAS
1851|CINCTORRES
4678|CINTRUENIGO
5423|CIPEREZ
1852|CIRAT
4679|CIRAUQUI/ZIRAUKI
6219|CIRIA
4680|CIRIZA/ZIRITZA
2912|CIRUELAS
6812|CIRUELOS
1257|CIRUELOS DE CERVERA
2913|CIRUELOS DEL PINAR
4084|CIRUEÑA
6220|CIRUJALES DEL RIO
432|CISLA
5086|CISNEROS
2497|CISTELLA
7283|CISTERNIGA
3645|CISTIERNA
1976|CIUDAD REAL
5424|CIUDAD RODRIGO
810|CIUTADELLA DE MENORCA
3869|CIUTADILLA
4681|CIZUR
7902|CLARES DE RIBOTA
3870|CLARIANA DE CARDENER
4085|CLAVIJO
4981|COAÑA
314|COBDAR
6813|COBEJA
4318|COBEÑA
2914|COBETA
6814|COBISA
5087|COBOS DE CERRATO
5896|COBOS DE FUENTIDUEÑA
7615|COBREROS
5897|COCA
5425|COCA DE ALBA
195|COCENTAINA
7903|CODO
6596|CODOÑERA, LA
5898|CODORNIZ
7904|CODOS
667|CODOSERA, LA
7070|COFRENTES
7284|COGECES DE ISCAR
7285|COGECES DEL MONTE
2915|COGOLLOR
1258|COGOLLOS
2718|COGOLLOS DE GUADIX
2719|COGOLLOS DE LA VEGA
2916|COGOLLUDO
3871|COGUL, EL
4496|COIN
2145|COIROS
2498|COLERA
4898|COLES
433|COLILLA, LA
5767|COLINDRES
3872|COLL DE NARGO
1607|COLLADO
434|COLLADO DE CONTRERAS
435|COLLADO DEL MIRON
5899|COLLADO HERMOSO
4319|COLLADO MEDIANO
4320|COLLADO VILLALBA
5088|COLLAZOS DE BOEDO
933|COLLBATO
6389|COLLDEJOU
934|COLLSUSPINA
4497|COLMENAR
5426|COLMENAR DE MONTEMAYOR
4321|COLMENAR DE OREJA
4322|COLMENAR DEL ARROYO
4323|COLMENAR VIEJO
4324|COLMENAREJO
2720|COLOMERA
2499|COLOMERS
4982|COLUNGA
3374|COLUNGO
3873|COMA I LA PEDRA, LA
4498|COMARES
5768|COMILLAS
4499|COMPETA
3874|CONCA DE DALT
5900|CONDADO DE CASTILNOVO
1259|CONDADO DE TREVIÑO
2917|CONDEMIOS DE ABAJO
2918|CONDEMIOS DE ARRIBA
6390|CONESA
196|CONFRIDES
3646|CONGOSTO
5089|CONGOSTO DE VALDAVIA
2919|CONGOSTRINA
1778|CONIL DE LA FRONTERA
2062|CONQUISTA
1608|CONQUISTA DE LA SIERRA
811|CONSELL
6391|CONSTANTI
6088|CONSTANTINA
436|CONSTANZANA
6815|CONSUEGRA
7905|CONTAMINA
1260|CONTRERAS
7616|COOMONTE
2920|COPERNAL
935|COPONS
6597|CORBALAN
7071|CORBERA
936|CORBERA DE LLOBREGAT
6392|CORBERA D'EBRE
3647|CORBILLOS DE LOS OTEROS
3875|CORBINS
2500|CORÇÀ
7286|CORCOS
2146|CORCUBION
2063|CORDOBA
668|CORDOBILLA DE LACARA
5427|CORDOVILLA
5090|CORDOVILLA LA REAL
4086|CORDOVIN
2921|CORDUENTE
4682|CORELLA
4087|CORERA
7617|CORESES
4225|CORGO, O
1609|CORIA
6089|CORIA DEL RIO
6090|CORIPE
2147|CORISTANCO
4088|CORNAGO
937|CORNELLÀ DE LLOBREGAT
2501|CORNELLÀ DEL TERRI
6393|CORNUDELLA DE MONTSANT
669|CORONADA, LA
6091|CORONIL, EL
4325|CORPA
4089|CORPORALES
6816|CORRAL DE ALMAGUER
5901|CORRAL DE AYLLON
1977|CORRAL DE CALATRAVA
7618|CORRALES
6092|CORRALES, LOS
5769|CORRALES DE BUELNA, LOS
7287|CORRALES DE DUERO
79|CORRAL-RUBIO
670|CORTE DE PELEAS
3239|CORTECONCEPCION
4899|CORTEGADA
3240|CORTEGANA
3241|CORTELAZOR
4683|CORTES
6598|CORTES DE ARAGON
1853|CORTES DE ARENOSO
2721|CORTES DE BAZA
4500|CORTES DE LA FRONTERA
7072|CORTES DE PALLAS
2722|CORTES Y GRAENA
1978|CORTIJOS, LOS
3648|CORULLON
2148|CORUÑA, A
1261|CORUÑA DEL CONDE
4983|CORVERA DE ASTURIAS
5770|CORVERA DE TORANZO
6599|COSA
6221|COSCURITA
4326|COSLADA
4226|COSPEITO
812|COSTITX
1854|COSTUR
7906|COSUENDA
7619|COTANES DEL MONTE
7073|COTES
80|COTILLAS
5279|COTOBADE
6222|COVALEDA
1262|COVARRUBIAS
5280|COVELO
1855|COVES DE VINROMÀ, LES
197|COX
1979|COZAR
5902|COZUELOS DE FUENTIDUEÑA
5281|CRECENTE
6394|CREIXELL
3649|CREMENES
2502|CRESPIÀ
437|CRESPOS
6600|CRETAS
198|CREVILLENT
671|CRISTINA
5428|CRISTOBAL
6601|CRIVILLEN
2503|CRUÏLLES,  MONELLS I S.SADURNI
1610|CUACOS DE YUSTE
3650|CUADROS
4900|CUALEDRO
7907|CUARTE DE HUERVA
6602|CUBA, LA
4327|CUBAS DE LA SAGRA
7908|CUBEL
938|CUBELLES
3876|CUBELLS
6223|CUBILLA
5091|CUBILLAS DE CERRATO
3651|CUBILLAS DE LOS OTEROS
3652|CUBILLAS DE RUEDA
7288|CUBILLAS DE SANTA MARTA
5903|CUBILLO
2922|CUBILLO DE UCEDA, EL
1263|CUBILLO DEL CAMPO
7620|CUBILLOS
3653|CUBILLOS DEL SIL
6603|CUBLA
7621|CUBO DE BENAVENTE
1264|CUBO DE BUREBA
5429|CUBO DE DON SANCHO, EL
6224|CUBO DE LA SOLANA
7622|CUBO DE TIERRA DEL VINO, EL
6604|CUCALON
4984|CUDILLERO
7623|CUELGAMURES
5904|CUELLAR
2283|CUENCA
7289|CUENCA DE CAMPOS
7909|CUERLAS, LAS
6817|CUERVA
6605|CUERVO, EL
6093|CUERVO DE SEVILLA, EL
6225|CUEVA DE AGREDA
1265|CUEVA DE ROA, LA
2284|CUEVA DEL HIERRO
4501|CUEVAS BAJAS
6606|CUEVAS DE ALMUDEN
5905|CUEVAS DE PROVANCO
1266|CUEVAS DE SAN CLEMENTE
4502|CUEVAS DE SAN MARCOS
315|CUEVAS DEL ALMANZORA
4503|CUEVAS DEL BECERRO
2723|CUEVAS DEL CAMPO
438|CUEVAS DEL VALLE
6607|CUEVAS LABRADAS
1856|CULLA
2724|CULLAR
2725|CULLAR VEGA
7074|CULLERA
2149|CULLEREDO
1611|CUMBRE, LA
3242|CUMBRES DE ENMEDIO
3243|CUMBRES DE SAN BARTOLOME
3244|CUMBRES MAYORES
6395|CUNIT
5282|CUNTIS
7290|CURIEL DE DUERO
2150|CURTIS
4504|CUTAR
4090|CUZCURRITA DE RIO TIRON
4328|DAGANZO DE ARRIBA
1980|DAIMIEL
7075|DAIMUS
316|DALIAS
2504|DARNIUS
7910|DAROCA
4091|DAROCA DE RIOJA
2726|DARRO
2505|DAS
199|DAYA NUEVA
200|DAYA VIEJA
3156|DEBA
4985|DEGAÑA
5092|DEHESA DE MONTEJO
5093|DEHESA DE ROMANOS
2727|DEHESAS DE GUADIX
2728|DEIFONTES
1612|DELEITOSA
6396|DELTEBRE
201|DENIA
7486|DERIO
1613|DESCARGAMARIA
8141|DESCONOCIDO EXTRANJERO
4684|DESOJO
3654|DESTRIANA
6226|DEVANOS
813|DEYA
6227|DEZA
4685|DICASTILLO
439|DIEGO DEL CARPIO
2729|DIEZMA
2730|DILAR
7487|DIMA
5430|DIOS LE GUARDE
2151|DODRO
2731|DOLAR
202|DOLORES
7076|DOMEÑO
5906|DOMINGO GARCIA
6818|DOMINGO PEREZ
672|DON ALVARO
673|DON BENITO
4686|DONAMARIA
4687|DONEZTEBE/SANTESTEBAN
5907|DONHIERRO
440|DONJIMENO
3157|DONOSTIA-SAN SEBASTIAN
441|DONVIDAS
2064|DOÑA MENCIA
5431|DOÑINOS DE LEDESMA
5432|DOÑINOS DE SALAMANCA
7077|DOS AGUAS
6094|DOS HERMANAS
2065|DOS TORRES
6819|DOSBARRIOS
939|DOSRIUS
5283|DOZON
2923|DRIEBES
2732|DUDAR
5094|DUEÑAS
6397|DUESAIGÜES
2152|DUMBRIA
7488|DURANGO
2733|DURCAL
2924|DURON
5908|DURUELO
6228|DURUELO DE LA SIERRA
7489|EA
4688|ECHARRI
6095|ECIJA
4689|EGÜES
3158|EIBAR
814|EIVISSA
7911|EJEA DE LOS CABALLEROS
5433|EJEME
317|EJIDO, EL
6608|EJULVE
7262|CAMPELLO, EL
6429|MOLAR, EL (TARRAGONA)
7490|ELANTXOBE
16|ELBURGO/BURGELU
81|ELCHE DE LA SIERRA
203|ELCHE/ELX
17|ELCIEGO
204|ELDA
3159|ELDUAIN
3160|ELGETA
3161|ELGOIBAR
4690|ELGORRIAGA
7078|ELIANA, L'
1614|ELJAS
7491|ELORRIO
18|ELVILLAR/BILAR
2925|EMBID
7912|EMBID DE ARIZA
7079|EMPERADOR
5434|ENCINA, LA
5435|ENCINA DE SAN SILVESTRE
7913|ENCINACORBA
5909|ENCINAS
5436|ENCINAS DE ABAJO
5437|ENCINAS DE ARRIBA
7291|ENCINAS DE ESGUEVA
2066|ENCINAS REALES
3245|ENCINASOLA
5438|ENCINASOLA DE LOS COMENDADORES
3655|ENCINEDO
5910|ENCINILLAS
1267|ENCIO
4092|ENCISO
5439|ENDRINAL
4691|ENERIZ/ENERITZ
7080|ENGUERA
2285|ENGUIDANOS
318|ENIX
7081|ÈNOVA, L'
7624|ENTRALA
5771|ENTRAMBASAGUAS
4093|ENTRENA
4901|ENTRIMO
674|ENTRIN BAJO
7914|EPILA
7492|ERANDIO
4692|ERATSUN
3656|ERCINA, LA
7493|EREÑO
4693|ERGOIENA
7915|ERLA
7494|ERMUA
3162|ERRENTERIA
3163|ERREZIL
7495|ERRIGOITI
4694|ERRO
6820|ERUSTES
3246|ESCACENA DEL CAMPO
2506|ESCALA, L'
5772|ESCALANTE
6821|ESCALONA
5911|ESCALONA DEL PRADO
6822|ESCALONILLA
2926|ESCAMILLA
3526|ESCAÑUELA
5912|ESCARABAJOSA DE CABEZAS
2927|ESCARICHE
7916|ESCATRON
3657|ESCOBAR DE CAMPOS
5913|ESCOBAR DE POLENDOS
6229|ESCOBOSA DE ALMAZAN
2928|ESCOPETE
815|ESCORCA
4329|ESCORIAL, EL
6609|ESCORIHUELA
6610|ESCUCHA
1615|ESCURIAL
5440|ESCURIAL DE LA SIERRA
2734|ESCUZAR
4902|ESGOS
7292|ESGUEVILLAS DE ESGUEVA
3164|ESKORIATZA
4695|ESLAVA
1857|ESLIDA
5441|ESPADAÑA
7625|ESPADAÑEDO
1858|ESPADILLA
675|ESPARRAGALEJO
676|ESPARRAGOSA DE LA SERENA
677|ESPARRAGOSA DE LARES
940|ESPARREGUERA
6096|ESPARTINAS
4696|ESPARZA SALAZAR/ESPARTZA ZAR.
5442|ESPEJA
6230|ESPEJA DE SAN MARCELINO
2067|ESPEJO
6231|ESPEJON
3527|ESPELUY
1779|ESPERA
2068|ESPIEL
5914|ESPINAR, EL
2507|ESPINELVES
5443|ESPINO DE LA ORBADA
5095|ESPINOSA DE CERRATO
1268|ESPINOSA DE CERVERA
2929|ESPINOSA DE HENARES
442|ESPINOSA DE LOS CABALLEROS
1269|ESPINOSA DE LOS MONTEROS
5096|ESPINOSA DE VILLAGONZALO
1270|ESPINOSA DEL CAMINO
6823|ESPINOSO DEL REY
5915|ESPIRDO
2930|ESPLEGARES
3877|ESPLUGA CALBA, L'
6398|ESPLUGA DE FRANCOLI, L'
941|ESPLUGUES DE LLOBREGAT
3375|ESPLUS
2508|ESPOLLA
2509|ESPONELLÀ
816|ESPORLES
3878|ESPOT
4697|ESPRONCEDA
942|ESPUNYOLA, L'
6824|ESQUIVIAS
2931|ESTABLES
3376|ESTADA
3377|ESTADILLA
3879|ESTAMARIU
943|ESTANY, L'
3880|ESTARÀS
4698|ESTELLA-LIZARRA
817|ESTELLENCS
6097|ESTEPA
6232|ESTEPA DE SAN JUAN
1271|ESTEPAR
4505|ESTEPONA
6611|ESTERCUEL
4699|ESTERIBAR
3881|ESTERRI D'ÀNEU
3882|ESTERRI DE CARDOS
7082|ESTIVELLA
4094|ESTOLLO
3378|ESTOPIÑAN DEL CASTILLO
5284|ESTRADA, A
6825|ESTRELLA, LA
4330|ESTREMERA
2932|ESTRIEGANA
7083|ESTUBENY
4700|ETAYO
4701|ETXALAR
4702|ETXARRI-ARANATZ
4703|ETXAURI
7496|ETXEBARRI
7497|ETXEBARRIA
4704|EULATE
4705|EZCABARTE
4095|EZCARAY
4706|EZCAROZ/EZKAROZE
3165|EZKIO-ITSASO
4707|EZKURRA
4708|EZPROGUI
7917|FABARA
3658|FABERO
205|FACHECA
3379|FAGO
4709|FALCES
6399|FALSET
206|FAMORCA
3380|FANLO
1859|FANZARA
2510|FAR D'EMPORDÀ, EL
4506|FARAJAN
7626|FARAMONTANOS DE TABARA
7627|FARIZA
7918|FARLETE
3883|FARRERA
5702|FASNIA
6400|FATARELLA, LA
7084|FAURA
7085|FAVARA
7919|FAYON
7920|FAYOS, LOS
6401|FEBRO, LA
818|FELANITX
319|FELIX
2153|FENE
82|FEREZ
678|FERIA
7628|FERMOSELLE
1981|FERNAN CABALLERO
2069|FERNAN-NUÑEZ
2735|FERREIRA
7629|FERRERAS DE ABAJO
7630|FERRERAS DE ARRIBA
819|FERRERIES
7631|FERRERUELA
6612|FERRERUELA DE HUERVA
2154|FERROL
944|FIGARO-MONTMANY
945|FIGOLS
3884|FIGOLS I ALINYÀ
6402|FIGUERA, LA
2511|FIGUERES
6403|FIGUEROLA DEL CAMP
1860|FIGUEROLES
7632|FIGUERUELA DE ARRIBA
7921|FIGUERUELAS
320|FINES
207|FINESTRAT
321|FIÑANA
5241|FIRGAS
3381|FISCAL
2155|FISTERRA
4710|FITERO
2512|FLAÇÀ
6404|FLIX
443|FLORES DE AVILA
3885|FLORESTA, LA
5444|FLORIDA DE LIEBANA
946|FOGARS DE LA SELVA
947|FOGARS DE MONTCLUS
7086|FOIOS
2513|FOIXÀ
3659|FOLGOSO DE LA RIBERA
4227|FOLGOSO DO COUREL
948|FOLGUEROLES
7293|FOMBELLIDA
7922|FOMBUENA
7294|FOMPEDRAZA
4096|FONCEA
3886|FONDARELLA
208|FONDO DE LES NEUS/HONDON NIEVE
322|FONDON
2736|FONELAS
6613|FONFRIA (TERUEL)
7633|FONFRIA (ZAMORA)
949|FONOLLOSA
4228|FONSAGRADA, A
7087|FONT DE LA FIGUERA, LA
7088|FONT D'EN CARRÒS, LA
2514|FONTANALS DE CERDANYA
2933|FONTANAR
1982|FONTANAREJO
7089|FONTANARS DELS ALFORINS
2515|FONTANILLES
2516|FONTCOBERTA
4711|FONTELLAS
7295|FONTIHOYUELO
1272|FONTIOSO
444|FONTIVEROS
950|FONT-RUBI
3382|FONZ
4097|FONZALECHE
3887|FORADADA
3383|FORADADA DEL TOSCAR
2517|FORALLAC
1861|FORCALL
5285|FORCAREI
6405|FORÈS
5445|FORFOLEDA
820|FORMENTERA
209|FORMENTERA DEL SEGURA
6614|FORMICHE ALTO
821|FORNALUTX
2518|FORNELLS DE LA SELVA
5286|FORNELOS DE MONTES
6615|FORNOLES
7090|FORTALENY
6616|FORTANETE
2519|FORTIÀ
4575|FORTUNA
7498|FORUA
4229|FOZ
6617|FOZ-CALANDA
2156|FRADES
5446|FRADES DE LA SIERRA
3384|FRAGA
7923|FRAGO, EL
3528|FRAILES
4986|FRANCO, EL
1273|FRANDOVINEZ
951|FRANQUESES DEL VALLÈS, LES
7924|FRASNO, EL
5097|FRECHILLA
6233|FRECHILLA DE ALMAZAN
679|FREGENAL DE LA SIERRA
5447|FREGENEDA, LA
6406|FREGINALS
2737|FREILA
7925|FRESCANO
6618|FRESNEDA, LA
2286|FRESNEDA DE ALTAREJOS
5916|FRESNEDA DE CUELLAR
2287|FRESNEDA DE LA SIERRA
1274|FRESNEDA DE LA SIERRA TIRON
445|FRESNEDILLA
4331|FRESNEDILLAS DE LA OLIVA
5448|FRESNEDOSO
1616|FRESNEDOSO DE IBOR
1275|FRESNEÑA
1276|FRESNILLO DE LAS DUEÑAS
446|FRESNO, EL
5449|FRESNO ALHANDIGA
5917|FRESNO DE CANTESPINO
6234|FRESNO DE CARACENA
5918|FRESNO DE LA FUENTE
7634|FRESNO DE LA POLVOROSA
7635|FRESNO DE LA RIBERA
3660|FRESNO DE LA VEGA
1277|FRESNO DE RIO TIRON
1278|FRESNO DE RODILLA
7636|FRESNO DE SAYAGO
4332|FRESNO DE TOROTE
5098|FRESNO DEL RIO
7296|FRESNO EL VIEJO
1279|FRIAS
6619|FRIAS DE ALBARRACIN
7637|FRIERA DE VALVERDE
4507|FRIGILIANA
4230|FRIOL
5099|FROMISTA
5703|FRONTERA
2288|FRONTERA, LA
7499|FRUIZ
5919|FRUMALES
2934|FUEMBELLIDA
1983|FUENCALIENTE
5704|FUENCALIENTE DE LA PALMA
2935|FUENCEMILLAN
7926|FUENDEJALON
7927|FUENDETODOS
6620|FUENFERRADA
4508|FUENGIROLA
4333|FUENLABRADA
680|FUENLABRADA DE LOS MONTES
1984|FUENLLANA
4098|FUENMAYOR
7297|FUENSALDAÑA
6826|FUENSALIDA
83|FUENSANTA
3529|FUENSANTA DE MARTOS
4576|FUENTE ALAMO DE MURCIA
681|FUENTE DE CANTOS
2289|FUENTE DE PEDRO NAHARRO
4509|FUENTE DE PIEDRA
5450|FUENTE DE SAN ESTEBAN, LA
5920|FUENTE DE SANTA CRUZ
682|FUENTE DEL ARCO
683|FUENTE DEL MAESTRE
1985|FUENTE EL FRESNO
5921|FUENTE EL OLMO DE FUENTIDUEÑA
5922|FUENTE EL OLMO DE ISCAR
447|FUENTE EL SAUZ
4334|FUENTE EL SAZ DE JARAMA
7298|FUENTE EL SOL
7638|FUENTE ENCALADA
2070|FUENTE LA LANCHA
1862|FUENTE LA REINA
2071|FUENTE OBEJUNA
2072|FUENTE PALMERA
2738|FUENTE VAQUEROS
84|FUENTE-ALAMO
85|FUENTEALBILLA
6235|FUENTEARMEGIL
1280|FUENTEBUREBA
6236|FUENTECAMBRON
6237|FUENTECANTOS
1281|FUENTECEN
5451|FUENTEGUINALDO
3247|FUENTEHERIDOS
2936|FUENTELAHIGUERA DE ALBATAGES
7639|FUENTELAPEÑA
1282|FUENTELCESPED
2937|FUENTELENCINA
2290|FUENTELESPINO DE HARO
2291|FUENTELESPINO DE MOYA
5452|FUENTELIANTE
1283|FUENTELISENDO
6238|FUENTELMONGE
2938|FUENTELSAZ
6239|FUENTELSAZ DE SORIA
2939|FUENTELVIEJO
1284|FUENTEMOLINOS
2292|FUENTENAVA DE JABAGA
1285|FUENTENEBRO
2940|FUENTENOVILLA
7299|FUENTE-OLMEDO
5923|FUENTEPELAYO
6240|FUENTEPINILLA
5924|FUENTEPIÑEL
5925|FUENTERREBOLLO
5453|FUENTERROBLE DE SALVATIERRA
7091|FUENTERROBLES
2293|FUENTES
6621|FUENTES CALIENTES
6622|FUENTES CLARAS
6098|FUENTES DE ANDALUCIA
448|FUENTES DE AÑO
1863|FUENTES DE AYODAR
5454|FUENTES DE BEJAR
3661|FUENTES DE CARBAJAL
7928|FUENTES DE EBRO
7929|FUENTES DE JILOCA
684|FUENTES DE LEON
6241|FUENTES DE MAGAÑA
5100|FUENTES DE NAVA
5455|FUENTES DE OÑORO
7640|FUENTES DE ROPEL
6623|FUENTES DE RUBIELOS
5101|FUENTES DE VALDEPERO
7641|FUENTESAUCO
5926|FUENTESAUCO DE FUENTIDUEÑA
7642|FUENTESECAS
5927|FUENTESOTO
6624|FUENTESPALDA
1286|FUENTESPINA
7643|FUENTESPREADAS
6242|FUENTESTRUN
2073|FUENTE-TOJAR
5928|FUENTIDUEÑA
4335|FUENTIDUEÑA DE TAJO
3530|FUERTE DEL REY
2294|FUERTESCUSA
3385|FUEVA, LA
3888|FULIOLA, LA
3889|FULLEDA
4712|FUNES
4713|FUSTIÑANA
2295|GABALDON
2739|GABIAS, LAS
3166|GABIRIA
323|GADOR
952|GAIÀ
210|GAIANES
1864|GAIBIEL
3167|GAINTZA
2941|GAJANEJOS
5456|GAJATES
4336|GALAPAGAR
2942|GALAPAGOS
4714|GALAR
3248|GALAROZA
1287|GALBARROS
4099|GALBARRULI
7500|GALDAKAO
7501|GALDAMES
5242|GALDAR
7644|GALENDE
2740|GALERA
6407|GALERA, LA
4100|GALILEA
5457|GALINDO Y PERAHUY
5458|GALINDUSTE
5459|GALISANCHO
1617|GALISTEO
324|GALLARDOS, LOS
1288|GALLEGA, LA
5929|GALLEGOS
449|GALLEGOS DE ALTAMIROS
5460|GALLEGOS DE ARGAÑAN
7300|GALLEGOS DE HORNIJA
450|GALLEGOS DE SOBRINOS
5461|GALLEGOS DE SOLMIRON
7645|GALLEGOS DEL PAN
7646|GALLEGOS DEL RIO
953|GALLIFA
4101|GALLINERO DE CAMEROS
4715|GALLIPIENZO/GALIPENTZU
7930|GALLOCANTA
4716|GALLUES/GALOZE
7931|GALLUR
6625|GALVE
2943|GALVE DE SORBE
6827|GALVEZ
7502|GAMIZ-FIKA
7647|GAMONES
6408|GANDESA
7092|GANDIA
2296|GARABALLA
5705|GARACHICO
5706|GARAFIA
7503|GARAI
4717|GARAIOA
685|GARBAYUELA
6409|GARCIA
1618|GARCIAZ
5462|GARCIBUEY
5463|GARCIHERNANDEZ
5930|GARCILLAN
6828|GARCIOTUM
5464|GARCIRREY
4718|GARDE
6626|GARGALLO
1619|GARGANTA, LA
4337|GARGANTA DE LOS MONTES
451|GARGANTA DEL VILLAR
1620|GARGANTA LA OLLA
1621|GARGANTILLA
4338|GARGANTILLA LOZ Y PINILLA BUIT
1622|GARGÜERA
6410|GARIDELLS, ELS
4719|GARINOAIN
686|GARLITOS
3662|GARRAFE DE TORIO
4720|GARRALDA
6243|GARRAY
954|GARRIGA, LA
2520|GARRIGÀS
2521|GARRIGOLES
2522|GARRIGUELLA
6099|GARROBO, EL
687|GARROVILLA, LA
1623|GARROVILLAS DE ALCONETAR
325|GARRUCHA
1624|GARVIN
4339|GASCONES
2297|GASCUEÑA
2944|GASCUEÑA DE BORNOVA
1780|GASTOR, EL
1625|GATA
211|GATA DE GORGOS
7504|GATIKA
7301|GATON DE CAMPOS
7093|GATOVA
4510|GAUCIN
7505|GAUTEGIZ ARTEAGA
955|GAVÀ
7094|GAVARDA
3890|GAVET DE LA CONCA
452|GAVILANES
3168|GAZTELU
6627|GEA DE ALBARRACIN
5465|GEJUELO DEL BARRO
1865|GELDO
956|GELIDA
7932|GELSA
6100|GELVES
7648|GEMA
453|GEMUÑO
4511|GENALGUACIL
3531|GENAVE
4721|GENEVILLA
7095|GENOVES
2523|GER
6101|GERENA
326|GERGAL
7302|GERIA
6829|GERINDOTE
7506|GERNIKA-LUMO
7096|GESTALGAR
4340|GETAFE
3169|GETARIA
7507|GETXO
3249|GIBRALEON
4987|GIJON
454|GIL GARCIA
455|GILBUENA
6102|GILENA
7097|GILET
3891|GIMENELLS I EL PLA DE LA FONT
456|GIMIALCON
4102|GIMILEO
6628|GINEBROSA, LA
6103|GINES
6411|GINESTAR
86|GINETA, LA
2524|GIRONA
957|GIRONELLA
958|GISCLARENY
3386|GISTAIN
7508|GIZABURUAGA
2741|GOBERNADOR
6412|GODALL
7098|GODELLA
7099|GODELLETA
7933|GODOJOS
4722|GOIZUETA
2742|GOJAR
6244|GOLMAYO
3892|GOLMES
87|GOLOSALVO
5466|GOLPEJAS
6245|GOMARA
2525|GOMBRÈN
5467|GOMECELLO
4903|GOMESENDE
5931|GOMEZSERRACIN
5287|GONDOMAR
4723|GOÑI
2743|GOR
2744|GORAFE
3663|GORDALIZA DEL PINO
7509|GORDEXOLA
1626|GORDO, EL
3664|GORDONCILLO
212|GORGA
7510|GORLIZ
6246|GORMAZ
3893|GOSOL
457|GOTARRENDURA
7934|GOTOR
4988|GOZON
3665|GRADEFES
4989|GRADO
3387|GRADO, EL
2298|GRAJA DE CAMPALBO
2299|GRAJA DE INIESTA
3666|GRAJAL DE CAMPOS
5932|GRAJERA
2745|GRANADA
959|GRANADA, LA
3250|GRANADA DE RIO-TINTO, LA
3894|GRANADELLA, LA
5707|GRANADILLA DE ABONA
3251|GRANADO, EL
1986|GRANATULA DE CALATRAVA
4990|GRANDAS DE SALIME
458|GRANDES Y SAN MARTIN
960|GRANERA
1627|GRANJA, LA
7100|GRANJA DE LA COSTERA, LA
7649|GRANJA DE MORERUELA
213|GRANJA DE ROCAMORA
688|GRANJA DE TORREHERMOSA
3895|GRANJA D'ESCARP, LA
2074|GRANJUELA, LA
961|GRANOLLERS
7650|GRANUCILLO
3896|GRANYANELLA
3897|GRANYENA DE LES GARRIGUES
3898|GRANYENA DE SEGARRA
3388|GRAÑEN
4103|GRAÑON
6413|GRATALLOPS
3389|GRAUS
4104|GRAVALOS
1781|GRAZALEMA
6629|GRIEGOS
1289|GRIJALBA
5102|GRIJOTA
4341|GRIÑON
1290|GRISALEÑA
7935|GRISEL
7936|GRISEN
5288|GROVE, O
2746|GUADAHORTUNA
2945|GUADALAJARA
6630|GUADALAVIAR
6104|GUADALCANAL
2075|GUADALCAZAR
4342|GUADALIX DE LA SIERRA
1987|GUADALMEZ
1628|GUADALUPE
6830|GUADAMUR
4343|GUADARRAMA
7101|GUADASSEQUIES
7102|GUADASSUAR
8163|GUADIANA DEL CAUDILLO
2747|GUADIX
5468|GUADRAMIRO
2748|GUAJARES, LOS
962|GUALBA
2749|GUALCHOS
2526|GUALTA
5708|GUANCHA, LA
5289|GUARDA, A
7103|GUARDAMAR DE LA SAFOR
214|GUARDAMAR DEL SEGURA
6831|GUARDIA, LA
3532|GUARDIA DE JAEN, LA
