ID_HAYA,ID_CAIXA,ESTADO_PUBLICACION_VENTA,ESTADO_PUBLICACION_ALQUILER,MOTIVO_VENTA,MOTIVO_ALQUILER
5960235,89008743,03,03,,
5960138,89009129,01,01,,
5926381,89009134,01,01,,
6059039,89009140,01,01,,
6059040,89009143,01,01,,
6344486,89009146,01,01,,
5943291,89008114,04,01,01,
5966493,89008428,03,01,,
6058807,89001652,01,01,,
5970132,89008753,03,01,,
6058582,89008126,01,01,,
6058583,89008128,01,01,,
5952315,89008131,01,01,,
5925272,89008134,04,01,01,
5949241,89008136,03,03,,
5934454,89008137,03,03,,
5946077,89008141,01,01,,
5957695,89008144,01,01,,
6828526,89008431,01,01,,
6058748,89008434,01,01,,
5969857,89008437,04,04,01,01
5953981,89008441,01,01,,
5960617,89008445,03,01,,
6058815,89001654,01,01,,
5958083,89009150,01,01,,
5957381,89009154,03,01,,
5927532,89009158,01,01,,
6059155,89009161,04,04,01,01
5945634,89009166,03,01,,
6058589,89008150,01,01,,
6058590,89008154,01,01,,
6058755,89008448,01,01,,
5926804,89008450,01,01,,
5952186,89008771,01,01,,
6058825,89008775,01,01,,
6058826,89008777,01,01,,
5956544,89008783,01,01,,
5926211,89008788,01,01,,
5944026,89008791,01,01,,
5957518,89001660,01,01,,
5969789,89008161,03,01,,
5953322,89008454,04,01,01,
5958807,89008460,04,01,01,
5957860,89008469,01,01,,
5935587,89008472,01,01,,
5932258,89008798,04,04,01,01
6058836,89001661,01,01,,
6058837,89001662,01,01,,
5963792,89008804,01,01,,
5954051,89008809,01,01,,
5951405,89008812,01,01,,
5940506,89001663,04,01,07,
5928634,89009173,01,01,,
5963219,89009184,01,01,,
6059173,89009186,01,01,,
5962440,89008164,04,01,01,
6058597,89008167,01,01,,
6058598,89008169,01,01,,
6058604,89008176,01,01,,
5941847,89008479,04,01,01,
5935205,89001627,04,01,07,
6344364,89008485,01,01,,
6344520,89008488,01,01,,
5940836,89008492,04,01,01,
5949720,89008495,04,01,01,
5934344,89008504,01,01,,
5956763,89008824,04,01,01,
5946022,89008827,01,01,,
5965071,89008829,01,01,,
6815808,89001664,01,01,,
5939261,89008838,01,01,,
6058851,89001669,01,01,,
6058852,89001670,01,01,,
5951807,89009195,01,01,,
5958223,89009197,04,04,01,01
5961544,89009200,03,01,,
5945369,89009203,01,01,,
6824724,89009208,01,01,,
6824703,89008179,01,01,,
5968464,89008508,04,01,01,
5962911,89008514,03,01,,
5933313,89008519,04,01,01,
5942113,89008522,01,04,,01
5951559,89008527,01,01,,
6058672,89008532,01,01,,
5928769,89008850,01,01,,
5961256,89008853,04,01,01,
6058860,89008855,01,01,,
6058861,89001672,01,01,,
6059043,89009213,01,01,,
6059047,89009215,01,01,,
5965779,89009222,01,01,,
5946524,89009232,01,01,,
5950690,89009238,01,01,,
6058607,89008183,01,01,,
5925078,89008186,01,01,,
5954867,89008194,01,01,,
6058605,89008199,01,01,,
6058606,89001606,01,01,,
5961492,89008201,01,01,,
5946809,89008537,01,01,,
5951187,89008540,01,01,,
6058679,89008544,01,01,,
6058681,89008549,01,01,,
5946287,89008551,04,04,01,01
5960058,89008556,03,03,,
5950831,89008558,01,01,,
6810016,89001629,01,01,,
5932992,89008862,04,01,01,
5941896,89008864,01,01,,
5933421,89008866,01,01,,
5925804,89008871,01,01,,
5969768,89008873,01,01,,
6044564,89008877,01,01,,
6812402,89009246,01,01,,
5942985,89009249,01,01,,
6059062,89009254,01,01,,
6059063,89009257,01,01,,
6782910,89009260,04,04,01,01
6045003,89010738,01,01,,
5970017,89010742,04,04,01,01
6060106,89010746,01,01,,
5934806,89010751,01,01,,
6060109,89010755,01,01,,
6059234,89009638,04,01,01,
5953952,89009640,04,01,01,
5958978,89009642,03,01,,
5926025,89009645,01,01,,
5925552,89009649,01,01,,
6059239,89009654,01,01,,
6059241,89009657,01,01,,
5945470,89009665,01,01,,
5942056,89009979,01,01,,
5925032,89009982,04,01,01,
6059349,89009985,01,01,,
5931225,89009989,04,01,01,
5957377,89009993,03,01,,
5964107,89009995,04,01,01,
5951641,89009998,03,01,,
5934082,89010004,04,01,01,
5933795,89010379,03,01,,
5935604,89001792,01,01,,
6060002,89001793,01,01,,
5956936,89010385,03,01,,
6060003,89010388,01,01,,
6060004,89010391,01,01,,
5963096,89010758,01,01,,
6060112,89010761,01,01,,
6788370,89010764,01,01,,
6060114,89010770,03,01,,
6060120,89010778,03,01,,
6060121,89010782,03,01,,
6061612,89001826,04,01,07,
6059243,89009672,01,01,,
5940913,89009679,01,01,,
5963211,89009680,01,01,,
5967994,89009683,01,01,,
6059247,89009684,01,01,,
6044921,89010007,03,01,,
5936123,89010013,01,01,,
5941333,89010017,04,01,01,
6059372,89001763,01,01,,
5961116,89010393,01,01,,
5926632,89010397,04,01,01,
5956973,89010400,03,01,,
5933664,89010403,03,01,,
5942904,89001794,04,01,07,
6787729,89010415,01,01,,
5941437,89010793,01,01,,
6061614,89010797,03,01,,
5933241,89010803,01,01,,
5964119,89010808,03,01,,
6061622,89010812,01,01,,
6061626,89010816,03,01,,
6059260,89001733,01,01,,
6059261,89001734,01,01,,
5935637,89009707,01,01,,
6706115,89009710,04,01,01,
5934573,89009714,04,01,01,
5959332,89010026,01,01,,
5935473,89010029,01,01,,
5936225,89010032,01,01,,
6059379,89010037,01,01,,
5947183,89010041,01,01,,
6059382,89010045,01,01,,
6060010,89010418,01,01,,
5944846,89010420,01,01,,
6060011,89010424,01,01,,
5934444,89010427,01,01,,
5944041,89001796,04,01,07,
5950438,89010433,03,01,,
5954744,89010437,04,01,01,
5927535,89010438,04,01,01,
5968448,89010819,01,01,,
5966901,89010824,01,01,,
5934949,89010827,01,01,,
6061634,89010831,01,01,,
5953144,89010838,01,01,,
5954473,89010841,04,01,01,
5950750,89010844,01,01,,
6127787,89001738,01,01,,
5966876,89009730,04,01,01,
5959504,89009732,01,01,,
5960986,89010048,01,01,,
5955717,89010050,04,01,01,
5971582,89010053,01,01,,
5960272,89010059,01,01,,
5960143,89010071,04,01,01,
6529776,89010074,01,01,,
5949178,89001798,03,01,,
5969954,89010458,03,01,,
5968353,89010464,04,01,01,
5944125,89010471,01,01,,
5960582,89010474,01,01,,
6058508,89008047,01,01,,
6058513,89008054,01,01,,
6058525,89008057,01,01,,
5935814,89009740,03,01,,
5946377,89009745,03,01,,
5937073,89009749,03,01,,
6059277,89009752,01,01,,
6059282,89009756,01,01,,
5962595,89010081,01,01,,
5970146,89010085,01,01,,
5939669,89010099,04,04,01,01
5944355,89001800,04,01,07,
5957776,89001801,01,01,,
5957070,89010487,01,01,,
5947439,89001804,03,03,,
5927477,89010492,01,01,,
6059519,89010495,01,01,,
6059520,89010500,01,01,,
6809719,89010503,04,01,01,
5931020,89009343,03,01,,
5949353,89009346,01,01,,
5946012,89009352,01,01,,
5939438,89009356,04,01,01,
5945108,89009363,01,01,,
5955330,89009369,01,01,,
6059289,89009758,01,01,,
5965107,89001740,03,01,,
6059388,89010104,01,01,,
5965058,89010106,01,01,,
6059389,89010114,01,01,,
5933675,89010506,01,01,,
5943946,89010512,04,01,01,
6351828,89010525,04,01,01,
5928008,89010535,01,01,,
6059099,89001711,01,01,,
5931115,89001713,04,01,07,
5964643,89009384,01,01,,
5934622,89009390,01,01,,
5938804,89009392,01,01,,
5929295,89001714,03,01,,
5931800,89001715,03,01,,
5947078,89009403,01,01,,
5945820,89009411,03,01,,
5942596,89009413,03,01,,
6524683,89010118,01,01,,
5935948,89010121,04,01,01,
5946468,89010124,03,01,,
5951025,89010128,03,01,,
5945056,89010131,03,01,,
5959747,89010135,03,01,,
5951322,89010138,03,01,,
5937167,89001772,04,01,01,
5968395,89010144,03,01,,
5939339,89001809,04,01,07,
5957873,89010540,04,01,01,
5956309,89010542,01,01,,
5951720,89001810,04,01,07,
5932843,89010554,01,01,,
5954503,89010560,01,01,,
5959333,89010564,01,01,,
6045002,89010571,01,01,,
5969376,89010573,04,04,01,01
6059538,89010576,01,01,,
5934259,89009420,03,01,,
5957335,89009426,03,01,,
5941383,89009429,03,01,,
5926757,89009434,03,01,,
5944921,89009436,03,01,,
5958101,89009445,03,01,,
5935735,89009448,03,01,,
6059105,89009452,03,01,,
5936890,89009456,03,01,,
5932059,89009461,03,01,,
5957589,89009464,01,01,,
5945396,89009783,04,01,01,
6059297,89001744,01,01,,
6746501,89009788,04,04,12,01
5942371,89009791,01,01,,
5952754,89009794,01,01,,
5945471,89010147,03,01,,
5927162,89010150,03,01,,
5938443,89010154,03,01,,
6128117,89010584,04,01,01,
5953631,89010587,03,01,,
6059543,89010590,01,01,,
5938883,89009466,01,01,,
5934961,89009468,01,04,,01
6059112,89009470,01,01,,
5946081,89009797,01,01,,
6059304,89009800,03,01,,
6059306,89009803,03,03,,
5948256,89009810,04,01,01,
6059308,89001746,01,01,,
6059309,89001747,01,01,,
5925265,89010179,01,01,,
6059408,89010183,03,01,,
5969337,89010187,01,01,,
6800790,89001778,01,01,,
6060032,89010596,01,01,,
6060033,89010598,01,01,,
5931884,89001814,01,01,,
6889841,89010607,01,01,,
5963838,89010613,01,01,,
5945731,89010618,04,04,01,01
5925899,89009473,01,01,,
6529598,89001716,01,01,,
6529599,89001717,01,01,,
5936301,89001718,04,01,07,
6059120,89009478,01,01,,
5939260,89009825,01,01,,
5937762,89009829,01,01,,
5961564,89009831,01,01,,
6059312,89009834,01,01,,
5945849,89009838,01,01,,
5929527,89009844,01,01,,
5931170,89009847,01,01,,
5944550,89001750,01,01,,
5962839,89010199,01,01,,
5935434,89010202,01,01,,
5951968,89010205,01,01,,
6127780,89010209,03,01,,
6817137,89010212,04,01,01,
5957026,89010626,03,01,,
5925509,89010630,01,01,,
5953475,89010635,03,01,,
6060048,89010641,03,01,,
5938736,89009487,03,01,,
5964208,89009491,01,01,,
5948896,89009496,01,04,,01
5966385,89009501,03,01,,
5937166,89009854,01,01,,
5952019,89009858,01,01,,
5949093,89009860,01,01,,
5949482,89009865,03,01,,
5930674,89009869,04,01,03,
5942339,89010216,01,01,,
5929581,89010220,01,01,,
5939618,89010224,01,01,,
5955196,89010230,01,01,,
6060050,89010643,01,01,,
5949246,89009515,01,01,,
6059150,89009519,01,01,,
5944385,89009521,04,01,01,
6059182,89009526,01,01,,
5967185,89009873,01,01,,
5963350,89009879,03,01,,
6059340,89009889,04,01,01,
6059428,89010247,03,01,,
5939660,89010249,04,01,01,
6059430,89010253,03,01,,
5959473,89010256,01,01,,
5957720,89010263,01,01,,
6059437,89010271,04,01,01,
6059439,89010276,04,01,01,
6711562,89010279,01,01,,
5936951,89010646,01,01,,
6060053,89001818,01,01,,
5945014,89010651,01,01,,
6060056,89010653,01,01,,
5941729,89010659,03,01,,
5951901,89010664,03,01,,
5928495,89010668,01,01,,
6847185,89009533,01,01,,
5928234,89009538,01,01,,
5951224,89009542,04,01,01,
6059342,89001755,01,01,,
6754670,89001756,01,01,,
5927123,89009908,03,01,,
5937062,89009911,01,01,,
6059442,89010290,01,01,,
5936769,89010291,04,04,01,01
5957110,89010295,01,01,,
5954312,89010301,03,01,,
6060061,89010677,01,01,,
5934693,89010681,01,01,,
5950098,89010684,04,01,01,
5964751,89010688,01,01,,
5964332,89010692,01,01,,
5936019,89009555,01,01,,
5938954,89009559,04,01,01,
5956777,89009564,01,01,,
5938534,89009569,01,01,,
5930977,89009571,04,01,01,
6044465,89009574,01,01,,
6059470,89009914,01,01,,
6059472,89009917,01,01,,
5964748,89009921,01,01,,
5967066,89009926,01,01,,
5954286,89009929,01,01,,
6059448,89010305,04,04,01,01
5951590,89010309,03,03,,
6059455,89001786,01,01,,
5934590,89010694,01,04,,01
6044971,89010697,01,01,,
5962653,89009581,01,01,,
5955109,89009584,01,01,,
6059210,89009587,01,01,,
5957286,89009590,01,01,,
5952794,89009597,01,01,,
5936507,89009599,01,01,,
6770781,89009603,03,01,,
6770785,89009607,03,01,,
6703041,89009939,03,01,,
6703017,89009940,01,01,,
5946343,89001759,01,01,,
6059483,89001761,01,01,,
5953662,89009949,01,01,,
5931438,89009952,01,01,,
5957159,89010324,01,01,,
5952266,89010327,01,01,,
5960350,89010330,03,01,,
5931432,89010344,01,01,,
5965130,89010705,04,01,01,
6060084,89010708,04,01,01,
5926819,89010712,01,01,,
5950349,89010714,01,01,,
6060087,89001820,01,01,,
5937899,89010725,01,01,,
5965106,89009611,01,01,,
5958479,89009614,01,01,,
5967251,89009619,04,04,01,01
5962375,89009622,03,03,,
5961527,89009627,01,01,,
5930497,89009634,03,01,,
5968171,89009636,04,01,01,
5950322,89009955,03,01,,
5930767,89009959,01,01,,
5931319,89009961,01,01,,
5939128,89009964,03,01,,
6059488,89009968,03,01,,
5932124,89009970,04,01,01,
5926411,89009973,03,03,,
6759183,89010350,01,01,,
6059468,89010354,01,01,,
5944112,89010357,01,01,,
6059469,89010361,04,01,01,
6819276,89010365,04,01,01,
5964482,89010370,01,01,,
6060097,89010734,01,01,,
6059929,89011609,01,01,,
6059933,89011614,04,01,01,
6059934,89001917,01,01,,
5963840,89011622,01,01,,
5930752,89011935,01,01,,
5948379,89011945,01,01,,
5935624,89011949,01,01,,
5951629,89011952,01,01,,
5957412,89012424,01,01,,
5948931,89012431,04,01,01,
5954440,89012444,01,01,,
5938823,89012445,01,01,,
5948040,89012455,01,01,,
5934519,89012461,01,01,,
5935023,89011186,03,01,,
5957346,89011190,01,01,,
5950016,89011193,03,01,,
5925489,89011203,03,01,,
6059653,89011210,01,01,,
6059654,89011217,01,01,,
6059655,89001862,01,01,,
5951884,89011225,01,01,,
5971445,89011229,04,01,01,
5960871,89011626,01,01,,
5932110,89011630,04,01,01,
6059940,89011633,01,01,,
5942021,89011637,04,01,01,
5948204,89011641,01,01,,
5969588,89011643,01,01,,
5940642,89011649,01,01,,
5948960,89011652,01,01,,
5959957,89011657,04,01,01,
6060200,89011955,01,01,,
6060201,89011959,01,01,,
6060202,89011962,01,01,,
6060203,89011965,01,01,,
6060205,89001943,01,01,,
5939564,89011971,03,01,,
6060208,89011974,01,01,,
5944857,89011977,01,01,,
5966997,89011981,01,01,,
5967459,89011984,04,01,01,
5929530,89011987,04,01,01,
6767854,89012464,01,01,,
6060524,89012468,01,01,,
5931189,89012474,04,04,01,01
6796827,89012476,04,01,01,
6767969,89012481,01,01,,
5949396,89001867,01,01,,
6059671,89001868,01,01,,
6060214,89011990,03,03,,
5939901,89011992,01,01,,
5959822,89011997,03,01,,
5935416,89012002,01,01,,
5949659,89012005,04,01,01,
6060267,89012073,03,03,,
5962216,89012082,01,01,,
5949316,89012086,01,01,,
5967790,89012090,03,01,,
6060533,89012494,01,01,,
6060537,89012496,01,01,,
6060540,89012500,01,01,,
5967610,89012503,04,01,01,
6060541,89012507,04,01,01,
5952479,89012516,04,01,01,
6776490,89001870,01,01,,
5946557,89001871,04,01,07,
6707078,89001872,01,01,,
6707075,89001873,01,01,,
5939729,89001874,04,01,07,
5940689,89011263,01,01,,
5941921,89012011,01,01,,
5965961,89012014,01,01,,
5950483,89012019,03,03,,
5955824,89012021,01,01,,
5934557,89012027,01,01,,
5947732,89012031,04,01,01,
6060245,89012033,01,01,,
5947619,89012037,04,01,01,
6060282,89012094,01,01,,
6060283,89012097,01,01,,
5971462,89012101,01,01,,
5950090,89012103,01,01,,
5938190,89012107,01,01,,
5957358,89012111,01,01,,
5929599,89012519,01,01,,
5925802,89011266,01,01,,
6059681,89011269,01,01,,
5969582,89011272,01,01,,
6059682,89011275,01,01,,
6059683,89011279,03,01,,
5944264,89011286,04,01,01,
5959112,89012042,04,01,01,
5929843,89012046,01,01,,
5936668,89012051,03,01,,
6060262,89001947,03,01,,
6060264,89012064,01,01,,
5956774,89012127,01,01,,
6060301,89001953,01,01,,
6060303,89012132,01,01,,
5938727,89012136,01,01,,
5960642,89010872,03,01,,
5969800,89010883,04,01,01,
5966367,89010885,01,01,,
6059691,89011303,03,01,,
5953633,89011312,01,01,,
6059699,89001881,01,01,,
6059700,89001882,01,01,,
6059701,89001883,01,01,,
6059702,89001884,01,01,,
6059703,89001885,01,01,,
6059706,89001887,01,01,,
6059707,89001888,01,01,,
5925611,89011334,03,01,,
5964520,89001889,04,01,07,
6528285,89011663,01,01,,
5968330,89011667,01,01,,
5967522,89011668,01,01,,
6059956,89011673,03,01,,
5933181,89012142,01,01,,
5964787,89012144,01,01,,
6060319,89001954,01,01,,
6060320,89001955,01,01,,
6060322,89001957,01,01,,
6060323,89001958,01,01,,
6060324,89001959,01,01,,
5971658,89012158,01,01,,
5939230,89012162,01,01,,
6060329,89012167,03,01,,
5943127,89012169,01,01,,
5964400,89010902,01,01,,
5927719,89010905,01,01,,
6061672,89010909,01,01,,
6061674,89001833,01,01,,
5955267,89010919,03,01,,
5945707,89011338,01,01,,
5927531,89011341,01,01,,
6059711,89001890,01,01,,
5951489,89011351,01,01,,
6059723,89001894,01,01,,
6059724,89001895,01,01,,
5956407,89011678,01,01,,
6059969,89011684,01,01,,
5936667,89011687,01,01,,
6059971,89011689,01,01,,
6059972,89011692,04,01,01,
5933742,89011696,01,01,,
6059975,89011700,01,01,,
5935070,89011704,03,01,,
6060332,89012171,01,01,,
6060335,89012174,01,01,,
5925803,89012176,01,01,,
5930022,89012180,01,01,,
5942456,89012186,01,01,,
5926638,89012193,04,01,01,
5942833,89012195,04,01,01,
6061678,89001834,01,01,,
5952175,89010924,01,01,,
5950997,89010927,03,01,,
5931891,89010931,04,01,01,
5945754,89010938,01,01,,
6059546,89001835,01,01,,
6705602,89011360,01,01,,
6059729,89011362,01,01,,
5928656,89011365,03,01,,
5928970,89011370,01,01,,
5943484,89011375,01,01,,
5956917,89011378,01,01,,
5953844,89011389,01,01,,
5945372,89011393,04,01,01,
6787723,89011397,01,01,,
5938043,89011712,01,01,,
5938488,89011717,01,01,,
5968532,89011719,04,04,01,01
5968550,89011722,01,01,,
6044904,89011725,01,01,,
5956056,89011728,01,01,,
5944544,89011730,01,01,,
5963562,89011733,01,01,,
6060343,89012198,01,01,,
5925342,89012201,01,01,,
5960529,89001963,03,01,,
6060349,89012211,01,01,,
5933352,89012215,03,01,,
5941529,89010948,01,01,,
6059561,89010958,01,01,,
5932951,89011402,01,01,,
5960827,89011406,01,01,,
6059745,89001897,01,01,,
6756928,89011411,01,01,,
6756929,89011414,01,01,,
5938000,89011417,01,01,,
5967312,89011422,01,01,,
5935415,89011424,01,01,,
5950675,89011737,03,01,,
5959720,89011741,03,01,,
5929956,89011745,03,01,,
5971510,89011748,01,01,,
5930260,89011752,04,01,01,
5936059,89011760,01,01,,
5933207,89012219,03,01,,
5965914,89012227,04,01,01,
5954585,89012233,01,01,,
5953089,89010965,01,01,,
6059566,89010970,01,01,,
5953163,89010974,04,01,01,
6059571,89010982,01,01,,
5969831,89010985,01,01,,
5954067,89010989,01,01,,
5940730,89010992,04,01,01,
5954098,89011432,03,01,,
6059754,89001900,01,01,,
5950837,89011439,01,01,,
5969938,89011450,04,01,01,
5925479,89011455,01,01,,
5958929,89011764,04,04,01,01
5934055,89011774,01,01,,
5961990,89011783,04,01,01,
5926309,89012241,04,04,01,06
5969826,89001967,01,01,,
6060369,89001968,01,01,,
6060370,89001969,04,01,07,
5958030,89012253,01,01,,
6060373,89012263,03,01,,
6044979,89012273,01,01,,
5946856,89010996,01,01,,
5925643,89011000,01,01,,
5952864,89011003,01,01,,
5932759,89011006,01,01,,
5949647,89011009,01,01,,
5940896,89011013,01,01,,
5967878,89001839,04,01,07,
5941859,89011019,03,01,,
5929736,89011029,04,01,01,
5931808,89011031,04,01,12,
6059758,89001905,01,01,,
6059759,89011464,01,01,,
5939199,89011467,01,01,,
6832617,89011473,01,01,,
5944483,89011476,04,04,01,01
5962507,89011480,01,01,,
6060135,89011787,01,01,,
6060140,89011793,01,01,,
6060141,89011798,01,01,,
5964554,89011805,01,01,,
5962836,89011807,01,01,,
6060398,89001971,01,01,,
6060399,89001972,01,01,,
6060401,89001973,01,01,,
5946083,89012283,01,01,,
5934292,89012287,04,01,01,
6060412,89012295,01,01,,
6060415,89012298,01,01,,
6059584,89011038,01,01,,
6810521,89011042,04,01,01,
6059586,89001843,01,01,,
5930518,89011052,04,01,01,
5940406,89011056,03,01,,
6059590,89011060,01,01,,
6059592,89001847,01,01,,
5954644,89001908,01,01,,
6059775,89011501,03,01,,
6059776,89011505,03,01,,
5954258,89011816,03,01,,
5965691,89012301,01,01,,
5950071,89012305,01,01,,
5939798,89012308,01,01,,
6060430,89012310,01,01,,
6060433,89001975,01,01,,
6060434,89001976,01,01,,
6060436,89001977,01,01,,
5938984,89012329,03,01,,
6059595,89001849,01,01,,
5962864,89011077,01,01,,
6059601,89011083,03,01,,
6523212,89011086,01,01,,
6059602,89011089,01,01,,
6059603,89011095,01,01,,
6830123,89011508,01,01,,
5964287,89011514,01,01,,
6059784,89011519,01,01,,
6059795,89011523,01,01,,
5962139,89011529,01,01,,
5928831,89011832,04,04,01,01
6060441,89001978,01,01,,
6060447,89001979,01,01,,
5947067,89012336,04,01,01,
5959681,89012340,04,01,01,
5931627,89012349,01,01,,
5969169,89012352,01,01,,
5936253,89011098,03,03,,
5963429,89011103,04,04,01,01
6059608,89001851,01,01,,
5955329,89011106,01,01,,
5963456,89011109,03,01,,
6059610,89001852,01,01,,
5949403,89011113,03,01,,
5951260,89011115,01,01,,
5956957,89011120,01,01,,
6059859,89001911,01,01,,
5947338,89011543,03,01,,
6059896,89011546,01,01,,
6059897,89011550,04,01,01,
6059904,89011555,03,01,,
6059905,89011559,03,01,,
5965836,89011844,01,01,,
5968619,89011847,01,01,,
5965847,89011851,01,01,,
5944387,89011855,01,01,,
6060163,89011861,01,01,,
5947139,89011862,04,01,01,
5947104,89011865,04,01,01,
6060165,89011867,01,01,,
5942292,89011870,01,01,,
5959607,89012355,01,01,,
6060459,89001980,01,01,,
5930316,89012359,01,01,,
5961780,89012361,03,01,,
6060462,89001981,01,01,,
6060463,89001982,01,01,,
6060467,89012369,01,01,,
6059614,89011124,01,01,,
6059615,89001854,01,01,,
6059620,89001855,04,01,07,
6059623,89001856,01,01,,
5958803,89011138,01,01,,
5970301,89011141,04,04,01,01
6059911,89011570,01,01,,
5926377,89011577,01,01,,
6059921,89011581,04,01,01,
6060170,89011880,01,01,,
6060171,89011883,01,01,,
6060172,89011885,01,01,,
6060173,89011887,01,01,,
5941631,89011890,01,01,,
5934862,89011894,01,01,,
5957369,89011897,01,01,,
6812403,89001934,01,01,,
5948810,89011906,04,01,01,
6060469,89001983,01,01,,
6044915,89012374,03,01,,
6060471,89012376,03,01,,
5943694,89012383,04,01,01,
5964407,89012389,01,01,,
6059628,89011145,04,01,01,
6044978,89011146,01,01,,
5965371,89011152,01,01,,
5931428,89011154,04,01,01,
6059635,89011161,01,01,,
6059636,89011165,01,01,,
6059637,89001858,01,01,,
6059638,89001859,01,01,,
6059639,89011174,01,01,,
5932063,89011177,01,04,,01
5966241,89011180,01,01,,
5950800,89011584,01,01,,
5971689,89011591,03,01,,
6815910,89011595,04,01,01,
5955478,89011598,01,01,,
5966189,89011606,01,01,,
5925490,89011921,01,01,,
6830188,89011926,01,01,,
5953930,89012396,01,01,,
6060491,89012401,01,01,,
5951010,89012405,01,01,,
6060495,89012408,01,01,,
6060496,89012411,01,01,,
6061001,89013943,01,01,,
5933894,89013944,01,01,,
6061002,89013950,01,01,,
6061003,89013953,01,01,,
6746479,89013955,01,01,,
6061006,89013962,01,01,,
5965973,89012943,04,01,01,
6061461,89012947,01,01,,
6061464,89012948,01,01,,
5936939,89012954,01,01,,
6060787,89002104,01,01,,
6129016,89013418,01,01,,
5947664,89013965,01,01,,
5947845,89013971,04,01,01,
6779882,89013975,01,01,,
6520453,89013978,01,01,,
6061016,89013979,01,01,,
6061020,89013982,03,03,,
6061471,89012959,01,01,,
5951936,89012963,01,01,,
5968242,89012968,04,01,01,
6128236,89012972,03,01,,
6061474,89012974,01,01,,
6061475,89002044,01,01,,
5957439,89012984,01,01,,
6060792,89002105,01,01,,
5968020,89013425,03,03,,
5929972,89013430,03,01,,
5937841,89013434,03,01,,
6060796,89013440,01,01,,
5937071,89013442,03,01,,
5962858,89013447,01,01,,
6060800,89013454,01,01,,
6798268,89002157,01,01,,
6061026,89013995,04,01,01,
6061027,89013998,01,01,,
5958078,89014001,01,01,,
5955775,89014004,01,01,,
6747456,89014008,01,01,,
5940147,89002159,01,01,,
6061039,89014019,01,01,,
6060665,89012752,01,01,,
6060668,89012755,04,01,01,
6780513,89012758,01,01,,
6061485,89012997,01,01,,
5956247,89012999,01,01,,
5937586,89013004,03,01,,
5966141,89002047,04,01,07,
5954549,89013009,03,01,,
6061496,89002048,01,01,,
6060802,89013462,01,01,,
5962584,89013468,01,01,,
6060806,89013472,01,01,,
6060807,89013480,01,01,,
5925187,89013483,01,01,,
5971656,89013487,04,01,01,
6060814,89013495,04,01,01,
6061052,89014022,01,01,,
5957764,89014025,04,01,01,
6061068,89014033,01,01,,
5963374,89012765,04,01,01,
6060673,89012769,01,01,,
6060674,89012772,01,01,,
6060675,89012776,01,01,,
5959142,89013022,03,01,,
5926045,89013026,01,01,,
6061497,89002050,01,01,,
5926307,89013034,01,01,,
6061499,89013037,01,01,,
5929912,89013038,01,01,,
5925002,89013041,01,01,,
6061502,89013043,01,01,,
6061503,89013045,01,01,,
5953236,89013051,01,01,,
6060815,89013502,01,01,,
5947871,89013515,01,01,,
5946839,89013531,03,01,,
6837256,89010852,04,01,06,
6837263,89010855,03,01,,
6837226,89010861,03,01,,
5952276,89010865,01,01,,
6061641,89010867,04,01,01,
5966563,89010869,04,01,01,
6833609,89012786,03,01,,
6060682,89012790,01,01,,
5953420,89013058,03,01,,
5943038,89013061,01,01,,
6061510,89013066,01,01,,
5945509,89013074,01,01,,
5966562,89013535,01,01,,
6060834,89013542,01,01,,
5948408,89013544,01,01,,
5943740,89013553,01,01,,
5937317,89012524,04,01,01,
6061514,89013081,01,01,,
6745490,89013083,01,01,,
6526880,89013087,01,01,,
5924933,89013095,01,04,,01
5934418,89013099,01,01,,
5947133,89013103,03,01,,
5933726,89013115,03,01,,
6128869,89013118,04,01,01,
6352736,89013121,01,01,,
5949277,89002055,04,01,07,
5950522,89013131,01,01,,
5956220,89013138,04,01,01,
6351019,89013141,03,01,,
5929699,89013556,04,04,01,01
6529591,89013561,01,01,,
6520439,89002124,01,01,,
5926783,89013579,01,01,,
6060561,89012527,01,01,,
5944229,89012532,01,01,,
5971538,89001996,04,01,07,
6060567,89012537,01,01,,
6060569,89012543,01,01,,
6060689,89002021,01,01,,
6060691,89002022,01,01,,
6061532,89013146,01,01,,
5937498,89013148,04,01,12,
5941492,89013152,04,01,12,
5933206,89013159,01,01,,
5941935,89013586,04,01,01,
6060856,89013589,01,01,,
6060859,89013592,01,01,,
6060864,89013598,01,01,,
6060873,89013600,01,01,,
5959137,89013604,01,01,,
6060875,89002129,01,01,,
5954708,89013611,01,01,,
5940183,89012547,01,01,,
5957608,89012549,04,04,01,01
6351012,89012552,01,01,,
6788377,89012554,01,01,,
6060577,89002000,03,01,,
6707508,89002001,01,01,,
6060579,89012559,04,01,01,
6060692,89002023,01,01,,
6810046,89012812,03,01,,
5971501,89012814,03,01,,
6812053,89002059,01,01,,
5948809,89013170,04,04,01,01
5925728,89013174,01,01,,
6809739,89013180,01,01,,
6061545,89002060,01,01,,
6061546,89002061,01,01,,
6061547,89002062,01,01,,
5941883,89013203,01,01,,
5968611,89013616,04,01,01,
6044714,89013618,04,01,01,
6344579,89002130,04,01,01,
6060878,89013629,04,01,01,
5969364,89013632,01,01,,
5948523,89013635,01,01,,
5960863,89013641,03,01,,
5945034,89013646,03,01,,
6060881,89013651,01,01,,
6060883,89013655,01,01,,
5938090,89013657,01,01,,
