ID_ASUNTO_RCV|TIPO_ASUNTO|NUMERO_ACTIVO
6000000000000184|Litigio|7314725
6000000000000184|Litigio|7360709
6000000000000184|Litigio|7360683
6000000000000184|Litigio|7360687
6000000000000184|Litigio|7360698
6000000000000184|Litigio|7344625
6000000000000184|Litigio|7360716
6000000000000184|Litigio|7360651
6000000000000184|Litigio|7360703
6000000000000184|Litigio|7344627
6000000000000184|Litigio|7360630
6000000000000184|Litigio|7360648
6000000000000184|Litigio|7360684
6000000000000184|Litigio|7360705
6000000000000184|Litigio|7360713
6000000000000184|Litigio|7360715
6000000000000184|Litigio|7314723
6000000000000184|Litigio|7360659
6000000000000184|Litigio|7360702
6000000000000184|Litigio|7344628
6000000000000184|Litigio|7360633
6000000000000184|Litigio|7360641
6000000000000184|Litigio|7360692
6000000000000184|Litigio|7360650
6000000000000184|Litigio|7360654
6000000000000184|Litigio|7360661
6000000000000184|Litigio|7360665
6000000000000184|Litigio|7360695
6000000000000184|Litigio|7360670
6000000000000184|Litigio|7360714
6000000000000184|Litigio|7360673
6000000000000184|Litigio|7360718
6000000000000184|Litigio|7360662
6000000000000184|Litigio|7360680
6000000000000184|Litigio|7360655
6000000000000184|Litigio|7360690
6000000000000184|Litigio|7360646
6000000000000184|Litigio|7360666
6000000000000184|Litigio|7360688
6000000000000184|Litigio|7360691
6000000000000184|Litigio|7360667
6000000000000184|Litigio|7360669
6000000000000184|Litigio|7360679
6000000000000184|Litigio|7360701
6000000000000184|Litigio|7360722
6000000000000184|Litigio|7360681
6000000000000184|Litigio|7360647
6000000000000184|Litigio|7360699
6000000000000184|Litigio|7360719
6000000000000184|Litigio|7360686
6000000000000184|Litigio|7360710
6000000000000184|Litigio|7360628
6000000000000184|Litigio|7344624
6000000000000184|Litigio|7360644
6000000000000184|Litigio|7360696
6000000000000184|Litigio|7360637
6000000000000184|Litigio|7360638
6000000000000184|Litigio|7360712
6000000000000184|Litigio|7360700
6000000000000184|Litigio|7360724
6000000000000184|Litigio|7360640
6000000000000184|Litigio|7360689
6000000000000184|Litigio|7360697
6000000000000184|Litigio|7360717
6000000000000184|Litigio|7360721
6000000000000185|Litigio|7454521
6000000000000186|Litigio|7431726
6000000000000187|Litigio|7387373
6000000000000188|Litigio|7305877
6000000000000188|Litigio|7305876
6000000000000189|Litigio|7420192
6000000000000190|Litigio|7420276
6000000000000191|Litigio|7316308
6000000000000192|Litigio|7314075
6000000000000193|Litigio|7420220
6000000000000194|Litigio|7431717
6000000000000195|Litigio|7450617
6000000000000196|Litigio|7450051
6000000000000197|Litigio|7448750
6000000000000198|Litigio|7454946
6000000000000199|Litigio|7317407
6000000000000199|Litigio|7317406
6000000000000199|Litigio|7317408
6000000000000200|Litigio|7339764
6000000000000201|Litigio|7318506
6000000000000202|Litigio|7316245
6000000000000203|Litigio|7319528
6000000000000204|Litigio|7451468
6000000000000205|Litigio|7314559
6000000000000206|Litigio|7319190
6000000000000206|Litigio|7319191
6000000000000206|Litigio|7319192
6000000000000207|Litigio|7317659
6000000000000208|Litigio|7315211
6000000000000209|Litigio|7360510
6000000000000210|Litigio|7446826
6000000000000210|Litigio|7448722
6000000000000210|Litigio|7451790
6000000000000210|Litigio|7449289
6000000000000210|Litigio|7451624
6000000000000210|Litigio|7450033
6000000000000210|Litigio|7446875
6000000000000210|Litigio|7454516
6000000000000210|Litigio|7449849
6000000000000210|Litigio|7452556
6000000000000210|Litigio|7454874
6000000000000210|Litigio|7448508
6000000000000210|Litigio|7448261
6000000000000210|Litigio|7455191
6000000000000210|Litigio|7450394
6000000000000210|Litigio|7448228
6000000000000210|Litigio|7453877
6000000000000210|Litigio|7455456
6000000000000210|Litigio|7452264
6000000000000211|Litigio|7369206
6000000000000211|Litigio|7369216
6000000000000211|Litigio|7369196
6000000000000211|Litigio|7369209
6000000000000211|Litigio|7369201
6000000000000211|Litigio|7369204
6000000000000211|Litigio|7369202
6000000000000211|Litigio|7369197
6000000000000211|Litigio|7369199
6000000000000211|Litigio|7369194
6000000000000211|Litigio|7369220
6000000000000211|Litigio|7369203
6000000000000211|Litigio|7369200
6000000000000211|Litigio|7369215
6000000000000211|Litigio|7369210
6000000000000211|Litigio|7369205
6000000000000211|Litigio|7369208
6000000000000211|Litigio|7369214
6000000000000211|Litigio|7369198
6000000000000211|Litigio|7369193
6000000000000211|Litigio|7369213
6000000000000211|Litigio|7369222
6000000000000211|Litigio|7369223
6000000000000211|Litigio|7369207
6000000000000211|Litigio|7369221
6000000000000211|Litigio|7369218
6000000000000211|Litigio|7369219
6000000000000211|Litigio|7369217
6000000000000211|Litigio|7369212
6000000000000211|Litigio|7369195
6000000000000211|Litigio|7369211
6000000000000212|Litigio|7420399
6000000000000212|Litigio|7420332
6000000000000213|Litigio|7419610
6000000000000214|Litigio|7419637
6000000000000215|Litigio|7319873
6000000000000215|Litigio|7319871
6000000000000215|Litigio|7319872
6000000000000216|Litigio|7451197
6000000000000217|Litigio|7455474
6000000000000218|Litigio|7315535
6000000000000218|Litigio|7315540
6000000000000218|Litigio|7315536
6000000000000218|Litigio|7315539
6000000000000218|Litigio|7315537
6000000000000218|Litigio|7315538
6000000000000219|Litigio|7318737
6000000000000220|Litigio|7344631
6000000000000220|Litigio|7344644
6000000000000220|Litigio|7344632
6000000000000220|Litigio|7344642
6000000000000220|Litigio|7344649
6000000000000220|Litigio|7344636
6000000000000220|Litigio|7344639
6000000000000220|Litigio|7344634
6000000000000220|Litigio|7344638
6000000000000220|Litigio|7344650
6000000000000220|Litigio|7344645
6000000000000220|Litigio|7344647
6000000000000220|Litigio|7344646
6000000000000220|Litigio|7344648
6000000000000220|Litigio|7344633
6000000000000220|Litigio|7344652
6000000000000220|Litigio|7344643
6000000000000220|Litigio|7344641
6000000000000220|Litigio|7344651
6000000000000220|Litigio|7344635
6000000000000220|Litigio|7344637
6000000000000220|Litigio|7344640
6000000000000221|Litigio|7420622
6000000000000221|Litigio|7420331
6000000000000222|Litigio|7447768
6000000000000223|Litigio|7316193
6000000000000224|Litigio|7455023
6000000000000224|Litigio|7451202
6000000000000225|Litigio|7420663
6000000000000226|Litigio|7420554
6000000000000227|Litigio|7318234
6000000000000228|Litigio|7420618
6000000000000229|Litigio|7420649
6000000000000230|Litigio|7431916
6000000000000231|Litigio|7447299
6000000000000232|Litigio|7453143
6000000000000233|Litigio|7315068
6000000000000234|Litigio|7447354
6000000000000235|Litigio|7318086
6000000000000235|Litigio|7318085
6000000000000236|Litigio|7452510
6000000000000237|Litigio|7454875
6000000000000238|Litigio|7454849
6000000000000239|Litigio|7316846
6000000000000240|Litigio|7315397
6000000000000240|Litigio|7315398
6000000000000240|Litigio|7315399
6000000000000240|Litigio|7315396
6000000000000241|Litigio|7447079
6000000000000241|Litigio|7454828
6000000000000242|Litigio|7451612
6000000000000242|Litigio|7452124
6000000000000242|Litigio|7453189
6000000000000242|Litigio|7452153
6000000000000242|Litigio|7447243
6000000000000242|Litigio|7455087
6000000000000242|Litigio|7451708
6000000000000242|Litigio|7450056
6000000000000242|Litigio|7449965
6000000000000242|Litigio|7453269
6000000000000243|Litigio|7386652
6000000000000244|Litigio|7419579
6000000000000245|Litigio|7318671
6000000000000245|Litigio|7318672
6000000000000245|Litigio|7318677
6000000000000246|Litigio|7318612
6000000000000247|Litigio|7452380
6000000000000247|Litigio|7453312
6000000000000247|Litigio|7420193
6000000000000247|Litigio|7431710
6000000000000248|Litigio|7455418
6000000000000249|Litigio|7420699
6000000000000250|Litigio|7420666
6000000000000251|Litigio|7420632
6000000000000252|Litigio|7314599
6000000000000253|Litigio|7317895
6000000000000254|Litigio|7450881
6000000000000255|Litigio|7361041
6000000000000255|Litigio|7361040
6000000000000256|Litigio|7420664
6000000000000257|Litigio|7338284
6000000000000257|Litigio|7338283
6000000000000258|Litigio|7452216
6000000000000259|Litigio|7319490
6000000000000260|Litigio|7450883
6000000000000262|Litigio|7320107
6000000000000263|Litigio|7420335
6000000000000263|Litigio|7420667
6000000000000264|Litigio|7450813
6000000000000265|Litigio|7453738
6000000000000266|Litigio|7319581
6000000000000267|Litigio|7453623
6000000000000268|Litigio|7419898
6000000000000269|Litigio|7386669
6000000000000270|Litigio|7314293
6000000000000271|Litigio|7420471
6000000000000272|Litigio|7451023
6000000000000272|Litigio|7449647
6000000000000272|Litigio|7316216
6000000000000272|Litigio|7316217
6000000000000273|Litigio|7320160
6000000000000274|Litigio|7318873
6000000000000275|Litigio|7446859
6000000000000275|Litigio|7447649
6000000000000275|Litigio|7448457
6000000000000276|Litigio|7318752
6000000000000277|Litigio|7452420
6000000000000277|Litigio|7451354
6000000000000277|Litigio|7451355
6000000000000278|Litigio|7420605
6000000000000279|Litigio|7317394
6000000000000280|Litigio|7448269
6000000000000281|Litigio|7447792
6000000000000282|Litigio|7314674
6000000000000283|Litigio|7420493
6000000000000284|Litigio|7450220
6000000000000285|Litigio|7317417
6000000000000286|Litigio|7319513
6000000000000286|Litigio|7319515
6000000000000286|Litigio|7319516
6000000000000286|Litigio|7319514
6000000000000287|Litigio|7319755
6000000000000287|Litigio|7319754
6000000000000288|Litigio|7314286
6000000000000289|Litigio|7318370
6000000000000290|Litigio|7317541
6000000000000291|Litigio|7455369
6000000000000292|Litigio|7455631
6000000000000293|Litigio|7318108
6000000000000294|Litigio|7455518
6000000000000295|Litigio|7386675
6000000000000296|Litigio|7449226
6000000000000297|Litigio|7320094
6000000000000297|Litigio|7320092
6000000000000297|Litigio|7320089
6000000000000297|Litigio|7320093
6000000000000297|Litigio|7320090
6000000000000297|Litigio|7320091
6000000000000298|Litigio|7315414
6000000000000299|Litigio|7452473
6000000000000300|Litigio|7420566
6000000000000301|Litigio|7316287
6000000000000302|Litigio|7318119
6000000000000302|Litigio|7318120
6000000000000302|Litigio|7318121
6000000000000303|Litigio|7315165
6000000000000304|Litigio|7424200
6000000000000305|Litigio|7304497
6000000000000306|Litigio|7318431
6000000000000307|Litigio|7452186
6000000000000308|Litigio|7455181
6000000000000308|Litigio|7452024
6000000000000309|Litigio|7419914
6000000000000310|Litigio|7420107
6000000000000312|Litigio|7452601
6000000000000313|Litigio|7453375
6000000000000314|Litigio|7452052
6000000000000315|Litigio|7314161
6000000000000315|Litigio|7314170
6000000000000315|Litigio|7314155
6000000000000315|Litigio|7314165
6000000000000315|Litigio|7314171
6000000000000315|Litigio|7314166
6000000000000315|Litigio|7314173
6000000000000315|Litigio|7314163
6000000000000315|Litigio|7314172
6000000000000315|Litigio|7314169
6000000000000315|Litigio|7314162
6000000000000315|Litigio|7314167
6000000000000315|Litigio|7314158
6000000000000315|Litigio|7314168
6000000000000315|Litigio|7314157
6000000000000315|Litigio|7314154
6000000000000315|Litigio|7314156
6000000000000315|Litigio|7314160
6000000000000315|Litigio|7314174
6000000000000315|Litigio|7314164
6000000000000315|Litigio|7314159
6000000000000317|Litigio|7420483
6000000000000318|Litigio|7454054
6000000000000319|Litigio|7452671
6000000000000320|Litigio|7453427
6000000000000321|Litigio|7447795
6000000000000321|Litigio|7450422
6000000000000322|Litigio|7403369
6000000000000323|Litigio|7448218
6000000000000324|Litigio|7420158
6000000000000324|Litigio|7420157
6000000000000325|Litigio|7319344
6000000000000326|Litigio|7317532
6000000000000327|Litigio|7403377
6000000000000327|Litigio|7403378
6000000000000327|Litigio|7403376
