294761|VI|02|ACT
294762|VI|02|ACT
294763|VI|02|ACT
294764|VI|02|ACT
294765|VI|02|ACT
294766|VI|02|ACT
294767|VI|02|ACT
294768|VI|02|ACT
294769|VI|02|ACT
294770|GA|02|ACT
294771|SU|03|ACT
294772|VI|02|ACT
294773|VI|02|ACT
294774|VI|02|ACT
294775|VI|02|ACT
294776|VI|02|ACT
294777|VI|02|ACT
294778|FR|03|ACT
294779|GA|02|ACT
294780|GA|02|ACT
294781|GA|02|ACT
294782|NA|02|ACT
294783|SU|03|ACT
294784|VI|02|ACT
294785|VI|02|ACT
294786|VI|02|ACT
294787|GA|02|ACT
294788|LO|02|ACT
294789|VI|02|ACT
294790|VI|02|ACT
294791|VI|02|ACT
294792|VI|02|ACT
294793|VI|02|ACT
294794|VI|02|ACT
294795|VI|02|ACT
294796|GA|01|ACT
294797|LO|01|ACT
294798|VI|01|ACT
294799|GA|02|ACT
294800|GA|02|ACT
294801|GA|02|ACT
294802|VI|01|ACT
294803|VI|01|ACT
294804|VI|02|ACT
294805|VI|02|ACT
294806|FR|03|ACT
294807|FR|03|ACT
294808|VI|01|ACT
294809|GA|02|ACT
294810|GA|02|ACT
294811|LO|02|ACT
294812|LO|02|ACT
294813|VI|02|ACT
294814|LO|02|ACT
294815|NA|02|ACT
294816|SU|03|ACT
294817|SU|03|ACT
294818|GA|02|ACT
294819|GA|02|ACT
294820|ED|02|ACT
294821|FR|03|ACT
294822|FR|03|ACT
294823|FR|03|ACT
294824|FR|03|ACT
294825|GA|02|ACT
294826|NA|02|ACT
294827|NA|02|ACT
294828|SU|03|ACT
294829|VI|02|ACT
294830|VI|02|ACT
294831|VI|02|ACT
294832|VI|02|ACT
294833|VI|02|ACT
294834|VI|02|ACT
294835|VI|02|ACT
294836|VI|02|ACT
294837|GA|02|ACT
294838|GA|02|ACT
294839|LO|02|ACT
294840|GA|02|ACT
294841|GA|02|ACT
294842|LO|02|ACT
294843|FR|03|ACT
294844|FR|03|ACT
294845|FR|03|ACT
294846|FR|03|ACT
294847|LO|02|ACT
294848|VI|02|ACT
294849|VI|02|ACT
294850|VI|02|ACT
294851|VI|02|ACT
294852|VI|02|ACT
294853|VI|02|ACT
294854|VI|02|ACT
294855|VI|02|ACT
294856|VI|02|ACT
294857|VI|02|ACT
294858|GA|02|ACT
294859|LO|02|ACT
294860|VI|02|ACT
294861|VI|02|ACT
294862|VI|02|ACT
294863|SU|03|ACT
294864|GA|01|ACT
294865|GA|01|ACT
294866|GA|01|ACT
294867|GA|01|ACT
294868|VI|02|ACT
294869|VI|02|ACT
294870|VI|02|ACT
294871|VI|02|ACT
294872|VI|02|ACT
294873|VI|02|ACT
294874|VI|02|ACT
294875|VI|01|ACT
294876|VI|01|ACT
294877|VI|01|ACT
294878|VI|02|ACT
294879|VI|02|ACT
294880|VI|02|ACT
294881|VI|02|ACT
294882|VI|02|ACT
294883|VI|02|ACT
294884|VI|02|ACT
294885|GA|02|ACT
294886|VI|02|ACT
294887|VI|02|ACT
294888|SU|03|ACT
294889|SU|03|ACT
294890|NA|02|ACT
294891|VI|02|ACT
294892|VI|02|ACT
294893|VI|02|ACT
294894|VI|02|ACT
294895|VI|02|ACT
294896|FR|03|ACT
294897|VI|02|ACT
294898|GA|02|ACT
294899|GA|02|ACT
294900|LO|02|ACT
294901|LO|02|ACT
294902|LO|02|ACT
294903|SU|03|ACT
294904|VI|02|ACT
294905|VI|02|ACT
294906|VI|02|ACT
294907|GA|02|ACT
294908|LO|02|ACT
294909|NA|02|ACT
294910|OT|02|ACT
294911|SU|03|ACT
294912|VI|02|ACT
294913|VI|02|ACT
294914|VI|02|ACT
294915|VI|02|ACT
294916|SU|03|ACT
294917|ED|02|ACT
294918|LO|02|ACT
294919|VI|02|ACT
294920|GA|02|ACT
294921|VI|02|ACT
294922|FR|03|ACT
294923|GA|02|ACT
294924|SU|03|ACT
294925|SU|03|ACT
294926|VI|02|ACT
294927|GA|02|ACT
294928|VI|02|ACT
294929|VI|02|ACT
294930|VI|01|ACT
294931|VI|02|ACT
294932|VI|02|ACT
294933|VI|02|ACT
294934|VI|02|ACT
294935|LO|02|ACT
294936|NA|02|ACT
294937|GA|02|ACT
294938|VI|02|ACT
294939|VI|02|ACT
294940|VI|02|ACT
294941|NA|02|ACT
294942|SU|03|ACT
294943|GA|02|ACT
294944|GA|02|ACT
294945|VI|02|ACT
294946|TR|02|ACT
294947|VI|02|ACT
294948|VI|02|ACT
294949|GA|02|ACT
294950|GA|02|ACT
294951|VI|02|ACT
294952|VI|02|ACT
294953|GA|02|ACT
294954|GA|02|ACT
294955|GA|01|ACT
294956|TR|01|ACT
294957|TR|02|ACT
294958|GA|01|ACT
294959|VI|01|ACT
294960|VI|01|ACT
294961|VI|01|ACT
294962|GA|02|ACT
294963|SU|03|ACT
294964|SU|03|ACT
294965|VI|02|ACT
294966|VI|02|ACT
294967|VI|02|ACT
294968|FR|03|ACT
294969|SU|03|ACT
294970|VI|02|ACT
294971|GA|02|ACT
294972|VI|02|ACT
294973|VI|02|ACT
294974|VI|02|ACT
294975|VI|02|ACT
294976|ED|02|ACT
294977|VI|02|ACT
294978|GA|02|ACT
294979|GA|02|ACT
294980|VI|02|ACT
294981|SU|03|ACT
294982|TR|02|ACT
294983|GA|02|ACT
294984|GA|02|ACT
294985|GA|02|ACT
294986|GA|02|ACT
294987|GA|02|ACT
294988|GA|02|ACT
294989|GA|02|ACT
294990|VI|02|ACT
294991|VI|02|ACT
294992|VI|02|ACT
294993|VI|02|ACT
294994|LO|02|ACT
294995|GA|01|ACT
294996|VI|01|ACT
294997|SU|03|ACT
294998|SU|03|ACT
294999|SU|03|ACT
295000|TR|02|ACT
295001|GA|01|ACT
295002|GA|01|ACT
295003|GA|01|ACT
295004|GA|01|ACT
295005|GA|01|ACT
295006|VI|01|ACT
295007|VI|02|ACT
295008|SU|03|ACT
295009|SU|03|ACT
295010|SU|03|ACT
295011|SU|03|ACT
295012|VI|01|ACT
295013|SU|03|ACT
295014|VI|02|ACT
295015|VI|02|ACT
295016|SU|03|ACT
295017|SU|03|ACT
295018|SU|03|ACT
295019|SU|03|ACT
295020|SU|03|ACT
295021|SU|03|ACT
295022|SU|03|ACT
295023|SU|03|ACT
295024|VI|01|ACT
295025|VI|01|ACT
295026|VI|02|ACT
295027|GA|02|ACT
295028|TR|02|ACT
295029|VI|01|ACT
295030|VI|01|ACT
295031|VI|02|ACT
295032|GA|01|ACT
295033|GA|01|ACT
295034|GA|01|ACT
295035|GA|01|ACT
295036|GA|01|ACT
295037|GA|02|ACT
295038|TR|01|ACT
295039|GA|02|ACT
295040|VI|02|ACT
295041|TR|01|ACT
295042|TR|01|ACT
295043|TR|02|ACT
295044|VI|01|ACT
295045|VI|01|ACT
295046|VI|02|ACT
295047|FR|03|ACT
295048|FR|03|ACT
295049|VI|02|ACT
295050|VI|02|ACT
295051|VI|02|ACT
295052|VI|02|ACT
295053|LO|02|ACT
295054|SU|03|ACT
295055|VI|02|ACT
295056|VI|02|ACT
295057|VI|02|ACT
295058|OF|02|ACT
295059|GA|02|ACT
295060|LO|02|ACT
295061|FR|03|ACT
295062|GA|02|ACT
295063|SU|03|ACT
295064|SU|03|ACT
295065|SU|03|ACT
295066|VI|02|ACT
295067|VI|02|ACT
295068|VI|02|ACT
295069|OF|02|ACT
295070|VI|02|ACT
295071|GA|02|ACT
295072|GA|02|ACT
295073|GA|02|ACT
295074|VI|02|ACT
295075|VI|02|ACT
295076|VI|02|ACT
295077|VI|02|ACT
295078|VI|02|ACT
295079|LO|02|ACT
295080|VI|01|ACT
295081|VI|02|ACT
295082|VI|02|ACT
295083|VI|02|ACT
295084|VI|02|ACT
295085|VI|02|ACT
295086|VI|02|ACT
295087|VI|02|ACT
295088|VI|02|ACT
295089|VI|02|ACT
295090|VI|02|ACT
295091|LO|02|ACT
295092|VI|02|ACT
295093|VI|02|ACT
295094|VI|02|ACT
295095|VI|02|ACT
295096|VI|02|ACT
295097|GA|02|ACT
295098|LO|02|ACT
295099|LO|02|ACT
295100|VI|02|ACT
295101|TR|02|ACT
295102|GA|02|ACT
295103|GA|02|ACT
295104|GA|02|ACT
295105|GA|02|ACT
295106|GA|02|ACT
295107|GA|02|ACT
295108|VI|02|ACT
295109|SU|03|ACT
295110|FR|03|ACT
295111|FR|03|ACT
295112|FR|03|ACT
295113|GA|02|ACT
295114|VI|02|ACT
295115|VI|02|ACT
295116|VI|02|ACT
295117|VI|02|ACT
295118|VI|02|ACT
295119|VI|02|ACT
295120|VI|02|ACT
295121|SU|03|ACT
295122|VI|02|ACT
295123|FR|03|ACT
295124|VI|02|ACT
295125|GA|01|ACT
295126|GA|01|ACT
295127|GA|01|ACT
295128|GA|01|ACT
295129|GA|01|ACT
295130|GA|01|ACT
295131|SU|03|ACT
295132|VI|02|ACT
295133|VI|02|ACT
295134|VI|02|ACT
295135|VI|02|ACT
295136|GA|01|ACT
295137|GA|01|ACT
295138|GA|01|ACT
295139|VI|01|ACT
295140|VI|01|ACT
295141|VI|01|ACT
295142|VI|01|ACT
295143|VI|01|ACT
295144|VI|02|ACT
295145|VI|02|ACT
295146|SU|03|ACT
295147|NA|02|ACT
295148|VI|02|ACT
295149|SU|03|ACT
295150|LO|02|ACT
295151|SU|03|ACT
295152|LO|02|ACT
295153|NA|02|ACT
295154|SU|03|ACT
295155|VI|02|ACT
295156|VI|02|ACT
295157|VI|02|ACT
295158|VI|02|ACT
295159|VI|02|ACT
295160|GA|02|ACT
295161|TR|02|ACT
295162|GA|02|ACT
295163|VI|02|ACT
295164|VI|02|ACT
295165|GA|01|ACT
295166|GA|01|ACT
295167|GA|02|ACT
295168|GA|02|ACT
295169|TR|01|ACT
295170|GA|01|ACT
295171|TR|01|ACT
295172|TR|01|ACT
295173|VI|01|ACT
295174|SU|03|ACT
295175|SU|03|ACT
295176|GA|02|ACT
295177|GA|01|ACT
295178|GA|01|ACT
295179|GA|01|ACT
295180|GA|01|ACT
295181|VI|02|ACT
295182|GA|01|ACT
295183|TR|02|ACT
295184|VI|02|ACT
295185|TR|02|ACT
295186|TR|01|ACT
295187|TR|01|ACT
295188|TR|01|ACT
295189|TR|01|ACT
295190|TR|01|ACT
295191|VI|01|ACT
295192|VI|02|ACT
295193|VI|02|ACT
295194|VI|02|ACT
295195|VI|02|ACT
295196|VI|01|ACT
295197|VI|01|ACT
295198|VI|02|ACT
295199|VI|02|ACT
295200|SU|03|ACT
295201|VI|02|ACT
295202|VI|01|ACT
295203|VI|01|ACT
295204|VI|01|ACT
295205|VI|01|ACT
295206|VI|01|ACT
295207|VI|01|ACT
295208|GA|01|ACT
295209|VI|01|ACT
295210|VI|01|ACT
295211|GA|02|ACT
295212|GA|02|ACT
295213|VI|01|ACT
295214|VI|01|ACT
295215|VI|01|ACT
295216|VI|01|ACT
295217|VI|01|ACT
295218|VI|01|ACT
295219|VI|02|ACT
295220|GA|01|ACT
295221|GA|01|ACT
295222|TR|01|ACT
295223|VI|01|ACT
295224|SU|03|ACT
295225|VI|02|ACT
295226|VI|02|ACT
295227|GA|02|ACT
295228|VI|02|ACT
295229|LO|02|ACT
295230|NA|02|ACT
295231|VI|02|ACT
295232|VI|02|ACT
295233|VI|02|ACT
295234|VI|02|ACT
295235|VI|02|ACT
295236|VI|02|ACT
295237|GA|02|ACT
295238|SU|03|ACT
295239|VI|02|ACT
295240|VI|02|ACT
295241|GA|02|ACT
295242|SU|03|ACT
295243|TR|02|ACT
