6844346|122074|2020-05-15|NULL
6843568|122035|2020-05-15|NULL
6843583|122040|2020-05-15|NULL
6843702|122050|2020-05-15|NULL
6833623|120944|2020-05-14|NULL
6833350|120867|2020-05-15|NULL
6782904|120484|2020-05-20|NULL
6835438|121095|2020-05-15|NULL
6835427|121096|2020-05-17|NULL
6835222|121072|2020-05-15|NULL
6832705|120809|2020-05-15|NULL
6785323|120488|2020-05-15|NULL
7228978|420630|2020-05-15|NULL
7074576|355038|2020-05-15|NULL
7074268|354964|2020-05-14|NULL
7074401|354988|2020-05-15|NULL
7074398|354987|2020-05-15|NULL
7102079|412278|2020-05-15|NULL
7071370|347786|2020-05-15|NULL
7076217|388859|2020-05-15|NULL
7071129|347445|2020-05-15|NULL
7031992|345564|2020-05-15|NULL
7075598|358064|2020-05-15|NULL
7032086|345567|2020-05-15|NULL
7032005|354020|2020-05-15|NULL
7074969|356918|2020-05-15|NULL
6958732|262811|2020-05-15|NULL
6953188|262168|2020-05-15|NULL
7071402|349245|2020-05-15|NULL
7007698|273275|2020-05-15|NULL
7030708|344823|2020-05-15|NULL
6950491|261719|2020-05-15|NULL
7007709|273280|2020-05-15|NULL
7020146|334110|2020-05-15|NULL
7004156|271855|2020-05-15|NULL
7007707|273277|2020-05-15|NULL
6977712|271613|2020-05-15|NULL
7030309|344808|2020-05-15|NULL
6946687|261243|2020-05-15|NULL
7004030|271741|2020-05-15|NULL
6942700|260334|2020-05-15|NULL
6945312|260498|2020-05-15|NULL
6973401|270556|2020-05-15|NULL
6934643|258691|2020-05-15|NULL
6977333|270701|2020-05-15|NULL
6940661|259415|2020-05-24|NULL
6940683|259370|2020-05-15|NULL
6973079|270493|2020-05-15|NULL
6891607|258569|2020-05-15|NULL
6940711|259310|2020-05-15|NULL
7012486|290837|2020-05-15|NULL
6973096|269636|2020-05-15|NULL
6973080|270455|2020-05-15|NULL
6083912|99052|2020-05-15|NULL
6083838|99159|2020-05-15|NULL
6889204|258037|2020-05-15|NULL
6891285|258258|2020-05-15|NULL
6889791|258135|2020-05-15|NULL
6885670|257953|2020-05-15|NULL
6084117|98845|2020-05-15|NULL
6961810|264033|2020-05-15|NULL
6084245|98738|2020-05-15|NULL
6084217|98753|2020-05-15|NULL
6084289|98689|2020-05-15|NULL
6844348|257753|2020-05-15|NULL
6885697|257713|2020-05-15|NULL
6787548|109474|2020-05-15|NULL
6789257|109598|2020-05-15|NULL
6788518|109569|2020-05-15|NULL
6080419|97964|2020-05-16|NULL
6780943|108906|2020-05-15|NULL
6781126|108770|2020-05-15|NULL
6080639|97751|2020-05-15|NULL
6780598|108668|2020-05-15|NULL
6781044|108669|2020-05-20|NULL
6079184|94005|2020-05-15|NULL
6760768|108278|2020-05-15|NULL
6080905|97427|2020-05-01|NULL
6079271|93521|2020-05-15|NULL
6079622|93551|2020-05-15|NULL
6079386|93530|2020-05-15|NULL
6136401|104164|2020-05-15|NULL
6079565|93337|2020-05-15|NULL
6080005|93194|2020-05-15|NULL
6079610|93382|2020-05-15|NULL
6080201|92981|2020-05-15|NULL
6080000|93189|2020-05-15|NULL
6080178|92994|2020-05-15|NULL
6134571|103836|2020-05-15|NULL
6135149|103955|2020-05-15|NULL
6824618|113282|2020-05-15|NULL
6075864|92861|2020-05-15|NULL
6756567|107706|2020-05-15|NULL
6827956|113337|2020-05-15|NULL
6827449|113312|2020-05-15|NULL
6745270|107513|2020-05-15|NULL
6745042|107456|2020-05-15|NULL
6745536|107572|2020-05-15|NULL
6711464|107153|2020-05-15|NULL
6823541|112955|2020-05-15|NULL
6076042|92690|2020-05-15|NULL
6081439|96872|2020-05-01|NULL
6081749|96815|2020-05-15|NULL
6136475|102676|2020-05-15|NULL
6782740|112761|2020-05-15|NULL
6082052|96472|2020-05-15|NULL
6353943|102575|2020-05-14|NULL
6082053|96473|2020-05-15|NULL
6346465|102482|2020-05-15|NULL
6346410|102459|2020-05-15|NULL
6076258|92466|2020-05-15|NULL
6076288|92442|2020-05-15|NULL
6081658|96334|2020-05-15|NULL
6782770|112760|2020-05-15|NULL
6076318|92381|2020-05-15|NULL
6134247|102021|2020-05-15|NULL
6076609|92209|2020-05-14|NULL
6134503|106650|2020-05-15|NULL
6076368|92347|2020-05-15|NULL
6815730|112402|2020-05-15|NULL
6076533|92121|2020-05-15|NULL
6076448|92267|2020-05-15|NULL
6076632|92232|2020-05-15|NULL
6134399|101447|2020-03-23|NULL
6135933|101462|2020-05-15|NULL
6133716|101446|2020-05-15|NULL
6077131|91607|2020-05-15|NULL
6076939|91767|2020-05-15|NULL
6076940|91768|2020-05-15|NULL
6077002|91590|2020-05-15|NULL
6711145|105986|2020-05-15|NULL
6710997|105995|2020-05-15|NULL
6711404|105918|2020-05-15|NULL
6694784|105909|2020-12-31|NULL
6077373|91340|2020-05-15|NULL
6529761|105817|2020-05-15|NULL
6082760|95625|2020-05-15|NULL
6082801|95577|2020-05-15|NULL
6077355|91370|2020-05-15|NULL
6135334|100871|2020-05-15|NULL
6524673|105563|2020-05-15|NULL
6078025|95247|2020-05-15|NULL
6521206|105503|2020-05-15|NULL
6521200|105507|2020-05-15|NULL
6520253|105403|2020-05-15|NULL
6520204|105363|2020-05-15|NULL
6520239|105328|2020-05-10|NULL
6520378|105307|2020-05-15|NULL
6083215|99753|2020-05-15|NULL
6078494|94561|2020-05-15|NULL
6083327|99695|2020-05-15|NULL
6083319|99687|2020-05-15|NULL
6083592|99357|2020-05-15|NULL
6079004|94189|2020-05-15|NULL
