6346278|102464|126697|NULL|2017-03-03
6346141|102471|133079|NULL|2015-11-25
6346138|102455|125453|NULL|2016-06-23
6346243|102494|124933|NULL|2016-11-25
6346147|102448|120959|NULL|2016-10-20
6076460|92279|120689|NULL|2017-10-30
6744981|107381|133037|NULL|2018-07-19
6346102|102466|102800|NULL|2016-11-28
6346407|102445|117589|NULL|2016-01-11
6346251|102447|95312|NULL|2019-11-05
6346501|102441|118609|NULL|2018-01-15
6346431|102346|109683|NULL|2016-12-02
6745092|107374|99986|NULL|2013-02-21
6745009|107371|98557|NULL|2017-03-28
6080645|97757|91710|NULL|2016-02-09
6080695|97713|126605|NULL|2017-07-11
6080694|97712|113257|NULL|2017-07-11
6080649|97761|126543|NULL|2015-10-19
6346199|102276|99763|NULL|2016-12-02
6080648|97760|89143|NULL|2015-02-02
6080660|97738|111189|NULL|2016-12-20
6080650|97762|129262|NULL|2016-04-13
6346339|102235|102821|NULL|2017-02-16
6134396|102139|97675|NULL|2016-09-30
6080696|97714|127772|NULL|2017-07-11
6135851|102200|103453|NULL|2017-02-07
6080693|97711|132553|NULL|2017-07-11
6080689|97707|107603|NULL|2016-01-28
6711311|107111|131037|NULL|2017-02-27
6080797|97582|99651|NULL|2014-12-01
6135194|102120|95565|NULL|2016-03-08
6135498|102114|120258|NULL|2017-11-13
6081009|97531|94323|NULL|2016-07-14
6080692|97710|127115|NULL|2017-07-11
6135996|102233|91604|NULL|2018-04-17
6711355|107157|88410|NULL|2017-11-01
6076764|91940|102755|NULL|2017-06-08
6080829|97627|127870|NULL|2016-02-23
6081035|97557|117908|NULL|1900-01-01
6080817|97615|125912|NULL|2016-04-11
6080949|97471|114271|NULL|2015-08-18
6134832|102132|100894|NULL|2017-12-11
6080977|97499|117278|NULL|2019-05-30
6133841|102175|124237|NULL|2017-01-31
6080951|97473|120637|NULL|2018-04-18
6134472|102072|131050|NULL|2018-02-16
6080774|97596|115679|NULL|2016-07-19
6134873|102147|98706|NULL|2018-09-28
6134750|102173|117764|NULL|2016-08-31
6080830|97628|119175|NULL|2017-01-18
6134777|102039|130006|NULL|2016-10-07
6134825|102025|93102|NULL|2016-03-10
6136806|102073|132517|NULL|2018-02-16
6134761|102069|118056|NULL|2018-02-16
6711053|107095|122430|NULL|2019-03-28
6081007|97529|108681|NULL|2016-03-03
6136814|102131|125002|NULL|2017-12-11
6135973|102078|130737|NULL|2016-05-20
6080921|97443|115209|NULL|2016-10-21
6133734|102119|109139|NULL|2016-12-15
6080776|97598|125658|NULL|2019-09-26
6135604|102028|90643|NULL|2019-02-14
6080952|97474|130861|NULL|2018-04-18
6080902|97424|101090|NULL|2018-02-23
6080773|97595|119180|NULL|2016-07-19
6080901|97423|103777|NULL|2018-02-23
6080915|97437|133438|NULL|2016-02-24
6080937|97459|112366|NULL|2016-02-24
6080980|97502|110528|NULL|2017-11-28
6081034|97556|96134|NULL|1900-01-01
6134827|101992|114735|NULL|2019-02-04
6080924|97446|115659|NULL|2016-01-20
6080916|97438|114012|NULL|2017-07-21
6133842|102038|104392|NULL|2019-05-09
6135408|102032|100688|NULL|2016-06-15
6134762|102074|110552|NULL|2018-02-16
6080890|97412|99805|NULL|2016-05-26
6134798|102033|111892|NULL|2018-04-09
6135910|102026|97160|NULL|2019-02-14
6135815|102037|124683|NULL|2019-05-09
6080868|97390|134498|NULL|2016-05-12
6135911|102030|96310|NULL|2019-02-14
6080898|97420|97586|NULL|2016-01-07
6134057|102027|115483|NULL|2019-02-14
6133798|101889|97416|NULL|2016-04-12
6134210|102029|127418|NULL|2019-02-14
6135605|102031|124566|NULL|2016-02-04
6080897|97419|132489|NULL|2016-01-07
6080866|97388|91356|NULL|2016-05-24
6135888|101917|120533|NULL|2019-02-21
6081078|97313|102985|NULL|2016-03-15
6135834|101844|91278|NULL|2015-07-23
6081064|97299|116417|NULL|2015-11-17
6081060|97295|126454|NULL|2017-01-10
6081180|97247|98892|NULL|2016-03-16
6133741|101806|110514|NULL|2018-06-19
6081056|97291|133272|NULL|2017-05-02
6081135|97279|122591|NULL|2015-11-03
6136615|101813|131399|NULL|2017-03-01
6133742|101809|98782|NULL|2017-03-01
6081175|97242|132649|NULL|2016-02-03
6081128|97272|133854|NULL|2016-05-05
6134720|101887|118488|NULL|2016-06-16
6134055|101868|128212|NULL|2017-07-14
6134234|101841|126668|NULL|2017-01-12
6134379|101863|123283|NULL|2016-12-22
6136511|101888|104743|NULL|2016-04-12
6135248|101880|106853|NULL|2016-12-02
6133886|101842|134144|NULL|2017-01-12
6521182|106760|95542|NULL|2016-06-06
6133799|101892|122190|NULL|2016-07-04
6135592|101756|91639|NULL|2016-07-15
6134939|106750|126702|NULL|2017-11-13
6133775|106749|122792|NULL|2017-11-13
6081067|97302|101660|NULL|2018-02-05
6081063|97298|120603|NULL|2016-05-03
6135220|101814|133298|NULL|2017-03-01
6135577|106729|90899|NULL|2017-11-13
6134126|106726|127711|NULL|2017-11-13
6081047|97282|115796|NULL|2016-04-28
6135907|101886|124656|NULL|2016-02-09
6081045|97280|130030|NULL|2017-01-12
6710973|106766|127777|NULL|2019-01-31
6134438|101811|117405|NULL|2017-03-01
6133727|106743|104835|NULL|2017-11-13
6134921|106752|124178|NULL|2017-11-13
6135884|101815|126718|NULL|2017-03-01
