6843579|122083|105783|2018-10-30|NULL
6843583|122040|132320|2017-12-14|NULL
6839431|121884|112773|2019-02-27|NULL
6840278|121968|117678|2018-10-31|NULL
6835577|121795|121515|2018-05-11|NULL
6835287|121075|130537|2018-10-04|NULL
6835578|121797|94002|2018-07-23|NULL
6839488|121874|117864|2019-03-18|NULL
6833375|120922|121656|2018-12-04|NULL
6826991|120610|111780|2019-07-24|NULL
6788128|120494|89852|2018-12-03|NULL
6827004|120608|113532|2019-07-24|NULL
6833313|120924|120310|2018-12-31|NULL
6832705|120809|132824|2019-08-02|NULL
6837536|121165|120036|2017-11-07|NULL
6833327|120918|88298|2019-10-24|NULL
6833277|120921|92485|2018-12-04|NULL
6837544|121143|94502|2019-04-15|NULL
6833816|120969|97755|2018-02-22|NULL
6837606|121151|129704|2014-11-13|NULL
6833359|120914|126373|2019-07-26|NULL
6833019|120820|124690|2019-06-27|NULL
6833024|120830|99877|2018-07-17|NULL
6833367|120866|116486|2018-10-24|NULL
6828790|120656|112271|2019-01-09|NULL
6833784|120975|95769|2018-02-22|NULL
6832713|120806|120049|2019-04-12|NULL
6827009|120609|133773|2019-07-24|NULL
6831192|120774|119158|2019-06-27|NULL
6827007|120611|107737|2019-07-24|NULL
6828839|120652|114349|2018-08-23|NULL
6826927|120594|90946|2017-09-27|NULL
6827006|120607|129077|2019-07-24|NULL
6814639|120554|123209|2019-05-24|NULL
7294776|431289|444858|2019-09-24|NULL
7229279|421031|437497|2019-10-24|NULL
7229270|421039|437505|2015-09-25|NULL
7229343|431248|444814|2019-12-13|NULL
7295275|434480|447542|2019-01-18|NULL
7229335|431243|444808|2019-12-05|NULL
7295302|432370|445516|2019-09-20|NULL
7225656|416765|434847|2017-06-16|NULL
7224059|413883|433106|2019-11-11|NULL
7224022|413861|433084|2019-11-11|NULL
7292832|423296|439641|2018-12-23|NULL
7228868|419909|436648|2019-11-18|NULL
7224092|413859|433082|2019-11-11|NULL
7224054|413862|433085|2019-11-11|NULL
7224083|413820|433043|2019-11-11|NULL
7224051|413818|433041|2019-11-11|NULL
7224074|413873|433096|2019-11-11|NULL
7225666|416742|434824|2017-12-15|NULL
7224117|413843|433066|2019-11-11|NULL
7228924|420650|437132|2018-07-13|NULL
7224063|413865|433088|2019-11-11|NULL
7224085|413863|433086|2019-11-11|NULL
7224021|413885|433108|2019-11-11|NULL
7224483|416657|434739|2019-09-04|NULL
7224041|413850|433073|2019-11-11|NULL
7224057|413876|433099|2019-11-11|NULL
7224016|413889|433112|2019-11-11|NULL
6716651|413208|432409|2016-02-08|NULL
7226548|417281|435217|2019-08-12|NULL
7101214|411045|430487|2019-10-29|NULL
7224018|413868|433091|2019-11-11|NULL
7224081|413879|433102|2019-11-11|NULL
7224087|413869|433092|2019-11-11|NULL
7224516|416557|434630|2019-09-19|NULL
7292849|423293|439645|2019-02-12|NULL
7228845|420053|436715|2019-06-10|NULL
7224078|413813|433036|2019-11-11|NULL
7225316|416668|434750|2019-09-02|NULL
7224043|413880|433103|2019-11-11|NULL
7101239|411472|430914|2019-11-27|NULL
7101229|411032|430474|2019-10-29|NULL
7292840|423192|439548|2019-06-10|NULL
7224068|413819|433042|2019-11-11|NULL
7224017|413842|433065|2019-11-11|NULL
7224038|413808|433031|2019-11-11|NULL
7224091|413836|433059|2019-11-11|NULL
7224192|412854|432078|2019-11-25|NULL
7224090|413828|433051|2019-11-11|NULL
7224014|413856|433079|2019-11-11|NULL
7089195|390231|410431|2019-11-06|NULL
7089189|390206|410406|2019-10-07|NULL
7101206|411023|430465|2019-10-29|NULL
7089434|410848|430290|2019-12-20|NULL
7223949|413055|432257|2019-07-19|NULL
7074364|354992|376767|2019-06-12|NULL
7101225|411036|430478|2019-10-29|NULL
7101211|411034|430476|2019-10-29|NULL
7101218|411021|430463|2019-10-29|NULL
7224088|413827|433050|2019-11-11|NULL
7100580|410290|429999|2019-09-16|NULL
7225356|416139|434361|2019-10-23|NULL
7100569|410297|430006|2019-11-06|NULL
7100314|415493|433774|2019-11-26|NULL
7076172|388522|409584|2017-03-08|NULL
7101725|411583|431019|2019-07-31|NULL
7100616|410266|429975|2019-11-06|NULL
7100594|410260|429969|2019-09-03|NULL
7100605|410259|429968|2019-11-06|NULL
7101205|411039|430481|2019-10-29|NULL
7100312|409942|429764|2019-03-14|NULL
7101213|411037|430479|2019-10-29|NULL
7101215|411022|430464|2019-10-29|NULL
7100223|409496|429600|2017-09-13|NULL
7100567|410252|429961|2019-11-06|NULL
7101224|411042|430484|2019-10-29|NULL
7100149|409364|429486|2019-07-15|NULL
7101204|411031|430473|2019-10-29|NULL
7101208|411026|430468|2019-10-29|NULL
7100599|410280|429989|2019-10-07|NULL
7075095|357149|378521|2014-04-08|NULL
7101203|411040|430482|2019-10-29|NULL
7100568|410263|429972|2019-11-06|NULL
7101246|411476|430918|2019-11-27|NULL
7100554|410255|429964|2019-09-12|NULL
7101066|410879|430321|2011-05-24|NULL
7100604|410250|429959|2019-10-14|NULL
7100601|410264|429973|2019-11-05|NULL
7100224|409497|429601|2017-09-13|NULL
7101227|411020|430462|2019-10-29|NULL
7101207|411043|430485|2019-10-29|NULL
7101222|411033|430475|2019-10-29|NULL
7101216|411035|430477|2019-10-29|NULL
7101228|411030|430472|2019-10-29|NULL
7076217|388859|409781|2019-10-11|NULL
7101210|411041|430483|2019-10-29|NULL
7101223|411038|430480|2019-10-29|NULL
7101212|411044|430486|2019-10-29|NULL
7100590|410261|429970|2019-11-11|NULL
7075874|358534|379683|2019-06-06|NULL
7101221|411018|430460|2019-10-29|NULL
7101226|411028|430470|2019-10-29|NULL
7074984|356670|378059|2019-10-31|NULL
7089456|390630|410792|2019-09-09|NULL
7075281|357147|378519|2019-07-05|NULL
7075829|358502|379651|2019-11-13|NULL
7017295|293989|302664|2018-10-16|NULL
7073490|354732|376508|2019-07-10|NULL
7101202|411029|430471|2019-10-29|NULL
7101219|411019|430461|2019-10-29|NULL
7029406|354206|376010|2019-12-30|NULL
7074975|356920|378293|2019-06-07|NULL
7074403|354958|376733|2019-04-30|NULL
7075286|357141|378513|2019-03-20|NULL
7016664|294049|302724|2018-07-03|NULL
7074217|354411|376195|2019-06-08|NULL
7017302|293988|302663|2018-10-16|NULL
7071386|349156|374006|2019-08-20|NULL
7074200|355138|376887|2019-04-02|NULL
7071389|347791|372712|2019-05-10|NULL
7075901|358553|379702|2019-06-28|NULL
7069184|346642|371837|2019-01-23|NULL
7032091|345610|370845|2019-07-12|NULL
7030306|344917|370072|2019-07-18|NULL
7030711|344894|370145|2019-08-30|NULL
7032078|345556|370791|2019-11-01|NULL
7030766|344879|370154|2019-07-23|NULL
7032081|345613|370848|2019-07-03|NULL
7031385|344824|370183|2019-06-03|NULL
7031972|346290|371458|2019-05-17|NULL
7071132|347693|372616|2019-11-11|NULL
7032076|345506|370741|2018-11-16|NULL
6977635|270694|281860|2018-06-04|NULL
7013569|291619|300878|2015-11-10|NULL
7014874|292319|301355|2014-03-28|NULL
6973201|270523|281698|2018-11-23|NULL
6973373|270552|281727|2019-02-26|NULL
7029272|333979|356066|2011-09-20|NULL
6973398|270543|281718|2019-02-26|NULL
7014356|292094|301168|2018-05-03|NULL
6967635|266721|278637|2019-04-08|NULL
7014831|292309|301345|2018-10-24|NULL
6973383|270548|281723|2019-02-26|NULL
6979126|271543|282359|2018-09-12|NULL
7007847|275352|285228|2019-01-15|NULL
7012942|291192|300561|2019-04-15|NULL
6973370|270542|281717|2019-02-26|NULL
6973405|270549|281724|2019-02-26|NULL
6967624|266727|278643|2019-04-08|NULL
7006440|272392|283017|2018-09-05|NULL
6967613|266709|278625|2019-04-08|NULL
7004042|271751|282547|2019-05-15|NULL
6973372|270544|281719|2019-02-26|NULL
6973374|270550|281725|2019-02-26|NULL
6973379|270551|281726|2019-02-26|NULL
6973229|270535|281710|2018-07-20|NULL
6973213|270533|281708|2018-07-20|NULL
6978803|271590|282406|2019-11-07|NULL
6973527|270453|281628|2018-06-13|NULL
7007776|273274|283514|2019-10-09|NULL
6973188|270509|281684|2019-09-12|NULL
7007556|273255|283500|2019-03-04|NULL
6973389|270555|281730|2019-02-26|NULL
6973382|270546|281721|2019-02-26|NULL
7007163|273059|283307|2019-07-09|NULL
7007786|273276|283516|2019-10-09|NULL
6967615|266724|278640|2019-04-08|NULL
6973231|270525|281700|2016-04-01|NULL
6973056|270476|281651|2018-12-20|NULL
6973409|270554|281729|2019-02-26|NULL
7007839|273775|283850|2018-09-28|NULL
6973058|270475|281650|2018-12-28|NULL
6973368|270545|281720|2019-02-26|NULL
6967605|266720|278636|2019-04-08|NULL
6973380|270547|281722|2019-02-26|NULL
6973210|270501|281676|2018-11-26|NULL
7007772|273279|283519|2019-10-09|NULL
7006447|272400|283025|2018-05-02|NULL
6967627|266733|278649|2019-04-08|NULL
6891571|258530|271113|2017-02-09|NULL
6891292|258524|271107|2018-06-07|NULL
7003802|271562|282378|2018-10-24|NULL
6967612|266729|278645|2019-04-08|NULL
6891579|258546|270433|2018-12-27|NULL
6891588|258535|271118|2019-07-18|NULL
6971705|267582|279059|2018-11-06|NULL
6971704|267587|279064|2018-11-22|NULL
6967631|266732|278648|2019-04-08|NULL
6891281|258517|271100|2019-03-15|NULL
6791764|109786|131636|2018-06-07|NULL
6971703|267573|279050|2018-06-21|NULL
6972865|267704|279161|2018-03-28|NULL
6964204|264947|277170|2019-05-24|NULL
6964639|265200|277403|2018-07-13|NULL
6964157|264914|277137|2019-09-24|NULL
6964177|264915|277138|2016-12-30|NULL
6967632|266728|278644|2019-04-08|NULL
6973065|269638|281096|2019-04-05|NULL
6964963|266366|278349|2018-06-21|NULL
6971693|267571|279048|2019-07-08|NULL
6791425|109770|90256|2018-07-31|NULL
6973085|269635|281093|2019-03-08|NULL
6891018|258275|270858|2019-07-09|NULL
6964830|265647|277850|2019-01-25|NULL
6791381|109730|90173|2018-06-08|NULL
6964169|264923|277146|2019-06-28|NULL
6960835|263512|275995|2018-10-04|NULL
6891029|258291|270874|2019-09-25|NULL
6891047|258290|270873|2019-09-25|NULL
6965630|266301|278284|2018-10-26|NULL
6964951|266024|278027|2018-11-28|NULL
6791284|109729|129620|2018-06-08|NULL
6791337|109725|100043|2019-01-17|NULL
6960841|263836|276302|2018-11-15|NULL
6891021|258311|270894|2018-03-23|NULL
6889107|258159|270742|2018-05-22|NULL
6788647|109577|87960|2018-06-12|NULL
6889781|258119|270702|2018-07-16|NULL
6788106|109538|96763|2018-07-19|NULL
6788217|109544|117903|2019-09-19|NULL
6789281|109605|117171|2019-04-21|NULL
6946671|261578|273243|2019-09-16|NULL
6946664|261064|272803|2019-07-17|NULL
6950452|261733|273369|2018-03-15|NULL
6889739|258107|270690|2018-08-28|NULL
6889205|258038|270621|2019-06-06|NULL
6946688|261576|273241|2018-05-25|NULL
6947702|261565|273230|2019-07-04|NULL
6885736|257965|269593|2019-05-22|NULL
6940665|259356|271641|2018-05-28|NULL
6885654|257950|269578|2018-07-23|NULL
6888736|257895|269523|2019-06-27|NULL
6886836|257882|269510|2019-05-14|NULL
6937871|258619|270506|2016-02-12|NULL
6781090|109064|99345|2019-02-19|NULL
6780710|109014|111763|2019-03-26|NULL
6780612|109015|116228|2019-03-26|NULL
6934543|256815|269738|2019-02-20|NULL
6885682|257706|269334|2018-11-15|NULL
6934502|256809|269732|2019-04-03|NULL
6934631|256806|269729|2018-10-19|NULL
6133654|104559|133192|2019-05-18|NULL
6886832|257874|269502|2017-04-25|NULL
6885697|257713|269341|2019-09-11|NULL
6934563|256788|269711|2018-10-23|NULL
6781219|109033|91785|2018-06-20|NULL
6079872|93801|110598|2018-06-01|NULL
6781107|108718|114402|2019-01-18|NULL
6781064|108665|93171|2019-03-22|NULL
6083666|99257|97826|2018-04-11|NULL
6079393|93537|124123|2014-06-30|NULL
6079527|93390|95180|2015-11-11|NULL
6079643|93572|107839|2018-11-29|NULL
6079594|93366|97317|2018-12-05|NULL
6079890|93251|113566|2016-05-10|NULL
6079528|93391|91723|2015-11-11|NULL
6079898|93259|101156|2019-05-21|NULL
6079889|93250|105845|2016-05-10|NULL
6762009|108339|90005|2019-02-11|NULL
6781218|108412|100916|2019-12-10|NULL
6781215|108406|103581|2017-02-01|NULL
6781151|108407|126555|2017-02-01|NULL
6762024|108338|105607|2019-02-11|NULL
6760670|108241|93073|2018-07-16|NULL
6760165|108218|119956|2019-08-13|NULL
6760160|108196|113704|2019-04-18|NULL
6760732|108269|121668|2018-12-11|NULL
6759179|108176|91061|2018-05-31|NULL
6711254|108087|116082|2019-02-22|NULL
6711303|108091|112690|2018-07-06|NULL
6084421|98576|95858|2018-11-05|NULL
6075831|92900|132659|2016-11-17|NULL
6084721|98271|124747|2018-10-24|NULL
6084720|98270|109055|2018-10-24|NULL
6756923|107715|106529|2019-11-11|NULL
6757937|107728|105016|2019-05-28|NULL
6757932|107729|89179|2019-05-31|NULL
6753984|107669|106071|2019-07-26|NULL
6754653|107688|99674|2018-06-01|NULL
6354089|102635|95051|2018-12-05|NULL
6744994|107365|132486|2019-07-11|NULL
6745248|107512|92828|2018-10-19|NULL
6080482|97933|128779|2018-12-19|NULL
6076450|92269|100584|2015-04-23|NULL
6745038|107459|88522|2017-07-11|NULL
6135993|102213|116249|2019-07-24|NULL
6133916|102202|129733|2018-10-26|NULL
6135449|102210|117596|2019-07-24|NULL
6730210|107166|102659|2018-10-24|NULL
6135820|102106|129110|2019-01-10|NULL
6711067|107099|93076|2019-06-27|NULL
6135589|101920|92969|2018-07-26|NULL
6133833|101918|97099|2019-02-27|NULL
6135202|101919|92176|2018-09-11|NULL
6133726|101921|117844|2018-10-04|NULL
6711397|106767|97592|2018-10-08|NULL
6081124|97268|123919|2019-02-27|NULL
6081196|97263|109694|2018-05-11|NULL
6081197|97264|131560|2018-05-11|NULL
6134803|101723|106526|2018-06-12|NULL
6134478|101707|127904|2018-09-26|NULL
6134132|106652|100113|2018-10-19|NULL
6135490|101662|115812|2019-11-15|NULL
6136784|101518|103822|2017-02-03|NULL
6077171|91552|111524|2016-03-10|NULL
6710891|106325|132772|2019-02-22|NULL
6134774|101523|113124|2017-10-25|NULL
6710955|106390|107185|2018-07-06|NULL
6710957|106315|106126|2019-06-27|NULL
6711253|106332|127833|2018-05-15|NULL
6136106|101405|132087|2017-06-19|NULL
6711094|106110|133027|2018-10-08|NULL
6711478|106078|101705|2018-10-08|NULL
6711483|106059|112497|2018-05-25|NULL
6827010|113309|111718|2019-06-27|NULL
6711391|106142|92208|2018-05-25|NULL
6711079|106117|130517|2018-05-25|NULL
6711221|106155|118322|2019-03-11|NULL
6711432|106052|99259|2018-05-25|NULL
6711302|106119|128525|2018-10-08|NULL
6711328|106143|134412|2018-10-08|NULL
6711387|106116|126925|2018-05-25|NULL
6711116|106076|97796|2018-10-08|NULL
6711399|106141|127929|2018-10-08|NULL
6711019|106121|90399|2018-10-08|NULL
6711440|106139|104267|2018-10-08|NULL
6711229|106087|114752|2018-10-08|NULL
6823501|113029|88985|2017-07-17|NULL
6823622|113365|89336|2018-11-30|NULL
6711421|106028|114456|2018-10-10|NULL
6711182|106083|97578|2018-10-08|NULL
6823541|112955|112438|2019-08-14|NULL
6826992|113302|125223|2018-10-04|NULL
6823262|113016|118913|2017-05-04|NULL
6711439|105916|103513|2018-12-18|NULL
6823327|113021|130287|2017-05-04|NULL
6823404|113019|133903|2017-05-04|NULL
6530035|105875|112338|2018-07-12|NULL
6823426|112940|113814|2017-07-07|NULL
6823551|113028|101868|2017-07-17|NULL
6823243|113018|88191|2017-05-04|NULL
6823478|113020|119341|2017-05-04|NULL
6823453|113017|121930|2018-03-13|NULL
6711280|105880|106160|2018-12-20|NULL
6823280|112936|127757|2017-07-07|NULL
6082215|96193|104752|2019-04-10|NULL
6785280|112846|112713|2019-03-11|NULL
6082216|96194|95037|2019-06-27|NULL
6525241|105583|130369|2019-02-22|NULL
