7101948|412186|431628|2019-05-15|2019-11-19
7101969|412185|431627|2019-05-15|2019-11-19
7101960|412207|431649|2019-05-15|2019-11-19
7101958|412203|431645|2019-05-15|2019-11-19
7101943|412196|431638|2019-05-15|2019-11-19
7101965|412182|431624|2019-05-15|2019-11-19
7101961|412178|431620|2019-05-15|2019-11-19
7101970|412176|431618|2019-05-15|2019-11-19
7100266|409500|429604|2019-07-02|2019-06-17
7292513|426443|440986|2019-10-18|2019-10-17
7100132|410960|430402|2019-10-02|2019-10-03
7101047|410849|430291|2019-05-17|2019-05-19
7100933|410693|430135|2019-06-07|2019-06-17
7101030|410730|430167|2019-09-11|2019-09-03
7075173|357148|378520|2019-03-12|2019-03-27
7075205|357082|378452|2019-11-14|2019-02-14
7071390|347792|372713|2018-07-02|2019-07-02
7031994|345609|370844|2019-01-28|2018-11-13
7069179|346760|371949|2019-02-11|2019-03-15
7075611|359175|380306|2019-09-05|2019-08-29
7069187|346657|371852|2019-05-14|2019-05-17
7075664|358119|379368|2019-07-19|2019-07-26
7007842|273779|283854|2019-01-11|2019-01-15
6950528|262108|274716|2018-05-22|2018-04-17
7030782|344930|370164|2018-11-08|2018-12-12
7031766|345552|370787|2019-01-24|2019-01-18
6950550|262100|274708|2018-04-18|2018-04-17
6035975|76822|98727|2012-05-11|1900-01-01
7030597|344886|370136|2019-04-26|2019-04-25
7008313|273790|283865|2018-11-19|2018-11-20
7008542|273721|283796|2018-11-13|2018-06-07
6947706|261552|273217|2017-01-17|2018-01-17
6950427|261721|273357|2018-03-15|2018-04-02
7071576|349621|374297|2017-06-15|2018-11-05
7032271|345477|370712|2019-06-17|2019-06-13
6953197|262106|274714|2018-06-06|2017-12-26
7071215|349176|374026|2019-04-03|2019-02-03
7071250|349148|373998|2019-06-05|2010-07-05
6950400|261508|273173|2017-07-04|2018-07-04
6946645|261244|272916|2018-03-22|2018-03-21
7006443|272339|282980|2018-03-08|2018-03-01
7017425|294001|302676|2018-10-23|2018-10-30
6978590|271629|282445|2018-05-29|2018-05-24
6978591|271630|282446|2018-05-29|2018-05-24
6978594|271553|282369|2018-05-29|2018-05-24
6978611|271569|282385|2018-05-29|2018-05-24
6978593|271596|282412|2018-05-29|2018-05-24
6034326|88555|91528|2011-04-05|1900-01-01
6030940|88554|100011|2010-10-07|1900-01-01
6979125|271529|282345|2018-09-19|2019-05-17
6942701|259350|271635|2018-09-18|2018-10-25
6972452|267653|279110|2017-06-09|2018-04-03
6973208|270532|281707|2019-06-12|2019-06-11
6942555|259343|271628|2019-03-07|2019-02-06
6965640|266480|278443|2017-03-30|2018-03-28
6934673|258694|270581|2018-03-09|2018-06-05
7012475|290840|300348|2018-06-14|2018-09-27
7012669|290836|300344|2018-07-20|2018-07-19
6973393|270437|281612|2019-03-20|2019-04-25
6891587|258582|270469|2015-05-17|2015-06-17
6967630|266722|278638|2017-07-28|2017-09-28
6891045|258293|270876|2018-06-14|2018-06-13
6891007|258292|270875|2018-06-14|2018-06-13
6967598|266731|278647|2017-07-28|2017-09-28
6967595|266706|278622|2017-07-28|2017-09-28
6891604|258547|270434|2019-05-29|2019-05-07
6965638|266307|278290|2018-07-17|2017-10-03
6969508|267101|278902|2018-07-19|2018-10-22
6967643|266734|278650|2017-07-28|2017-09-28
6963971|266367|278350|2018-02-23|2018-02-21
6965645|266331|278314|2018-06-05|2018-05-31
6891041|258312|270895|2018-06-29|2017-09-04
6963961|266349|278332|2018-02-23|2018-02-21
6083993|98964|100929|2018-09-04|2019-05-04
6965631|266321|278304|2018-06-05|2018-05-31
6889825|258130|270713|2018-02-15|2017-05-29
6889777|258099|270682|2018-01-22|2017-12-22
6886839|257913|269541|2018-01-22|2017-12-15
6964834|265615|277818|2018-06-18|2018-06-13
6964813|265608|277811|2018-06-18|2018-06-13
6889767|258101|270684|2018-01-22|2017-12-22
6889833|258103|270686|2018-01-22|2017-12-22
6964161|264872|277103|2019-07-17|2018-08-13
6889741|264593|276830|2018-07-03|2018-07-02
6084111|98839|104833|2016-04-27|2016-11-23
6844351|257752|269380|2018-04-18|2018-04-11
6885659|257717|269345|2017-11-28|2017-12-12
6886838|257947|269575|2018-02-01|2018-03-01
6961597|263599|276084|2018-06-11|2018-06-05
6960850|263505|275988|2017-07-10|2015-07-10
6960206|263121|275544|2018-02-12|2019-02-12
6960205|263129|275552|2018-05-21|2018-04-16
6885674|257716|269344|2019-01-31|2019-01-23
6791791|109800|113972|2017-05-23|2017-05-16
6791766|109802|89161|2018-05-28|2018-05-29
6791775|109787|96240|2017-05-22|2017-05-18
6789272|109703|123566|2019-06-07|2019-06-12
6791292|109743|110661|2017-10-31|2018-02-01
6789019|109679|133388|2017-03-10|2017-02-06
6788803|109676|95783|2018-05-18|2018-05-16
6938847|257457|270380|2018-03-06|2017-12-05
6788343|109645|91707|2011-03-15|2016-12-02
6788812|109670|124982|2017-06-09|2017-05-24
6788810|109669|121114|2019-04-11|2019-04-08
6788351|109644|121471|2011-03-15|2016-12-02
6787578|109486|115458|2018-01-09|2017-01-09
6786852|109449|96759|2019-09-12|2019-01-10
6789291|109593|127912|2019-04-24|2019-04-12
6788813|109581|95111|2018-01-23|2018-02-20
6788207|109553|93789|2019-02-19|2019-02-18
6785815|109444|113641|2018-01-15|2017-12-15
6080463|97945|99407|2016-03-23|2016-04-11
6080459|97941|129137|2015-03-26|2015-03-25
6080569|97860|111256|2016-05-26|2013-10-29
6080358|98042|89284|2016-11-04|2016-11-03
6934576|256823|269746|2017-11-30|2017-12-01
6080412|97992|113034|2016-01-15|1900-01-01
6080414|97994|96438|2017-09-15|2017-07-15
6780961|109057|101594|2018-04-16|2018-02-23
6781252|109016|92036|2017-09-21|2017-09-19
6934667|256735|269658|2018-03-28|2018-02-27
6037845|77507|126713|2016-04-14|2013-10-15
6781123|108811|110994|2017-03-01|2017-02-15
6780920|108690|99413|2018-05-31|2016-09-28
6780955|108745|118661|2018-04-05|2018-04-06
6780584|108787|94099|2018-11-30|2018-07-26
6780942|108752|108477|2017-03-07|2008-09-01
6080737|97659|103363|2018-01-18|2012-09-02
6080758|97656|102222|2018-01-18|2018-02-26
6080672|97731|99093|2017-11-30|2017-02-23
6080736|97658|123230|2018-01-18|2009-07-16
6080738|97660|99621|2018-01-18|2012-09-02
6780649|108689|96276|2018-05-31|2016-09-28
6080831|97629|133430|2016-11-11|2016-11-07
6080757|97655|95621|2018-01-18|2009-12-10
6080763|97638|111498|2016-10-27|2016-10-21
6080739|97661|113741|2018-01-18|2012-09-02
6781102|108403|133918|2017-06-09|2017-06-06
6780748|108410|119393|2017-01-12|2017-01-18
6080975|97497|95227|2015-11-03|1900-01-01
6079129|94059|92835|2013-05-03|1900-01-01
6079166|94010|134746|2012-02-23|1900-01-01
6136834|108548|90189|2016-07-28|2016-02-15
6079178|93999|115787|2016-07-22|2016-03-09
6762012|108332|98547|2019-02-11|2017-06-14
6079294|93909|90990|2017-05-23|2017-05-22
6079231|93876|118030|2016-12-20|2016-12-23
6079230|93875|112393|2016-12-20|2016-12-23
6079224|93869|131484|2016-12-20|2016-12-23
6079365|93829|104205|2017-10-06|2017-10-05
6079357|93821|133969|2017-10-06|2017-10-05
6079376|93817|99021|2017-05-19|2015-11-24
6781120|108405|113050|2018-10-11|2018-10-10
6079177|93998|106140|2011-05-23|2010-03-05
6762018|108337|89434|2019-02-11|2017-06-14
6080928|97450|109332|2015-11-02|2016-02-04
6080914|97436|123308|2016-01-25|2016-06-02
6762007|108331|114272|2019-02-11|2017-06-14
6079207|93981|98153|2011-05-24|1900-01-01
6079201|93975|103614|2010-10-15|1900-01-01
6079180|94001|119325|2012-05-02|1900-01-01
6079200|93974|88349|2011-05-24|1900-01-01
6079877|93806|118831|2017-05-19|2015-11-24
6079875|93804|105310|2017-05-19|2015-11-24
6079866|93795|118639|2017-05-15|2017-02-14
6079331|93946|99796|2019-06-06|2015-12-31
6760750|108275|115280|2016-04-26|2018-04-26
6079342|93957|117868|2018-01-08|2018-02-08
6079293|93908|127732|2017-05-23|2017-05-22
6079229|93874|115179|2016-12-20|2016-12-23
6761290|108283|100539|2018-04-29|2016-04-29
6760771|108281|127489|2018-03-05|2018-03-22
6760739|108279|128304|2017-01-10|2017-03-03
6079234|93879|124042|2016-12-20|2016-12-23
6079227|93872|131589|2016-12-20|2016-12-23
6079211|93880|109856|2016-12-20|2016-12-23
6079225|93870|125787|2016-12-20|2016-12-23
6079232|93877|127195|2016-12-20|2016-12-23
6760248|108236|122338|2017-02-07|2017-08-15
6079233|93878|89793|2016-12-20|2016-12-23
6079228|93873|99135|2016-12-20|2016-12-23
6079226|93871|105973|2016-12-20|2016-12-23
6079223|93868|131273|2016-12-20|2016-12-23
6079364|93828|108972|2017-10-06|2017-10-05
6760229|108227|101669|2016-10-31|2016-12-27
6079373|93814|96517|2018-06-27|2014-03-01
6079356|93820|100403|2017-10-06|2017-10-05
6079834|93763|110034|2016-01-15|2017-01-15
6079363|93827|90187|2017-10-06|2017-10-05
6079378|93819|128933|2017-10-06|2017-10-05
6759079|108153|101524|2017-11-21|2017-11-17
6079870|93799|132847|2017-05-19|2015-11-24
6079863|93792|104796|2018-04-13|2017-05-16
6759087|108155|116907|2017-03-06|2018-09-06
6520941|108077|96368|2018-08-07|9999-09-09
6753443|108118|100696|2015-07-06|1900-01-01
6520262|108072|99297|2018-02-15|2018-02-16
6745224|108109|132929|2014-03-18|2018-02-01
6744989|108103|130994|2015-09-17|2016-09-17
6134953|108035|90157|2015-12-23|1900-01-01
6079614|93543|126510|2016-03-08|2016-03-07
6079613|93542|119935|2016-03-08|2016-03-07
6520226|108063|125406|2016-08-16|2016-03-09
6520177|108061|115496|2016-06-24|2016-07-05
6079885|93246|110081|2017-04-03|2017-05-03
6753437|107819|125791|2017-09-25|2017-09-21
6079459|93453|121606|2019-05-28|2019-05-21
6081126|97270|92519|2015-09-21|2015-09-22
6080034|93223|128112|2015-07-28|2015-07-18
6080007|93196|126435|2017-11-08|2017-11-07
6135735|107864|100770|2012-09-26|1900-01-01
6081263|97111|107651|2015-03-04|1900-01-01
6081246|97162|90350|2016-07-27|2016-07-13
6827673|113316|116351|2017-10-26|2017-10-28
6826987|113305|120295|2017-06-26|2017-06-27
6075852|92873|94069|2014-07-11|2014-12-17
6081242|97158|106683|2015-10-26|2015-10-20
6081247|97163|94684|2016-06-27|2016-02-15
6081254|97147|115318|2016-06-10|2017-05-02
6134195|103817|104179|2012-10-01|1900-01-01
6756418|107699|119067|2014-01-25|2014-01-27
6827961|113353|101787|2019-05-03|2019-05-09
6828794|113347|102384|2019-04-24|2019-04-26
6081316|97095|89819|2015-06-17|1900-01-01
6081351|97069|106011|2018-03-27|2018-03-26
6081342|97060|120019|2019-01-17|2016-09-13
6827675|113317|133207|2017-10-13|2017-10-06
6827950|113324|108518|2018-01-10|2018-01-09
6824622|113283|118796|2017-07-03|2017-06-19
6081343|97061|88937|2019-01-17|1900-01-01
6754666|107674|93437|2016-12-20|2017-12-20
6753438|107659|128867|2016-04-25|2017-04-25
6753436|107651|130916|2016-04-14|2016-05-14
6744982|107484|102512|2017-05-03|2017-05-10
6075986|92750|132316|2018-01-15|2016-05-19
6824613|113284|126549|2019-04-30|2019-04-22
6823295|113035|104313|2017-03-07|2017-06-14
6745217|107515|95843|2017-11-07|2018-03-22
6745212|107516|97207|2014-03-18|2018-02-01
6075987|92751|127426|2018-01-15|2018-02-15
6745210|107538|127804|2016-10-07|1900-01-01
6745148|107468|107283|2017-04-10|2016-04-18
6075970|92734|103207|2015-05-04|2015-10-05
6745081|107465|131637|2017-02-20|2016-07-12
6745109|107451|101267|2016-10-27|2017-10-28
6134009|103210|119853|2015-11-04|1900-01-01
6711131|107158|121241|2017-07-27|2017-09-04
6076041|92689|111898|2015-01-12|2016-01-12
6744998|107360|89274|2018-02-16|2018-01-16
6710890|107155|132996|2016-11-24|2017-01-24
6136900|103070|118394|2015-06-16|1900-01-01
6823587|112995|124870|2018-10-04|2018-03-01
6134942|103001|119644|2015-05-11|1900-01-01
6823372|112963|92496|2018-04-10|2014-11-13
6823284|112951|133704|2017-05-22|2017-06-14
6135620|102908|117010|2011-02-01|1900-01-01
6785282|112847|104934|2017-11-15|2017-03-01
6133878|102860|128437|2013-05-21|1900-01-01
6819670|112885|95567|2018-01-03|2018-01-08
6081786|96644|101949|2014-09-23|2017-09-23
6354945|102642|128441|2019-05-09|9999-09-09
6354715|102601|89092|2016-12-16|2014-11-24
6354034|102624|105493|2017-06-06|2016-09-22
6354721|102622|117298|2017-06-06|2016-09-22
6133751|102762|98203|2015-05-28|2015-07-05
6354899|102576|134623|2018-06-19|2015-03-20
6354025|102579|121169|2016-07-13|2015-11-03
6354023|102574|112558|2016-12-02|2018-04-01
6134006|102756|123806|2015-06-09|2015-05-29
6782907|112814|115041|2017-01-12|2016-11-15
6354941|102636|110199|2018-12-05|2012-09-27
6354035|102625|128056|2017-06-06|2016-09-22
6353953|102621|94265|2017-06-06|2016-09-22
6781611|112753|98623|2018-09-07|2018-10-02
6353952|102619|88673|2017-06-06|2016-09-22
6782731|112763|114407|2018-04-11|2018-04-10
6354937|102617|109202|2017-06-06|2016-04-22
6354939|102626|132498|2017-06-06|2016-09-22
6354938|102623|105950|2017-06-06|2016-09-22
6354719|102618|121376|2017-06-06|2016-09-22
6354898|102568|107009|2017-12-04|9999-09-09
6076070|92554|119779|2015-06-02|2015-06-30
6076140|92563|109378|2015-06-03|1900-01-01
6346171|102438|107879|2016-04-29|2016-04-28
6346343|102433|120521|2017-07-05|2016-03-22
6076084|92544|124781|2014-12-15|2014-12-12
6346329|102439|99285|2018-04-18|2016-03-01
6076262|92470|107207|2016-01-20|2015-12-02
6076265|92473|99635|2015-09-07|2017-11-10
6082159|96283|131144|2013-02-27|1900-01-01
6134088|102068|133111|2018-02-16|2018-04-25
6819220|112549|106000|2017-05-26|2018-05-16
6781576|112721|130673|2018-07-31|2018-04-17
6781615|112744|113320|2018-09-07|2018-10-02
6781582|112734|125329|2018-09-07|2018-10-02
6346224|102164|119412|2017-03-09|2017-10-19
6133830|101911|99512|2018-06-12|2016-03-01
6134847|101900|117158|2018-06-12|2016-03-01
6076320|92383|124418|2015-06-08|1900-01-01
6781458|112605|97256|2017-05-27|2017-04-06
6076316|92379|131916|2015-05-12|2016-05-24
6819226|112573|132083|2019-04-01|2019-04-17
6135404|102016|121162|2017-04-04|2016-04-15
6134793|101985|94043|2016-11-14|2016-11-16
6135116|101915|106233|2018-06-12|2016-03-01
6134223|101912|97896|2018-03-09|2016-03-01
6134056|101909|93019|2018-06-12|2016-03-01
6135822|101930|96778|2017-03-08|2016-02-16
6135775|101908|122258|2018-06-12|2016-03-01
6135810|101906|103794|2014-04-27|2018-04-27
6135555|101901|122249|2018-06-12|2016-03-01
6134791|101937|104325|2018-03-27|2018-04-01
6082136|96260|127486|2016-06-01|2016-07-01
6134421|101904|91932|2018-06-12|2016-03-01
6135553|101899|132681|2018-06-12|2016-03-01
6134198|101898|122170|2018-06-12|2016-03-01
6134504|101897|130221|2018-06-12|2016-03-01
6135987|101903|95850|2018-06-12|2016-03-01
6134866|101902|88377|2018-01-02|2016-03-01
6135741|101933|118423|2018-09-19|2018-09-18
6133854|101914|93652|2018-06-12|2016-03-01
6134868|101913|98032|2018-06-12|2016-03-01
6133829|101910|105045|2018-06-12|2016-03-01
6135678|106641|110205|2018-05-30|2018-05-25
6135734|106647|106777|2015-02-18|2013-10-31
6076430|92341|124605|2019-04-29|2019-04-25
6135691|101757|124936|2018-03-13|2018-02-23
6135447|101712|114466|2016-10-13|2016-10-06
6135231|106651|100676|2013-04-09|2015-04-09
6136341|101800|110956|2016-10-21|2016-10-26
6815720|112398|134193|2018-04-11|2016-09-22
6134925|101713|89716|2016-10-13|2016-10-06
6819135|112438|130944|2017-09-26|2017-09-15
6133711|101711|130651|2016-10-12|2016-12-01
6134335|106633|124643|2015-09-25|2015-09-21
6711260|106452|116168|2017-06-26|2017-06-27
6135750|106655|111108|2013-06-04|2013-07-31
6711187|106411|105142|2018-04-11|2017-04-11
6711490|106406|134555|2017-10-24|2017-06-14
6711228|106403|120065|2017-10-24|2017-06-14
6711028|106402|117688|2017-10-24|2017-06-14
6711198|106400|116288|2017-10-24|2017-06-14
6711431|106395|87994|2016-10-28|2016-10-26
6711288|106398|109595|2017-10-24|2017-06-14
6134923|101569|120143|2016-04-12|2016-05-12
6133755|101438|132707|2016-02-10|2015-12-09
6135482|101437|123160|2017-07-12|2017-09-13
6711261|106394|94988|2016-10-28|2016-10-26
6711448|106428|99382|2017-04-21|2017-01-20
6710906|106412|118124|2018-04-11|2017-04-11
6711465|106404|113617|2017-10-24|2017-06-14
6710958|106393|93873|2016-10-28|2016-10-26
6711405|106301|91161|2016-06-24|2016-10-06
6076911|91906|131851|2015-07-22|2015-07-25
6711462|106282|134460|2018-02-20|2018-02-19
6082356|96139|116285|2016-06-26|2016-06-01
6135472|101526|130398|2017-10-25|2018-04-11
6135938|101444|105260|2016-07-19|2016-07-18
6136236|101439|127514|2016-10-19|2016-10-03
6134263|101441|101622|2016-06-10|2016-09-07
6134428|101472|103447|2016-10-22|2017-07-14
6134541|101443|134038|2016-11-23|2017-05-23
6082573|95821|102338|2016-11-15|2018-04-03
6710893|106151|129249|2018-03-21|2019-01-31
6135348|101419|131861|2017-06-26|2017-06-16
6134809|101418|96731|2017-06-26|2017-06-16
6136197|101373|95745|2019-05-23|2017-06-01
6134248|101358|99290|2016-07-26|2016-07-27
6077110|91653|125490|2014-05-14|2008-10-20
6082690|95727|88768|2017-04-07|2017-03-29
6711363|106025|94735|2017-11-09|2017-11-10
6530064|105842|124622|2018-03-06|2018-06-01
6082580|95828|127449|2012-03-22|2015-10-29
6137032|101334|125175|2017-04-19|2017-02-21
6136649|101333|102822|2017-04-19|2017-02-21
6711265|105997|107050|2017-03-03|2017-03-06
6530055|105835|114487|2018-03-06|2018-06-01
6082775|95640|90270|2017-02-08|2014-02-17
6710998|105946|114557|2017-02-09|2017-02-02
6135571|101195|114879|2019-12-18|2019-11-19
6530067|105869|99591|2018-03-06|2018-06-01
6082658|95777|132348|2018-01-11|2016-12-01
6528485|105736|101394|2017-11-15|2018-02-14
6528540|105724|125757|2017-11-15|2018-02-14
6528255|105696|127831|2016-04-15|2017-02-15
6133907|101193|110390|2019-12-18|2019-11-19
6133774|101187|110302|2017-04-11|2017-04-21
6134142|101194|89249|2019-12-18|2019-11-19
6530049|105858|105316|2018-11-05|2018-11-06
6082679|95716|129799|2019-04-08|2019-04-04
6530059|105848|104266|2018-11-05|2018-11-06
6530072|105871|127076|2018-03-06|2018-06-01
6530057|105859|132050|2018-03-06|2018-06-01
6530077|105836|130276|2018-03-06|2018-06-01
6530044|105833|122775|2018-03-06|2018-06-01
6530076|105863|132449|2019-01-09|2018-06-01
6530032|105849|127306|2018-03-06|2018-06-01
6082774|95639|134078|2017-02-08|2016-11-09
6525233|105579|110518|2017-02-03|2017-02-08
6135867|101081|119924|2018-09-19|2018-09-18
6528511|105737|129515|2017-11-15|2018-02-14
6528490|105735|129675|2017-11-15|2018-02-14
6528516|105734|96319|2017-11-15|2018-02-14
6528495|105739|104255|2017-11-15|2018-02-14
6528497|105732|120729|2017-11-15|2018-02-14
6528483|105731|123404|2017-11-15|2017-02-14
6528480|105730|103904|2017-11-15|2018-02-14
6528472|105725|104157|2017-11-15|2018-02-14
6528519|105733|119256|2017-11-15|2018-02-14
6528494|105728|102518|2017-11-15|2018-02-14
6528527|105721|98166|2017-11-15|2018-02-14
6528556|105740|107034|2017-11-15|2018-02-14
6528470|105722|124356|2017-11-15|2018-02-14
6528531|105741|89922|2017-11-15|2018-02-14
6528471|105738|125227|2017-11-15|2018-02-14
6528517|105729|119957|2017-11-15|2018-02-14
6528552|105723|126794|2017-11-15|2018-02-14
6528544|105727|111859|2017-11-15|2018-02-14
6036306|78118|110786|2015-01-26|1900-01-01
6528526|105726|105103|2017-11-15|2018-02-14
6527552|105659|97805|2016-06-28|2016-03-10
6525242|105603|113240|2017-03-28|2017-03-27
6525224|105584|126466|2016-05-25|2016-06-01
6134340|100933|132901|2015-04-01|2015-04-21
6525249|105602|99257|2019-04-24|2019-04-25
6521202|105495|92821|2018-09-25|2017-10-31
6525226|105586|99323|2017-09-18|2016-05-30
6522042|105532|92368|2017-04-25|2017-04-26
6521203|105502|131274|2018-10-30|2018-10-29
6521020|105479|93370|2017-01-18|2017-01-23
6135329|100919|106146|2015-05-12|2015-05-14
6524668|105558|121644|2018-10-25|2017-02-08
6136845|100838|122815|2015-04-08|2015-04-15
6521054|105472|119670|2017-11-15|2017-11-16
6135032|100831|125493|2015-03-13|2015-04-29
6520376|105431|102887|2017-01-10|2016-11-17
6520075|105424|111551|2017-01-10|2016-11-17
6520139|105405|119505|2019-04-25|9999-09-09
6521019|105478|128427|2017-03-23|2016-02-08
6520271|105429|130523|2017-01-10|2016-11-17
6520135|105427|101224|2017-01-10|2016-11-17
6520286|105366|127813|2019-01-24|2019-01-29
6520381|105341|100893|2018-07-20|2015-05-22
6520339|105315|90635|2016-07-21|2016-05-06
6520174|105434|129892|2017-01-10|2016-11-17
6520132|105428|118739|2017-01-10|2016-11-17
6520317|105414|116234|2016-06-07|2016-12-13
6520266|105368|88265|2019-01-24|2019-01-29
6520073|105367|94121|2019-01-24|2019-01-29
6520078|105365|94226|2019-01-24|2019-01-29
6520946|105459|133040|2018-08-07|9999-09-09
6520366|105438|131476|2017-01-10|2016-11-17
6520197|105437|111674|2017-01-10|2016-11-17
6520394|105436|110053|2017-01-10|2016-11-17
6520090|105435|107720|2017-01-10|2016-11-17
6520086|105433|119277|2017-01-10|2016-11-17
6520425|105412|90392|2016-05-18|2016-02-27
6520160|105432|97597|2017-01-10|2016-11-17
6520357|105430|132884|2017-01-10|2016-11-17
6520070|105402|106571|2019-06-25|9999-09-09
6032407|90339|99222|2014-05-07|2014-05-18
6520080|105331|106700|2016-09-05|1900-01-01
6520351|105401|93391|2019-06-25|9999-09-09
6077828|95120|127590|2018-03-01|2018-05-04
6520209|105392|100381|2016-03-01|2017-03-01
6520192|105369|88887|2019-01-24|2019-01-29
6520201|105370|133368|2019-01-24|2019-01-29
6077885|95105|127721|2015-11-23|2015-11-13
6811731|110046|98338|2017-01-31|2017-02-21
6811805|110044|114627|2017-01-31|2017-02-21
6520117|105316|91737|2019-06-27|9999-09-09
6520310|105313|121872|2016-09-14|2016-05-14
6811775|110024|113525|2017-06-28|2017-06-30
6811695|110047|132432|2017-01-31|2017-02-21
6082853|100087|129154|2016-10-18|2017-01-16
6811798|110045|99223|2017-01-31|2017-02-21
6520318|105289|90786|2016-04-15|2016-02-22
6082929|99988|105269|2018-09-28|2016-09-28
6082885|100119|121866|2016-07-12|2016-07-19
6082852|100086|108993|2016-10-18|2017-01-16
6082854|100088|92636|2016-05-24|2016-04-01
6082916|100078|93956|2015-11-19|2016-05-25
6811785|110043|115042|2017-01-31|2017-02-21
6801581|110022|89369|2017-06-09|2017-07-01
6520260|105271|112234|2016-06-24|2016-07-05
6520265|105293|125819|2016-08-31|2016-03-09
6520314|105250|114026|2017-11-06|2018-05-03
6520183|105247|91124|2018-06-04|9999-09-09
6520383|105214|111842|2016-06-08|2016-06-01
6135433|104974|89210|2017-02-07|2015-12-17
6134901|104958|122267|2017-02-07|2017-09-12
6520402|105201|110403|2018-03-08|2018-06-05
6346236|105102|130965|2017-10-19|2017-09-27
6082930|99989|88228|2018-09-28|2016-09-28
6134477|104979|117948|2017-02-07|2015-12-17
6135936|104976|100899|2017-02-07|2015-12-17
6134131|104969|100314|2017-02-07|2017-09-12
6078405|94770|122690|2017-06-28|2015-05-28
6135808|104980|123877|2017-02-07|2015-12-17
6135188|104982|101464|2017-02-07|2015-12-17
6135349|104975|91671|2017-09-12|2015-12-17
6134179|104967|133756|2017-02-07|2017-09-12
6078403|94768|104853|2015-07-02|2015-06-02
6134391|104876|116072|2015-05-14|2015-10-28
6134834|104977|94291|2017-02-07|2015-12-17
6134814|104972|117953|2017-02-07|2015-12-17
6135871|104970|112244|2017-09-12|2015-12-17
6135442|104968|88565|2017-02-07|2017-09-12
6134397|104981|103551|2017-02-07|2015-12-17
6134863|104978|111508|2017-02-07|2015-12-17
6043569|76383|118868|2011-05-16|2011-03-21
6134691|104973|97156|2017-02-07|2017-09-12
6134231|104965|110626|2017-02-07|2017-09-12
6134871|104963|90400|2017-02-07|2017-09-12
6135129|104957|95693|2017-02-07|2015-12-17
6135156|104961|126885|2017-02-07|2017-09-12
6083151|99876|134716|2016-02-05|2016-01-19
6083164|99889|90432|2016-10-08|2016-11-08
6078646|94692|131927|2017-01-12|2016-10-18
6134049|104887|125926|2018-01-28|2016-01-28
6078602|94648|95458|2018-07-17|2018-07-18
6078572|94618|109535|2018-05-31|2016-01-26
6078573|94619|97867|2018-05-31|1900-01-01
6078698|94471|103849|2015-09-24|2015-06-24
6078699|94472|109231|2015-09-24|2015-06-24
6078703|94476|117460|2015-09-24|2015-06-24
6078700|94473|88693|2015-09-24|2015-06-24
6078505|94548|132450|2017-02-13|2017-02-12
6078697|94470|100399|2015-09-24|2015-06-24
6078702|94475|129355|2015-09-24|2015-06-24
6078704|94477|129890|2015-09-24|2015-06-24
6078701|94474|127001|2015-09-24|2015-06-24
6083451|99535|112654|2016-04-13|2016-02-26
6083446|99530|102233|2016-04-13|2016-02-26
