ACT_NUM_ACTIVO;IMPORTE_TAS_VIGENTE;FECHA_TAS_VIGENTE
6879964;2039.25;2019-08-14
6881026;35599.39;2019-08-21
6878770;61926.31;2019-09-13
6852771;14962.64;2019-09-16
6881344;499814.57;2016-12-30
6881104;9375.00;2019-11-30
6855055;66555.18;2019-07-03
6882589;56981.84;2019-03-26
6855856;1381.62;2019-11-18
6870481;88772.59;2019-04-15
6858699;5351.98;2018-10-18
6860298;8605.59;2017-12-14
6860738;46720.58;2017-12-14
6882458;12397.21;2016-11-17
6858639;25654.74;2019-11-30
6860663;477.96;2019-11-30
6859724;326.11;2019-11-30
6874781;17861.24;2018-09-05
6857503;91587.96;2017-12-29
6865432;4331.44;2017-12-18
6864948;105198.79;2018-12-28
6825514;28774.62;2019-11-30
6862104;26795.07;2019-04-04
6860639;45844.43;2018-02-26
6855078;88551.14;2019-04-26
6854894;93112.62;2019-04-26
6860765;104433.08;2017-12-12
6863392;10310.15;2018-05-02
6864335;42268.12;2019-04-12
6865863;14546.83;2019-04-12
6866092;12299.65;2019-04-12
6866731;12593.90;2019-04-12
6865873;15448.74;2019-04-12
6866733;11094.63;2019-04-12
6880492;132000.00;2016-09-26
6854233;89504.78;2018-05-16
6879874;135000.00;2016-09-26
6853680;39626.44;2018-09-06
6853515;23015.89;2018-11-27
6854099;24237.50;2018-05-05
6853943;24237.50;2018-05-05
6854013;3047.40;2018-03-28
6879486;334431.12;2019-11-26
6878687;77578.17;2019-11-26
6883540;8995.53;2017-12-18
6878845;1747.93;2019-08-14
6879651;2207.64;2019-08-14
6879970;73586.89;2019-08-14
6879571;31747.82;2019-08-21
6880303;26373.29;2019-08-21
6852043;9243.63;2018-08-20
6879779;61926.31;2019-09-13
6852616;16031.40;2019-09-16
6877763;102012.84;2019-09-23
6877973;102012.84;2019-09-23
6854747;66555.18;2019-07-03
6854713;74745.55;2019-07-03
6854749;78067.85;2019-07-03
6949017;3076.18;2018-12-05
6861249;29032.50;2019-05-06
6862447;2292.69;2019-07-04
6868746;61104.96;2019-09-28
6870470;69324.70;2019-04-26
6870947;123680.90;2019-04-26
6866603;65749.20;2017-12-18
6872273;26060.21;2019-03-29
6870320;17619.72;2019-04-15
6871785;74650.80;2018-04-04
6862816;5186.48;2016-12-30
6862822;5186.48;2016-12-30
6865764;6033.79;2016-12-30
6865949;6101.71;2016-12-30
6865953;5491.64;2016-12-30
6870721;58584.40;2019-09-19
6854362;42386.00;2018-06-30
6867219;89149.86;2016-12-30
6849545;160902.24;2018-01-17
6864955;11296.42;2019-04-12
6862306;64469.92;2019-04-12
6877316;130961.00;2017-11-14
6848555;8603.22;2018-01-17
6863920;5491.64;2016-12-30
6885271;42620.29;2017-06-30
6882459;67859.05;2017-11-24
6858836;24062.50;2019-03-25
6859564;24399.38;2019-03-25
6859970;95913.28;2019-04-01
6859972;103988.88;2019-04-01
6858549;48402.88;2019-04-01
6860105;45218.48;2019-04-01
6859974;72859.07;2019-04-01
6859975;72859.07;2019-04-01
6859418;58922.50;2019-09-18
6853363;16950.54;2018-11-27
6853310;24237.50;2018-05-05
6853157;24237.50;2018-05-05
6854278;68127.21;2017-01-09
6884299;85258.56;2019-03-24
6884306;112272.18;2019-03-30
6877838;7028.56;2019-03-15
6877984;24132.60;2019-05-20
6878517;98547.00;2019-11-30
6976506;70513.11;2019-10-31
6883722;92912.24;2018-05-15
6881859;79179.90;2018-05-16
6853574;69546.56;2019-08-23
6853657;17143.70;2018-09-13
6882395;10783.52;2019-03-27
6872295;116916.80;2019-03-26
6875583;609291.54;2019-04-07
6853182;785583.90;2018-10-27
6877644;1082318.90;2018-12-03
6853436;368106.10;2019-08-29
6850669;316299.20;2018-11-18
6862459;37496.42;2019-04-10
6868465;96779.31;2017-12-29
6856491;1268.41;2019-11-18
6856619;2183.33;2019-11-18
6867827;46315.87;2019-04-09
6870453;88772.59;2019-04-15
6884467;1324365.77;2019-10-31
6864773;1840.00;2017-01-03
6864657;49940.00;2017-12-11
6880928;319.52;2016-11-17
6859790;35437.40;2017-11-09
6885270;42620.29;2017-06-30
6857218;56953.45;2019-04-07
6885477;1942.40;2017-10-31
6866288;5093.06;2017-12-18
6874142;135920.70;2017-12-11
6871898;73893.00;2019-03-27
6870601;73893.00;2019-03-27
6870167;73893.00;2019-03-27
6863349;870621.33;2018-12-28
6864628;188995.69;2018-12-28
6825556;36970.40;2019-11-30
6860587;364759.98;2019-06-18
6860590;52248.38;2018-02-26
6861440;104251.68;2018-02-26
6860476;107765.05;2018-02-26
6861555;29032.50;2019-05-06
6855962;4800.30;2019-07-03
6853984;99528.95;2017-01-09
6854318;98518.03;2017-01-09
6854322;128628.38;2017-01-09
7009574;3800.45;2018-10-16
7009580;3800.45;2018-10-16
6869891;129974.11;2019-05-25
7009605;69325.80;2018-10-16
7009581;70992.48;2018-10-16
6860467;2631.74;2019-08-30
6862601;8548.34;2019-08-30
6862502;2421.42;2019-08-30
6862872;428.74;2016-07-01
6863447;43999.00;2016-12-31
6875935;1825113.78;2018-08-29
6873568;76910.89;2019-05-27
6825971;69065.61;2018-04-18
6865245;51531.50;2019-03-13
6877970;10456.92;2017-06-20
6877802;1725.14;2017-06-20
6849579;5050.00;2018-04-20
6859284;38202.92;2018-04-03
6861015;8205.33;2017-12-14
6862576;50142.49;2017-12-18
6872543;88772.59;2019-04-15
6863895;11472.44;2018-05-02
7011875;15724.82;2019-07-08
6865207;34854.92;2017-11-22
6866934;65060.63;2016-11-17
6867623;59341.69;2019-10-17
6866266;57982.72;2019-10-17
6856760;88441.23;2017-12-29
6858171;114444.00;2017-12-29
6867531;57982.72;2019-10-17
6867325;33866.57;2016-11-15
6857950;90447.69;2017-12-29
6869211;101249.06;2017-11-27
6882118;48312.40;2018-10-10
6881727;6110.00;2018-06-30
6855265;1651.71;2019-11-30
6883573;39393.60;2017-12-29
6876398;7855.88;2019-03-15
6881540;241888.93;2018-04-19
6853268;546125.38;2019-03-28
6852913;184186.00;2017-10-25
6882687;5253.12;2018-08-08
6872804;8449.56;2019-03-25
6881800;38619.00;2018-04-17
6874153;80788.80;2019-03-27
6882926;17147.43;2019-10-31
6858671;27771.10;2016-11-18
6858040;506714.11;2019-09-20
6877214;43465.50;2018-09-15
6850671;56250.52;2019-10-23
6863064;3871.28;2019-04-10
7009542;3800.45;2018-10-16
6871067;63295.86;2017-12-29
7009562;68020.34;2018-10-16
6869894;129974.11;2019-05-25
6873543;49554.41;2018-05-02
6862949;44769.90;2016-12-31
6874698;214148.34;2019-08-22
6864349;24730.48;2018-09-19
6949194;830528.88;2019-05-18
6879189;82781.39;2017-06-20
6859098;52131.61;2019-04-10
6849578;100777.40;2017-11-20
6864615;14253.25;2016-11-17
6868676;17619.72;2019-04-15
6869960;17619.72;2019-04-15
6871645;165487.72;2019-10-17
6878007;72424.66;2018-04-24
6875875;476232.58;2018-09-24
6878568;36672.75;2019-08-07
6881542;125747.16;2019-03-27
6883684;93320.70;2018-10-03
6872959;70460.00;2018-03-23
6878144;61188.95;2018-10-03
6878148;61188.95;2018-10-03
6871753;31105.01;2019-09-12
6874456;51616.77;2019-09-12
6874893;13191.11;2019-11-30
6854481;3614.78;2017-11-29
6854831;4484.11;2017-11-29
6851615;3707.55;2017-11-29
6879676;81154.02;2019-11-30
6856556;4624.92;2019-11-18
6855912;4054.65;2019-11-18
6856603;59325.94;2019-11-18
6857138;77333.05;2019-11-18
6855910;3640.40;2019-11-18
6856598;1346.96;2019-11-18
6882840;57858.36;2018-10-05
6850183;16191.74;2017-12-19
6849879;162209.64;2017-12-19
6851191;151480.46;2017-12-19
6853993;6710.55;2019-05-22
6881319;15200.09;2019-04-01
6881457;16571.76;2019-04-01
6879541;50848.06;2017-11-22
6880079;93908.29;2019-11-30
6882176;17455.30;2018-11-24
6858667;41351.00;2019-03-13
6853646;93525.64;2018-05-08
6874928;113645.16;2020-01-22
6850808;1988110.13;2019-04-11
6973951;128029.87;2019-05-20
6881617;52181.86;2017-12-20
6883780;21192.44;2017-12-20
6857548;56751.36;2019-04-10
6858204;53495.39;2019-04-10
6880302;27388.90;2019-08-21
6880113;25446.46;2019-06-12
6859357;90932.80;2017-12-29
6850379;3159.44;2018-01-17
6849087;3439.78;2018-01-17
6848418;138429.45;2018-01-17
6881163;204059.04;2019-04-04
6866055;80174.00;2017-01-09
6876078;25967.10;2019-04-02
6865678;1409.58;2019-10-04
6848110;100102.20;2018-01-17
6859399;304.20;2019-09-17
6874483;7765.85;2019-04-13
6873523;7765.85;2019-04-13
6864683;15246.19;2019-04-12
6874570;31594.00;2019-11-30
6874283;191218.78;2019-03-27
6853432;586952.98;2019-04-11
6935235;1024615.50;2019-11-30
6885567;184778.47;2019-04-15
6876948;7156.25;2019-03-18
6875322;11409.69;2018-10-23
6935679;202781.74;2018-04-13
7004773;5976.98;2019-04-09
6876767;109580.80;2017-07-20
6857998;27244.80;2016-11-18
6853776;2516.50;2018-03-28
6852997;128404.96;2019-09-21
6855829;17143.70;2018-09-13
6871548;26523.71;2019-05-15
6870976;37890.71;2019-05-15
6973235;4509.40;2018-11-09
6871119;26523.71;2019-05-15
6868458;61700.69;2019-09-28
7009408;3800.45;2018-10-16
6858066;115543.38;2018-01-04
6860344;52383.44;2019-11-30
6870957;99908.83;2019-04-15
6862775;3987.57;2019-04-10
6860326;2659.68;2019-11-30
6863506;44468.72;2017-11-22
6865493;38430.83;2017-11-22
6861039;377.56;2019-11-30
6859787;9264.00;2017-11-09
6868050;57982.72;2019-10-17
6868008;56500.00;2019-11-30
6858140;92219.36;2017-12-29
6869011;68077.48;2016-11-15
6864985;81221.50;2019-05-14
6864316;69884.28;2019-05-14
6870087;17619.72;2019-04-15
6870362;17487.56;2019-04-15
6865040;6033.92;2017-11-22
6868689;17619.72;2019-04-15
6869422;18732.13;2019-04-15
6867656;24752.78;2019-03-13
6867019;27874.93;2019-03-13
6866829;24493.95;2019-03-13
6870147;16462.70;2019-04-15
6867030;57529.73;2019-10-17
6866409;57982.72;2019-10-17
6874614;4251.03;2019-03-28
6872744;1377.13;2017-10-23
6870720;58584.40;2019-09-19
6871053;65410.00;2017-10-23
6881471;6110.00;2018-06-30
6880798;6110.00;2018-06-30
6868681;17619.72;2019-04-15
6869514;17619.72;2019-04-15
6863477;41287.30;2017-12-22
6867445;3907.20;2019-05-22
6868400;47635.01;2019-11-30
6867953;46652.89;2019-11-30
6864609;40785.82;2017-10-17
6865792;46835.89;2017-10-17
6861059;52106.85;2017-10-17
6862439;3122.81;2017-10-17
7009546;3800.45;2018-10-16
6867102;67049.00;2017-10-27
6860635;421545.85;2019-06-18
6938572;7873.74;2019-04-03
6856002;71275.62;2018-03-28
6877729;14782.38;2019-10-11
6854375;71445.23;2018-03-28
6855457;67827.60;2018-03-28
6880074;1655.64;2018-08-17
6878104;265456.57;2019-04-01
6966535;989870.89;2018-09-10
6877764;102012.84;2019-09-23
6863316;4165.00;2019-05-24
6877141;11185.21;2019-04-30
6863930;4669.79;2019-10-07
6862548;4669.79;2019-10-07
6862792;7828.28;2019-05-30
6863379;7896.77;2019-05-30
6859358;104791.78;2017-12-29
6859550;5803.77;2017-12-14
6858545;6204.03;2017-12-14
6882418;24546.76;2016-11-17
6859782;2238.48;2019-11-30
6860327;3111.12;2019-11-30
6869964;17619.72;2019-04-15
6869701;17619.72;2019-04-15
6869970;17619.72;2019-04-15
6859477;57307.24;2019-09-18
6866504;4714.67;2017-12-18
6866883;91070.23;2017-12-18
6867378;80326.02;2018-01-02
6864201;1368.50;2017-12-18
6877367;156502.45;2019-10-16
6872129;53406.20;2019-11-22
6876875;57960.00;2019-03-25
6849282;130345.04;2018-12-22
7009508;3800.45;2018-10-16
6856986;119684.11;2019-07-03
6878382;486.00;2018-01-08
6851128;13893.88;2019-09-16
6853592;2488.69;2019-11-13
6877520;79019.13;2017-06-20
6881036;21422.66;2019-06-12
6881616;30274.92;2017-12-20
6876972;76400.00;2019-09-30
6856617;1370.07;2019-11-18
6858692;60608.25;2019-11-18
6853264;4919.75;2019-05-22
6880691;82485.36;2019-11-30
6854632;998.46;2019-07-03
6858012;4876.50;2017-01-10
6859103;118525.25;2017-12-20
6856652;97916.00;2016-07-01
6878239;1318.80;2019-08-07
6878161;5500.00;2016-11-23
6879607;16324.56;2019-03-25
6879075;24399.66;2018-08-28
6879800;15163.01;2016-03-14
6879802;144604.55;2016-03-14
6878229;109744.20;2019-09-23
6879364;102012.84;2019-09-23
6866349;62101.63;2018-05-07
6865543;3750.00;2016-12-22
6870918;29497.55;2019-05-15
6848381;68057.64;2019-04-15
6876619;114634.37;2019-12-31
6866867;4426.94;2019-04-09
6870896;16971.86;2019-10-31
6866443;2266.52;2019-04-09
6867108;3062.75;2019-04-09
6873437;67310.37;2019-03-22
6883263;542447.93;2018-01-18
6948190;86621.00;2017-06-12
6873133;235609.88;2018-04-26
6877774;264839.08;2018-05-31
6881562;516409.94;2019-10-02
6883139;56349.85;2018-10-03
6872089;81649.21;2019-03-23
6879030;58199.17;2018-10-03
6878807;54391.75;2018-10-03
6880055;61188.95;2018-10-03
6878923;195267.00;2018-06-30
6882257;960.96;2017-12-31
6882155;54788.16;2017-12-31
6865813;9190.61;2019-04-12
6860437;6853.88;2019-08-30
6860581;4106.23;2019-08-30
6862149;2984.84;2019-08-30
6854479;7226.92;2017-11-29
6856893;2275.16;2018-03-28
6882106;17261.47;2019-04-01
6856626;96754.00;2019-11-18
6856557;3674.47;2019-11-18
6855916;1799.80;2019-11-18
6863389;154538.63;2019-10-28
6884251;79529.58;2019-05-23
6852612;12825.12;2019-09-16
6852690;14962.64;2019-09-16
6852692;14962.64;2019-09-16
6873817;7765.85;2019-04-13
6874486;7765.85;2019-04-13
6853691;7422.48;2019-05-22
6853391;6851.52;2019-05-22
6853854;7422.48;2019-05-22
6853499;7422.48;2019-05-22
6856183;6851.52;2019-05-22
6883760;54183.30;2020-02-11
6884109;42278.54;2020-02-11
6882308;1610.73;2018-09-26
6883033;1610.73;2018-09-26
6850190;145369.04;2017-12-19
6849144;121653.09;2017-12-19
6863870;7105.55;2017-12-18
6864432;10746.00;2018-05-02
6864112;91394.80;2019-05-14
6869516;158373.76;2019-04-15
6869720;17619.72;2019-04-15
6870085;17619.72;2019-04-15
6863500;4713.12;2017-11-22
6870374;17487.56;2019-04-15
6866726;25380.63;2019-03-13
6865884;32057.69;2019-03-13
6871773;23492.95;2019-04-15
6873351;21209.45;2019-04-15
6934802;12269.21;2016-12-28
6883400;76246.84;2017-11-28
6883869;20821.99;2018-09-26
6885418;91010.58;2019-05-11
6861934;61250.00;2017-03-08
6879043;102012.84;2019-09-23
6856862;2516.50;2018-03-28
6854879;2275.16;2018-03-28
6854506;59942.61;2018-03-28
6876576;1177070.91;2019-07-01
6873335;670076.42;2018-11-13
6873444;129466.60;2015-05-28
6875386;120357.94;2019-12-31
6874359;79767.00;2014-11-06
6880639;151445.11;2016-03-14
6863067;45756.43;2019-04-10
6859312;119344.55;2019-12-31
6851906;52532.01;2019-05-10
6883003;5777.58;2016-12-15
6882813;1774.39;2016-12-15
6879920;48771.49;2019-03-30
6853679;39626.44;2018-09-06
6853467;13366.36;2018-11-27
6854053;65318.05;2017-01-09
6856161;101202.15;2017-01-09
6854129;99689.26;2017-01-09
6854218;215748.25;2019-10-22
6856280;98594.28;2019-05-22
6860378;128334.59;2017-12-20
7009920;4247.96;2018-10-24
7009909;4247.96;2018-10-24
7009952;16017.52;2018-10-24
6872710;26060.21;2019-03-29
6873103;19799.55;2019-03-29
6874041;34086.78;2019-03-29
7015079;25464.07;2019-05-09
7015108;25464.07;2019-05-09
6865209;24493.95;2019-03-13
6858766;59522.44;2019-09-18
6859648;250966.12;2017-10-30
6947709;6118.58;2019-12-31
6948828;70145.57;2019-12-31
6948927;96427.05;2019-12-31
6870184;30955.28;2019-09-18
6864473;779.10;2017-10-17
6863285;2292.69;2019-07-04
6855192;1950.57;2019-10-16
6856096;61128.86;2019-10-16
7007865;49595.28;2019-12-31
6873150;120707.20;2019-09-23
6873446;90044.98;2019-05-28
6877782;19462.86;2019-10-07
6875912;2316.73;2019-04-01
6876315;46278.87;2019-03-22
6825566;366406.56;2019-10-31
6858657;64794.81;2019-05-10
6857847;61813.95;2019-04-10
7007800;82271.00;2018-12-13
6878707;1395642.43;2018-10-31
6877986;1526433.79;2018-09-18
6880091;10769.90;2019-04-17
6876851;99500.00;2019-09-30
6873155;34206.00;2019-12-31
6883272;107514.30;2019-09-06
6877916;88720.32;2018-05-03
7009425;3800.45;2018-10-16
7009431;3800.45;2018-10-16
6883391;10508.32;2020-02-11
6884186;9650.65;2020-02-11
6883759;42152.48;2020-02-11
6884238;71249.63;2020-02-11
6861778;1479.30;2019-12-31
6883398;11726.59;2017-11-28
6882884;12688.74;2017-11-28
6883865;1610.73;2018-09-26
6883834;15137.56;2018-09-26
6876336;9415.00;2017-12-29
6855322;40422.64;2019-11-13
6848428;20127.54;2019-10-31
6852393;676.15;2018-10-22
6863773;4669.79;2019-10-07
6881757;90877.92;2018-10-31
6949440;42410.65;2019-12-20
6880498;13036.37;2016-03-14
6957109;490764.14;2019-02-26
6858194;25892.40;2016-11-18
6853514;13160.01;2018-11-27
6877921;65408.44;2019-04-01
6877943;93295.89;2019-10-23
6854441;3713.40;2018-03-28
6880768;527.50;2019-08-14
6881055;61926.31;2019-09-13
6878978;102012.84;2019-09-23
6882168;58740.28;2019-03-26
6856560;3695.99;2019-11-18
6855785;4104.86;2019-11-18
6856267;4016.99;2019-11-18
6856823;84551.12;2019-11-18
6856621;61142.99;2019-11-18
6857141;79612.71;2019-11-18
6856502;61590.34;2019-11-18
6881135;40683.04;2017-12-20
6858540;5803.77;2017-12-14
6859407;55089.00;2019-12-31
6883082;472.49;2016-11-17
6860667;57512.00;2017-11-09
6861077;47661.80;2017-11-09
6874785;17861.24;2018-09-05
6858169;105078.46;2017-12-29
6858170;104791.78;2017-12-29
6853299;6851.52;2019-05-22
6880505;52094.00;2018-11-05
6882224;56328.38;2019-03-26
6855150;4016.99;2019-11-18
6856264;3902.22;2019-11-18
6880963;34963.67;2018-11-24
6881343;33638.56;2018-11-24
7009381;55455.94;2019-12-26
6884829;21192.44;2017-12-20
6881138;40683.04;2017-12-20
6873969;88678.90;2019-11-30
6948962;7079753.84;2019-10-08
6855633;11188.63;2019-10-03
6873859;6131.00;2018-06-30
6882790;38647.45;2018-10-08
6879559;1747.93;2019-08-14
6880451;63420.59;2019-06-12
6848863;3439.78;2018-01-17
6850376;3451.14;2018-01-17
6849090;169922.82;2018-01-17
6850606;121556.56;2017-12-04
6876347;397101.06;2019-04-02
6877159;25967.10;2019-04-02
6858990;21190.61;2019-09-17
6864781;4669.79;2019-10-07
6858559;56691.25;2019-04-07
6865159;5217.05;2017-12-18
6865482;4258.98;2017-12-18
6880146;94523.90;2018-09-05
6948306;3076.18;2018-12-05
6859857;85074.89;2019-04-14
6860493;28633.90;2019-04-14
6860494;33078.69;2019-04-14
6859860;3174.84;2017-12-11
6861098;10098.81;2019-09-03
6862519;52248.38;2018-02-26
6861930;5771.00;2018-06-30
6861931;5771.00;2018-06-30
6853681;39626.44;2018-09-06
6853149;3983.37;2018-11-27
6854183;98444.50;2017-01-09
7012803;203546.14;2020-01-23
6883020;55992.28;2019-03-30
6853338;2545225.70;2019-04-23
6948790;1216025.62;2019-05-25
6882642;68524.46;2019-12-31
6873314;138060.80;2017-12-29
6861501;15866.53;2019-11-10
6863812;16337.45;2019-11-10
6864783;35089.69;2019-10-07
6862229;6377.05;2019-05-30
6862797;49263.50;2019-05-30
6858166;98466.31;2017-12-29
6882409;80374.84;2018-05-01
6859556;12608.19;2017-12-14
6860341;6604.29;2017-12-14
6882651;12473.65;2016-11-17
6860740;51720.76;2019-11-30
6861025;2238.48;2019-11-30
6860753;2542.32;2019-11-30
6861036;6278.07;2019-11-30
6870364;16151.41;2019-04-15
6865564;5487.56;2017-12-18
6860112;47058.53;2019-09-18
6861411;44606.30;2019-09-18
6858426;144480.51;2018-02-05
6864203;1116.31;2017-12-18
6877983;43066.73;2019-03-15
6882316;336792.15;2019-08-11
6882869;560197.78;2018-11-06
6875064;113260.45;2019-10-13
6874878;49516.23;2019-03-20
6875159;61629.00;2019-11-30
6882726;24573.80;2019-04-22
6876850;32588.07;2019-10-31
6877010;141521.29;2018-11-12
6879218;17269.50;2019-03-26
6851375;108110.00;2019-11-30
6861958;54784.16;2018-05-02
6860900;31431.35;2019-04-10
6867975;62519.65;2017-12-29
7009572;3800.45;2018-10-16
7009617;67633.77;2018-10-16
7008865;8194.19;2018-11-02
7008890;20343.37;2019-10-24
7008843;43087.72;2019-10-24
6850260;17127415.48;2019-09-24
6861766;2070.70;2019-08-30
6862600;9816.13;2019-08-30
6861355;5327.63;2016-12-31
6862943;9750.18;2016-12-31
6973107;99108.00;2019-08-08
6864397;45529.17;2018-09-19
6877329;10247.76;2017-06-20
6876537;10456.92;2017-06-20
6864014;76496.03;2019-09-20
6862702;14253.25;2016-11-17
6875886;10431.74;2019-11-30
6858530;2801.89;2018-09-08
6859208;6204.03;2017-12-14
6858638;25689.28;2019-11-30
6859217;2892.24;2019-11-30
6860320;2607.12;2019-11-30
6860653;2448.00;2019-11-30
6870454;88772.59;2019-04-15
6871266;2514.79;2019-09-30
6861741;2942.99;2019-04-10
6861920;42415.87;2019-04-10
6860347;2751.12;2019-11-30
6860660;2424.96;2019-11-30
6862009;414.07;2019-11-30
6865495;24493.95;2019-03-13
6870148;23492.95;2019-04-15
6879022;62123.75;2018-10-27
6848452;97523.06;2019-10-31
6872952;83535.22;2017-10-23
6871912;103382.45;2017-10-23
6867246;18761.88;2018-10-11
6868255;18668.06;2018-10-11
6869511;17619.72;2019-04-15
6868684;17619.72;2019-04-15
6870084;17619.72;2019-04-15
6869690;17487.56;2019-04-15
6876633;71228.93;2019-10-16
6877037;157290.53;2019-03-24
6856084;5780.54;2019-05-10
6857830;21670.84;2018-10-26
7009753;74578.80;2019-03-30
6857448;59189.08;2018-10-26
6885041;74796.22;2017-11-17
6873345;50596.00;2019-09-24
6878571;5500.00;2016-11-23
6873197;15060.51;2017-10-31
6880437;302787.50;2018-11-05
6880369;105601.63;2016-12-13
6883686;59722.14;2018-10-03
6877900;54391.75;2018-10-03
6875332;59001.87;2018-09-14
6876822;52341.61;2019-03-29
6879367;102012.84;2019-09-23
6852006;943758.25;2019-02-19
6853741;2516.50;2018-03-28
6854016;2516.50;2018-03-28
6855304;32503.16;2019-10-31
6855308;16457.64;2019-10-31
6852477;4222.00;2018-06-30
6874842;11076.70;2019-03-26
6855841;2747.54;2018-11-28
6854098;24237.50;2018-05-05
6851192;190754.62;2017-12-19
6864409;10657.79;2018-05-02
6860791;10395.76;2018-05-02
6861832;641392.70;2018-12-04
6853687;22897.97;2018-11-27
6853156;24237.50;2018-05-05
6853747;99277.04;2017-01-09
6853987;7422.48;2019-05-22
6855751;6851.52;2019-05-22
6856225;57513.33;2019-05-22
6856283;83074.81;2019-05-22
6874216;2858.21;2019-04-21
6879041;58203.57;2018-10-03
6878922;58203.57;2018-10-03
6872323;86324.48;2019-10-02
6871957;65753.00;2019-11-30
6876496;25527.91;2019-11-30
6881420;49307.01;2017-12-27
6934823;74129.21;2018-04-05
6881002;75390.02;2018-09-30
6860704;9342.47;2019-04-12
6862606;4106.23;2019-08-30
6860582;4106.23;2019-08-30
6851603;7226.92;2017-11-29
6854480;9256.92;2017-11-29
6851620;77196.72;2017-11-29
6881362;93469.16;2019-11-30
6880425;70228.69;2019-11-30
6880543;67863.88;2019-11-30
6855151;4422.28;2019-11-18
6856824;52645.48;2019-11-18
6855630;109473.00;2019-11-18
6876281;38707.06;2019-03-13
6857355;3695.99;2019-11-18
6855864;100579.00;2019-11-18
6858694;96469.04;2019-11-18
6862665;51588.00;2018-09-07
6849480;12654.97;2017-12-19
6848580;12935.09;2017-12-19
6849511;3645.24;2017-12-19
6848590;131252.77;2017-12-19
6856497;61748.08;2019-11-18
6883236;4076.60;2019-04-01
6948130;72098.56;2018-09-21
6863448;34577.62;2016-12-31
6859334;325331.11;2019-07-19
6879983;25446.46;2019-06-12
6881572;63420.59;2019-06-12
6881043;35817.47;2019-06-12
6879621;80480.10;2019-03-28
6884990;27998.49;2019-10-31
6876453;100284.36;2019-03-27
6935056;186705.25;2017-03-09
6866287;6505.21;2017-12-18
6865157;4215.50;2017-12-18
6868424;14259.88;2019-12-17
6870975;26523.71;2019-05-15
6871406;26523.71;2019-05-15
6865812;12299.82;2019-04-12
6862869;1662.92;2019-08-30
6949106;111341.95;2019-12-31
6949556;133599.52;2019-12-31
6947871;88178.95;2019-12-31
6948088;64469.58;2019-12-31
6870446;99088.57;2018-01-02
6850793;2966.24;2018-01-17
6864192;5031.88;2017-12-18
6866282;8732.11;2017-12-18
6865154;5221.88;2017-12-18
6862268;16977.70;2019-11-10
6861047;16337.45;2019-11-10
6859742;65910.95;2017-10-30
6947965;6118.58;2019-12-31
6826428;7757.00;2016-11-25
6871897;73893.00;2019-03-27
6826490;8492.85;2019-12-31
6870276;8374.81;2017-10-23
6870178;8748.82;2017-10-23
6867249;18761.88;2018-10-11
6870082;26523.71;2019-05-15
6859439;12272.70;2017-11-20
6863445;45334.00;2017-01-03
6864012;45813.40;2017-01-03
6864656;43550.00;2019-04-01
6863410;43550.00;2019-04-01
6873011;81409.93;2017-12-21
6873272;102445.55;2019-11-30
6865445;6330.00;2019-04-04
6870492;59401.13;2019-09-19
7009489;3800.45;2018-10-16
6856499;84741.95;2019-11-18
6853529;6851.52;2019-05-22
6856235;102245.92;2019-05-22
6854617;3695.99;2019-11-18
6853650;83242.80;2016-10-12
6967292;131875.00;2019-04-02
6882045;21192.44;2017-12-20
6873789;44294.03;2016-01-19
6825917;272047.46;2019-09-02
6859160;4989.60;2019-04-29
6859384;4989.60;2019-04-29
6858203;56751.36;2019-04-10
6858731;116398.93;2017-12-20
6860375;118525.25;2017-12-20
6858795;118525.25;2017-12-20
6884541;95346.47;2017-12-18
6879656;558.57;2019-08-14
6880299;20742.88;2019-08-14
6881040;63420.59;2019-06-12
6860331;409.09;2019-11-30
6857946;4740.00;2016-11-22
6848560;2735.15;2018-01-17
6849787;2780.61;2018-01-17
6849097;178042.72;2018-01-17
6849544;160902.24;2018-01-17
7009622;67633.77;2018-10-16
6874070;74590.25;2017-12-21
6870630;4600.50;2019-09-30
6866106;3500.00;2016-12-22
6866353;2250.00;2016-12-22
6876384;92223.74;2019-03-28
6866862;39723.20;2019-10-10
6872150;20206.73;2018-12-03
6866442;2282.36;2019-04-09
6872991;247642.91;2017-11-29
6865476;4258.98;2017-12-18
6866290;4395.85;2017-12-18
6872699;640297.92;2019-09-16
6873737;26060.21;2019-03-29
6882123;80460.49;2018-05-01
6858539;13408.71;2017-12-14
6860338;6604.29;2017-12-14
6860317;52244.64;2019-11-30
6861890;50925.00;2017-11-09
6957117;5600.00;2017-12-01
6849808;138660.52;2018-01-17
6877543;18091.60;2019-11-07
6869161;47635.01;2019-11-30
6867206;4407.89;2019-05-22
6868603;46652.89;2019-11-30
6857730;7150.50;2017-10-30
6859656;57778.72;2019-07-12
6876511;25967.10;2019-04-02
6866020;66309.55;2018-05-07
6877161;85695.70;2016-10-25
6862272;15599.56;2019-11-10
6861505;18139.54;2019-11-10
7014364;4707.12;2019-04-04
6864994;53074.44;2017-12-22
6862989;1201.70;2019-10-31
6866325;14252.58;2019-04-12
6881736;9552.71;2016-11-17
6860195;54550.60;2019-11-30
6860754;2442.24;2019-11-30
6859721;7415.67;2019-11-30
6861037;429.01;2019-11-30
6859788;9264.00;2017-11-09
6859524;46178.53;2019-09-18
6859982;41848.13;2019-09-18
6859929;42329.83;2019-09-18
