ACT_NUM_ACTIVO;IMPORTE_TAS_VIGENTE;FECHA_TAS_VIGENTE
6878935;8499.98;2016-11-23
6879071;16324.56;2019-03-25
6855949;174000.00;2018-09-24
6879327;4026.24;2016-12-30
6880155;92809.30;2019-03-26
6851355;70659.53;2017-11-29
6856858;2275.16;2018-03-28
6856955;2516.50;2018-03-28
6854609;75296.48;2019-07-03
6854544;78159.92;2019-07-03
6881483;5765.76;2017-12-31
6852072;50431.68;2018-10-25
6874768;176340.74;2018-09-12
6868170;64435.34;2017-12-18
6848287;100102.20;2018-01-17
6862614;16248.44;2019-07-31
6826176;7311.77;2016-11-25
6849653;111747.74;2018-01-17
6877938;46503.87;2018-09-03
6878348;19462.86;2019-10-07
6868765;91611.69;2017-12-29
6871332;116156.36;2019-05-25
6869892;129974.11;2019-05-25
6876647;14509.01;2019-05-22
6871813;238547.00;2017-01-25
6935078;238547.00;2017-01-25
6867192;7171.26;2019-04-04
6877936;36905.50;2019-04-05
6878411;49702.94;2017-12-20
6880051;54391.75;2018-10-03
6878914;54391.75;2018-10-03
6878487;36183.42;2016-11-18
6865315;6470.86;2019-07-04
6884216;132363.85;2019-05-05
6858543;5003.25;2017-12-14
6860196;52383.44;2019-11-30
6859220;2238.48;2019-11-30
6858643;2542.32;2019-11-30
6859726;639.78;2019-11-30
6860355;9264.00;2017-11-09
6967284;22251.46;2018-08-14
6856085;5780.54;2019-05-10
6851846;34400.16;2018-08-29
6858274;77544.98;2019-12-17
6857968;117412.65;2019-11-04
6881057;98386.22;2019-03-21
6851667;5631.40;2017-11-29
6852094;5467.26;2017-11-29
6854478;7620.37;2017-11-29
6852097;9483.82;2017-11-29
6852225;5738.29;2017-11-29
6876581;7855.88;2019-03-15
6857583;4082.40;2019-04-29
6878356;27587.94;2019-10-11
6883774;47558.27;2017-12-20
6883779;21192.44;2017-12-20
6881137;40683.04;2017-12-20
6873208;94952.86;2019-04-05
6873071;74277.00;2017-12-28
6879530;8176.40;2016-11-07
6877922;106420.09;2016-12-30
6876966;78009.04;2016-12-30
6876585;148685.64;2017-10-27
6934940;114499.00;2013-01-21
6866146;34514.05;2019-05-22
6866011;45067.54;2019-05-22
6866653;48338.34;2019-05-22
6866852;18761.88;2018-10-11
6869606;1957234.12;2019-05-27
6852044;15394.66;2019-10-21
6855551;814.60;2019-07-03
6854603;1067.40;2019-07-03
6875634;18725.53;2019-09-16
6849471;121711.55;2014-03-27
6867296;14042.58;2019-04-26
6870471;60937.94;2019-04-26
6867218;64836.29;2016-12-30
6862413;68984.06;2016-12-30
6863475;4330.53;2017-11-13
6873967;165527.00;2017-11-23
6874953;30193.80;2016-06-17
6874594;108890.60;2019-11-26
6849527;42548.63;2019-05-10
6880071;100460.06;2017-11-28
6857087;191988.03;2019-11-30
6856793;49596.00;2019-11-30
6885638;7193.20;2017-12-13
6857029;16420.20;2018-10-26
6857701;799.04;2019-11-04
6858222;106089.18;2019-11-04
6852262;7226.92;2017-11-29
6852265;7683.13;2017-11-29
6851606;3497.95;2017-11-29
6852106;3377.69;2017-11-29
6851686;4422.26;2017-11-29
6851687;3346.76;2017-11-29
6876524;18546.66;2019-03-27
6877956;18504.54;2019-10-11
6877733;9342.30;2019-10-11
6882902;21192.44;2017-12-20
6879995;40683.04;2017-12-20
6849279;19379.12;2018-04-14
6881389;93320.70;2018-10-03
6864358;2314073.04;2018-11-15
6874782;17861.24;2018-09-05
6865317;6470.86;2019-07-04
6857254;123254.92;2018-01-04
6858249;113783.42;2018-01-04
6860648;2984.40;2019-11-30
6859719;2542.32;2019-11-30
6967302;41325.22;2019-03-13
7004298;64639.90;2018-08-14
6872695;18835.40;2019-09-16
6869373;93164.24;2019-04-26
6866566;6033.79;2016-12-30
6865767;6101.71;2016-12-30
6866242;93649.59;2016-12-30
6825530;9718.80;2017-11-30
6949607;136310.25;2018-04-10
6881021;5556.96;2019-05-14
6825797;86725.84;2019-03-23
6880010;1680.26;2018-08-17
6878189;27268.48;2018-08-17
6880013;89850.51;2019-04-15
6856877;101130.34;2018-02-21
6857977;66665.48;2018-02-21
6857027;16420.20;2018-10-26
6859137;16420.20;2018-10-26
6857826;1198.56;2019-11-04
7018064;162010.80;2019-11-30
6883813;92695.36;2018-11-05
6851662;7683.13;2017-11-29
6850037;489367.16;2019-12-05
6856419;63224.44;2019-11-30
6884356;113004.78;2018-12-09
6885577;89865.00;2017-11-15
6874863;746466.93;2019-09-30
6870258;73893.00;2019-03-27
6872737;10290.00;2017-10-23
6854439;44530.00;2018-06-30
6869862;10688.47;2017-10-23
6848282;100102.20;2018-01-17
6862609;268564.14;2019-09-17
6863340;4046.49;2016-12-31
6863225;28576.80;2016-12-31
6870113;30307.08;2019-05-15
6870973;26523.71;2019-05-15
6871403;26523.71;2019-05-15
6871703;26523.71;2019-05-15
6872190;81661.15;2019-09-28
6949211;3076.18;2018-12-05
6865801;12594.04;2019-04-12
6864926;10879.33;2019-04-12
6884269;6467.27;2016-12-15
6883173;2729.01;2016-12-15
6879398;45516.54;2019-03-30
6880383;45516.54;2019-03-30
6869872;33133.99;2019-08-21
6869595;128805.29;2018-02-09
6869153;46652.89;2019-11-30
6867869;46652.89;2019-11-30
6867208;3907.20;2019-05-22
6868117;46652.89;2019-11-30
6869321;47477.15;2019-11-30
6870550;43088.33;2017-11-29
6871089;93352.11;2017-11-29
6854792;3947.44;2018-03-28
6855027;80330.80;2018-03-28
6855449;82156.50;2018-03-28
6852229;70659.53;2017-11-29
6873431;52454.52;2019-12-31
6878408;40683.04;2017-12-20
6882065;93243.00;2018-10-03
6877392;61310.65;2016-11-18
6859382;5443.20;2019-04-29
6878176;65288.16;2019-10-11
6878543;36322.86;2019-04-05
6877873;35867.44;2019-04-05
6866206;26852.05;2019-05-22
6850929;46943.60;2019-07-26
6874210;4251.03;2019-03-28
6870831;8978.79;2017-10-23
6872181;89749.18;2017-10-23
6870728;102094.56;2017-11-27
6870001;233855.22;2019-05-27
6854097;114350.08;2018-02-21
6855050;1059.84;2019-07-03
6857340;76898.53;2019-07-03
6949323;126300.00;2019-11-30
6850399;2983.61;2018-01-04
6878187;101024.93;2017-11-28
6856646;106675.45;2019-11-30
6884038;84956.81;2017-11-17
6854956;344852.62;2019-04-20
6878675;37932.88;2016-11-18
6879481;8176.40;2016-11-07
6874992;56672.00;2017-10-25
6881126;100579.15;2020-01-14
6868641;47185.28;2019-11-10
6873128;134618.03;2019-11-25
6849463;20347.20;2017-10-27
6860643;55037.41;2018-02-26
6881678;104230.23;2017-12-09
6862217;17090.17;2019-11-10
6864252;15599.56;2019-11-10
6935742;218946.46;2018-10-23
6935776;14963.50;2019-03-27
6935821;21491.96;2019-03-27
6948890;6118.58;2019-12-31
6948764;6118.58;2019-12-31
6948789;6118.58;2019-12-31
6949580;6118.58;2019-12-31
6868345;43557.64;2019-05-22
6869345;29773.22;2019-05-22
6865708;44520.93;2019-05-22
6849310;55102.60;2019-05-10
6859303;14209.23;2017-12-14
6862588;8740.50;2019-04-12
6862534;8157.07;2019-04-12
6864956;8750.99;2019-04-12
6862536;74942.35;2019-04-12
6826113;7199.89;2016-11-25
6859807;1741.19;2017-12-11
6860470;373251.62;2019-06-18
6877136;57238.86;2019-03-29
6864942;57754.64;2019-05-22
6863097;779.10;2017-10-17
6862051;2292.69;2019-07-04
6851371;277263.01;2019-04-23
6874209;4251.03;2019-03-28
6872180;69636.68;2017-10-23
6854437;43594.00;2018-06-30
6870727;100851.85;2017-11-27
6858460;35755.71;2019-04-12
6881337;5365.00;2018-06-30
6863319;281.31;2016-07-01
6870657;26523.71;2019-05-15
6862993;80023.21;2016-11-18
6871404;26523.71;2019-05-15
6948537;3076.18;2018-12-05
6864538;471.89;2019-10-31
6866728;12299.65;2019-04-12
6883008;5777.58;2016-12-15
6869994;122869.52;2018-02-09
6868403;49108.42;2019-11-30
6868549;47635.01;2019-11-30
6868114;46652.89;2019-11-30
6867575;3528.84;2019-05-22
6869547;46178.94;2019-11-30
6869320;46652.89;2019-11-30
6854877;2059.26;2018-03-28
6854443;2059.26;2018-03-28
6855461;24301.81;2019-10-31
6860156;164029.95;2018-09-25
6858289;116398.93;2017-12-20
6882792;100579.15;2020-01-14
6864483;90763.74;2018-01-13
6862884;84945.06;2018-02-26
6935840;19476.17;2019-03-27
6877391;36183.42;2016-11-18
6878625;8176.40;2016-11-07
6879198;8176.40;2016-11-07
6876887;42208.55;2018-09-03
6878241;17645.58;2019-10-11
6867059;46439.50;2019-05-22
6869462;1697617.42;2019-05-27
6857432;40771.53;2019-04-01
6850310;6713.49;2019-03-27
6880964;21322.65;2018-11-24
6857143;758362.80;2018-10-03
6857238;18590.94;2019-10-03
6856630;11188.63;2019-10-03
6878674;150860.48;2016-12-30
6870344;48458.96;2017-10-23
6870835;102632.90;2017-10-23
6858907;35332.30;2019-04-12
6852128;62358.35;2019-11-30
6857756;33129.56;2019-07-12
6850054;122534.59;2018-01-17
6849800;100102.20;2018-01-17
6849732;111747.74;2018-01-17
6870916;29526.23;2019-05-15
6870928;26523.71;2019-05-15
6864391;51531.50;2019-03-13
6867815;65375.34;2019-09-28
6949620;3076.18;2018-12-05
6938651;37946.45;2018-09-14
6947791;75294.56;2019-11-13
6947968;45966.18;2019-03-13
6869348;45054.14;2019-05-22
6883379;7630.84;2018-09-14
6870494;7902.24;2017-10-23
6862030;3318.41;2017-10-17
6861725;2292.69;2019-07-04
6883831;1610.73;2018-09-26
6870595;6273.53;2017-11-29
6883199;79859.16;2017-11-28
6868499;6273.53;2017-11-29
6864526;34522.61;2017-11-22
6880981;156111.08;2019-03-13
6880658;156111.08;2019-03-13
6880660;94196.51;2019-03-13
6881039;25217.69;2019-06-12
6880457;33205.34;2019-06-12
6851962;4656.00;2018-06-30
6878737;9669.18;2019-09-11
6949734;32715.82;2018-09-15
6948699;143239.65;2018-09-28
6854304;81464.80;2018-05-16
6853969;679627.52;2019-11-11
6853694;7422.48;2019-05-22
6853528;5995.08;2019-05-22
6856104;97681.37;2019-05-22
6853939;9124792.04;2016-07-01
6879231;156111.08;2019-03-13
6880987;156111.08;2019-03-13
6878152;2310.85;2018-10-24
6853833;9720.13;2019-11-30
6853401;2123.24;2019-11-30
6854155;69225.32;2018-05-08
6864537;545.16;2019-10-31
6864541;295281.41;2018-11-09
6865872;13381.67;2019-04-12
6884268;5777.58;2016-12-15
6884168;3443.90;2016-12-15
6869992;128805.29;2018-02-09
6867863;47151.09;2019-11-30
6869808;7475.00;2019-07-01
6869409;48473.81;2017-11-29
6870685;69610.52;2017-11-29
6857172;71812.51;2018-03-28
6855447;66216.73;2018-03-28
6855456;58991.14;2018-03-28
6855071;28546.93;2016-12-29
6882793;100579.15;2020-01-14
6883183;773.92;2017-12-18
6848624;20946.74;2017-10-27
6860600;21677.70;2019-05-06
6862260;39134.61;2019-05-06
6935731;895.62;2019-03-27
6867576;3689.01;2019-05-22
6869116;43108.17;2019-05-22
6867758;29932.85;2019-05-22
6949553;6118.58;2019-12-31
6874866;416950.00;2018-10-18
6882449;105359.24;2017-12-04
6858636;8205.33;2017-12-14
6872738;7379.13;2017-10-23
6864736;3122.81;2017-10-17
6865018;779.10;2017-10-17
6861986;779.10;2017-10-17
6861063;779.10;2017-10-17
6861993;2292.69;2019-07-04
6882878;6726.39;2018-09-14
6865017;779.10;2017-10-17
6848613;10058.59;2018-03-28
6848526;26956.32;2019-08-08
6868638;5949.99;2017-12-06
6938644;66687.00;2018-09-14
6948911;6118.58;2019-12-31
6949569;6118.58;2019-12-31
6948754;6118.58;2019-12-31
6948822;64030.74;2019-12-31
6949504;61574.54;2019-12-31
6867532;57982.72;2019-10-17
6867040;7800.00;2017-10-24
6869490;47635.01;2019-11-30
6868553;46652.89;2019-11-30
6870521;82949.46;2018-01-02
6850872;74789.68;2018-04-17
6867191;7246.71;2019-04-04
6871807;266938.01;2017-01-25
6882608;18369.47;2016-11-17
6859722;414.07;2019-11-30
6861296;110321.23;2017-01-25
6858167;98466.31;2017-12-29
6857857;105000.00;2018-08-30
6857216;58935.24;2019-04-07
6858332;58935.24;2019-04-07
6861096;89258.71;2017-12-11
6860829;5771.00;2018-06-30
6861929;5771.00;2018-06-30
6848313;6753.75;2018-01-17
6867090;3500.00;2016-12-22
6851741;101157.70;2018-01-17
6866112;1500.00;2016-12-22
6855860;61748.08;2019-11-18
6876489;966.75;2018-09-16
6877499;53653.25;2018-04-24
6857704;88521.55;2019-12-17
6857525;59535.00;2019-11-04
6885263;61518.41;2018-04-04
6935911;106749.50;2019-08-26
6825912;2679.53;2019-04-03
6854810;17131.00;2019-11-04
6856987;111481.82;2019-07-03
6854409;1299.78;2019-07-03
6854633;932.06;2019-07-03
6880907;42130.47;2017-12-04
6878500;19170.42;2019-10-07
6879325;7714.96;2019-03-13
6878793;4026.24;2016-12-30
6852328;925362.40;2019-11-30
6881874;90437.77;2017-12-27
6867682;29918.43;2019-05-22
6867929;12280.53;2019-09-16
6866819;26852.05;2019-05-22
6866950;948.18;2017-12-18
6866507;1216.01;2017-12-18
6865892;580039.66;2018-01-08
6858130;36079.29;2019-07-12
6858134;39160.07;2019-07-12
6871596;236258.26;2017-01-25
6870242;236152.04;2017-01-25
6869365;17619.72;2019-04-15
6868683;17619.72;2019-04-15
6868893;17619.72;2019-04-15
6869420;17487.56;2019-04-15
6869734;17619.72;2019-04-15
6861148;32077.07;2019-09-18
6880760;128260.80;2019-10-05
6869881;67059.06;2017-12-29
6871447;63974.00;2017-12-29
6871333;116156.36;2019-05-25
6825250;8839.15;2019-03-26
6871191;81611.62;2019-05-25
6871165;412959.14;2019-12-31
6850338;11457.34;2019-11-10
6848097;8035.83;2019-11-10
6869258;6273.53;2017-11-29
6825924;626809.30;2019-09-02
6877869;9342.30;2019-10-11
6880100;40683.04;2017-12-20
6854207;676750.72;2019-10-21
6878911;54391.75;2018-10-03
6878819;91975.64;2018-10-03
6878820;61188.95;2018-10-03
6878676;8176.40;2016-11-07
6865251;140688.02;2018-01-08
6876044;3423.87;2019-03-19
6858632;9005.85;2017-12-14
6858541;7004.55;2017-12-14
6859669;49033.48;2017-12-14
6861026;2280.24;2019-11-30
6861033;2868.48;2019-11-30
6967250;10152.86;2018-08-14
6967291;325312.03;2019-03-13
7004308;113005.23;2018-08-14
7004318;64639.90;2018-08-14
7005311;2175236.20;2019-03-13
7005341;1622640.13;2019-03-13
6874515;18776.73;2019-09-16
6875021;18890.94;2019-09-16
6874520;18725.53;2019-09-16
6870524;13565.88;2019-04-26
6871248;12514.57;2019-04-26
6869138;100824.59;2019-04-26
6865762;5186.48;2016-12-30
6865948;6101.71;2016-12-30
6866673;5491.64;2016-12-30
6866158;88652.34;2016-12-30
6866335;84441.83;2016-12-30
6859307;7004.55;2017-12-14
6861013;6204.03;2017-12-14
6877881;1620.76;2018-08-17
6879009;34345.14;2018-08-17
6880397;134722.50;2019-04-15
6856126;4113.75;2019-04-10
6880747;156111.08;2019-03-13
6852115;11060.29;2018-04-12
6879294;132380.00;2018-09-13
6856346;107528.39;2018-02-21
6857442;52810.95;2019-05-10
6855775;1398.32;2019-11-04
6857308;59667.84;2019-12-17
6882277;56774.35;2019-11-30
6854475;5715.88;2017-11-29
6851624;78248.16;2017-11-29
6877794;17516.29;2019-03-27
6877730;17645.58;2019-10-11
6878544;35867.44;2019-04-05
6873432;112399.39;2019-03-14
6879514;40683.04;2017-12-20
6877828;72151.69;2016-12-30
6876582;7250.00;2018-06-06
6876124;55455.90;2018-05-04
6871640;21777.20;2019-09-24
6878243;9342.30;2019-10-11
6878887;65288.16;2019-10-11
6871833;110969.23;2018-10-22
6866005;50213.50;2019-05-22
6866823;37720.16;2019-05-22
6870277;8571.92;2017-10-23
6870834;1213.19;2017-10-23
6870836;110202.44;2017-10-23
6869604;899875.17;2019-05-27
6848647;6753.75;2018-01-17
6872903;190124.00;2017-12-29
6935000;160797.35;2014-08-18
6957154;319294.03;2018-09-16
6878934;6684.88;2018-11-24
6880358;1589.31;2018-08-17
6855010;49671.83;2019-10-21
6884358;118077.75;2017-10-27
6883293;153091.93;2016-10-25
6872946;7818.85;2017-10-23
6870338;7902.24;2017-10-23
6869210;59401.13;2019-09-19
6858935;35755.71;2019-04-12
6880795;49388.82;2018-10-10
6880796;87001.28;2018-10-10
6881473;6110.00;2018-06-30
6871377;220500.00;2019-11-30
6863722;91915.74;2019-09-18
6849645;100102.20;2018-01-17
6862166;44416.92;2016-12-31
6869681;30783.41;2019-05-15
6871401;26523.71;2019-05-15
6867515;61739.10;2019-09-28
6949255;3076.18;2018-12-05
6865806;14357.50;2019-04-12
6864344;14790.05;2019-04-12
6864346;10776.35;2019-04-12
6883227;1778.67;2016-12-15
6869942;31357.89;2019-08-21
6935096;66248.05;2017-03-23
6868358;47635.01;2019-11-30
6867875;46652.89;2019-11-30
6871202;45091.67;2017-11-29
6854999;68081.99;2018-03-28
6854450;41366.54;2018-03-28
6854980;72189.41;2018-03-28
6855066;69240.75;2018-03-28
6859059;116398.93;2017-12-20
6859256;118525.25;2017-12-20
6860642;76198.87;2018-02-26
6862261;4351.32;2017-12-31
6862262;60760.00;2017-03-08
6938611;61443.00;2019-11-30
6947870;4893.00;2019-11-13
6947966;75294.56;2019-11-13
6948796;6118.58;2019-12-31
6948050;6118.58;2019-12-31
6868331;43174.48;2019-05-22
6948889;6118.58;2019-12-31
6869121;44068.07;2019-05-22
6865709;34471.11;2019-05-22
6865856;29918.43;2019-05-22
6859553;5803.77;2017-12-14
6825606;14079.95;2017-11-27
6872178;2494.68;2017-10-23
6872950;1292.43;2017-10-23
6865394;3122.81;2017-10-17
6861723;3226.75;2019-07-04
6883397;19405.58;2017-11-28
6882312;31351.90;2018-09-26
6872955;6273.53;2017-11-29
6868900;6273.53;2017-11-29
6860748;2743.20;2019-11-30
6860755;2283.12;2019-11-30
6864525;42527.10;2017-11-22
6881182;156111.08;2019-03-13
6880656;156111.08;2019-03-13
6880657;156111.08;2019-03-13
6880121;33205.34;2019-06-12
6881438;62769.05;2017-12-04
6978618;5489.41;2019-08-14
6853128;537394.44;2019-03-23
6880061;48385.00;2017-11-09
6880342;17966.69;2019-11-30
6869289;47635.01;2019-11-30
6868609;46652.89;2019-11-30
6875463;7765.85;2019-04-13
6875050;87653.23;2019-04-13
6856737;5169.78;2019-07-03
6855957;5634.65;2019-07-03
6854406;54463.73;2019-07-03
6851506;7226.92;2017-11-29
6852099;3796.89;2017-11-29
6851683;4243.58;2017-11-29
6852110;70659.53;2017-11-29
6880986;156111.08;2019-03-13
6880491;156111.08;2019-03-13
6880750;156111.08;2019-03-13
6880755;83684.37;2019-03-13
6876323;83684.37;2019-03-13
6877267;36759.46;2019-08-07
6865752;29918.43;2019-05-22
6867184;34045.37;2019-05-22
6854340;42386.00;2018-06-30
6869913;6273.53;2017-11-29
6868785;6273.53;2017-11-29
6865016;53860.63;2017-10-17
6861062;779.10;2017-10-17
6862099;2292.69;2019-07-04
6863104;2292.69;2019-07-04
6867817;62068.29;2019-09-28
6868935;64721.51;2019-09-28
6868943;5597.14;2017-12-29
6850599;162548.09;2018-01-17
6878624;8176.40;2016-11-07
6863096;2927.24;2017-10-17
6862031;779.10;2017-10-17
6861989;779.10;2017-10-17
6863102;45858.01;2017-10-17
6862139;38951.46;2019-07-04
6863554;216082.80;2018-09-25
6880998;5612.98;2019-10-26
6949246;43051.84;2018-12-05
6865464;4319.00;2017-01-09
6865413;3936.92;2018-10-11
6868611;46652.89;2019-11-30
6870497;37401.48;2019-07-01
6863066;2942.99;2019-04-10
6848603;41668.66;2018-11-16
6864062;78227.84;2019-09-20
6867907;29955.64;2019-08-21
6869996;24757.30;2019-09-18
6870188;817836.36;2019-05-27
6869000;335567.74;2019-05-27
6871911;74952.16;2017-10-23
6872183;18761.88;2018-10-11
6867291;7162.55;2017-12-01
6854606;66384.43;2019-07-03
6883241;8995.53;2017-12-18
6882796;65869.21;2017-12-18
6879652;2265.20;2019-08-14
6880040;46988.66;2019-08-14
6880893;46988.66;2019-08-14
6852596;12825.12;2019-09-16
6853359;16031.40;2019-09-16
6850743;15912.40;2019-10-16
6856990;862699.22;2019-07-03
6855473;54683.02;2019-07-03
6877326;10247.76;2017-06-20
6858670;27982.60;2016-11-18
6870135;12312.87;2019-04-26
6866964;42902.36;2016-11-18
6826454;8390.64;2016-11-25
6848139;6753.75;2018-01-17
6948675;1360.00;2019-04-01
6848062;6753.75;2018-01-17
6856146;10414.11;2018-09-17
6859647;6741.90;2017-10-30
6878690;2344.07;2019-08-14
6879560;2637.52;2019-08-14
6879658;20742.88;2019-08-14
6880228;26542.09;2019-08-21
6875001;57513.92;2016-12-15
6875949;2806.40;2018-11-05
6879040;58203.57;2018-10-03
6882230;75008.18;2019-05-28
6855390;2215.77;2018-04-30
6864253;41959.07;2017-12-18
6863536;5782.73;2019-05-30
6883481;6726.39;2018-09-14
6883377;6726.39;2018-09-14
6878753;106724.12;2019-05-07
7014368;8689.57;2019-04-04
6879183;9000.00;2016-09-27
6861719;2292.69;2019-07-04
6863296;43572.73;2019-07-04
6867106;4426.94;2019-04-09
6867835;11647.94;2019-09-06
6866675;6388.92;2016-12-30
6869590;102770.42;2017-11-27
6866794;64836.29;2016-12-30
6826541;79367.87;2017-12-21
6870944;55544.88;2019-04-26
6869243;6273.53;2017-11-29
6883570;73188.00;2016-12-05
6882444;39579.88;2018-10-10
6881468;39579.88;2018-10-10
6881332;51103.94;2018-10-10
6880628;6110.00;2018-06-30
6862349;6101.71;2016-12-30
6863710;37817.85;2019-03-13
6859353;4740.00;2016-11-22
6858137;4740.00;2016-11-22
6877679;4524.59;2019-03-13
6859356;74321.08;2017-12-29
6862033;779.10;2017-10-17
6862100;2292.69;2019-07-04
6877604;1782.64;2017-06-20
6877611;82138.79;2017-06-20
6851096;101561.04;2018-05-08
6878422;79703.18;2017-06-20
6857553;61275.48;2019-04-10
7015812;74810.60;2019-09-24
6856304;82249.68;2017-11-30
7008960;2065235.10;2018-12-28
6935883;101192.64;2019-08-23
6949267;49707.97;2018-12-05
6866842;5068.51;2017-12-06
6868288;3335.80;2018-04-26
6863875;3207.50;2018-04-26
6875056;146739.75;2019-03-28
6848547;9701.50;2018-01-17
6849777;8456.13;2018-01-17
6852499;65242.00;2015-10-01
6849082;4011.81;2018-01-17
7008886;30996.25;2019-12-31
6873418;362133.79;2019-03-22
6850636;1179645.10;2019-01-31
6877846;10456.92;2017-06-20
6876742;1725.14;2017-06-20
6866692;2500.00;2016-12-22
6857948;90447.69;2017-12-29
6876326;83684.37;2019-03-13
6877465;83684.37;2019-03-13
6949105;50196.01;2019-12-31
6947970;93943.92;2019-12-31
6849243;6753.75;2018-01-17
6872753;31237.33;2019-09-16
6881339;105546.89;2017-12-04
6880632;76061.47;2018-05-01
6860735;6604.29;2017-12-14
6864517;79992.99;2019-05-14
6860192;59301.73;2019-11-30
6883478;101765.00;2018-06-30
6860870;4351.32;2017-12-31
6880214;94196.51;2019-03-13
6877569;83684.37;2019-03-13
6877555;1747.15;2018-10-24
6877171;1747.15;2018-10-24
6876943;1747.15;2018-10-24
6876331;17447.64;2018-10-24
6851601;5672.43;2017-11-29
6851675;6065.88;2017-11-29
6851339;4721.20;2017-11-29
6883680;57328.90;2018-10-03
6856389;84000.23;2017-11-30
6882066;54500.53;2018-10-03
6878806;54391.75;2018-10-03
6879421;73320.08;2018-10-03
6878916;54391.75;2018-10-03
6855538;3609.84;2019-12-17
6950519;230807.38;2017-12-29
6853557;84135.21;2016-12-30
6878074;1725.14;2017-06-20
6877851;1782.64;2017-06-20
6876806;2436.40;2017-06-20
6879235;156111.08;2019-03-13
6879241;83684.37;2019-03-13
6880312;39102.19;2019-06-12
6881687;21192.44;2017-12-20
6882532;21192.44;2017-12-20
6854772;1618407.58;2019-10-21
6855257;432488.92;2019-05-20
6825929;2454.74;2019-04-03
6851792;1398745.10;2017-10-30
6881724;52959.46;2018-10-10
6870733;87731.00;2017-10-23
6868970;17619.72;2019-04-15
6868972;16151.41;2019-04-15
6857737;153814.91;2018-02-05
6849101;153160.59;2018-01-17
6862591;9104.10;2019-04-12
6866788;57982.72;2019-10-17
6848552;8462.66;2018-01-17
6850368;7759.89;2018-01-17
6848125;8449.59;2018-01-17
6873958;122348.00;2019-11-30
6866388;60713.16;2019-04-04
6874075;81409.93;2017-12-21
6871770;17619.72;2019-04-15
6872242;17619.72;2019-04-15
6870319;17619.72;2019-04-15
6871784;17619.72;2019-04-15
6872599;17015.40;2018-10-06
6962236;125316.54;2019-03-28
6879010;63864.50;2019-04-15
6877885;85034.93;2019-04-15
6878260;37160.01;2019-09-23
6877887;31510.71;2019-09-23
6881183;156111.08;2019-03-13
6880251;94196.51;2019-03-13
6862192;16977.70;2019-11-10
6865116;39995.02;2017-12-22
6865100;60170.68;2019-05-22
6826150;7383.68;2016-11-25
6869250;6273.53;2017-11-29
6864618;49940.00;2017-12-11
6869910;6273.53;2017-11-29
6858903;3902.78;2016-09-29
6883504;89689.28;2019-03-13
6884156;89689.28;2019-03-13
6884642;80457.80;2019-03-13
6862825;7098.56;2016-12-30
6865771;6388.92;2016-12-30
6865526;5186.48;2016-12-30
6865035;4620.00;2017-11-22
6867017;24493.95;2019-03-13
6867074;24838.50;2019-03-13
6867328;1154.08;2017-12-06
6935802;2458.56;2019-03-27
6864896;46471.44;2019-05-22
6867183;37720.16;2019-05-22
6868863;7216.80;2019-12-17
6880423;70064.70;2019-11-30
6880595;65760.20;2019-11-30
6855854;3688.82;2019-11-18
6856604;77041.65;2019-11-18
6855105;90949.20;2017-11-29
7015158;59717.66;2019-05-09
6879740;94196.51;2019-03-13
6878324;117978.18;2017-12-13
6878337;5500.00;2016-11-23
6878340;9500.02;2016-11-23
6879869;4026.24;2016-12-30
6880565;64971.20;2019-10-23
6879468;97812.00;2018-06-30
6876783;109949.95;2018-11-12
6858385;116398.93;2017-12-20
6882270;38754.89;2018-10-08
6883537;120919.38;2018-10-08
6884539;801.93;2017-12-18
6880651;103129.88;2019-03-25
6874876;64297.03;2019-04-17
6874559;52061.37;2019-04-08
6875158;31766.69;2019-03-20
6948227;92643.01;2018-09-19
6825638;639985.95;2018-09-11
6870114;26523.71;2019-05-15
6871591;42138.77;2019-05-15
6870981;26523.71;2019-05-15
6948226;3076.18;2018-12-05
6868751;77753.52;2019-09-28
6868260;65219.73;2017-12-01
6870457;13283.02;2019-04-26
6870132;11405.44;2019-04-26
6884984;100579.15;2020-01-14
6880034;1777.77;2019-08-14
6879494;527.50;2019-08-14
6880471;25491.95;2018-08-17
6964976;667995.22;2019-08-08
6849958;47732.14;2019-12-31
6876671;1725.14;2017-06-20
6876747;2436.40;2017-06-20
6855866;18590.94;2019-10-03
6863896;11500.97;2018-05-02
6934801;135464.77;2016-12-30
6864644;55893.06;2018-01-16
6862692;66881.20;2017-01-03
6864018;14253.25;2016-11-17
6864066;43550.00;2019-04-01
6877538;1523.36;2019-11-30
6879021;79028.73;2018-10-27
6868647;3464.10;2018-04-26
6949350;3076.18;2018-12-05
6851504;5942.78;2017-11-29
6851676;9814.51;2017-11-29
6877871;35867.44;2019-04-05
6873433;39265.83;2016-05-18
6879036;61188.95;2018-10-03
6879848;8176.40;2016-11-07
6878834;116025.00;2018-04-13
6878928;87327.70;2019-05-28
6855356;2461.97;2018-04-30
6869700;17619.72;2019-04-15
6865565;4714.67;2017-12-18
6867838;71126.64;2018-12-27
6867308;68203.17;2018-12-27
6948145;3076.18;2018-12-05
6948317;3076.18;2018-12-05
6868707;60021.96;2019-09-28
6875292;120600.19;2019-04-13
6870656;44525.90;2019-05-15
6870917;31073.09;2019-05-15
6870882;37890.71;2019-05-15
6871412;26523.71;2019-05-15
6869764;37067.20;2019-10-31
