Mapeo Clase-Activo|
Cód. Activo|Clase
000001-01|
129960|00003900
129961|00003900
129963|00003900
129966|00003900
129972|00003900
129973|00003900
129977|00003900
130012|00003901
130014|00003900
130015|00003900
130017|00003900
130018|00003900
130019|00003900
130021|00003901
130022|00003901
130025|00003900
130035|00003900
130039|00003900
130042|00003900
130058|00003900
130060|00003901
130067|00003900
130069|00003900
130095|00003900
130104|00003900
130105|00003900
130106|00003900
130107|00003900
130108|00003900
130109|00003900
130110|00003900
130111|00003900
130112|00003900
130113|00003900
130114|00003900
130115|00003900
130116|00003900
130117|00003900
130118|00003900
130119|00003900
130120|00003900
130121|00003900
130122|00003900
130123|00003900
130124|00003900
130125|00003900
130126|00003900
130136|00003900
130141|00003900
130143|00003900
130145|00003900
130148|00003900
130149|00003900
130157|00003900
130160|00003900
130161|00003900
130163|00003900
130170|00003900
130173|00003901
130174|00003900
130181|00003900
130185|00003900
130186|00003900
130190|00003900
130194|00003900
130197|00003900
130212|00003900
130220|00003901
130226|00003900
130227|00003900
130233|00003900
130260|00003900
130262|00003900
130265|00003900
130266|00003900
130267|00003900
130268|00003900
130269|00003900
130270|00003900
130285|00003900
130297|00003901
130304|00003900
130322|00003901
130323|00003900
130326|00003900
130359|00003900
130364|00003900
130371|00003900
130412|00003900
130432|00003900
130434|00003900
130435|00003900
130436|00003900
130437|00003900
130438|00003900
130439|00003900
130444|00003900
130486|00003901
130487|00003900
130488|00003901
130492|00003900
130496|00003901
130528|00003900
130529|00003900
130530|00003900
130531|00003900
130532|00003900
130533|00003900
130534|00003900
130535|00003900
130536|00003900
130537|00003900
130538|00003900
130567|00003900
130569|00003900
130574|00003900
130576|00003900
130594|00003901
130597|00003900
130602|00003901
130605|00003900
130651|00003900
130657|00003900
130662|00003900
130664|00003900
130675|00003900
130688|00003900
130691|00003900
130692|00003900
130716|00003901
130719|00003900
130720|00003900
130721|00003900
130722|00003900
130723|00003900
130724|00003900
130725|00003900
130726|00003900
130744|00003900
130754|00003900
130755|00003900
130756|00003900
130757|00003900
130782|00003900
130784|00003900
130785|00003900
130801|00003900
130803|00003900
130805|00003900
130806|00003900
130822|00003900
130828|00003900
130829|00003900
130830|00003900
130839|00003900
130840|00003900
130847|00003901
130862|00003900
130864|00003900
130899|00003900
130901|00003901
130903|00003900
130907|00003900
130908|00003901
130937|00003900
130956|00003900
130957|00003900
130960|00003900
130961|00003900
130962|00003900
130963|00003900
130964|00003900
130965|00003900
130966|00003900
130967|00003900
130968|00003900
130969|00003900
130970|00003900
130971|00003900
130972|00003900
130973|00003900
130974|00003900
130975|00003900
130976|00003900
130978|00003900
130979|00003900
130980|00003900
130982|00003901
130983|00003900
130984|00003900
130987|00003900
130988|00003900
130996|00003300
131002|00003900
131004|00003900
131005|00003900
131007|00003900
131009|00003900
131011|00003900
131023|00003900
131029|00003900
131038|00003900
131101|00003900
131123|00003900
131127|00003901
131130|00003901
131131|00003900
131220|00003900
131221|00003900
131222|00003900
131223|00003900
131224|00003900
131225|00003900
131226|00003900
131238|00003900
131242|00003900
131243|00003900
131247|00003900
131270|00003900
131272|00003901
131273|00003900
131274|00003900
131285|00003900
131286|00003900
131287|00003900
131290|00003900
131291|00003900
131292|00003900
131294|00003901
131329|00003900
131330|00003900
131331|00003900
131332|00003900
131333|00003900
131334|00003900
131335|00003900
131336|00003900
131337|00003900
131338|00003900
131339|00003900
131340|00003900
131341|00003900
131342|00003900
131343|00003900
131344|00003900
131345|00003900
131346|00003900
131347|00003900
131348|00003900
131349|00003900
131350|00003900
131351|00003900
131356|00003900
131357|00003900
131359|00003900
131364|00003901
131425|00003900
131427|00003900
131428|00003900
131430|00003900
131434|00003901
131442|00003900
131443|00003900
131444|00003900
131445|00003900
131446|00003900
131447|00003900
131448|00003900
131461|00003901
131484|00003900
131485|00003900
131486|00003900
131496|00003901
131499|00003900
131503|00003900
131512|00003900
131534|00003900
131535|00003900
131536|00003900
131537|00003900
131538|00003900
131539|00003900
131540|00003900
131541|00003900
131542|00003900
131543|00003900
131544|00003900
131545|00003900
131546|00003900
131547|00003900
131548|00003900
131549|00003900
131550|00003900
131551|00003900
131552|00003900
131582|00003900
131583|00003900
131585|00003900
131589|00003900
131590|00003900
131592|00003901
131595|00003900
131631|00003900
131632|00003901
131633|00003900
131635|00003900
131636|00003900
131638|00003900
131639|00003900
131640|00003900
131641|00003900
131642|00003900
131643|00003900
131644|00003900
131645|00003900
131646|00003900
131647|00003900
131648|00003900
131650|00003900
131651|00003901
131654|00003900
131666|00003900
131677|00003900
131678|00003900
131680|00003900
131681|00003901
131682|00003900
131683|00003900
131710|00003900
131711|00003901
131712|00003900
131715|00003901
131725|00003900
131727|00003901
131728|00003900
131729|00003901
131738|00003900
131739|00003900
131740|00003900
131741|00003900
131742|00003900
131743|00003900
131744|00003900
131745|00003900
131746|00003900
131747|00003900
131748|00003900
131749|00003900
131750|00003900
131751|00003900
131752|00003900
131753|00003900
131754|00003900
131755|00003900
131781|00003900
131783|00003900
131784|00003900
131785|00003900
131787|00003900
131814|00003901
131816|00003901
131818|00003900
131820|00003901
131843|00003900
131845|00003900
131846|00003900
131871|00003901
131877|00003900
131889|00003901
131895|00003900
131896|00003900
131900|00003900
131901|00003900
131902|00003901
131903|00003900
131905|00003901
131906|00003900
131907|00003900
131909|00003901
131933|00003900
131934|00003900
131938|00003900
131940|00003900
131942|00003900
131944|00003900
131953|00003900
131954|00003900
131958|00003900
131965|00003900
131970|00003900
131989|00003901
132019|00003900
132021|00003900
132036|00003900
132037|00003900
132038|00003900
132039|00003900
132040|00003900
132091|00003900
132097|00003900
132099|00003900
132101|00003900
132112|00003900
132113|00003900
132116|00003900
132118|00003900
132137|00003900
132138|00003900
132139|00003900
132140|00003900
132141|00003900
132142|00003900
132143|00003900
132144|00003900
132145|00003900
132146|00003900
132147|00003900
132165|00003901
132174|00003901
132183|00003900
132185|00003900
132187|00003900
132191|00003900
132195|00003901
132199|00003901
132214|00003900
132216|00003901
132218|00003900
132233|00003900
132234|00003900
132265|00003900
132272|00003900
132285|00003900
132286|00003900
132287|00003900
132288|00003900
132289|00003900
132290|00003900
132325|00003901
132329|00003901
132346|00003900
132347|00003901
132351|00003900
132352|00003900
132354|00003900
132355|00003900
132364|00003900
132376|00003900
132377|00003900
132378|00003900
132388|00003901
132396|00003900
132397|00003900
132428|00003900
132432|00003900
132433|00003900
132434|00003900
132435|00003900
132436|00004100
132470|00003900
132474|00003900
132492|00003900
132503|00003900
132504|00003900
132505|00003900
132513|00003900
132514|00003900
132515|00003900
132564|00003900
132566|00003900
132567|00003900
132569|00003900
132570|00003900
132571|00003900
132572|00004100
132574|00003900
132575|00003900
132600|00003900
132604|00003900
132634|00003901
132644|00003900
132645|00003900
132646|00003900
132673|00003900
132722|00003900
132733|00003900
132734|00003900
132736|00003900
132737|00003900
132738|00004100
132739|00004100
132740|00004100
132766|00003900
132775|00003900
132776|00003900
132777|00003900
132799|00003900
132800|00004100
132818|00003900
132834|00003900
132837|00003900
132842|00003900
132856|00003900
132864|00003900
132886|00003900
132895|00003900
132896|00003901
132898|00003900
132917|00003900
132919|00003900
132920|00003900
132921|00003900
132922|00003900
132923|00003900
132924|00003900
132926|00003900
132927|00003900
132928|00003900
132929|00003900
132931|00003900
132932|00003900
132933|00003900
132934|00003900
132935|00003900
132964|00003900
132965|00003900
132966|00003900
132967|00003900
132968|00003900
132971|00003900
132972|00003900
132989|00003900
133003|00003900
133005|00003901
133022|00003900
133023|00003900
133024|00003900
133052|00003900
133053|00003900
133055|00003900
133058|00003900
133061|00003900
133062|00003900
133063|00003900
133064|00003900
133066|00003900
133067|00003900
133068|00003901
133072|00003900
133073|00003900
133074|00003900
133075|00003900
133079|00003900
133080|00003900
133082|00003900
133085|00003900
133086|00003900
133089|00003900
133090|00003900
133091|00003900
133092|00003900
133095|00003900
133101|00003900
133103|00003900
133104|00003900
133125|00003900
133126|00003900
133131|00003900
133132|00003900
133133|00003900
133135|00003900
133138|00003900
133140|00003900
133141|00003900
133146|00003900
133147|00003900
133150|00003900
133158|00003900
133162|00003900
133163|00003900
133164|00003900
133165|00003900
133166|00003900
133167|00003900
133173|00003900
133176|00003900
133178|00003900
133179|00003900
133180|00003900
133182|00003900
133183|00003900
133185|00003900
133187|00003900
133195|00003901
133196|00003900
133200|00003900
133201|00003900
133202|00003900
133203|00003900
133204|00003900
133206|00003900
133210|00003900
133213|00003901
133214|00003900
133216|00003900
133218|00003900
133219|00003901
133220|00003900
133221|00003900
133222|00003900
133223|00003900
133225|00003900
133226|00003900
133228|00003900
133229|00003901
133232|00003900
133233|00003900
133234|00003900
133235|00003900
133236|00003900
133237|00003900
133238|00003901
133239|00003900
133240|00003900
133241|00003900
133246|00003900
133247|00003900
133248|00003900
133249|00003900
133250|00003900
133251|00003900
133252|00003900
133253|00003900
133254|00003900
133255|00004100
133257|00003901
133265|00003900
133268|00003900
133283|00003900
133286|00003901
133294|00003900
133327|00003901
133334|00003900
133342|00003900
133361|00003900
133362|00003900
133366|00003900
133377|00003900
133379|00003900
133381|00003900
133382|00003900
133385|00003900
133389|00003900
133391|00003900
133393|00003900
133395|00003901
133399|00003900
133411|00003900
133445|00003900
133448|00003900
133452|00003900
133470|00003900
133475|00003900
133476|00003900
133481|00003900
133520|00003900
133538|00003900
133555|00003900
133556|00003901
133559|00003900
133561|00003900
133562|00003900
133566|00003900
133568|00003900
133573|00003900
133578|00003900
133579|00003900
133585|00003900
133586|00003900
133589|00003900
133591|00003900
133592|00003900
133593|00003900
133594|00003900
133619|00003900
133621|00003900
133628|00003900
133629|00003900
133646|00003900
133649|00003900
133654|00003900
133660|00003900
133661|00003900
133667|00003900
133668|00003900
133669|00003900
133670|00003900
133671|00003900
133672|00003901
133673|00003900
133677|00003900
133679|00003900
133680|00003900
133826|00003900
133827|00003900
133828|00003900
133829|00003900
133830|00003900
133831|00003900
133832|00003900
133833|00003900
133834|00003900
133835|00003900
133836|00003900
133837|00003900
133880|00003900
133882|00003900
133889|00003900
133892|00003900
133902|00003900
133903|00003900
133904|00003901
133909|00003900
133911|00003900
133914|00003900
133917|00003900
133918|00003901
133919|00003900
133921|00003900
133930|00003900
133934|00003900
133948|00003900
133985|00003900
133987|00003900
133997|00003900
133998|00003900
133999|00003900
134002|00003900
134031|00003900
134032|00003900
134034|00003900
134036|00003900
134038|00003900
134040|00003901
134041|00003900
134042|00003901
134043|00003900
134044|00003900
134045|00003900
134046|00003900
134047|00003900
134048|00003900
134049|00003900
134050|00003900
134051|00003900
134052|00003900
134053|00003900
134063|00003900
134065|00003900
134071|00003900
134072|00003900
134073|00003901
134078|00003900
134080|00003900
134087|00003900
134104|00003900
134107|00003900
134111|00003900
134125|00003900
134131|00003900
134137|00003900
134142|00003900
134147|00003900
134148|00003900
134165|00003900
134167|00003900
134170|00003900
134172|00003900
134176|00003900
134177|00003900
134178|00003900
134179|00003900
134180|00003900
134181|00003900
134182|00003900
134183|00003900
134184|00003900
134185|00003900
134186|00003900
134187|00003900
134188|00003900
134189|00003900
134190|00003900
134191|00003900
134196|00003900
134217|00003900
134219|00003900
134229|00003900
134231|00003900
134233|00003901
134234|00003900
134236|00003900
134238|00003900
134240|00003900
134261|00003900
134262|00003900
134265|00003900
134270|00003900
134273|00003900
134370|00003900
134371|00003900
134373|00003900
134375|00003901
134376|00003900
134377|00003900
134379|00003900
134383|00003900
134384|00003900
134387|00003900
134391|00003900
134392|00003900
134393|00003900
134397|00003901
134408|00003900
134412|00003900
134416|00003900
134423|00003900
134425|00003901
134429|00003901
134430|00003900
134431|00003900
134436|00003900
134437|00003900
134438|00003900
134440|00003901
134441|00003900
134443|00003900
134456|00003900
134458|00003901
134463|00003900
134465|00003900
134488|00003900
134500|00003900
134501|00003900
134502|00003900
134503|00003900
134504|00003900
134577|00003900
134581|00003900
134583|00003900
134586|00003900
134593|00003901
134594|00003900
134595|00003900
134596|00003900
134597|00003900
134598|00003900
134599|00004100
134600|00004100
134601|00004100
134602|00004100
134603|00003900
134604|00003900
134625|00003900
134635|00003900
134651|00003900
134659|00003900
134668|00003900
134678|00003900
134689|00003900
134690|00003900
134692|00003900
134693|00003901
134699|00003900
134701|00003900
134705|00003900
134716|00003900
134742|00003900
134747|00003901
134764|00003901
134780|00003900
134781|00003900
134787|00003901
134793|00003900
134794|00003900
134795|00003900
134796|00003900
134797|00003900
134798|00003900
134799|00003900
134800|00003900
134801|00003900
134802|00003900
134820|00003901
134826|00003900
134939|00003901
134941|00003901
134950|00003900
134972|00003900
134973|00003900
134978|00003900
134979|00003900
134980|00003900
134983|00003900
135014|00003900
135049|00003900
135050|00003900
135051|00003900
135054|00003900
135059|00003900
135064|00003900
135065|00003900
135067|00003901
135068|00003900
135071|00003900
135072|00003900
135073|00003900
135074|00003900
135089|00003900
135090|00003900
135091|00003900
135092|00003900
135093|00003900
135108|00003900
135109|00003900
135112|00003900
135113|00003900
135114|00003900
135115|00003900
135120|00003900
135122|00003901
135124|00003900
135137|00003900
135163|00003900
135164|00003900
135168|00003900
135170|00003900
135171|00003900
135172|00003901
135173|00003900
135174|00003900
135259|00003900
135260|00003900
135261|00003900
135286|00003900
135319|00003900
135346|00004100
135347|00003900
135348|00003900
135349|00003900
135350|00003900
135351|00003900
135352|00003900
135358|00003901
135373|00003900
135379|00003900
135382|00003900
135386|00003901
135397|00003900
135398|00003900
135402|00003901
135404|00003900
135405|00003900
135408|00003901
135415|00003900
135428|00003900
135430|00003900
135431|00003900
135449|00003900
135450|00003901
135480|00003900
135482|00003900
135486|00003900
135488|00003900
135492|00003900
135493|00003900
135494|00003900
135495|00003900
135498|00003900
135501|00003900
135503|00003900
135527|00003900
135533|00003900
135534|00003900
135535|00003900
135536|00003900
135537|00003900
135538|00003900
135540|00003900
135545|00003900
135546|00003900
135547|00003900
135548|00003900
135549|00003900
135550|00003901
135595|00003900
135596|00003900
135598|00003900
135599|00003900
135600|00003900
135601|00003900
135602|00003900
135603|00003900
135604|00003900
135605|00003900
135606|00003900
135607|00003900
135608|00003900
135609|00003900
135610|00003900
135611|00004100
135612|00004100
135613|00003900
135614|00003900
135615|00003900
135616|00003900
135617|00003900
135618|00003900
135619|00003900
135690|00003900
135691|00003900
135692|00003900
135693|00003900
135696|00003900
135721|00003900
135731|00003900
135734|00003900
135736|00003900
135810|00003900
135811|00003900
135812|00003900
135813|00003900
135814|00003900
135815|00003900
135816|00003900
135817|00003900
135818|00003300
135829|00003900
135830|00003900
135831|00003900
135832|00003900
135833|00003900
135839|00003900
135841|00003900
135842|00003900
135845|00003901
135849|00003900
135851|00003900
135852|00003900
135855|00003901
135857|00003900
135859|00003900
135862|00003900
135865|00003900
135866|00003900
135867|00003900
135890|00003900
135894|00003900
135898|00003901
135906|00003900
135908|00003900
135911|00003900
135912|00003900
135913|00003900
135914|00003900
135952|00003900
135953|00003900
135954|00003900
135955|00003900
135956|00003900
135957|00003900
135958|00003900
135979|00003900
136070|00003900
136071|00003900
136072|00003900
136073|00003900
136074|00003900
136075|00004100
136076|00003900
136077|00003900
136078|00003900
136079|00003900
136080|00003900
136081|00003900
136082|00003900
136083|00003900
136084|00003900
136085|00003900
136086|00003900
136087|00003900
136088|00003900
136089|00003900
136090|00003900
136091|00003900
136092|00003900
136093|00003900
136094|00003900
136095|00003900
136096|00003900
136097|00003900
136106|00003901
136114|00003901
136119|00003900
136143|00003901
136163|00003900
136175|00003900
136178|00003900
136179|00003901
136180|00003900
136181|00003901
136182|00003900
136189|00003900
136198|00003900
136199|00003900
136200|00003900
136203|00003901
136204|00003900
136207|00003900
136209|00003900
136210|00003900
136211|00003900
136212|00003900
136213|00003900
136219|00003900
136224|00003900
136230|00003900
136232|00003900
136234|00003900
136235|00003900
136245|00003900
136250|00003900
136253|00003900
136255|00003900
136256|00003900
136257|00004100
136258|00004100
136259|00004100
136260|00004100
136261|00004100
136262|00004100
136263|00004100
136264|00004100
136265|00004100
136266|00003900
136267|00003900
136268|00003900
136269|00003900
136270|00003900
136271|00003900
136272|00003900
136273|00003900
136274|00003900
136275|00003900
136276|00003900
136277|00003900
136278|00003900
136283|00003900
136288|00003900
136290|00003900
136292|00003900
136294|00003900
136297|00003901
136351|00003900
136352|00003900
136376|00003900
136383|00003900
136403|00003900
136411|00003900
136412|00003900
136420|00003900
136421|00003900
136422|00003900
136423|00003900
136424|00003900
136426|00003900
136431|00003901
136432|00003900
136434|00003900
136436|00003900
136441|00003900
136442|00003900
136444|00003901
136445|00003900
136446|00003900
136452|00003900
136459|00003900
136460|00003900
136463|00003900
136466|00003901
136467|00003901
136471|00003900
136476|00003900
136479|00003901
136481|00003900
136484|00003900
136492|00003900
136541|00003901
136543|00003900
136546|00003901
136548|00003900
136549|00003900
136550|00003900
136553|00003900
136556|00003900
136557|00003900
136560|00003900
136562|00003900
136563|00003900
136566|00003900
136567|00003900
136568|00003900
136570|00003900
136572|00003900
136574|00003900
136575|00003900
136576|00003900
136577|00003900
136578|00003900
136609|00003900
136613|00003900
136621|00003900
136623|00003900
136626|00003900
136628|00003900
136655|00003901
136656|00003901
136657|00003901
136658|00003900
136659|00003900
136661|00003900
136664|00003900
136665|00003900
136667|00003901
136668|00003900
136669|00003901
136671|00003900
136674|00003900
136677|00003901
136678|00003900
136688|00003900
136689|00003900
136709|00003900
136711|00003900
136712|00003901
136716|00003900
136718|00003900
136720|00003900
136722|00003900
136723|00003900
136724|00003900
136726|00003900
136727|00003900
136728|00003900
136729|00003900
136730|00003900
136732|00003900
136733|00003900
136734|00003900
136738|00003900
136743|00003900
136748|00003900
136751|00003900
136753|00003900
136759|00003900
136761|00003900
136762|00003900
136763|00003900
136765|00003900
136781|00003900
136787|00003901
136791|00003900
136801|00003900
136802|00003900
136818|00003900
136819|00003900
136820|00003900
136824|00003900
136825|00003900
136828|00003900
136836|00003900
136837|00003900
136839|00003901
136841|00003900
136842|00003901
136843|00003900
136844|00003901
136845|00003900
136854|00003900
136858|00003900
136863|00003900
136945|00003900
136947|00003900
136987|00003900
136989|00003900
136993|00003900
137000|00003900
137012|00003900
137026|00003900
137048|00003900
137052|00003900
137069|00003900
137071|00003900
137079|00003900
137081|00003900
137083|00003900
137106|00003900
137107|00003900
137126|00003900
137135|00003900
137141|00003900
137144|00003900
137146|00003900
137147|00003900
137149|00003900
137150|00003900
137151|00003900
137152|00003900
137210|00003900
137219|00003900
137238|00003900
137271|00003901
137284|00003900
137285|00003900
137295|00003900
137296|00003900
137297|00003900
137298|00003900
137299|00003900
137300|00003900
137301|00003300
137302|00003300
137308|00003900
137323|00003901
137325|00003900
137326|00003900
137328|00003900
137329|00003900
137332|00003900
137333|00003900
137334|00003900
137337|00003900
137339|00003900
137341|00003900
137344|00003900
137365|00003900
137368|00003900
137370|00003900
137376|00003900
137380|00003900
137384|00003900
137411|00003900
137412|00003900
137413|00003900
137414|00003900
137415|00003900
137416|00003900
137417|00003900
137418|00003900
137419|00003900
137420|00003900
137421|00003900
137422|00003900
137423|00003900
137425|00003900
137431|00003900
137432|00003900
137435|00003901
137436|00003900
137437|00003900
137438|00003900
137439|00003900
137447|00003901
137462|00003901
137466|00003900
137483|00003900
137523|00003900
137525|00003900
137526|00003900
137529|00003900
137533|00003901
137534|00003901
137535|00003900
137536|00003900
137537|00003900
137540|00003900
137542|00003900
137544|00003900
137545|00003900
137546|00003900
137547|00003900
137548|00003900
137549|00003900
137550|00003900
137551|00003900
137552|00003900
137553|00003900
137554|00003900
137555|00003900
137556|00003900
137557|00003900
137558|00003900
137559|00003900
137560|00004100
137561|00004100
137562|00003900
137563|00003900
137564|00003900
137565|00003900
137566|00003900
137567|00003900
137568|00003900
137569|00003900
137570|00003900
137571|00003900
137572|00003900
137573|00003900
137574|00003900
137575|00003900
137576|00003900
137577|00003900
137579|00003900
137590|00003900
137591|00003900
137603|00003900
137613|00003900
137620|00003901
137644|00003900
137649|00003900
137651|00003900
137654|00003900
137658|00003900
137660|00003900
137667|00003900
137678|00003901
137700|00003900
137701|00003900
137702|00003900
137703|00003900
137704|00003900
137705|00003900
137706|00003900
137707|00003900
137708|00003900
137709|00003900
137710|00003900
137711|00003900
137712|00003900
137713|00003900
137714|00003900
137731|00003900
137733|00003900
137741|00003901
137756|00003900
137760|00003900
137776|00003901
137777|00003900
137864|00003900
137866|00003900
137868|00003900
137877|00003900
137878|00003900
137899|00003900
137900|00003900
137901|00003900
137904|00003900
137905|00003900
137906|00003900
137907|00003900
137908|00003900
137909|00003900
137910|00003900
137911|00003900
137912|00003900
137913|00003900
137914|00003900
137915|00003900
137916|00003900
137917|00003900
137918|00003900
137919|00003900
137920|00003900
137922|00003900
137926|00003900
137928|00003900
137929|00003900
137930|00003900
137950|00003900
137953|00003900
137963|00003900
137964|00003900
138005|00003901
138010|00003900
138012|00003900
138038|00003900
138048|00003900
138051|00003900
138052|00003900
138053|00003900
138054|00003900
138072|00003901
138085|00003900
138088|00003900
138093|00003900
138108|00003900
138113|00003900
138117|00003901
138118|00003900
138127|00003900
138129|00003900
138139|00003900
138140|00003900
138141|00003900
138142|00003900
138143|00003900
138144|00003900
138145|00003900
138146|00003900
138147|00003900
138148|00003900
138149|00003900
138150|00003900
138151|00003900
138152|00003900
138156|00003900
138161|00003900
138179|00003901
138182|00003901
138185|00003901
138214|00003900
138215|00003900
138217|00003900
138218|00003901
138219|00003901
138220|00003901
138222|00003901
138223|00003900
138224|00003901
138225|00003901
138226|00003901
138227|00003901
138347|00003900
138348|00003900
138361|00003901
138392|00003900
138411|00003900
138417|00003900
138418|00003900
138419|00003900
138420|00003900
138421|00003900
138422|00003900
138423|00003900
138433|00003900
138435|00003900
138436|00003900
138438|00003901
138440|00003900
138446|00003900
138452|00003901
138453|00003900
138471|00003900
138484|00003900
138500|00003900
138507|00003900
138508|00003900
138516|00003900
138517|00003900
138518|00003900
138519|00003900
138520|00003900
138521|00003900
138522|00003900
138523|00003900
138524|00003900
138525|00003900
138526|00003900
138527|00003900
138528|00003900
138529|00003900
138530|00003900
138531|00003900
138532|00003900
138533|00003900
138534|00003900
138535|00003900
138536|00003900
138537|00003900
138538|00003900
138539|00003900
138540|00003900
138541|00003900
138542|00003900
138543|00003900
138544|00003900
138551|00003900
138557|00003900
138558|00003300
138590|00003900
138605|00003900
138606|00003900
138607|00003900
138609|00003900
138615|00003900
138628|00003900
138631|00003900
138632|00003901
138634|00003900
138635|00003900
138685|00003900
138686|00004100
138687|00003900
138688|00003900
138689|00003900
138690|00003900
138691|00003900
138692|00003900
138693|00003900
138694|00003900
138695|00003900
138696|00003900
138697|00003900
138698|00003900
138711|00003900
138715|00003901
138791|00003900
138792|00003900
138793|00003900
138796|00003900
138797|00003900
138807|00003900
138808|00003900
138833|00003900
138839|00003900
138840|00003900
138841|00003901
138842|00003901
138844|00003900
138851|00003900
138882|00003900
138883|00003900
138884|00003900
138885|00003900
138886|00003900
138887|00003900
138888|00003900
138889|00003900
138890|00003900
138891|00003900
138892|00003900
138893|00003900
138894|00003900
138895|00003900
138896|00003900
138897|00003900
138898|00003900
138899|00003900
138900|00003900
138901|00003900
138902|00003900
138903|00003900
138915|00003901
138927|00003900
138929|00003900
138931|00003900
138942|00003900
138946|00003900
138966|00003900
138969|00003900
138976|00003900
138979|00003900
138980|00003900
138981|00003900
138982|00003900
138983|00003900
138984|00003900
138985|00003900
138986|00003900
138987|00003900
138988|00003900
138989|00003900
138990|00003900
138991|00003900
138992|00003900
138993|00003900
138994|00003900
138995|00003900
138996|00003900
138997|00003900
138998|00003900
138999|00003900
139000|00003900
139001|00003900
139002|00003900
139003|00003900
139004|00003900
139005|00003900
139006|00003900
139007|00003900
139008|00003900
139009|00003900
139010|00003900
139011|00003900
139012|00003900
139013|00003900
139014|00003900
139015|00003900
139016|00003900
139017|00003900
139018|00003900
139019|00003900
139020|00003900
139021|00003900
139022|00003900
139023|00003900
139024|00003900
139025|00003900
139026|00003900
139027|00003900
139028|00003900
139029|00004100
139030|00003900
139031|00003900
139035|00003900
139041|00003900
139042|00003900
139043|00003900
139045|00003900
139053|00003900
139058|00003900
139064|00003900
139069|00003900
139095|00003900
139097|00003900
139099|00003900
139109|00003900
139114|00003900
139116|00003900
139117|00003900
139118|00003900
139121|00003900
139128|00003901
139129|00003901
139153|00003900
139154|00003900
139155|00003900
139156|00003900
139157|00003900
139158|00003900
139159|00003900
139160|00003900
139161|00003900
139162|00004100
139163|00004100
139164|00003900
139165|00003900
139166|00003900
139167|00003900
139168|00003900
139169|00003900
139170|00003900
139171|00003900
139172|00003900
139173|00003900
139174|00003900
139175|00003900
139176|00003900
139177|00003900
139178|00003900
139179|00003900
139180|00003900
139181|00003900
139182|00003900
139183|00003900
139184|00003900
139199|00003900
139219|00003901
139224|00003900
139236|00003900
139237|00003900
139240|00003900
139242|00003900
139244|00003900
139246|00003900
139247|00003901
139248|00003900
139258|00003901
139259|00003901
139266|00003900
139317|00003900
139320|00003900
139321|00003900
139322|00003900
139328|00003900
139385|00003900
139395|00003901
139397|00003900
139398|00003900
139399|00003900
139402|00003900
139403|00003900
139418|00003900
139428|00003900
139434|00003900
139439|00003900
139453|00003900
139460|00003901
139465|00003900
139467|00003900
139468|00003300
139469|00003900
139514|00003900
139516|00003900
139519|00003900
139520|00003900
139533|00003900
139538|00003900
139539|00003900
139540|00003900
139541|00003900
139545|00003900
139547|00003900
139548|00003900
139549|00003900
139552|00003901
139572|00003900
139574|00003900
139579|00003900
139581|00003900
139582|00003900
139583|00003900
139584|00003900
139585|00003900
139586|00003900
139587|00003900
139588|00003900
139589|00003900
139590|00003900
139600|00003901
139603|00003900
139605|00003900
139607|00003900
139618|00003900
139624|00003900
139634|00003900
139641|00003900
139643|00003900
139657|00003900
139660|00003900
139667|00003900
139678|00003900
139679|00003900
139682|00003900
139683|00003900
139684|00003900
139685|00003900
139686|00003900
139687|00003900
139688|00003900
139689|00003900
139706|00003900
139707|00003900
139716|00003901
139717|00003900
139718|00003900
139719|00003900
139720|00003900
139721|00003900
139749|00003900
139784|00003901
139786|00003900
139791|00003900
139795|00003900
139803|00003901
139805|00003900
139808|00003901
139809|00003901
139812|00003901
139813|00003900
139814|00003901
139817|00003901
139819|00003901
139822|00003900
139823|00003900
139824|00003900
139825|00003900
139826|00003900
139827|00003900
139828|00003900
139829|00003900
139830|00003900
139831|00003900
139832|00003900
139833|00003901
139834|00003901
139835|00003901
139836|00003901
139837|00003901
139840|00003901
139842|00003901
139843|00003901
139844|00003901
139845|00003900
139846|00003901
139847|00003901
139848|00003901
139852|00003900
139860|00003901
139862|00003901
139866|00003901
139867|00003901
139887|00003900
139895|00003900
139901|00003900
139902|00003900
139908|00003900
139915|00003901
139919|00003900
139920|00003900
139921|00003900
139922|00003900
139923|00003900
139969|00003901
139971|00003900
139974|00003900
139979|00003901
139992|00003900
139994|00003900
140003|00003900
140007|00003900
140009|00003900
140012|00003900
140016|00003900
140031|00003901
140045|00003900
140051|00003900
140059|00003900
140066|00003900
140077|00003900
140078|00003900
140079|00003900
140080|00003900
140081|00003900
140082|00003900
140083|00003900
140084|00003900
140085|00003900
140086|00003900
140087|00003900
140088|00003900
140263|00003900
140265|00003901
140272|00003901
140273|00003900
140274|00003900
140279|00003901
140298|00003900
140299|00003900
140300|00003900
140301|00003900
140302|00003900
140303|00003900
140308|00003900
140353|00003901
140354|00003901
140362|00003900
140385|00003900
140386|00003900
140387|00003900
140388|00003900
140389|00003900
140390|00003900
140391|00003900
140392|00003900
140396|00003901
140402|00003901
140411|00003900
140423|00003901
140424|00003900
140427|00003900
140429|00003900
140443|00003900
140444|00003900
140446|00003901
140454|00003900
140462|00003900
140481|00003901
140483|00003900
140490|00003901
140495|00003901
140496|00003900
140505|00003900
140506|00003900
140520|00003901
140527|00003900
