Mapeo Clase-Activo|
Cód. Activo|Clase
000001-01|
401022|00080000
401023|00080000
401024|00080000
401025|00080000
401026|00080000
401027|00080000
401028|00003900
401029|00003900
401030|00003900
401031|00003900
401032|00003900
401033|00003900
401034|00003900
401035|00003900
401036|00003901
401037|00003901
401038|00003900
401039|00003900
401040|00003900
401041|00003900
401042|00003900
401043|00003900
401045|00003900
401046|00003900
401062|00003901
401063|00003901
401064|00003901
401065|00003900
401066|00003900
401067|00003900
401068|00003900
401069|00003900
401070|00003300
401071|00003300
401072|00003300
401073|00003300
401074|00003900
401075|00003300
401076|00003300
401077|00080000
401078|00003901
401096|00003901
401102|00003901
401106|00003900
401107|00003900
401108|00003900
401109|00003900
401110|00003900
401111|00003900
401112|00003900
401113|00003900
401114|00003900
401115|00003900
401116|00003900
401117|00003900
401118|00003900
401119|00003900
401120|00003900
401121|00003900
401153|00003900
401154|00003900
401155|00003900
401156|00003900
401157|00003900
401158|00003900
401159|00003900
401160|00003900
401161|00003900
401162|00003900
401163|00003900
401164|00003900
401165|00003900
401166|00003900
401167|00003900
401208|00003900
401209|00003900
401210|00003900
401211|00003900
401212|00003900
401213|00003900
401214|00003900
401215|00003900
401216|00003900
401217|00003900
401218|00003900
401219|00003900
401220|00003900
401221|00003900
401222|00003900
401223|00003900
401224|00003900
401225|00003900
401226|00003900
401227|00003900
401228|00003900
401229|00003900
401230|00003900
401231|00003900
401232|00003901
401234|00003901
401235|00003900
401236|00003900
401237|00003900
401238|00003900
401239|00003900
401240|00003900
401241|00003900
401242|00003900
401243|00003900
401244|00003900
401245|00003900
401246|00003900
401247|00003900
401248|00003900
401249|00003900
401250|00003900
401251|00003900
401252|00003900
401253|00003900
401254|00003900
401255|00003900
401256|00003900
401257|00003900
401258|00003901
401275|00003901
401276|00003901
401279|00003901
401280|00003900
401281|00003900
401282|00003900
401283|00003900
401284|00003900
401285|00003900
401286|00003900
401287|00003900
401288|00003900
401289|00003900
401290|00003900
401291|00003900
401292|00003900
401293|00003900
401294|00003900
401295|00003901
401296|00003901
401297|00003901
401300|00003901
401303|00003901
401305|00003901
401306|00003900
401307|00003900
401308|00003900
401309|00003900
401310|00003900
401311|00003900
401312|00003900
401313|00003900
401314|00003900
401315|00003900
401316|00003900
401317|00003900
401318|00003901
401319|00003900
401320|00003900
401321|00003900
401322|00003900
401323|00003900
401324|00003900
401325|00003900
401326|00003900
401327|00003900
401328|00003900
401329|00003900
401330|00003900
401331|00003900
401332|00003900
401333|00003900
401334|00003900
401335|00003900
401336|00003900
401337|00003900
401338|00003900
401339|00003900
401340|00003900
401341|00003900
401342|00003900
401343|00003900
401344|00003900
401345|00003900
401346|00003900
401347|00003900
401348|00003900
401349|00003900
401350|00003900
401351|00003900
401352|00003900
401353|00003900
401354|00003900
401355|00003900
401356|00003900
401357|00003900
401358|00003900
401359|00003900
401360|00003900
401361|00003900
401362|00003900
401363|00003900
401364|00003900
401365|00003900
401366|00003900
401367|00003900
401368|00003900
401369|00003900
401370|00003900
401371|00003900
401372|00003900
401373|00003900
401374|00003900
401375|00003900
401376|00003900
401377|00003900
401378|00003900
401379|00003900
401380|00003900
401381|00003900
401382|00003900
401383|00003901
401384|00003901
401404|00003901
401406|00003901
401411|00003901
401412|00003901
401413|00003900
401414|00003901
401417|00003901
401418|00003900
401419|00003900
401420|00003901
401483|00003901
401485|00003901
401524|00003900
401525|00003901
401527|00003901
401528|00003900
401532|00003901
401533|00003901
401535|00003901
401591|00003901
401596|00003901
401599|00003901
401600|00003901
401602|00003901
401604|00003901
401607|00003901
401608|00003900
401611|00003901
401615|00003900
401616|00003900
401618|00003900
401619|00003901
401620|00003901
401621|00003900
401622|00003901
401625|00003901
401626|00003901
401627|00003900
401628|00003900
401629|00003901
401631|00003900
401632|00003900
401633|00003900
401634|00003901
401635|00003900
401636|00003900
401637|00003900
401638|00003901
401640|00003901
401641|00003900
401642|00003900
401643|00003901
401644|00003900
401645|00003900
401646|00003901
401648|00003901
401649|00003900
401650|00003901
401651|00003901
401654|00080000
401667|00080000
401717|00003900
401718|00003901
401758|00003901
401760|00003901
401761|00003901
401763|00003901
401764|00003901
401765|00003901
401766|00003900
401768|00003900
401769|00003900
401770|00003900
401771|00003900
401772|00003900
401773|00003900
401774|00003900
401775|00003900
401776|00003900
401777|00003900
401778|00003900
401779|00003900
401780|00003900
401781|00003900
401782|00003900
401783|00003900
401784|00003900
401785|00003900
401790|00003900
401791|00003900
401795|00003900
401796|00003900
401797|00003900
401799|00003900
401802|00003900
401807|00003900
401808|00003900
401809|00003900
401810|00003900
401813|00003900
401817|00003900
401819|00003900
401820|00003901
401821|00003901
401822|00003901
401823|00003901
401824|00003901
401825|00003300
401826|00003901
401827|00003300
401828|00003901
401829|00003901
401830|00003300
401831|00003901
401832|00003901
401834|00003300
401836|00003901
401837|00003300
401838|00003901
401839|00003300
401840|00003901
401841|00003901
401843|00003300
401844|00003300
401846|00003901
401847|00003900
401848|00003901
401849|00003900
401850|00003901
401851|00003901
401853|00003900
401854|00003300
401855|00003300
401860|00003300
401861|00003900
401862|00003900
401863|00003300
401864|00003300
401865|00003900
401866|00003900
401867|00003901
401869|00003900
401870|00003300
401871|00003901
401872|00003900
401873|00003900
401874|00003300
401875|00003900
401877|00003901
401880|00003900
401881|00003300
401884|00003900
401885|00003900
401886|00003300
401887|00003900
401888|00003901
401891|00003901
401892|00003900
401893|00003901
401894|00003300
401896|00003900
401897|00003901
401898|00003901
401899|00003900
401900|00003901
401901|00003300
401902|00003900
401903|00003900
401904|00003900
401905|00003900
401906|00003900
401907|00003900
401908|00003900
401909|00003900
401910|00003900
401911|00003901
401912|00003901
401915|00003901
401916|00003901
401917|00003900
401918|00003901
401919|00003901
401920|00003900
401921|00003901
401923|00003901
401924|00003300
401927|00003900
401928|00003901
401929|00003901
401930|00003901
401931|00003901
401932|00003900
401933|00003901
401935|00003900
401936|00003901
401938|00003901
401940|00003901
401941|00003901
401942|00003901
401943|00003900
401945|00003901
401947|00003901
401948|00003900
401949|00003901
401950|00003901
401951|00003900
401954|00003901
401955|00003901
401957|00003901
401958|00003900
401959|00003901
401960|00003901
401963|00003900
401964|00003901
401965|00003901
401967|00003901
401968|00003901
401969|00003901
401971|00003901
401972|00003900
401973|00003901
401975|00003901
401977|00003900
401978|00003901
401979|00003900
401980|00003901
401982|00003901
401983|00003300
401984|00003300
401985|00003900
401988|00003300
401990|00003300
402001|00003901
402002|00003901
402004|00003900
402005|00003900
402006|00003900
402007|00003901
402008|00003901
402009|00003901
402010|00003900
402013|00003900
402014|00003901
402015|00003901
402016|00003901
402017|00003901
402018|00003901
402019|00003901
402020|00003901
402021|00003901
402024|00003900
402026|00003900
402028|00003901
402029|00003900
402030|00003901
402031|00003901
402032|00003901
402033|00003901
402034|00003900
402036|00003901
402037|00003900
402038|00003901
402041|00060000
402042|00003901
402044|00003901
402045|00003901
402047|00003901
402048|00003900
402049|00003901
402050|00003901
402053|00003901
402054|00003900
402058|00003901
402059|00003901
402060|00003901
402061|00003900
402062|00003901
402063|00003901
402065|00003900
402066|00003901
402067|00003900
402068|00003901
402069|00003901
402070|00003900
402072|00003901
402073|00003900
402074|00003900
402076|00003901
402077|00003901
402079|00003900
402080|00003901
402081|00003901
402082|00003901
402085|00003901
402086|00003901
402087|00003901
402088|00003901
402089|00003900
402091|00003900
402093|00003901
402094|00003900
402095|00003900
402096|00003900
402097|00003901
402099|00003900
402100|00003901
402101|00003900
402102|00003900
402104|00003901
402105|00003900
402107|00003900
402108|00003900
402109|00003901
402110|00003900
402111|00003901
402113|00003901
402114|00003901
402115|00003900
402116|00003900
402120|00003900
402121|00003900
402122|00003901
402123|00003901
402124|00003901
402125|00003901
402126|00003900
402128|00003901
402131|00003901
402132|00003900
402133|00003901
402134|00003900
402135|00003901
402136|00003901
402139|00003901
402140|00003901
402142|00003901
402143|00003901
402145|00003901
402146|00003900
402147|00003300
402148|00003901
402149|00003901
402150|00003901
402151|00003900
402152|00003901
402154|00003900
402155|00003901
402157|00003900
402159|00003901
402160|00003901
402161|00003901
402162|00003901
402163|00003901
402164|00003901
402166|00003901
402169|00003900
402171|00003900
402175|00003900
402176|00003900
402177|00003300
402178|00003900
402179|00003901
402180|00003900
402182|00003901
402184|00003300
402185|00003901
402187|00003901
402188|00003901
402189|00003901
402191|00003900
402192|00003901
402195|00003901
402196|00003900
402197|00003901
402198|00003901
402200|00003901
402201|00003901
402203|00003900
402204|00060000
402205|00003901
402206|00003900
402207|00003901
402208|00003900
402209|00003300
402210|00003900
402211|00003901
402212|00003901
402213|00003901
402214|00003300
402215|00003901
402220|00003900
402221|00003901
402222|00003900
402223|00003901
402224|00003901
402225|00003900
402226|00003900
402227|00003300
402228|00003901
402229|00003901
402230|00003901
402231|00003900
402232|00003901
402233|00003901
402234|00003300
402235|00003300
402237|00003900
402238|00003901
402239|00003901
402240|00003900
402241|00003900
402242|00003901
402243|00003901
402244|00003901
402245|00003901
402246|00003901
402248|00003901
402249|00003900
402250|00003901
402252|00003901
402253|00003900
402256|00003900
402257|00003901
402258|00003900
402259|00003901
402261|00003901
402262|00003900
402263|00003901
402264|00003901
402265|00003901
402266|00003900
402267|00003901
402268|00003901
402269|00003901
402270|00003901
402271|00003900
402272|00003901
402273|00003900
402274|00003901
402276|00003900
402277|00003901
402278|00003901
402279|00003900
402280|00003901
402281|00003901
402282|00003900
402283|00003901
402284|00003900
402285|00003900
402286|00003900
402287|00003900
402288|00003900
402289|00003900
402290|00003900
402291|00003900
402292|00003900
402294|00003901
402296|00003900
402297|00003901
402298|00003901
402299|00003900
402302|00003300
402308|00003300
402310|00003300
402312|00003300
402314|00003300
402317|00003901
402318|00003300
402320|00003901
402321|00003901
402322|00003900
402323|00003901
402324|00003901
402325|00003900
402326|00003300
402327|00003900
402328|00003900
402329|00003901
402330|00003901
402332|00003900
402333|00003901
402335|00003901
402336|00003300
402337|00003901
402338|00003900
402342|00003901
402343|00003901
402344|00003901
402346|00003300
402347|00003300
402348|00003901
402350|00003900
402351|00003901
402352|00003901
402354|00003900
402355|00003900
402357|00003901
402358|00003901
402360|00003901
402361|00003901
402362|00003901
402363|00003900
402364|00003901
402365|00003900
402366|00003901
402367|00003900
402368|00003900
402369|00003300
402370|00003900
402371|00003901
402373|00003901
402374|00003300
402375|00003300
402376|00003901
402377|00003900
402378|00003901
402379|00003901
402380|00003901
402381|00003900
402383|00003901
402384|00003901
402385|00003900
402387|00003901
402388|00003900
402389|00003300
402390|00003300
402392|00003901
402393|00003901
402400|00003900
402401|00003901
402403|00003300
402404|00003901
402405|00003901
402406|00003900
402407|00003901
402409|00003900
402411|00003901
402412|00003300
402413|00003901
402414|00003900
402416|00003901
402417|00003901
402419|00003901
402420|00003901
402422|00003901
402423|00003901
402424|00003901
402425|00003900
402426|00003901
402428|00003901
402429|00003901
402430|00003901
402431|00003901
402432|00003901
402433|00100000
402434|00003900
402435|00003901
402436|00003901
402437|00003901
402438|00003901
402440|00003901
402443|00003901
402444|00003901
402445|00003900
402449|00003901
402450|00003901
402451|00003901
402453|00003901
402454|00003901
402455|00003900
402456|00003900
402460|00003901
402461|00003900
402462|00003901
402463|00003901
402464|00003900
402465|00003901
402466|00003900
402468|00003901
402473|00003901
402474|00003901
402475|00003900
402476|00003900
402477|00003901
402478|00003900
402479|00003901
402480|00003901
402482|00003900
402483|00003901
402485|00003901
402486|00003900
402487|00003901
402488|00003900
402489|00003901
402490|00003900
402492|00003900
402493|00003901
402494|00003900
402495|00003901
402497|00003901
402502|00003900
402513|00003901
402514|00003900
402515|00003900
402517|00003901
402518|00003901
402519|00003900
402521|00003900
402522|00003901
402523|00003900
402524|00100000
402525|00003900
402526|00003901
402527|00100000
402528|00003900
402530|00003901
402531|00003901
402532|00003900
402533|00003900
402534|00003901
402536|00003900
402537|00003901
402538|00003900
402539|00003300
402540|00003901
402542|00003901
402543|00003900
402544|00003901
402545|00003900
402548|00003901
402549|00003901
402550|00003900
402551|00003900
402552|00003900
402553|00003300
402554|00003901
402556|00003900
402557|00003901
402558|00003900
402559|00003900
402560|00003900
402562|00003901
402564|00003901
402565|00003900
402566|00003901
402567|00003901
402574|00003900
402575|00003901
402576|00003900
402577|00003900
402578|00003900
402579|00003901
402580|00003901
402581|00003900
402582|00003901
402583|00003901
402584|00003900
402585|00003900
402586|00003900
402587|00003901
402588|00003901
402589|00003901
402590|00003901
402591|00003900
402592|00003901
402595|00003900
402597|00003900
402598|00003901
402599|00003300
402600|00003900
402601|00003900
402602|00003900
402603|00003900
402604|00003900
402605|00003900
402606|00003300
402607|00003300
402609|00003900
402610|00003900
402611|00003300
402613|00003901
402615|00003900
402616|00003901
402617|00003900
402618|00003901
402620|00003300
402621|00003900
402622|00003900
402625|00003300
402626|00003901
402628|00003900
402629|00003900
402630|00003900
402631|00003901
402633|00003901
402634|00003900
402635|00003901
402637|00100000
402640|00003901
402641|00003901
402642|00003901
402643|00003900
402644|00003901
402647|00003901
402648|00003901
402649|00003900
402651|00003900
402652|00003901
402653|00003300
402654|00003300
402655|00003300
402656|00003901
402657|00003900
402659|00003901
402660|00003901
402661|00003900
402663|00003901
402664|00003901
402665|00003901
402667|00003900
402668|00003901
402669|00003900
402670|00003901
402672|00003900
402673|00003900
402674|00003900
402675|00003900
402676|00003900
402677|00003900
402678|00003900
402679|00003900
402680|00003900
402681|00003900
402682|00003900
402683|00003900
402684|00003900
402685|00003900
402686|00003900
402687|00003900
402688|00003900
402689|00003900
402690|00003900
402691|00003900
402692|00003900
402693|00003900
402694|00003900
402695|00003900
402696|00003900
402697|00003900
402698|00003900
402699|00003900
402702|00003901
402703|00003901
402704|00003900
402705|00003901
402706|00003900
402707|00003900
402708|00003901
402709|00003901
402710|00003300
402711|00003300
402712|00003300
402713|00003900
402714|00003901
402718|00003901
402719|00003900
402720|00003900
402722|00003900
402724|00003900
402725|00003901
402726|00003901
402727|00003901
402729|00003901
402730|00003901
402731|00003900
402732|00003901
402733|00003901
402735|00003900
402736|00003901
402739|00003900
402740|00003901
402741|00003901
402742|00003901
402743|00003901
402744|00003900
402748|00003900
402749|00003901
402750|00003900
402751|00003901
402753|00003900
402754|00003900
402755|00003300
402756|00003901
402757|00003900
402758|00003901
402759|00003901
402760|00003900
402761|00003901
402762|00003900
402763|00003901
402764|00003901
402767|00003901
402768|00003901
402769|00003901
402770|00003901
402771|00003900
402772|00003901
402773|00003900
402774|00003900
402777|00003900
402778|00003901
402779|00003901
402780|00003901
402781|00003901
402782|00003901
402783|00003901
402784|00003901
402785|00003901
402786|00003901
402787|00003900
402788|00003901
402791|00003901
402792|00003901
402793|00003900
402795|00003901
402796|00003901
402797|00003901
402798|00003901
402799|00003900
402800|00003900
402801|00003901
402803|00003900
402807|00003900
402808|00003901
402809|00003901
402810|00003300
402811|00003900
402812|00003901
402813|00003901
402814|00003300
402815|00003300
402816|00003901
402817|00003900
402818|00003900
402819|00003900
402820|00003900
402821|00003900
402822|00003900
402823|00003901
402824|00003901
402825|00003901
402826|00003900
402827|00003901
402828|00003900
402829|00003901
402830|00003901
402831|00003900
402832|00003901
402833|00003901
402834|00003900
402835|00003900
402836|00003901
402837|00003901
402838|00003900
402840|00003901
402841|00003900
402843|00003900
402873|00003901
402875|00003900
402876|00003901
402884|00003900
402885|00003901
402887|00003901
402889|00003901
402890|00003901
402891|00003901
402894|00003901
402896|00003901
402897|00003900
402899|00003901
402900|00003900
402901|00003901
402903|00003900
402904|00003901
402905|00003900
402906|00003900
402908|00003901
402910|00003901
402911|00003900
402912|00003901
402913|00003901
402917|00003901
402918|00003901
402919|00003901
402926|00003900
402927|00003901
402928|00003901
402929|00003901
402935|00003901
402936|00003901
402937|00003901
402938|00003901
402939|00003900
402940|00003901
402941|00003900
402942|00003901
402945|00003901
402946|00003900
402947|00003901
402948|00003901
402955|00003901
402956|00003901
402957|00003901
402958|00003901
402959|00003901
402961|00003901
402962|00003901
402969|00003901
402970|00003901
402972|00003900
402973|00003901
402974|00003901
402975|00003901
402976|00080000
402977|00003901
402979|00003901
402980|00003901
402981|00003901
402982|00003901
402983|00003900
402986|00003901
402987|00003901
402988|00003901
402989|00003900
402990|00100000
402991|00003901
402993|00003901
402994|00003300
402995|00003901
402996|00003900
402997|00003900
402998|00003900
402999|00003900
403000|00003900
403001|00003900
403003|00003900
403004|00003901
403007|00003900
403008|00003900
403009|00003900
403010|00003900
403011|00003900
403012|00003900
403013|00003900
403014|00003900
403015|00003900
403016|00003901
403017|00003901
403019|00003900
403020|00003900
403021|00003901
403022|00003900
403023|00003901
403025|00003900
403026|00003901
403027|00003901
403030|00003901
403031|00003900
403033|00003901
403034|00003901
403035|00003900
403036|00003900
403037|00003901
403038|00003900
403039|00003901
403040|00003900
403042|00003901
403043|00003900
403048|00003900
403049|00003901
403050|00003901
403052|00003901
403053|00003900
403054|00003901
403055|00003901
403056|00003900
403057|00003901
403060|00003900
403061|00003900
403062|00003900
403063|00003900
403064|00003900
403065|00003900
403066|00003901
403067|00003900
403068|00003900
403069|00003900
403070|00003900
403071|00003900
403072|00003900
403073|00003900
403074|00003900
403075|00003900
403076|00003900
403077|00003900
403078|00003900
403079|00003900
403080|00003900
403081|00003900
403082|00003900
403083|00003900
403084|00003900
403085|00003900
403086|00003900
403087|00003900
403088|00003900
403089|00003900
403090|00003900
403091|00003900
403092|00003900
403093|00003900
403094|00003900
403095|00003900
403096|00003900
403097|00003900
403098|00003900
403099|00003900
403100|00003900
403101|00003900
403102|00003900
403103|00003900
403104|00003900
403105|00003900
403106|00003900
403107|00003900
403108|00003900
403109|00003900
403110|00003900
403111|00003900
403112|00003900
403113|00003900
403114|00003900
403115|00003900
403116|00003900
403117|00003900
403118|00003900
403119|00003900
403120|00003900
403121|00003900
403122|00003900
403123|00003900
403124|00003900
403125|00003900
403126|00003900
403127|00003900
403128|00003900
403129|00003900
403130|00003900
403131|00003900
403132|00003900
403133|00003900
403134|00003900
403135|00003900
403136|00003900
403137|00003900
403138|00003900
403139|00003900
403140|00003900
403141|00003900
403142|00003900
403143|00003900
403144|00003900
403145|00003900
403146|00003900
403147|00003900
403148|00003900
403149|00003900
403150|00003900
403151|00003901
403153|00003900
403154|00003901
403155|00003901
403156|00003900
403158|00003901
403159|00003901
403161|00003300
403162|00003901
403163|00003901
403164|00003901
403165|00003901
403166|00003901
403167|00003901
403168|00080000
403170|00003901
403172|00003900
403173|00003901
403174|00003901
403175|00003901
403176|00003901
403177|00003900
403178|00003900
403179|00003900
403180|00003900
403181|00003900
403182|00003900
403183|00003900
403184|00003900
403185|00003901
403186|00003901
403188|00003901
403189|00003901
403190|00003900
403193|00003901
403194|00003901
403195|00003900
403196|00003901
403197|00003901
403198|00003900
403200|00003901
403202|00003901
403203|00003900
403204|00003900
403205|00003901
403206|00003901
403207|00003901
403208|00003900
403209|00003900
403210|00003900
403211|00003900
403212|00003900
403213|00003900
403214|00003901
403215|00003901
403222|00003901
403224|00080000
403225|00003901
403226|00003901
403227|00003901
403229|00003900
403230|00003900
403231|00003901
403232|00003901
403233|00003901
403234|00003901
403237|00003901
403239|00003901
403240|00003901
403241|00003901
403242|00003900
403243|00003900
403244|00003901
403245|00003901
403246|00003901
403248|00100000
403250|00003900
403251|00003901
403253|00003900
403254|00003901
403256|00003901
403260|00003900
403261|00003901
403264|00003901
403265|00003900
403268|00003901
403269|00003901
403270|00003901
403271|00003901
403272|00003900
403273|00003901
403275|00100000
403277|00003900
403278|00003901
403279|00003901
403280|00003901
403282|00003901
403283|00003901
403284|00003901
403286|00003901
403287|00003900
403292|00003300
403293|00003300
403294|00003300
403295|00003300
403296|00003300
403297|00003900
403298|00003900
403299|00003901
403301|00100000
403302|00003901
403305|00003901
403306|00003901
403307|00003900
403308|00003901
403309|00003901
403311|00003901
403312|00003901
403313|00003900
403314|00003900
403315|00003900
403316|00003900
403317|00003900
403318|00003900
403319|00003900
403320|00003900
403321|00003900
403322|00003900
403323|00003900
403324|00003900
403325|00003900
403326|00003900
403327|00003900
403328|00003900
403329|00003900
403330|00003900
403331|00003900
403332|00003900
403333|00003900
403334|00003900
403335|00003900
403336|00003900
403337|00003900
403338|00003900
403339|00003900
403340|00003900
403341|00003900
403342|00003900
403343|00003900
403344|00003900
403345|00003900
403346|00003900
403347|00003900
403348|00003900
403349|00003900
403350|00003900
403351|00003900
403352|00003900
403353|00003900
403354|00003900
403355|00003900
403356|00003900
403357|00003901
403359|00003901
403360|00003901
403361|00003901
403362|00003901
403363|00003900
403364|00003901
403365|00003900
403366|00003901
403369|00003901
403370|00003900
403371|00003900
403372|00003901
403373|00003901
403374|00003901
403375|00003900
403376|00003901
403377|00003900
403379|00003901
403381|00003900
403382|00003900
403383|00003900
403384|00003900
403385|00003900
403386|00003900
403387|00003900
403388|00003901
403389|00003901
403390|00003901
403391|00003900
403392|00003901
403393|00003901
403394|00080000
403396|00003900
403399|00003900
403400|00003900
403401|00003900
403402|00003900
403403|00003900
403404|00003900
403405|00003900
403406|00003900
403409|00003900
403411|00003900
403412|00003900
403415|00003901
403416|00003901
403418|00003901
403425|00003900
403426|00003901
403427|00003901
403428|00003901
403430|00003901
403431|00003900
403432|00003901
403434|00003901
403435|00003901
403445|00003901
403446|00003901
403447|00003900
403448|00003901
403449|00003900
403451|00003901
403452|00003901
403453|00003901
403454|00003900
403457|00003901
403458|00003901
403459|00003900
403460|00003900
403461|00003900
403462|00003900
403463|00003900
403464|00003900
403468|00003901
403469|00003901
403470|00003900
403471|00003901
403472|00003901
403473|00003901
403474|00003901
403475|00003900
403476|00003901
403477|00003901
403478|00003901
403480|00003900
403481|00003900
403482|00003901
403483|00003900
403484|00003901
403485|00003901
403486|00003900
403487|00003901
403488|00003900
403489|00003900
403490|00003900
403491|00003900
403492|00003900
403493|00003900
403494|00003900
403497|00003900
403498|00003901
403499|00003901
403500|00003901
403501|00003900
403502|00003900
403503|00003900
403504|00003900
403506|00003901
403507|00003901
403508|00003900
403509|00003901
403510|00003900
403513|00003901
403515|00003901
403519|00003901
403523|00003901
403525|00003900
403527|00003901
403528|00003900
403529|00003900
403530|00003900
403531|00003900
403532|00003900
403533|00003901
403534|00080000
403535|00003901
403536|00003900
403537|00003900
403538|00003900
403539|00003900
403540|00003900
403541|00003900
403542|00003900
403543|00003900
403550|00003901
403552|00003901
403559|00003900
403560|00003901
403561|00003901
403565|00003901
403567|00003901
403570|00003900
403571|00003900
403572|00003900
403573|00003900
403574|00003900
403575|00003900
403577|00003901
403579|00003900
403580|00003900
403582|00003900
403585|00003900
403591|00080000
403592|00003900
403595|00003900
403596|00003900
403597|00080000
403598|00003901
403599|00100000
403600|00003900
403601|00003900
403606|00003900
403609|00003900
403611|00003900
403612|00003900
403614|00003900
403617|00003900
403619|00003900
403621|00003900
403622|00003900
403624|00003900
403625|00003900
403628|00003900
403629|00003900
403630|00003900
403631|00003900
403632|00003900
403633|00003900
403634|00003900
403635|00003900
403636|00003900
403637|00003900
403638|00003900
403640|00003900
403645|00003900
403646|00003900
403647|00003900
403648|00003901
403649|00003900
403650|00003900
403651|00003900
403652|00003901
403654|00003900
403655|00003900
403656|00003900
403657|00003900
403658|00003900
403662|00003901
403663|00003900
403664|00003900
403665|00003900
403667|00003900
403668|00003901
403669|00003900
403671|00003900
403672|00003900
403677|00003900
403678|00003901
403679|00003900
403680|00003900
403681|00003900
403686|00003901
403687|00003900
403688|00003901
403693|00003900
403694|00003900
403695|00003900
403705|00003900
403706|00003900
403707|00003900
403708|00003900
403716|00003900
403717|00003900
403718|00003900
403721|00003900
403722|00003901
403724|00003901
403726|00003900
403727|00003901
403728|00003900
403729|00003900
403732|00003900
403733|00003901
403734|00003900
403735|00003901
403736|00003901
403737|00003900
403738|00003900
403745|00003900
403746|00003901
403747|00003900
403748|00003901
403751|00003900
403752|00003901
403756|00003901
403757|00003900
403761|00003901
403762|00003901
403763|00003900
403764|00003900
403765|00003900
403766|00003900
403767|00003900
403768|00003900
403770|00003900
403777|00080000
403778|00080000
403779|00080000
403780|00080000
403781|00003901
403784|00003901
403785|00003900
403788|00003901
403791|00003900
403792|00080000
403793|00080000
403794|00080000
403795|00080000
403796|00003901
403798|00003901
403799|00003900
403800|00003900
403801|00003900
403802|00003900
403803|00003900
403804|00003900
403805|00003901
403806|00003900
403807|00003901
403808|00003900
403809|00003900
403810|00003900
403811|00003900
403812|00003900
403813|00003900
403814|00003900
403815|00003901
403816|00003900
403823|00080000
403824|00100000
403825|00080000
403826|00080000
403828|00003900
403829|00003901
403831|00003900
403832|00003900
403833|00003900
403834|00003901
403835|00003901
403837|00003900
403838|00003900
403839|00003900
403840|00003901
403842|00003901
403843|00003900
403844|00003900
403846|00003900
403847|00003901
403848|00003901
403849|00003900
403850|00003900
403852|00003901
403853|00003901
403854|00003900
403857|00003900
403858|00003901
403860|00003900
403861|00003900
403862|00003901
403864|00003900
403865|00003901
403867|00003900
403868|00003900
403869|00003901
403870|00003900
403871|00003300
403872|00003901
403873|00003900
403874|00003900
403875|00003900
403877|00003901
403879|00003900
403880|00003901
403885|00003900
403886|00003900
403887|00003900
403889|00003901
403890|00003900
403892|00003900
403893|00003900
403894|00003900
403902|00003900
403903|00003900
403905|00003900
403908|00003900
403909|00003900
403910|00003900
403913|00003900
403915|00003900
403918|00003900
403919|00003900
403920|00003900
403923|00003900
403924|00003900
403926|00003900
403927|00003900
403929|00003900
403930|00003900
403931|00003900
403935|00003900
403936|00003900
403944|00003900
403945|00003900
403946|00003900
403951|00003900
403952|00003900
403953|00003900
403954|00003901
403956|00003900
403957|00003900
403958|00003900
403959|00003901
403962|00003900
403964|00003901
403969|00003900
403970|00003900
403971|00003900
403972|00003900
403973|00003900
403974|00003901
403975|00003300
403976|00003900
403977|00003900
403979|00003900
403982|00003900
403983|00003900
403984|00003900
403986|00003900
403987|00003901
403995|00003300
403996|00003901
403997|00003901
403998|00003300
403999|00003300
404001|00003300
404003|00003901
404004|00003901
404005|00003901
404007|00003901
404008|00003900
404009|00003900
404010|00003901
404011|00003901
404012|00003900
404014|00003901
404016|00003900
404018|00003901
404019|00003900
404020|00003901
404021|00003901
404022|00003900
404023|00003900
404025|00003901
404026|00003901
404027|00003900
404028|00003900
404029|00003900
404030|00003900
404032|00003901
404033|00003901
404036|00080000
404037|00003901
404038|00003300
404043|00003900
404044|00003900
404045|00003901
404046|00003900
404049|00003901
404050|00003901
404052|00003900
404056|00003900
404057|00003900
404058|00003901
404060|00003901
404061|00080000
404062|00080000
404063|00080000
404064|00080000
404065|00003900
404066|00003900
404067|00003901
404069|00003900
404070|00003901
404072|00003901
404073|00003900
404074|00003900
404075|00003900
404079|00003901
404080|00003901
404081|00003900
404082|00003901
404083|00003900
404084|00003900
404089|00003900
404090|00003900
404091|00003900
404092|00003900
404093|00003900
404094|00003900
404095|00003900
404096|00003900
404097|00003900
404098|00003900
404100|00003901
404103|00003900
404104|00003901
404105|00003900
404106|00003900
404107|00080000
404108|00080000
404109|00080000
404110|00080000
404111|00003901
404113|00003900
404115|00003900
404116|00003900
404117|00003900
404118|00003900
404119|00100000
404120|00003900
404121|00003900
404122|00003900
404123|00003900
404124|00003900
404126|00003900
404127|00003900
404128|00003900
404129|00003900
404131|00003300
404149|00003900
404150|00003300
404153|00003901
404155|00003300
404162|00003900
404163|00003901
404164|00003900
404165|00003900
404167|00003900
404168|00003901
404171|00003901
404172|00003900
404173|00003900
404174|00003900
404175|00080000
404176|00003900
404179|00003901
404181|00003900
404183|00003901
404184|00100000
404188|00003900
404189|00003901
404190|00003900
404191|00003901
404192|00003900
404194|00100000
404195|00003901
404196|00003900
404198|00003901
404200|00003900
404201|00003900
404204|00100000
404205|00003900
404207|00003901
404208|00100000
404209|00003900
404210|00003900
404212|00003900
