+0000000000203741                 ECO                  05                                                                                                                                                                                                        +00000001                 VIG                                            BANKIA+0000000000000000+000000000000000000000000000000000000000020151118
+0000000000203741                 ECO                  05                                                                                                                                                                                                        +00000002                 VIG                                                  +0000000000000000+000000000000000000000000000000000000000020151118
+0000000000203741                 ECO                  05                                                                                                                                                                                                        +00000003                 VIG                             PONS ARQUITECTES S.L.+0000000000000000+000000000000000000000000000000000000000020151118
+0000000000203741                 ECO                  05                                                                                                                                                                                                        +00000004                 VIG                             AYUNTAMIENTO CAMBRILS+0000000000000000+000000000000000000000000000000000000000020151118
+0000000000170202                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000020160302
+0000000000171007                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000020160216
+0000000000200513                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000177267                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202867                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202867                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202868                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202868                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202869                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202869                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202706                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202706                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203175                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203175                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000204066                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000204066                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202875                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202875                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202710                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202710                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202880                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202880                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203189                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203189                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202888                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202888                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202716                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202716                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202892                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202892                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203526                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203526                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203953                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203953                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202131                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                           BANCAJA+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202131                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                          OBRAS Y CONTRATAS ORTUME+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000201209                 ECO                  05                                                                                                                                                                                                        +00000001                 VIG                                    BANCO VALENCIA+0000000003404036+000000000000000020140710000000000000000000000000
+0000000000201209                 ECO                  05                                                                                                                                                                                                        +00000002                 VIG                                    BANCO VALENCIA+0000000003404046+000000000000000020140710000000000000000000000000
+0000000000066699                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000020160302
+0000000000070455                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                             SAREB+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000001                 VIG                                      AYUNTAMIENTO+0000000000000000+000000000000000020150419000000000000000020151028
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000002                 VIG                                      AYUNTAMIENTO+0000000000000000+000000000000000020150419000000000000000020151023
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000003                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000020150818
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000004                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000020150817
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000005                 SAN                                      AYUNTAMIENTO+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202652                 ECO                  05                                                                                                                                                                                                        +00000006                 SAN                                      AYUNTAMIENTO+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000203699                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                  AYTO DE MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203699                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                  AYTO DE MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203700                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203700                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202654                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202654                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203000                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203000                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202701                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202701                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202870                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                             AYUNTAMIENTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202870                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                             AYUNTAMIENTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202704                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                          AYUTNAMIENTO DE MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202704                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                          AYUTNAMIENTO DE MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202922                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202922                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203176                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000203176                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                     AYTO MONCOFAR+0000000000000000+000000000803860000000000000000000000000000000000
+0000000000202712                 ECO                  05                                                                                                                                                                                                        +00000001                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
+0000000000202712                 ECO                  05                                                                                                                                                                                                        +00000002                 SAN                                    AYTO. MONCOFAR+0000000000000000+000000000000000000000000000000000000000000000000
