+0000000006121080                              1999614UF0219N0001AE                                                                                                                                                                                                                                                                                                                                  C. DE AHORROS Y M. DE PIEDAD+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000009141817+000000000914181720120101
+0000000006119224                              4369349WJ9446N0001IU                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119913                              9251948YJ2995D0001ZW                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119915                              9251948YJ2995D0001ZW                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000171319                              6925002DG5062N0001TA                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000147466                              9906813VK3790F0006LP                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006120650                              6722103UF2462S0002BH                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006120571                              7161201TG3376S0484LY                                                                                                                                                                                                                                                                                                                                         PROM. INMB. PRIENESUR+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000141795+000000000001554920000607
+0000000006119612                              7161201TG3376S0489QA                                                                                                                                                                                                                                                                                                                                         PROM. INMB. PRIENESUR+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000141795+000000000001554920000607
+0000000006119210                              1916920DS6811N0012HX                                                                                                                                                                                                                                                                                                                                       EDIF. SING. DE CANARIAS+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000012444570+000000000477039420120101
+0000000006120394                              1916920DS6811N0015LW                                                                                                                                                                                                                                                                                                                                       EDIF. SING. DE CANARIAS+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000012518820+000000000480076920120101
+0000000006119712                              5728636QA3752H0001GP                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119302                              7813302WN4071S0070KH                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000195298                              3253204CS4031N0011SZ                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000188779                              3253204CS4031N0012DX                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000188256                              3253204CS4031N0016JE                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119984                              9521405XM6092S0100OJ                                                                                                                                                                                                                                                                                                                                                BANKIA HABITAT+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000386554+000000000009113620060629
+0000000006119985                              9521405XM6092S0102AL                                                                                                                                                                                                                                                                                                                                                BANKIA HABITAT+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000322128+000000000007594620060629
+0000000006120754                              3829330BC5932N0001HR                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119600                              7161201TG3376S0014RF                                                                                                                                                                                                                                                                                                                                        PROMT. INMB. PRIENESUR+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000673530+000000000007386020000607
+0000000006120559                              7161201TG3376S0055PB                                                                                                                                                                                                                                                                                                                                        PROMT. INMB. PRIENESUR+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000496285+000000000005442320000607
+0000000006120563                              7161201TG3376S0183OL                                                                                                                                                                                                                                                                                                                                        PROMT. INMB. PRIENESUR+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000407662+000000000004470420000607
+0000000006119308                              4701702WN4040S0017GZ                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000004804505+000000000102359620120101
+0000000006120435                              8912705VK6891S0009ZD                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006120459                              1658402VK2815N0110JJ                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000012058370+000000000791918120120101
+0000000006121030                              4817102WN4041N0046XR                                                                                                                                                                                                                                                                                                                                                           000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000019960504
+0000000006121031                              4817102WN4041N0046XR                                                                                                                                                                                                                                                                                                                                                           000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000019960504
+0000000006120661                              6015801BE5461N0191HQ                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000003327613+000000000100094700000000
+0000000006119317                              3537712YH5733N0001LU                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000009607554+000000000288609519960101
+0000000000113835                              7980082XH9178S0088AM                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006119585                              02037A068000040001XT                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006121041                              02037A068000040001XT                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006120853                              0963501FS1706S0004WZ                                                                                                                                                                                                                                                                                                                                                        ESINCA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000002676797+000000000093163020120101
+0000000006120020                              7844801VK3674S0017SG                                                                                                                                                                                                                                                                                                                                                BANKIA HABITAT+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000993555+000000000025735220080627
+0000000006119288                              7976101VJ2077N0006FH                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000695865+000000000013906220050627
+0000000006121001                              8147103VL1085S0001RU                                                                                                                                                                                                                                                                                                                                                           BFA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000009372781+000000000937278120120101
+0000000006119521                              8147108VL1085S0001EU                                                                                                                                                                                                                                                                                                                                                           BFA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000008302231+000000000830223120120101
+0000000006120523                              8147119VL1085S0001YU                                                                                                                                                                                                                                                                                                                                                           BFA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000008274919+000000000827491920120101
+0000000006120849                              8238201FT3083N0039RQ                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000016594597+000000001048174620071031
+0000000006119518                              8310969UL5081S0026OH                                                                                                                                                                                                                                                                                                                                           BANKIA HABITAT, SLU+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000008649275+000000000319591720090616
+0000000006119516                              8414806UL5081S0189TK                                                                                                                                                                                                                                                                                                                                          BANKIA HABITAT, S.L.+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000008122051+000000000330535620090616
+0000000000136820                              5391801WF5759S0009BI                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000071740                              5391801WF5759S0015MA                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006124623                              6741004VJ9864S0001BL                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000005877489                              5391801WF5759S0001SM                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006123735                              5910701UM5151B0068MU                                                                                                                                                                                                                                                                                                                               CISA CARTERA DE INMUEBLES, S.L.+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000000143329                              5391801WF5759S0008LU                                                                                                                                                                                                                                                                                                                                                              +0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006125071                              5910701UM5151B0073WO                                                                                                                                                                                                                                                                                                                               CISA CARTERA DE INMUEBLES, S.L.+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006123612                              8912705VK6891S0002FY                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006125210                              9382409PB7198S0001ZE                                                                                                                                                                                                                                                                                                                                                        BANKIA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000000000000
+0000000006124701                              5385829UF5458N0001AE                                                                                                                                                                                                                                                                                                                                                           BFA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000185146091+000000018514609120040628
+0000000006124702                              5385833UF5458N0001BE                                                                                                                                                                                                                                                                                                                                                           BFA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000023640725+000000002364072520040628
+0000000006125419                              2482008VM4828S0036GD                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0035FS                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0021EQ                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000008765368+000000000000000020090624
+0000000006125419                              2482008VM4828S0022RW                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000011404404+000000000000000020090624
+0000000006125419                              2482008VM4828S0026IY                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0023TE                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000010556143+000000000000000020090624
+0000000006125419                              2482008VM4828S0024YR                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0025UT                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0027OU                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0028PI                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+000000000000000020090624
+0000000006125419                              2482008VM4828S0002DA                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000007835940+000000000000000020090624
+0000000006125419                              2482008VM4828S0007KH                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000017439492+000000000000000020090624
+0000000006125419                              2482008VM4828S0005HF                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000010874002+000000000000000020090624
+0000000006125419                              2482008VM4828S0004GD                                                                                                                                                                                                                                                                                                                                                          CISA+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000000000000+0000000011134704+000000000000000020090624
