7004054,Calificado Negativamente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,NO SE SOLICITA EN MANDAMIENTO CANCELACION CARGAS POSTERIORES,SI
6884336,Calificado Negativamente,SI,Litigios,,,,,,,,,,,,,,,,,,,,,,,SI,Litigios,,,SI,Litigios,,,,,,,SI,Litigios,,,,,,
6874347,Calificado Negativamente,,,SI,Gestoría,,,SI,Gestoría,SI,Gestoría,SI,Gestoría,SI,Gestoría,,,,,SI,,,,SI,Litigios,,,,,,,,,,,,,,,,,SI,Daciones,NO SE SOLICITA EN MANDAMIENTO CANCELACION CARGAS POSTERIORES,
6948288,Calificado Negativamente,SI,Daciones,,,SI,Litigios,,,,,,,,,,,SI,Gestoría,,,SI,Litigios,,,SI,Daciones,,,SI,Daciones,,,,,,,SI,Daciones,,,,,,SI
6876792,Calificado Negativamente,,,SI,Concursos,,,SI,Concursos,SI,Concursos,SI,Concursos,SI,Concursos,,,,,SI,,,,SI,Daciones,,,,,,,,,,,,,,,SI,Admisión,SI,Admisón,NO SE ACREDITA SI ES VIVIENDA HABITUAL O NO DE LOS EJECUTADOS Y NO ESTA CLARA LA CARGA A CANCELAR,
6884341,Calificado Negativamente,SI,Admisón,,,SI,Daciones,,,,,,,,,,,SI,Concursos,,,SI,Daciones,,,SI,Admisón,,,SI,Admisón,,,,,,,SI,Admisón,,,,,,
6876476,Calificado Negativamente,,,SI,Admisión,,,SI,Admisión,SI,Admisión,SI,Admisión,SI,Admisión,,,,,SI,,,,SI,Admisón,,,,,,,,,,,,,,,SI,Litigios,,,,
6935968,Calificado Negativamente,,,,,SI,Admisión,,,,,,,,,,,SI,Admisión,,,SI,Admisón,,,,,,,,,,,,,,,,,,,,,,
