Num. Activo Haya;Fecha Recepción Plusvalía;F. pago / presentación plusvalía;F. presentación de recurso;F. respuesta de recurso;Apertura de expediente de recurso extrajudicial y seguimiento del mismo;Importe pagado plusvalía;Gasto asociado;Minusvalía;Exento;Autoliquidación
6993920;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6063225;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6957772;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6972091;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6991045;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993421;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6993654;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;38,01;;N;N;N
6993655;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;38,72;;N;N;N
6993680;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;38,72;;N;N;N
6993794;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;51,44;;S;N;N
6997460;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;235,35;;S;N;N
6997631;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;47,12;;S;N;N
7007115;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5967386;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5946137;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5947700;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5955011;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6993538;31/12/1899;07/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7099312;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
5933835;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6062643;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
5930809;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5945023;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5949718;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5951916;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5954192;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5959694;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5970486;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6058224;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6346065;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6765360;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6774039;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6939925;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6963783;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6988782;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6989412;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6990438;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993646;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995322;31/12/1899;07/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6996598;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997128;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998223;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998224;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998967;31/12/1899;29/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5935418;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
5936686;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5966481;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6959970;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6973123;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;187,14;;N;N;N
6992572;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6992573;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;171,07;;S;N;N
6998282;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5953059;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6946146;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6997133;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6999270;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6355153;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997578;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6833032;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6703029;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6993411;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995313;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;96,34;;S;N;N
5963577;31/12/1899;25/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5933758;31/12/1899;27/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6950101;31/12/1899;25/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6967320;31/12/1899;25/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5946036;31/12/1899;25/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6940091;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6994371;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995806;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998958;31/12/1899;25/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997830;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6994364;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6996486;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5964439;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6995669;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6828559;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6052639;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6052641;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6990345;31/12/1899; 07/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5942117;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5966374;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6344566;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6996111;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;156,75;;S;N;N
6995030;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993989;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6994372;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6762791;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;1257,1;;N;N;N
6967367;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6992173;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6994774;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993034;31/12/1899;20/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6936199;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6992110;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6703028;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6991432;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6963526;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6963528;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6991927;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;1424,77;;S;N;N
6993324;31/12/1899;13/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6998996;31/12/1899;19/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995792;31/12/1899;13/11/2019;31/12/1899;31/12/1899;N;141,45;;S;N;N
6997009;31/12/1899;13/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997124;31/12/1899;13/11/2019;31/12/1899;31/12/1899;N;89,66;;S;N;N
6974213;31/12/1899;07/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6991122;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7071153;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5937847;31/12/1899;25/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6999274;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5966908;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
5937984;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6995098;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6994366;31/12/1899;10/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6819248;31/12/1899;10/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6994873;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995581;31/12/1899;10/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6800130;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;1155,6;;N;N;N
5933283;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6996060;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6998613;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6965930;31/12/1899;10/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6995746;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;607,65;;S;N;N
5925696;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5953454;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6710259;31/12/1899;22/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6967362;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;1786,36;;S;N;N
6998845;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;2667,06;;S;N;N
6960825;31/12/1899;10/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6988016;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;99,03;;S;N;N
7068492;31/12/1899;25/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6991012;31/12/1899;10/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6999173;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;320,17;;S;N;N
6999174;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7076253;31/12/1899;12/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6991453;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;658,4;;S;N;N
6993115;31/12/1899;07/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6965896;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
7005855;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7099421;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
5951032;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6990748;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995805;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6800662;31/12/1899;11/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
7088757;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;237,44;;N;N;N
7088781;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6991123;31/12/1899;02/12/2019;31/12/1899;31/12/1899;N;74,44;;S;N;N
6995055;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7099950;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995539;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6990388;31/12/1899;18/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998348;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5928301;31/12/1899;25/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6934404;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6997588;31/12/1899;21/11/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993832;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6994311;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6995345;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997280;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5937677;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5963863;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6996702;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7072564;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
7091554;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6995319;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;9,36;;S;N;N
7095552;31/12/1899;25/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6996046;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6994977;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6997667;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7075784;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6989477;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6998648;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6998649;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;1871,76;;N;N;N
6818275;31/12/1899;07/11/2019;31/12/1899;31/12/1899;N;2780,2;;S;N;N
6992996;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6996359;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
5944577;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
7074346;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5941814;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5948648;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7089498;31/12/1899;11/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7073170;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;9,36;;N;N;N
5954449;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
5944546;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;3,29;;N;N;N
5938573;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6991081;31/12/1899;13/02/2020;31/12/1899;31/12/1899;N;345,9;;N;N;N
6934391;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6997548;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6997858;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6987975;31/12/1899;11/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7070946;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7101510;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;N;N;N
6994416;31/12/1899;05/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
7076052;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;296,44;;S;N;N
7090525;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;71,98;;S;N;N
6997906;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6993958;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6993957;31/12/1899;04/12/2019;31/12/1899;31/12/1899;N;0;;S;N;N
6355382;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5948613;31/12/1899;04/02/2020;31/12/1899;31/12/1899;N;0;;N;N;N
5939145;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5936194;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6991277;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6992859;31/12/1899;28/11/2019;31/12/1899;31/12/1899;N;343,14;;S;N;N
6992524;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6999136;31/12/1899;21/02/2020;31/12/1899;31/12/1899;N;0;;S;N;N
7071718;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
7071719;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6796283;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6965814;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6994725;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6994667;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6996489;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6999680;31/12/1899;02/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5959676;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
7030244;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
7000104;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5954310;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6801006;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6995704;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
7074379;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
7098504;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5940941;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6995389;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6987944;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995380;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6938859;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5964979;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6991411;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6998308;31/12/1899;03/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
7226801;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6062208;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995694;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995724;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6995695;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6992870;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;322,02;;S;N;N
6991873;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6047490;31/12/1899;20/12/2019;31/12/1899;31/12/1899;N;353,24;;N;N;N
7224007;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6996651;31/12/1899;08/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6787738;31/12/1899;24/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
5934649;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6044472;31/12/1899;14/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
5933810;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;N;N;N
6994149;31/12/1899;14/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
5957692;31/12/1899;13/01/2020;31/12/1899;31/12/1899;N;0;;S;N;N
6706806;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5935794;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5946498;22/02/2020;22/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5942818;18/12/2020;18/12/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5955999;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
7001579;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5956230;31/12/2019;31/12/2019;31/12/1899;31/12/1899;N;0,00;;S;N;N
5939544;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6990250;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5954563;06/02/2020;06/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5959315;10/02/2020;10/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6959905;22/02/2020;22/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5935164;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
7075356;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
7076243;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5927560;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5934281;10/02/2020;10/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5967252;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6940753;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
7000558;26/01/2020;26/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5935606;22/01/2020;22/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5929838;27/01/2020;27/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6942714;16/01/2020;16/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5946379;21/01/2020;21/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5940121;21/01/2020;21/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5929557;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6797129;22/01/2020;22/01/2020;31/12/1899;31/12/1899;N;189,76;11240883;N;N;S
5934007;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5926303;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5954422;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6989635;21/01/2020;21/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5928555;21/01/2020;21/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5928396;21/01/2020;21/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5944839;18/12/2020;18/12/2020;31/12/1899;31/12/1899;N;745,01;11180955;N;N;S
7001221;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5943099;07/02/2020;07/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5963346;23/01/2020;23/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5940402;23/01/2020;23/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6965879;24/01/2020;24/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6989081;27/01/2020;27/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6992666;28/01/2020;28/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5930145;28/01/2020;28/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6828217;28/01/2020;28/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6782720;19/01/2020;19/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6791378;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6940750;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6940741;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6988682;23/01/2020;23/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6988683;23/01/2020;23/01/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
6945269;22/01/2020;22/01/2020;31/12/1899;31/12/1899;N;152,72;11253883;N;N;S
5968623;10/02/2020;10/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
7008809;04/02/2020;04/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6972205;04/02/2020;04/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6999540;04/02/2020;04/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5970038;04/02/2020;04/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5928440;10/02/2020;10/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6837637;13/01/2020;13/01/2020;31/12/1899;31/12/1899;N;140,70;11229025;N;N;N
6059573;22/02/2020;22/02/2020;31/12/1899;31/12/1899;N;0,00;;N;N;N
5966836;11/02/2020;11/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5942706;10/02/2020;10/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5933295;06/02/2020;06/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6989762;06/02/2020;06/02/2020;31/12/1899;31/12/1899;N;250,36;11298824;N;N;N
7001703;28/01/2020;28/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5939322;06/02/2020;06/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6999539;12/02/2020;12/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6989584;30/01/2020;30/01/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6529801;18/02/2020;18/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
7032389;07/02/2020;07/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
6989941;07/02/2020;07/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5959242;20/02/2020;20/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5949065;20/02/2020;20/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
5959178;20/02/2020;20/02/2020;31/12/1899;31/12/1899;N;0,00;;S;N;N
