"ofr_num_oferta";"ofr_webcom_id"
7006390;90513745
7006522;90518365
7007733;90563363
7005749;90491139
7006087;90502653
7006427;90515297
7007557;90557427
7005820;90493425
7006089;90502729
7006690;90525025
7006683;90524831
7007856;90568155
7008058;90574679
7005336;90476733
7005343;90476793
7007343;90548391
7007346;90548477
7007468;90552897
7005114;90468555
7007743;90563761
7005237;90473003
7004851;90460951
7005359;90477181
7008263;90581607
7004759;90456971
7006629;90522829
7007385;90549589
7007585;90558377
7008259;90581465
7005396;90478157
7005572;90484467
7006504;90517891
7007173;90543025
7007721;90562937
7006715;90525779
7007390;90549939
7005335;90476725
7005617;90486647
7007276;90545803
7007827;90566835
7006914;90533503
7007403;90550591
7006031;90500661
7007002;90537243
7004712;90455787
7004892;90462547
7005171;90470695
7005228;90472501
7005415;90478463
7004951;90464443
7006859;90531767
7004921;90463365
7005728;90490433
7007991;90572657
7004985;90465125
7004996;90465381
7005156;90469983
7005163;90470357
7006681;90524801
7007747;90563853
7007786;90565331
7008062;90574765
7007367;90549069
7007174;90543155
7007692;90561965
7008309;90583327
7007177;90543245
7005597;90485431
7005932;90497263
7008036;90574063
7007746;90563849
7007912;90569929
7008303;90583057
7007178;90543247
7006697;90525213
7007626;90559519
7006696;90525205
7007787;90565335
7008302;90583055
7006820;90530289
7007232;90544629
7006822;90530293
7007233;90544631
7007175;90543159
7006821;90530291
7007883;90569149
7007245;90544989
7008061;90574719
7008060;90574717
7006823;90530319
7007361;90548961
7007362;90548963
7007363;90548977
7005996;90499179
7005995;90499177
7005994;90499175
7005998;90499183
7005997;90499181
7007061;90539233
7007062;90539235
7007063;90539237
7005107;90468473
7005109;90468485
7005792;90492481
7006349;90512293
7005520;90482001
7005569;90484317
7006856;90531617
7007348;90548505
7006443;90515889
7006896;90532745
7006930;90534009
7006962;90535691
7004853;90461163
7005194;90471255
7006425;90515261
7005069;90467473
7008190;90579281
7006039;90501033
7005057;90467071
7005054;90467051
7006590;90521619
7006768;90527833
7005378;90477719
7005829;90493693
7006028;90500507
7006129;90504171
7006203;90506945
7006234;90508081
7006408;90514569
7008037;90574105
7008100;90576061
7005148;90469769
7005641;90487559
7005875;90495053
7005055;90467055
7006785;90528837
7008029;90573963
7007103;90540555
7004823;90460223
7006575;90520815
7005882;90495317
7006319;90511073
7006339;90511533
7006665;90524201
7006854;90531529
7006889;90532547
7006952;90535265
7007544;90556685
7007548;90556963
7007578;90558203
7007888;90569277
7008092;90575675
7004663;90452345
7004750;90456711
7004763;90457411
7004789;90458659
7004809;90459511
7004871;90462005
7005077;90467661
7005553;90483623
7006512;90518095
7005926;90496929
7006405;90514369
7006539;90518969
7006656;90523933
7006928;90533945
7005217;90472085
7005552;90483607
7006413;90514895
7004819;90460101
7004689;90453395
7006447;90516027
7008023;90573789
7007950;90571321
7007297;90546565
7007681;90561687
7006311;90510695
7006312;90510697
7007978;90572129
7007976;90572093
7006310;90510693
7007097;90540251
7004781;90458263
7005646;90487755
7004774;90457883
7004796;90458749
7006786;90528929
7004739;90456363
7005399;90478183
7007540;90556543
7007792;90565433
7008011;90573223
7008101;90576065
7004856;90461249
7005129;90469131
7004779;90458147
7004908;90462995
7007387;90549653
7008007;90573111
7008008;90573113
7006578;90520903
7007646;90560319
7008020;90573691
7006853;90531489
7006288;90509829
7007595;90558677
7006680;90524791
7008272;90582035
7005242;90473073
7005499;90481257
7005487;90480897
7005489;90480951
7005545;90482801
7005238;90473021
7005225;90472337
7007078;90539733
7007140;90541653
7007737;90563569
7005110;90468495
7006409;90514681
7006412;90514863
7007386;90549633
7005052;90467017
7006648;90523675
7008218;90580261
7005281;90474881
7006796;90529231
7007422;90551199
7007479;90553539
7005655;90487995
7005742;90490923
7006250;90508365
7006610;90522323
7006669;90524501
7007806;90565985
7008214;90580191
7004963;90464719
7006659;90524083
7007879;90569053
7005634;90487275
7007293;90546509
7007126;90541267
7006495;90517683
7005298;90475291
7005299;90475293
7005002;90465589
7008075;90575089
7005032;90466289
7006505;90517939
7004841;90460707
7004982;90465081
7006600;90521947
7007970;90571799
7008273;90582139
7005761;90491575
7007605;90558961
7005968;90498197
7006434;90515621
7004706;90455681
7005585;90484867
7007867;90568557
7005127;90469119
7006568;90520559
7007015;90537711
7006193;90506669
7006598;90521879
7004664;90452403
7004776;90458011
7004995;90465367
7006422;90515217
7006525;90518407
7006553;90519403
7006671;90524545
7005846;90493909
7008013;90573511
7005412;90478411
7005571;90484445
7006493;90517673
7006633;90523039
7007706;90562335
7007738;90563705
7007810;90566311
7007972;90571835
7008067;90574863
7006407;90514517
7006441;90515835
7006584;90521461
7008200;90579747
7006655;90523927
7007677;90561417
7004668;90452807
7004674;90452923
7004690;90453429
7004693;90453535
7005043;90466737
7005591;90485095
7006179;90506169
7006191;90506597
7007239;90544685
7004729;90456137
7004766;90457619
7004870;90461989
7005497;90481219
7005800;90492805
7006105;90503229
7008279;90582461
7007239;90544685
7008026;90573899
7007285;90546197
7005096;90468153
7006152;90505507
7008305;90583135
7007830;90567043
7004679;90453141
7004928;90463525
7005912;90496441
7005988;90498997
7006065;90501857
7006162;90505797
7006255;90508477
7006226;90507807
7007824;90566605
7007689;90561903
7006098;90503121
7007430;90551533
7007670;90561247
7006688;90524977
7006010;90499637
7006923;90533767
7004715;90455821
7005486;90480883
7005517;90481777
7005518;90481783
7005722;90490337
7006534;90518717
7006519;90518301
7007767;90564559
7004888;90462451
7006460;90516289
7006458;90516279
7006459;90516281
7005871;90494727
7006424;90515239
7006718;90525867
7007098;90540329
7006221;90507579
7006461;90516291
7004699;90453787
7005308;90475595
7005613;90486529
7006787;90529021
7006945;90534795
7005482;90480527
7005511;90481651
7005982;90498725
7008205;90579949
7005524;90482193
7006273;90509165
7006465;90516475
7006639;90523283
7006660;90524101
7006676;90524653
7006741;90526673
7006748;90526889
7006804;90529445
7006810;90529701
7006915;90533551
7006924;90533775
7007159;90542373
7007214;90544003
7007306;90547117
7007441;90552003
7007462;90552607
7007523;90555927
7007529;90556177
7007581;90558267
7007587;90558407
7007630;90559687
7007642;90560073
7007683;90561781
7007690;90561907
7007727;90563263
7007744;90563789
7007756;90564089
7007782;90565121
7007801;90565835
7007814;90566329
7007990;90572633
7008292;90582757
7006470;90516699
7007438;90551799
7007528;90556109
7007478;90553407
7004899;90462779
7005546;90482861
7006110;90503275
7006189;90506575
7006220;90507571
7006379;90513413
7005443;90479345
7006969;90536205
7007240;90544707
7004810;90459515
7004828;90460335
7004829;90460339
7005105;90468455
7004691;90453477
7007500;90554645
7004811;90459607
7004919;90463257
7005690;90489479
7006860;90531913
7005755;90491351
7005755;90491351
7008326;90584201
7005039;90466623
7006368;90512839
7006431;90515425
7006887;90532485
7004814;90459887
7006552;90519399
7006826;90530463
7007461;90552599
7007598;90558789
7007668;90561107
7004863;90461825
7004881;90462223
7004883;90462247
7004872;90462017
7006163;90505881
7006176;90506033
7006266;90508917
7004743;90456425
7006403;90514245
7007194;90543567
7005121;90468825
7005397;90478159
7005631;90487231
7005304;90475367
7007166;90542825
7007825;90566815
7008039;90574173
7006737;90526593
7006515;90518191
7008152;90577811
7008158;90577811
7008145;90577517
7004661;90451943
7005125;90469073
7005130;90469133
7004897;90462769
7004956;90464519
7006985;90536731
7004833;90460411
7004900;90462791
7005193;90471231
7004807;90459455
7007951;90571347
7008310;90583337
7005714;90490257
7006091;90502945
7006819;90530219
7005638;90487437
7008122;90576909
7005031;90466269
7005143;90469533
7005372;90477509
7005566;90484105
7005371;90477505
7005564;90484087
7007252;90545037
7008113;90576509
7004992;90465293
7004815;90459891
7007620;90559407
7007621;90559409
7004713;90455789
7008012;90573279
7008074;90575077
7008128;90577045
7008129;90577045
7004770;90457745
7005453;90479745
7006391;90513751
7006491;90517651
7006982;90536695
7005806;90492999
7006182;90506261
7006238;90508125
7004751;90456717
7004755;90456807
7006247;90508319
7004721;90455985
7006813;90529919
7006181;90506227
7006285;90509673
7005893;90495791
7006335;90511339
7005540;90482641
7004672;90452897
7005451;90479621
7006521;90518359
7006622;90522707
7006689;90525015
7007344;90548413
7007446;90552185
7005165;90470439
7005795;90492667
7005830;90493701
7006063;90501819
7006402;90514211
7006709;90525685
7007028;90538085
7007271;90545523
7007515;90555363
7004720;90455863
7004707;90455707
7006526;90518441
7008188;90579187
7004990;90465233
7005978;90498439
7008056;90574635
7004839;90460643
7006084;90502519
7006342;90511787
7007412;90550803
7006437;90515753
7007069;90539451
7007466;90552623
7004835;90460525
7007691;90561957
7004882;90462245
7005682;90489123
7005860;90494259
7005941;90497573
7006291;90510043
7004808;90459457
7004842;90460759
7006014;90499919
7006136;90504465
7006146;90505193
7006177;90506051
7006229;90508017
7006289;90510011
7006338;90511525
7008311;90583411
7007425;90551269
7006059;90501699
7006333;90511247
7006341;90511563
7007860;90568257
7004879;90462125
7007861;90568259
7007862;90568261
7004878;90462093
7004678;90453103
7005040;90466655
7005366;90477473
7005900;90495969
7004812;90459737
7005416;90478543
7005458;90479819
7007863;90568379
7005290;90475145
7006874;90532157
7007077;90539711
7006583;90521417
7007231;90544617
7006868;90532057
7006879;90532257
7008042;90574233
7005803;90492859
7006343;90511809
7008124;90576921
7008179;90578777
7005803;90492859
7006343;90511809
7008274;90582141
7004937;90463955
7006862;90531923
7006043;90501161
7006186;90506405
7006420;90515127
7006508;90518015
7007914;90569959
7008016;90573627
7007707;90562391
7008159;90577823
7008289;90582717
7006538;90518873
7007618;90559365
7004884;90462263
7005808;90493027
7005987;90498845
7007221;90544193
7007326;90547669
7007354;90548613
7007753;90564047
7007973;90571973
7008103;90576153
7005754;90491343
7006991;90536983
7007940;90570891
7008066;90574823
7007315;90547353
7006535;90518755
7004940;90464141
7006852;90531311
7006902;90533091
7006908;90533189
7008048;90574355
7005174;90470823
7007984;90572373
7005347;90476839
7007955;90571495
7008071;90575043
7008176;90578725
7006350;90512301
7006782;90528603
7007054;90538983
7007117;90540907
7007391;90549943
7007711;90562563
7007953;90571429
7007965;90571715
7006170;90505947
7007992;90572697
7008129;90577107
7006440;90515805
7006205;90507029
7005535;90482429
7008130;90577107
7008314;90583549
7006440;90515805
7006205;90507029
7005045;90466773
7005207;90471561
7005101;90468311
7005574;90484643
7005333;90476569
7005544;90482759
7006571;90520653
7004818;90460055
7007803;90565935
7008115;90576547
7005746;90490975
7006790;90529085
7006085;90502603
7006195;90506725
7006900;90532977
7008102;90576147
7005033;90466305
7008281;90582537
7005033;90466305
7008204;90579927
7007051;90538965
7006734;90526543
7007807;90566089
7007874;90568851
7008053;90574541
7006963;90535753
7007410;90550723
7007345;90548463
7007165;90542807
7005314;90475981
7005391;90478029
7005884;90495455
7006175;90506019
7006400;90514181
7006416;90515003
7006664;90524161
7006668;90524343
7007075;90539553
7008195;90579535
7004761;90457327
7006481;90517259
7007651;90560405
7007876;90568973
7004924;90463455
7004735;90456267
7005628;90487085
7006149;90505417
7006509;90518061
7006510;90518067
7008040;90574209
7008328;90584405
7008329;90584409
7006510;90518067
7008212;90580115
7008040;90574209
7008209;90580009
7007258;90545179
7007811;90566313
7007052;90538967
7005190;90471145
7008180;90578805
7008323;90584053
7007696;90562091
7007641;90560039
7007424;90551241
7007470;90552953
7007695;90562079
7007833;90567091
7007890;90569291
7007527;90556079
7007377;90549315
7007542;90556591
7008227;90580397
7008170;90578451
7007527;90556079
7007377;90549315
7007542;90556591
7008239;90580799
7007325;90547647
7007845;90567791
7004901;90462793
7005251;90473531
7005449;90479477
7007467;90552625
7007104;90540591
7004838;90460639
7006048;90501409
7006123;90503781
7006145;90505049
7006148;90505387
7006357;90512425
7006374;90513207
7005022;90466033
7005064;90467357
7005981;90498721
7006851;90531291
7006468;90516667
7005945;90497643
7008255;90581353
7006331;90511239
7005789;90492253
7006271;90509045
7007898;90569587
7006745;90526825
7007552;90557085
7006892;90532653
7007000;90537179
7008024;90573793
7007644;90560155
7007685;90561795
7007800;90565793
7008183;90578971
7008268;90581827
7007504;90554943
7006287;90509769
7007871;90568809
7005881;90495303
7005956;90497819
7004772;90457825
7006560;90519825
7006225;90507793
7006825;90530445
7007022;90537905
7007389;90549889
7007682;90561751
7007715;90562813
7005088;90467901
7004922;90463437
7005128;90469123
7005187;90471119
7005212;90471817
7005980;90498555
7005737;90490755
7005777;90491917
7007469;90552905
7007600;90558829
7007663;90561009
7007854;90568143
7007927;90570343
7005051;90466951
7006399;90514117
7006562;90519845
7006586;90521495
7006647;90523649
7006705;90525623
7006764;90527659
7006797;90529241
7007742;90563757
7008104;90576171
7007337;90548085
7007946;90571205
7005349;90476881
7007135;90541519
7008331;90584513
7005249;90473379
7007648;90560347
7007745;90563825
7005253;90473597
7005309;90475643
7005554;90483679
7007889;90569287
7006566;90520299
7006953;90535459
7007561;90557511
7006751;90527039
7006917;90533681
7007145;90541771
7005913;90496517
7004827;90460323
7004737;90456337
7006871;90532121
7007812;90566321
7008148;90577657
7008152;90577657
7008228;90580423
7005154;90469897
7005155;90469939
7005172;90470697
7005307;90475449
7005401;90478197
7005419;90478657
7005528;90482303
7005573;90484483
7005704;90489977
7005832;90493717
7006074;90502029
7006150;90505419
7006239;90508133
7006375;90513263
7006398;90513993
7007314;90547341
7007572;90557975
7007579;90558235
7006706;90525639
7005356;90477155
7007085;90539951
7005474;90480251
7005975;90498373
7005473;90480245
7006630;90522865
7005744;90490939
7005301;90475313
7006739;90526613
7006749;90526895
7005208;90471589
7005534;90482393
7008047;90574343
7008077;90575213
7008078;90575219
7008130;90577161
7008131;90577161
7006419;90515125
7006283;90509663
7006946;90534895
7005015;90465963
7005192;90471229
7005819;90493367
7005973;90498313
7006122;90503771
7007930;90570421
7005592;90485177
7005230;90472551
7005445;90479353
7005510;90481645
7006855;90531579
7005086;90467817
7007115;90540865
7007283;90546191
7007977;90572109
7007048;90538937
7008219;90580277
7007048;90538937
7008201;90579757
7004903;90462839
7005727;90490423
7005870;90494587
7005887;90495531
7005037;90466539
7005065;90467425
7005123;90468899
7005698;90489929
7005748;90491103
7005825;90493521
7007780;90565037
7005661;90488263
7006042;90501139
7005011;90465945
7005385;90477865
7005012;90465949
7005662;90488265
7006183;90506269
7007675;90561371
7006161;90505739
7005255;90473731
7007676;90561373
7005258;90473753
7006814;90529937
7007242;90544963
7006482;90517363
7005633;90487269
7007321;90547513
7004702;90455453
7004697;90453743
7005902;90496009
7005093;90468083
7006722;90526241
7007913;90569945
7008087;90575441
7008297;90582827
7008298;90582829
7008162;90577893
7008245;90581101
7005788;90492203
7006456;90516229
7005072;90467601
7005180;90470941
7007749;90563891
7005023;90466047
7005708;90490109
7006593;90521683
7005103;90468347
7006068;90501927
7006483;90517377
7006658;90523975
7006882;90532377
7006932;90534203
7007123;90541223
7005539;90482575
7006184;90506275
7007541;90556571
7006212;90507231
7008202;90579841
7005256;90473733
7007588;90558425
7007589;90558429
7007751;90563985
7007674;90561367
7005384;90477805
7007952;90571427
7008186;90579133
7005384;90477805
7007952;90571427
7008247;90581129
7005721;90490327
7005719;90490317
7005718;90490315
7005717;90490313
7006365;90512791
7006565;90520135
7007698;90562131
7004966;90464749
7006432;90515519
7008018;90573683
7006009;90499635
7007149;90542071
7008015;90573605
7006776;90528387
7007842;90567631
7008244;90580985
7006789;90529081
7004876;90462065
7006040;90501095
7004694;90453565
7004704;90455641
7005325;90476157
7006466;90516583
7006913;90533463
7007841;90567625
7008243;90580981
7007484;90553585
7007805;90565947
7006125;90503875
7007974;90571997
7005750;90491275
7005241;90473071
7005500;90481263
7005622;90486905
7006394;90513841
7005102;90468333
7006013;90499911
7007324;90547633
7004725;90456083
7007560;90557505
7008235;90580753
7004865;90461853
7005942;90497603
7006563;90519979
7006694;90525089
7006803;90529401
7006846;90531149
7005824;90493475
7008019;90573685
7006453;90516095
7005783;90492075
7005872;90494881
7005958;90497837
7006561;90519843
7006693;90525085
7006801;90529359
7005784;90492113
7008050;90574447
7006435;90515703
7005967;90498115
7006585;90521463
7008146;90577595
7006267;90508921
7007292;90546505
7008150;90577595
7006267;90508921
7005059;90467099
7006094;90503011
7007041;90538575
7005461;90479883
7006411;90514725
7006528;90518567
7006564;90520041
7006609;90522267
7007799;90565763
7008072;90575067
7005188;90471123
7005964;90498049
7006104;90503227
7006143;90504949
7006309;90510605
7006834;90530887
7006516;90518211
7007836;90567221
7008131;90577219
7008132;90577219
7005160;90470239
7005270;90474313
7007413;90550807
7005286;90475093
7005741;90490897
7005780;90491971
7006296;90510129
7006817;90530089
7007382;90549555
7005879;90495113
7007096;90540223
7007460;90552587
7007573;90558053
7007659;90560883
7007961;90571619
7007383;90549557
7006618;90522631
7008220;90580285
7007125;90541261
7006582;90521021
7007375;90549271
7007776;90564899
7005527;90482247
7006832;90530721
7007032;90538161
7005425;90478811
7006847;90531175
7008041;90574225
7007710;90562463
7008294;90582783
7008330;90584453
7007710;90562463
7008304;90583095
7006994;90537049
7007064;90539267
7006958;90535587
7006724;90526247
7007141;90541669
7007901;90569613
7005861;90494285
7007903;90569641
7004740;90456389
7005295;90475265
7005578;90484749
7005623;90486943
7005650;90487909
7005707;90490099
7005811;90493069
7007290;90546447
7008034;90574041
7006351;90512333
7005531;90482361
7004723;90456055
7004826;90460287
7005229;90472535
7005383;90477795
7005558;90483819
7005600;90485953
7005648;90487839
7006064;90501825
7006159;90505677
7006596;90521721
7007407;90550687
7007612;90559087
7007725;90563159
7007791;90565427
7007761;90564311
7007821;90566553
7005785;90492131
7006556;90519635
7006591;90521625
7006643;90523457
7006677;90524671
7007144;90541761
7007764;90564465
7006501;90517777
7007637;90559919
7005027;90466199
7008181;90578849
7005157;90470037
7005176;90470847
7005175;90470843
7006254;90508461
7007869;90568585
7007868;90568583
7005716;90490279
7006099;90503183
7007859;90568233
7004953;90464461
7007296;90546549
7008237;90580779
7008308;90583315
7005562;90483971
7006849;90531191
7006893;90532657
7007004;90537317
7007076;90539559
7004722;90456021
7004896;90462689
7005629;90487113
7005014;90465955
7005575;90484707
7008076;90575189
7005408;90478293
7005580;90484803
7005772;90491791
7004976;90464855
7004974;90464851
7004975;90464853
7007719;90562907
7008079;90575281
7007896;90569453
7008109;90576413
7005226;90472341
7005313;90475905
7005692;90489577
7006197;90506787
7007895;90569447
7008108;90576409
7006986;90536785
7007155;90542235
7004747;90456641
7005254;90473687
7005586;90484949
7006188;90506475
7006445;90515919
7006454;90516113
7008006;90573011
7004877;90462077
7007455;90552497
7006061;90501761
7006604;90522063
7007303;90547019
7007897;90569577
7006228;90507945
7007208;90543829
7006475;90516929
7006532;90518627
7006549;90519319
7006550;90519381
7006555;90519585
7006602;90522011
7004701;90455451
7006297;90510137
7005199;90471333
7006763;90527505
7007261;90545197
7007963;90571645
7005813;90493153
7005907;90496233
7007679;90561617
7006160;90505735
7005279;90474831
7005390;90478019
7008139;90577377
7008110;90576443
7007741;90563755
7008140;90577449
7008203;90579853
7005279;90474831
7005390;90478019
7008141;90577377
7008110;90576443
7007741;90563755
7008143;90577449
7007464;90552613
7007752;90564025
7008111;90576445
7004935;90463911
7005305;90475369
7005516;90481773
7004952;90464459
7005302;90475323
7005306;90475373
7005513;90481749
7004967;90464769
7005200;90471389
7005246;90473223
7005248;90473367
7005579;90484755
7005632;90487247
7005671;90488593
7008198;90579609
7005117;90468743
7006282;90509645
7006244;90508223
7006232;90508037
7006231;90508023
7006496;90517689
7006529;90518589
7006245;90508225
7006243;90508219
7006269;90509009
7006230;90508021
7005118;90468753
7005738;90490795
7006037;90500855
7006869;90532059
7005152;90469885
7005393;90478111
7008295;90582797
7004784;90458431
7005300;90475307
7006518;90518247
7007704;90562213
7005142;90469507
7004803;90459309
7004886;90462423
7004939;90464099
7005197;90471319
7006547;90519171
7007505;90554949
7008081;90575343
7008096;90575811
7008099;90575927
7005120;90468799
7006684;90524839
7006850;90531203
7006905;90533163
7006911;90533373
7006995;90537053
7007084;90539933
7007617;90559357
7008120;90576751
7008234;90580689
7008307;90583191
7004942;90464199
7005181;90470953
7005465;90480103
7006936;90534343
7005711;90490189
7007211;90543915
7005852;90494095
7006467;90516653
7007138;90541551
7007603;90558901
7005743;90490931
7006359;90512527
7004777;90458085
7006557;90519709
7006717;90525815
7006806;90529525
7007229;90544507
7007333;90547869
7007931;90570555
7006307;90510525
7006397;90513967
7007161;90542573
7007428;90551443
7005001;90465533
7006097;90503073
7006139;90504651
7006452;90516065
7007108;90540685
7007200;90543657
7006666;90524265
7005340;90476763
7005134;90469181
7006101;90503193
7006286;90509747
7006294;90510115
7006980;90536527
7007533;90556353
7008253;90581333
7006069;90501959
7006127;90504041
7007491;90554183
7007789;90565377
7008022;90573727
7008083;90575391
7008225;90580359
7007819;90566437
7006361;90512585
7006861;90531921
7007266;90545341
7004949;90464399
7007960;90571603
7007010;90537547
7005601;90486019
7007154;90542209
7007176;90543243
7007259;90545181
7007731;90563357
7007956;90571521
7007282;90546127
7005327;90476195
7005288;90475113
7007316;90547363
7007318;90547405
7007822;90566579
