+0000000004652032+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004652032+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004652032+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004652032+0000000000000004                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000004656886+0000000000000007                  07                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000004658845+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004544522+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000004544522+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004658845+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004658845+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001462545+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001340852+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001398474+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001462545+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001462545+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001462545+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000000884774+0000000000000005                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000005287233+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005287233+0000000000000005                  13                                                                                                                                                                                                                                              APARCAMIENTO+00000000+00000000
+0000000005300066+0000000000000007                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004809747+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005328315+0000000000000001                  17                                                                                                                                                                                                                                                INDUSTRIAL+00000000+00000000
+0000000005329344+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005328549+0000000000000003                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005328549+0000000000000004                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000005328666+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005329461+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005329947+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005330050+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005331575+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005331692+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005331692+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005332019+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005332019+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005332019+0000000000000003                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005332019+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005332019+0000000000000005                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000001
+0000000005332019+0000000000000006                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005332019+0000000000000007                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005337299+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005338346+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005346436+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000005346787+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005346787+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005346805+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005348970+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005348970+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005349172+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005349172+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005354274+0000000000000001                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000005354526+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005361083+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005361083+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005361083+0000000000000003                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000005373811+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005387859+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005387859+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005387859+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004572926+0000000000000002                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000005388303+0000000000000001                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 1 PLANTA  Y 3 DORMITOR+00000003+00000001
+0000000004756324+0000000000000003                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005389070+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005389197+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005389818+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005389818+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005389818+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004809747+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004809747+0000000000000003                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005398685+0000000000000001                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005398685+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005399363+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005399597+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004651237+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005270314+0000000000000004                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000005400224+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001179494+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001376219+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001376219+0000000000000004                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000001376219+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001376219+0000000000000005                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000001302903+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001302903+0000000000000006                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000001302903+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000000887276+0000000000000001                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000001135821+0000000000000005                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000882940+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000000
+0000000000882940+0000000000000003                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000882940+0000000000000004                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000001302903+0000000000000005                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000000889604+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000001302903+0000000000000004                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000001652209+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 4 PLANTAS Y 3 DORMITOR+00000003+00000004
+0000000001195430+0000000000000003                  13                                                                                                                                                                                                                                              APARCAMIENTO+00000000+00000000
+0000000000893308+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 3 PLANTAS Y 4 DORMITOR+00000004+00000003
+0000000004167579+0000000000000009                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000001750273+0000000000000003                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000001751310+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001751310+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000001750273+0000000000000004                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000000
+0000000001750273+0000000000000005                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000001
+0000000001762146+0000000000000004                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001754911+0000000000000003                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000001
+0000000001158268+0000000000000011                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000001536230+0000000000000001                  06                                                                                                                                                                                                                                                  ESTUDIOS+00000050+00000000
+0000000001536230+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000895015+0000000000000006                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000000
+0000000001158268+0000000000000012                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001762146+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001158268+0000000000000010                  07                                                                                                                                                                                                                              PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000001762146+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000001762370+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001750273+0000000000000006                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001762370+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000001750273+0000000000000007                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004680660+0000000000000001                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000000892261+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000000891718+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000000890806+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000000892378+0000000000000001                  01                                                                                                                                                                                                                                                    SUELOS+00000000+00000000
+0000000000892495+0000000000000001                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000000892495+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001094360+0000000000000002                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 2 PLANTAS Y 4 DORMITOR+00000004+00000002
+0000000000888557+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000001345781+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000001544798+0000000000000001                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000000886598+0000000000000008                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000005497796+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000005488929+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000891097+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000000891097+0000000000000003                  13                                                                                                                                                                                                                                        EDIFICIO/COLECTIVO+00000000+00000000
+0000000000891097+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000000
+0000000000891097+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000000
+0000000000884657+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000000
+0000000000884657+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000000884657+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000000
+0000000000884657+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000000884657+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000000892981+0000000000000006                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000000879321+0000000000000005                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
