+0000000002133278+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000002
+0000000002133278+0000000000000003                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000002
+0000000004430667+0000000000000004                  05                                                                                                                                                                                                                  CASA UNIFAMILIAR DE 4 PLANTAS Y 3 DORMIT+00000003+00000004
+0000000001354783+0000000000000004                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000000
+0000000002213005+0000000000000003                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000004560333+0000000000000003                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000004517264+0000000000000001                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004485436+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004517264+0000000000000010                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004565865+0000000000000004                  07                                                                                                                                                                                                                              PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000004517264+0000000000000005                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004517264+0000000000000006                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000004541651+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004543600+0000000000000001                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 1 PLANTA  Y 3 DORMITOR+00000003+00000001
+0000000004543600+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004544387+0000000000000001                  03                                                                                                                                                                                                                  CHALET ADOSADO DE 1 PLANTA  Y 3 DORMITOR+00000003+00000001
+0000000004543727+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004543727+0000000000000002                  12                                                                                                                                                                                                                                                 COMERCIAL+00000000+00000000
+0000000004544522+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004544522+0000000000000002                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004544522+0000000000000003                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000004552612+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004552612+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 4 DORMITORIOS+00000004+00000001
+0000000004552729+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004552729+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000004552729+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004560081+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004560198+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004560198+0000000000000002                  16                                                                                                                                                                                                                                                  TRASTERO+00000000+00000000
+0000000004572323+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004560216+0000000000000001                  15                                                                                                                                                                                                                                                    GARAJE+00000000+00000000
+0000000004560216+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004560216+0000000000000003                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004560333+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
+0000000004560333+0000000000000002                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004560440+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004560440+0000000000000002                  06                                                                                                                                                                                                                                      PISO DE 1 DORMITORIO+00000001+00000001
+0000000004560567+0000000000000001                  06                                                                                                                                                                                                                                     PISO DE 3 DORMITORIOS+00000003+00000001
