ACT_NUM_ACTIVO|ACT_NUM_ACTIVO_CAIXA|ACT_NUM_ACTIVO_UVEM
6828144|89048690|29640315
6828145|89049380|29848998
6828146|89049363|29848278
6828147|89048123|29282909
6828148|89049383|29849073
6828216|89048659|29449683
6828219|89041917|26484839
6828220|89042005|26530771
6828223|89041914|26484722
6828226|89051310|15561879
6828428|89043058|27352648
6828429|89043104|27354958
6828430|89043055|27352396
6828431|89048847|29671221
6828432|89043069|27353677
6828433|89045935|28848376
6828434|89043064|27353326
6828435|89048396|29383358
6828437|89043084|27354121
6828438|89047073|29138905
6828439|89043046|27352045
6828440|89043087|27354238
6828441|89043093|27354472
6828442|89043061|27353191
6828443|89043049|27352162
6828445|89043072|27353794
6828448|89048245|29310954
6828450|89046228|28968128
6828451|89038318|22731167
6828454|89043096|27354589
6828455|89043078|27353929
6828458|89043099|27354607
6828459|89043101|27354724
6828460|89043090|27354355
6828526|89059774|20041332
6828529|89059165|19852455
6828530|89052943|16195448
6828531|89044648|28545067
6828532|89045197|28675102
6828533|89046606|29048427
6828534|89047574|29209243
6828535|89047582|29209846
6828539|89048850|29671338
6828542|89044633|28542565
6828543|89048838|29670894
6828548|89042519|27029104
6828549|89048835|29670777
6828552|89038650|22822791
6828555|89048852|29671455
6828556|89048899|29720978
6828560|89045325|28691381
6828561|89049005|29756345
6828564|89042521|27029221
6828566|89046603|29048310
6828843|89048712|29654012
6828844|89048924|29741853
6828845|89047127|29148216
6828846|89046295|29000584
6828848|89048974|29752076
6828849|89049238|29808487
6828879|89044349|28428186
6828880|89046589|29047029
6828881|89038277|22713766
6828883|89049522|29887157
6828884|89048855|29672016
6828885|89048869|29715993
6828886|89047945|29268922
6828887|89048956|29748138
6828891|89048638|29440503
6828897|89048832|29670660
6828898|89048641|29440620
6828900|89047825|29254973
6830046|89042311|26712696
6830049|89042306|26712462
6830050|89042303|26712345
6830052|89048954|29747712
6830056|89042309|26712579
6830057|89048910|29739136
6830058|89048918|29739622
6830061|89042795|27224941
6830063|89048185|29291290
6830092|89044675|28548289
6830094|89048968|29751650
6830095|89046125|28903328
6830096|89063831|21636909
6830098|89047754|29246280
6830099|89061917|20733790
6830101|89047299|29181353
6830103|89049250|29809534
6830116|89055013|17890735
6830117|89047082|29139331
6830118|89049038|29768083
6830120|89043552|27877187
6830121|89048988|29754989
6830122|89049055|29769364
6830123|89062607|21015509
6830124|89045502|28770313
6830125|89062608|21015626
6830126|89048991|29755064
6830127|89041667|26298841
6830128|89055017|17890852
6830130|89042131|26632753
6830131|89047489|29202121
6830132|89048999|29756111
6830181|89044924|28596422
6830182|89043390|27528793
6830183|89048222|29306161
6830184|89048013|29274333
6830185|89041244|25098641
6830186|89041652|26288558
6830188|89062882|21183961
6830190|89047642|29215374
6830191|89047970|29271093
6830192|89037138|6023920
6830194|89048980|29752931
6830195|89048841|29671086
6830196|89048971|29751767
6830229|89048456|29416602
6830230|89046747|29079936
6830231|89049002|29756228
6830232|89049018|29765113
6830233|89048948|29746800
6830236|89041937|26487827
6830859|89041791|26407039
6830861|89055076|17965945
6830863|89049052|29769013
6830864|89049044|29768218
6830867|89047067|29138770
6830872|89048965|29750369
6830873|89044316|28423140
6830874|89049009|29764435
6830875|89049233|29808136
6830878|89046996|29118222
6830893|89044371|28429953
6830894|89044290|28334780
6830898|89047223|29174913
6830909|89046697|29074404
6830912|89040378|24143993
6830914|89049346|29846085
6830918|89043376|27527647
6831207|89048885|29717601
6831208|89048876|29717349
6831210|89047495|29202607
6831211|89048887|29717718
6831214|89048505|29423879
6831221|89041041|24878528
6831224|89049360|29847483
6831225|89049343|29845911
6831226|89048718|29654732
6831228|89048879|29717466
6831230|89049357|29847249
6831231|89049241|29808505
6831234|89048881|29717583
6831237|89051875|15718406
6831239|89047427|29193109
6831240|89049261|29831359
6831314|89047591|29210211
6831316|89045107|28653432
6831318|89047048|29135296
6831319|89049244|29808856
6831320|89048862|29714613
6831321|89045568|28795556
6831322|89046384|29015445
6831660|89058196|19591364
6831661|89047700|29232952
6831662|89047774|29247795
6831663|89058292|19608779
6831664|89047730|29233981
6831665|89047706|29233144
6831666|89047703|29233027
6831667|89047723|29233747
6831668|89047720|29233630
6831669|89047727|29233864
6831670|89047708|29233261
6831671|89047737|29234290
6831672|89047734|29234173
6831673|89047717|29233513
6831674|89046031|28868087
6831675|89047714|29233495
6831677|89047711|29233378
6831678|89047732|29234056
6831679|89048650|29448303
6831685|89049513|29886245
6831686|89048892|29719776
6831687|89049235|29808370
6831711|89046414|29019948
6831716|89049407|29852117
6831727|89044843|28587285
6831728|89049493|29881316
6831730|89044840|28587051
6831732|89049427|29856485
6831733|89047648|29216889
6831734|89047238|29175456
6831735|89041051|24880759
6831736|89047244|29175690
6831737|89045728|28828296
6831745|89045731|28828431
6831747|89046196|28929618
6831748|89046192|28929132
6831749|89048681|29453873
6831763|89047229|29175105
6831764|89048985|29754152
6831766|89047240|29175573
6831767|89046147|28905872
6831768|89047232|29175222
6831770|89043629|27901602
6831771|89064246|21823702
6831772|89047226|29175087
6831773|89049253|29829848
6831776|89047235|29175339
6831778|89043662|27972902
6832585|89049485|29878155
6832587|89046201|28931012
6832588|89064614|21998070
6832590|89049267|29839411
6832591|89040818|24703908
6832592|89049470|29876700
6832594|89045597|28808117
6832596|89047012|29127692
6832599|89046264|28996415
6832601|89049496|29882462
6832602|89049482|29878038
6832603|89049467|29876682
6832604|89049465|29876565
6832605|89047265|29177649
6832606|89049487|29878407
6832607|89047739|29241954
6832608|89049459|29876331
6832609|89049456|29876214
6832610|89048077|29278836
6832611|89046705|29074872
6832612|89048213|29304337
6832613|89045571|28795673
6832614|89049478|29877963
6832615|89045649|28813570
6832616|89049462|29876448
6832617|89062580|20996461
6832618|89049490|29878875
6832628|89041700|26323061
6832629|89042203|26654891
6832632|89048905|29727515
6832633|89049424|29856251
6832634|89049499|29882831
6832638|89048359|29379285
6832715|89048844|29671104
6832726|89042364|26740632
6832763|89047793|29251265
6832766|89043159|27378101
6832808|89047398|29189873
6833027|89049596|29915571
6833029|89043875|28097435
6833030|89043418|27531000
6833031|89049545|29893540
6833035|89038030|22649461
6833036|89038027|22649344
6833037|89040816|24703170
6833040|89049551|29894335
6833165|89049556|29896645
6833166|89045417|28741096
6833167|89043468|27863508
6833168|89047948|29269096
6833254|89042729|27189601
6833255|89049416|29853380
6833256|89049676|29970144
6833258|89049441|29872665
6833260|89049439|29872548
6833262|89049647|29962657
6833263|89043035|27341219
6833264|89046671|29070369
6833265|89049566|29897791
6833268|89049536|29890804
6833269|89049569|29899147
6833271|89049578|29901874
6833539|89048032|29275128
6833540|89049404|29852000
6833541|89048028|29275011
6833542|89049608|29918793
6833545|89047651|29226938
6833548|89046790|29084183
6833550|89046780|29083523
6833552|89048002|29273538
6833601|89043679|27988423
6833602|89046954|29111334
6833603|89048453|29409289
6833604|89049626|29950802
6833605|89047913|29261314
6833609|89063480|21476519
6833611|89049612|29919003
6833614|89047978|29271462
6833615|89048370|29379654
6833616|89044540|28474846
6833617|89049334|29845173
6836058|89048194|29302513
6836059|89048858|29672367
6836060|89047782|29248590
6836061|89047653|29227850
6836062|89047279|29179122
6836953|89048459|29417379
6837213|89049632|29961745
6837215|89049590|29909674
6837217|89046828|29087657
6837218|89046830|29087774
6837219|89051866|15714506
6837221|89042326|26720804
6837222|89062161|20818563
6837225|89043465|27863256
6837226|89062163|20818680
6837228|89049706|30011234
6837233|89049905|30104934
6837234|89048825|29665675
6837236|89049624|29946360
6837237|89042086|26586335
6837239|89049686|29985959
6837240|89045404|28736246
6837241|89049604|29918190
6837243|89049602|29918073
6837244|89049911|30105594
6837245|89048962|29748741
6837247|89048421|29388890
6837249|89049690|29988110
6837250|89044779|28578283
6837251|89049901|30104700
6837252|89049614|29919120
6837255|89048723|29660980
6837256|89062157|20818329
6837258|89047614|29212872
6837259|89048149|29287001
6837260|89049688|29986754
6837262|89049903|30104817
6837263|89062159|20818446
6837264|89049587|29909557
6837265|89045420|28741717
6837266|89046665|29069050
6837267|89047530|29206138
6837268|89049593|29909791
6837270|89049501|29883491
6837635|89046289|29000233
6838200|89048098|29281259
6838558|89046708|29075316
6838616|89047956|29269600
6839893|89048699|29640918
6840021|89047288|29180792
6840110|89048471|29419086
6841260|89049962|30145385
6841480|89049259|29830798
6841858|89041384|10570417
6841859|89047091|29140884
6842871|89050033|30155920
6843074|89049857|30053569
6843589|89046270|28997075
6843590|89048635|29438371
6843593|89048312|29352704
6843689|89047139|29162554
6844029|89050135|31010458
6844325|89048705|29644215
6847185|89060922|20408170
6847187|89048996|29755316
6847188|89049348|29846220
6847320|89049444|29875167
6847322|89047163|29166706
6847916|89047544|29206624
6847917|89045505|28773301
6847920|89049855|30048836
6847923|89047896|29259317
6847966|89049988|30148742
6847967|89049505|29884304
6847972|89048388|29382680
6885651|89047094|29141211
6885712|89050007|30151885
6885713|89050009|30152212
6885719|89039585|23922500
6885720|89049995|30149420
6885722|89047183|29169811
6886215|89042783|27204258
6886216|89049331|29844513
6886218|89045245|28682514
6886220|89050109|30166746
6886223|89046756|29081078
6886224|89046364|29013135
6886225|89049990|30148976
6886507|89044098|28273402
6886509|89048242|29310837
6886510|89038901|22935617
6886513|89045885|28836386
6886514|89044742|28567106
6886515|89046407|29018919
6886516|89038898|22935500
6886517|89042317|26720201
6886519|89050011|30153124
6886522|89048644|29445666
6886523|89050019|30153961
6886524|89050021|30154270
6886525|89048647|29445783
6886526|89044101|28273636
6886527|89048873|29716788
6886528|89047893|29259065
6886531|89048670|29451077
6886532|89050017|30153844
6886533|89046645|29051336
6886536|89048330|29374842
6886566|89050130|30972629
6886567|89052638|15974540
6886569|89043379|27527881
6886571|89048319|29362132
6886572|89048709|29644332
6886573|89050024|30154522
6886575|89049269|29839762
6886576|89047820|29254739
6886577|89050111|30188416
6886809|89043576|11981507
6886810|89047745|29245620
6886812|89047538|29206489
6886813|89050091|30165096
6886814|89049413|29853029
6886815|89047421|29192296
6886818|89049765|30031314
6886820|89047962|29270784
6886822|89040944|24822847
6886823|89050066|30162594
6886824|89050035|30156094
6886825|89050039|30156832
6888709|89050085|30164319
6888713|89047206|29173749
6888714|89047965|29270802
6888715|89046436|29025728
6888716|89049883|30077432
6888717|89045065|28617775
6888721|89037579|22069736
6888723|89047967|29270919
6888724|89049264|29839393
6888725|89046134|28904240
6888726|89049555|29896528
6888728|89050064|30162360
6888729|89050075|30163407
6888731|89049419|29854175
6888732|89047899|29259920
6889102|89050077|30163524
6889103|89050150|31013212
6889104|89048867|29715039
6889105|89050101|30165600
6889106|89050107|30166512
6889240|89048385|29381903
6889241|89045692|28816441
6889242|89045546|28789425
6889245|89049058|29769850
6889246|89047175|29167735
6889247|89050093|30165114
6889250|89047799|29251634
6889251|89048808|29664160
6889253|89048469|29418777
6889254|89058789|19753344
6889255|89045343|28719991
6889257|89049714|30020839
6889258|89050126|30972377
6889259|89047765|29246766
6889260|89045346|28720005
6889275|89045686|28816189
6889277|89045681|28815997
6889278|89045684|28816072
6889280|89057195|19252047
6889281|89050132|30972863
6889282|89047580|29209612
6889288|89049674|29968516
6889295|89046320|29002912
6889838|89047866|29256680
6889839|89049421|29854427
6889841|89061994|20748048
6889843|89045988|28855320
6889844|89047834|29255282
6889845|89047869|29256797
6889847|89047855|29256212
6889848|89043694|27994185
6889850|89050087|30164787
6889851|89050097|30165348
6889852|89047861|29256446
6889853|89050143|31012165
6889854|89050178|31021302
6889855|89047823|29254856
6889856|89047829|29255048
6889857|89047857|29256329
6889859|89045916|28843078
6889860|89047849|29255903
6889861|89050200|31024272
6889862|89050180|31021419
6889863|89047814|29254487
6889865|89047832|29255165
6889866|89047846|29255885
6889867|89047872|29256815
6889868|89047839|29255417
6889869|89050095|30165231
6889870|89048101|29281493
6889871|89047837|29255300
6889872|89061997|20748165
6889873|89047863|29256563
6889874|89047841|29255534
6889875|89047844|29255651
6889878|89046975|13432250
6889879|89049913|30109629
6889880|89046978|13432367
6889881|89047817|29254505
6890815|89049881|30077297
6890816|89050054|30160167
6890819|89049851|30048584
6890820|89038759|22864910
6890821|89042333|26721347
6890822|89047928|29264905
6890823|89050184|31022700
6890824|89046150|28905989
6890825|89050188|31022934
6890826|89047992|29272626
6890827|89049889|30089170
6890832|89048229|29308723
6890833|89057400|19315033
6890835|89050186|31022817
6890836|89046096|28873324
6890837|89047273|29178813
6890838|89049702|30005337
6890968|89059623|19997081
6890969|89059626|19997198
6890970|89059672|19998848
6890971|89042367|26740983
6890972|89050231|31028910
6890973|89059633|19997567
6890974|89059650|19998245
6890976|89043477|27864420
6890978|89059639|19997819
6890981|89059661|19998596
6890983|89059653|19998362
6890984|89059665|19998614
6890985|89059647|19998128
6890986|89050242|31029687
6890989|89059629|19997333
6890990|89059636|19997702
6890991|89047151|29164747
6890992|89059658|19998479
6890994|89050165|31014727
6890995|89050198|31024155
6890996|89059641|19997936
6890997|89059631|19997450
6890998|89045723|28819663
6891000|89059668|19998731
6891265|89046329|29003338
6891266|89050227|31028775
6891267|89050113|30761505
6891268|89050115|30971231
6891269|89046028|28867292
6891270|89049931|30111257
6891272|89064606|21993258
6891274|89049933|30111374
6891412|89048896|29720627
6891416|89047533|29206255
6891417|89047772|29247678
6891418|89053049|16234103
6891420|89050205|31025436
6891422|89046648|29051453
6891424|89049023|29765833
6891425|89050258|31033274
6891426|89040594|24210449
6891427|89048478|29422247
6891428|89050252|31032011
6891430|89050322|31041247
6891431|89050244|31029822
6891435|89047983|29271714
6891436|89040597|24210566
6891543|89050293|31036982
6891544|89040124|24083878
6891548|89050060|30162009
6891550|89049528|29888555
6891551|89045652|28813687
6891552|89040121|24083761
6891554|89050339|31072873
6891818|89050073|30162963
6891819|89038326|22740655
6891820|89046804|29085716
6891821|89050305|31038824
6891822|89046101|28874002
6891823|89050003|30150019
6891824|89049899|30104682
6891825|89050405|31080360
6891827|89049047|29768452
6891828|89041999|26528774
6891829|89043310|27486700
6891831|89048299|29327387
6891832|89050347|31073785
6891833|89044511|28461224
6891835|89050299|31037660
6891836|89050283|31035719
6891837|89043313|27486817
6891876|89044601|28538627
6891877|89048070|29278350
6891880|89047998|29273304
6891882|89050303|31038707
6891884|89049941|30117233
6891885|89046412|29019696
6891888|89049939|30117116
6891890|89050237|31029219
6891892|89044799|28579816
6891894|89046409|29019579
6891895|89046326|29003221
6891958|89050089|30164922
6891960|89046770|29081933
6891963|89050273|31035098
6891964|89050800|31140727
6891968|89049684|29982251
6898955|89041782|26402695
6898956|89049986|30148625
6898957|89050363|31076287
6898959|89048174|29289914
6898961|89048404|29384387
6898962|89041779|26402578
6898963|89050443|31085172
6898964|89047594|29210796
6898965|89050254|31032128
6898968|89050118|30971348
6898969|89050154|31013446
6898971|89046225|28964093
6934214|89043268|27476885
6934215|89050167|31016065
6934216|89048146|29286926
6934218|89050169|31016182
6934219|89047124|29147907
6934235|89043910|12070673
6934236|89043923|12071000
6934238|89050394|31079410
6934239|89043906|12070556
6934240|89043917|12070808
6934242|89043896|12070205
6934243|89043903|12070439
6934244|89043914|12070790
6934245|89043920|12070925
6934246|89043900|12070322
6934249|89047976|29271345
6934250|89047670|29229809
6934253|89049035|29767909
6934254|89050439|31083717
6934255|89048237|29309266
6934256|89048239|29309383
6934257|89049337|29845542
6934260|89050297|31037174
6934261|89045864|28834193
6934263|89046711|29075802
6934266|89046717|29076093
6934268|89050420|31082184
6934269|89047942|29268787
6934270|89048376|29380622
6934271|89049507|29884655
6934274|89050504|31095338
6934275|89047433|29193460
6934277|89042455|26799886
6934280|89050437|31083582
6934291|89050445|31085289
6934292|89050267|31034186
6934294|89049968|30147110
6934295|89054024|16605014
6934296|89050367|31076656
6934297|89046493|29032420
6934305|89048721|29655158
6934308|89048889|29718495
6934309|89048977|29752328
6934310|89050446|31085541
6934312|89037745|22147018
6934313|89046105|28874119
6934324|89050838|31147363
6934352|89049572|29900962
6934353|89046404|29018667
6934354|89048015|29274450
6934355|89044906|28594715
6934356|89044903|28594697
6934358|89039545|23915808
6934361|89064390|21905352
6934362|89042700|27158812
6934363|89050413|31080846
6934364|89050379|31077568
6934366|89050402|31080009
6934367|89050481|31091672
6934371|89050248|31030286
6934372|89050490|31093748
6934376|89043668|27978374
6934377|89038264|22712134
6934378|89042435|26755727
6934379|89042273|26705770
6934380|89045068|28617892
6934381|89038333|22741684
6934384|89050523|31097531
6934388|89050360|31076170
6934389|89050345|31073668
6934390|89048902|29727497
6934393|89046965|29112597
6934394|89046341|29003824
6934397|89050526|31097648
6934398|89050483|31091807
6934399|89050260|31033391
6934401|89047133|29161525
6934403|89050582|31108619
6935986|89044584|28536785
6935987|89050590|31110013
6935988|89047214|29174310
6935990|89050371|31077082
6935992|89047282|29179959
6935993|89048410|29384990
6935995|89048412|29385065
6935997|89044581|28536668
6935998|89050373|31077100
6935999|89048415|29385434
6936001|89050602|31112071
6936002|89046034|28868222
6936197|89045423|28742377
6936198|89050416|31081641
6936200|89043639|27905970
6936201|89043884|28103945
6936203|89044685|28548892
6936204|89046592|29047146
6936205|89046750|29080283
6936206|89047639|29215023
6936208|89048427|29401138
6936209|89048429|29401255
6936210|89049618|29923661
6936213|89050275|31035116
6936214|89050317|31040335
6936221|89050475|31091069
6936223|89050488|31093514
6936225|89050665|31124178
6936226|89050671|31124664
6936227|89050747|31134344
6937817|89050182|31022448
6937818|89046783|29083757
6937819|89050377|31077451
6937823|89050256|31032731
6937824|89050433|31083348
6937825|89050250|31031684
6937826|89046815|29086745
6937828|89048982|29753123
6937830|89050148|31012300
6937831|89050225|31028658
6937832|89046822|29086979
6937833|89049704|30005454
6937835|89046813|29086628
6937836|89046810|29086025
6937837|89046825|29087054
6937838|89046819|29086862
6937839|89049032|29767891
6937884|89050599|31110967
6937886|89047645|29216655
6937887|89045950|28849540
6937888|89050311|31040083
6937890|89048304|29349660
6937891|89050675|31125711
6937892|89050411|31080729
6937893|89050152|31013329
6937894|89040601|24210683
6937895|89050409|31080612
6937896|89050407|31080594
6937904|89050765|31136420
6937905|89050221|31027377
6938280|89050103|30166377
6938284|89064036|21742712
6938286|89051357|31203092
6938288|89051360|31203227
6938293|89050782|31138847
6938294|89050580|31108484
6938296|89051355|31202918
6938298|89051381|31203947
6938299|89050161|31014358
6938300|89050451|31085910
6938301|89051367|31203461
6938304|89050163|31014475
6938308|89045089|28645459
6938309|89041979|26521904
6938314|89051346|31202666
6938315|89050145|31012282
6938317|89049606|29918208
6938318|89051364|31203344
6938320|89051349|31202783
6938321|89051374|31203695
6938322|89051388|31204256
6938324|89050592|31110130
6938325|89051403|31204742
6938326|89051384|31204139
6938327|89051351|31202801
6938328|89051396|31204508
6938329|89051393|31204490
6938330|89051390|31204373
6938331|89051409|31204976
6938332|89051413|31205051
6938333|89051407|31204859
6938742|89047319|29184692
6938743|89047322|29184710
6938744|89047316|29184575
6938745|89047331|29185019
6938746|89046740|29078889
6938748|89047290|29180810
6938749|89047325|29184827
6938750|89047341|29185370
6938751|89047352|29185739
6938752|89047338|29185253
6938753|89047335|29185136
6938754|89047349|29185622
6938755|89047328|29184944
6938756|89047347|29185505
6938757|89050816|31142920
6938759|89047375|29186651
6938761|89047380|29186885
6938762|89047360|29186165
6938763|89047378|29186768
6938765|89047357|29185973
6938770|89047363|29186282
6938772|89050823|31145053
6938774|89047372|29186534
6938776|89047366|29186300
6938778|89050657|31121928
6938783|89048136|29286071
6938784|89047355|29185856
6938791|89049885|30077666
6938794|89051482|31212463
6938797|89050832|31146937
6938799|89045557|28793615
6938801|89039752|23996536
6938802|89047656|29228411
6938803|89047658|29228762
6938804|89051471|31211551
6938853|89050787|31139156
6938856|89050544|31102994
6938858|89048080|29279028
6938863|89050269|31034555
6938868|89047498|29202841
6938869|89048084|29279145
6938870|89050141|31011622
6938873|89050535|31102040
6938874|89049943|30117467
6938877|89048653|29448537
6938891|89050717|31130075
6938892|89050882|31157529
6938893|89044301|28417612
6938894|89050880|31155687
6938895|89049653|29964850
6938896|89050774|31137683
6938897|89049519|29886848
6938898|89047790|29248725
6938899|89049635|29961979
6938900|89050435|31083465
6938905|89046573|29045790
6938910|89044564|28532300
6938911|89047785|29248608
6938913|89050723|31130678
6938915|89049634|29961862
6938916|89049645|29962540
6938918|89050365|31076422
6938919|89050797|31140475
6938921|89049639|29962288
6938923|89050719|31130192
6938925|89050246|31029939
6938926|89064388|21905235
6938928|89049641|29962306
6938929|89049643|29962423
6938931|89047777|29248239
6938932|89049637|29962171
6938935|89049655|29964967
6938937|89047039|29134267
6938941|89061089|20450192
6938942|89048693|29640432
6938943|89050711|31129359
6938953|89050533|31100333
6938954|89050685|31126506
6938956|89043488|27873422
6938959|89050589|31109765
6938960|89049698|30001185
6938962|89046951|29111217
6938963|89050211|31026096
6938964|89049845|30044702
6938965|89050910|31162028
6938967|89050079|30163758
6938968|89050492|31094174
6938970|89045876|28835123
6938971|89050375|31077334
6938972|89050383|31078129
6938973|89050081|30163875
6938974|89046040|28868456
6938975|89050604|31112188
6938977|89050518|31097279
6938979|89046087|28872412
6938980|89049966|30146783
6938981|89040914|24757981
6938982|89043491|27873539
6938984|89050295|31037057
6938986|89049847|30044819
6938989|89050083|30164067
6938991|89046037|28868339
6938993|89050662|31123869
6939898|89047981|29271579
6939899|89049955|30142532
6939902|89050705|31128330
6939909|89050814|31142785
6939912|89050642|31119931
6939915|89050301|31037777
6939928|89050673|31125459
6939929|89050926|31168724
6939932|89050731|31133180
6939934|89050240|31029453
6939935|89050895|31159119
6939936|89048225|29308606
6939937|89050324|31041364
6939938|89050464|31089810
6939939|89047185|29170392
6939941|89050966|31173106
6939942|89050924|31168607
6939944|89051005|31178638
6939946|89049957|30142649
6939947|89050396|31079527
6939949|89045233|28680789
6939951|89050721|31130444
6939952|89050908|31161602
6940081|89046734|29078655
6940082|89047197|29171070
6940086|89043459|27862947
6940087|89046737|29078772
6940095|89050528|31098326
6940096|89047200|29171187
6940097|89050778|31138595
6940098|89047461|29197594
6940100|89050916|31168004
6940102|89050027|30155434
6940105|89050369|31076890
6940106|89050653|31120530
6940110|89050025|30155317
6940113|89050529|31098443
6940489|89050508|31095689
6940492|89050349|31074346
6940493|89042179|26640960
6940497|89043259|27474341
6940498|89050537|31102391
6940499|89051018|31179784
6940502|89050139|31011253
6940503|89039767|23998612
6940506|89039140|23021930
6940507|89050460|31088880
6940727|89050013|30153241
6940732|89047256|29176134
6940735|89048322|29362501
6940738|89050015|30153358
6940740|89051052|31183623
6940743|89050952|31171867
6940744|89050677|31125828
6940748|89050422|31082202
6940755|89050660|31122588
6940758|89050471|31090760
6940759|89050993|31177123
6940761|89050576|31106660
6940762|89051054|31183740
6940763|89050485|31091924
6941116|89050062|30162243
6941117|89042738|27194100
6941122|89050449|31085658
6941124|89050691|31126974
6941129|89050698|31127301
6941134|89049516|29886614
6941137|89039811|24005904
6941140|89048072|29278719
6941142|89050954|31171984
6941143|89037646|22125231
6941149|89051082|31188066
6941150|89050826|31145539
6941152|89041726|26349603
6941154|89050494|31094309
6941155|89050725|31131005
6941158|89050935|31170118
6941160|89050806|31141756
6941162|89048219|29304706
6941164|89050933|31170001
6941165|89050696|31127283
6941166|89051424|31206197
6941167|89050468|31090409
6941169|89051012|31179433
6941170|89051011|31179316
6941617|89049651|29964733
6941619|89050791|31139642
6941620|89048268|29323019
6941621|89050976|31174018
6941623|89050920|31168355
6941624|89049542|29891464
6941625|89051284|31195127
6941626|89050914|31167560
6941628|89051299|31197185
6941630|89051307|31198466
6941632|89050902|31159956
6941635|89049993|30149051
6941636|89050878|31155102
6942619|89050586|31109045
6942620|89051327|31201403
6942621|89050784|31139039
6942622|89050948|31171633
6942625|89050733|31133297
6942627|89050864|31151787
6942630|89050753|31134713
6942633|89050808|31141873
6942634|89049433|29862400
6942636|89050978|31174504
6942638|89047401|29190607
6942643|89050904|31160069
6942712|89042219|26661835
6942716|89038882|22929603
6942718|89045658|28813822
6942719|89051444|31207478
6942720|89050315|31040218
6942721|89049972|30147461
6942723|89050701|31127418
6942726|89050313|31040101
6942727|89050839|31147597
6942729|89051056|31183974
6942731|89051632|31240984
6942756|89064629|22002257
6942757|89045549|28789659
6942760|89045552|28789776
6942762|89049436|29862634
6942765|89050122|30971600
6942766|89050124|30972260
6942767|89049970|30147344
6942768|89049849|30046274
6942769|89050707|31128447
6942775|89051532|31224822
6942776|89051014|31179550
6942777|89050120|30971465
6942781|89051681|31245814
6942782|89050596|31110850
6942784|89049247|29808973
6943706|89037504|22038830
6943708|89050703|31128195
6943709|89048216|29304571
6943710|89051508|31214890
6943711|89051034|31181781
6943712|89050400|31079878
6943718|89051041|31182828
6943719|89050398|31079761
6943722|89047194|29170995
6943723|89051036|31181898
6943724|89048675|29451212
6943726|89041836|26467981
6943727|89051438|31206566
6943728|89043037|27349253
6943731|89051490|31212832
6943733|89043026|27338292
6943734|89047392|29189522
6943735|89049860|30057118
6943736|89047395|29189639
6943737|89048086|29279262
6943738|89044917|28595978
6943739|89063110|21291606
6943740|89049584|29908411
6943741|89049923|30110579
6943742|89059985|20095657
6943745|89050743|31134110
6943749|89050645|31120161
6943751|89050001|30149906
6943753|89050127|30972512
6943754|89050960|31172311
6943759|89050989|31176445
6943760|89051447|31207964
6943761|89050757|31135256
6943762|89050647|31120278
6943766|89050640|31119679
6943767|89051450|31208525
6943768|89051078|31187523
6943769|89051577|31232912
6943770|89051301|31197437
6943772|89050759|31135373
6944461|89051594|31233689
6944464|89050441|31083834
6944465|89050455|31087131
6944467|89051431|31206332
6944470|89050532|31098812
6944471|89050772|31137566
6944474|89051734|31248667
6944475|89051590|31233572
6944476|89049029|29767657
6944478|89046743|29078907
6944479|89050335|31071961
6944480|89051024|31180383
6944481|89051062|31184652
6944482|89050333|31071844
6944552|89052435|15899409
6944553|89052438|15899526
6944555|89050351|31074697
6944556|89045414|28740436
6944558|89050453|31086687
6944559|89052054|31270510
6944562|89050804|31141405
6944566|89050890|31158810
6944567|89051311|31198601
6944569|89050868|31151922
6944572|89051623|31238753
6944575|89051339|31202315
6944577|89051080|31187991
6944578|89050776|31138127
6944579|89050780|31138730
6945032|89063549|21525322
6945034|89052136|31274527
6945035|89050922|31168589
6945036|89051547|31228119
6945038|89050043|30157492
6945039|89051003|31178521
6945040|89050192|31023243
6945043|89050133|30972980
6945044|89045488|28750584
6945045|89052126|31274275
6945047|89051737|31248784
6945048|89050918|31168238
6945050|89052130|31274392
6945051|89051096|31190063
6945053|89043303|27485887
6945054|89050695|31127166
6945055|89052117|31273849
6945056|89051645|31242340
6945058|89051032|31181664
6945059|89052124|31274158
6945060|89051324|31199747
6945061|89052153|31275187
6945062|89052147|31274995
6945064|89050578|31108133
6945065|89052150|31275070
6945066|89051477|31212229
6945067|89052144|31274878
6945068|89052134|31274410
6945069|89050692|31127049
6945072|89052114|31273732
6945074|89052120|31274041
6945075|89039933|24049694
6945076|89052139|31274644
6945078|89049974|30147830
6945079|89052142|31274761
6945080|89044117|28277905
6945081|89051523|31224084
6945082|89051747|31249111
6945084|89051087|31189230
6945085|89051814|31252974
6945105|89051540|31227810
6945106|89050390|31078615
6945107|89049915|30109863
6945109|89041690|26316738
6945111|89050836|31147246
6945113|89049248|15370601
6945115|89052092|31272334
6945116|89052004|31268747
6945117|89052027|31269659
6945118|89052060|31270744
6945119|89052057|31270627
6945120|89052063|31270861
6945122|89052072|31271170
6945123|89052008|31268981
6945124|89052015|31269290
6945125|89052086|31272100
6945126|89052025|31269542
6945127|89052096|31272451
6945128|89052038|31269911
6945129|89052030|31269776
6945130|89052011|31269056
6945131|89052069|31271053
6945132|89052014|31269173
6945134|89052044|31270141
6945136|89051758|31250313
6945137|89052018|31269308
6945138|89052048|31270258
6945139|89052035|31269893
6945141|89052075|31271287
