ACT_NUM_ACTIVO|ACT_NUM_ACTIVO_CAIXA|ACT_NUM_ACTIVO_UVEM
5959074|89041646|10759950
5959077|89063151|21305061
5959085|89037002|5668894
5959089|89040519|10082508
5959092|89038871|8316633
5959093|89039743|9494316
5959098|89059608|19993919
5959102|89036816|5218611
5959103|89040778|10187091
5959112|89062958|21232278
5959118|89059014|19818154
5959126|89043776|12043433
5959130|89038696|8071839
5959132|89039487|9216494
5959137|89064071|21764130
5959139|89036725|4950996
5959142|89063654|21579161
5959149|89053494|16440766
5959157|89036474|3747167
5959165|89048372|14695174
5959167|89057079|19192049
5959168|89037340|6468147
5959175|89042794|11591545
5959180|89051819|15696609
5959199|89046760|13349632
5959216|89044597|12306834
5959223|89038251|7451850
5959226|89044444|12210380
5959257|89040811|10204328
5959267|89053178|16276069
5959269|89057680|19386333
5959270|89059213|19863164
5959271|89037836|6884320
5959278|89053131|16259580
5959280|89038497|22778449
5959284|89040332|9975398
5959288|89052707|16005560
5959294|89045070|12500805
5959304|89039322|9110495
5959306|89039512|9232926
5959313|89041649|10761092
5959314|89043938|12072983
5959317|89038620|7918126
5959332|89061427|20574213
5959333|89061949|20738620
5959335|89053718|16529070
5959337|89059833|20068885
5959341|89036878|5398333
5959369|89038052|7107296
5959370|89038647|22822557
5959376|89053039|16232495
5959391|89058999|19816933
5959392|89037060|5790994
5959400|89054211|16778044
5959407|89041540|10650963
5959414|89036748|4998587
5959419|89037760|6822373
5959422|89037480|6655894
5959425|89045650|12739557
5959430|89038569|7862318
5959449|89036895|5441412
5959454|89040383|9998232
5959461|89048900|14913855
5959473|89061650|20655671
5959474|89051634|15681379
5959479|89041008|10320882
5959487|89054972|17797465
5959504|89061126|20457215
5959511|89041713|10810147
5959515|89052116|15805527
5959520|89060375|20228321
5959522|89038222|22697459
5959525|89059121|19843822
5959530|89044616|12323926
5959533|89047843|14000692
5959535|89054895|17774280
5959537|89036392|1850664
5959539|89057824|19438610
5959559|89047997|14143863
5959576|89052159|15814997
5959578|89054993|17803255
5959581|89044227|12170948
5959592|89038066|22658229
5959597|89059273|19882197
5959600|89053391|16377373
5959610|89037291|6355339
5959611|89038087|22665389
5959612|89046800|13362824
5959613|89047671|13845028
5959623|89036394|1909226
5959624|89036986|5639947
5959632|89039100|8679561
5959645|89043025|11707117
5959648|89036770|5058455
5959661|89037967|22630601
5959662|89036706|4868570
5959665|89053349|16333079
5959666|89037289|6326491
5959668|89043699|12018737
5959669|89051598|15675482
5959670|89054416|17611164
5959672|89045047|12494880
5959675|89038288|7492319
5959678|89046170|13097309
5959680|89046917|13412287
5959681|89063162|21307974
5959687|89040470|10058238
5959688|89041348|10550454
5959712|89036695|4790372
5959718|89046371|13154319
5959719|89048179|14327378
5959721|89038652|8025431
5959724|89054113|16621662
5959732|89058347|19627578
5959747|89061537|20609380
5959758|89060414|20244366
5959772|89062196|20835304
5959805|89048758|14861092
5959813|89052760|16020945
5959822|89062930|21218426
5959831|89037035|5731198
5959833|89039237|8903770
5959834|89047616|13807916
5959840|89045680|12871085
5959842|89046410|13167338
5959845|89045666|12743747
5959858|89041515|10632725
5959861|89036976|5625530
5959862|89040208|9877568
5959879|89059149|19848868
5959882|89047654|13843555
5959885|89038494|7756515
5959890|89058718|19738796
5959892|89039557|9254092
5959899|89041084|10363544
5959904|89056076|18636561
5959905|89060050|20101798
5959907|89037261|6297534
5959908|89036865|5377458
5959920|89056727|19087410
5959925|89059287|19885203
5959929|89041844|10832771
5959930|89044177|12154165
5959932|89037624|22092590
5959933|89042028|10978795
5959935|89052595|15953062
5959940|89037140|6026890
5959953|89060307|20187005
5959957|89062695|21086809
5959962|89043248|11825513
5959972|89058332|19615003
5959977|89062972|21236781
5959979|89056332|18822928
5959983|89043544|11968918
5959991|89039299|9088291
5960002|89056148|18684190
5960013|89039917|24042455
5960014|89039230|8893729
5960015|89049336|15406932
5960021|89045421|12608862
5960026|89052967|16207682
5960035|89058987|19814857
5960038|89037232|6242900
5960045|89045437|12621820
5960048|89055939|18600474
5960050|89048470|14711364
5960051|89063357|21411467
5960058|89059890|20079126
5960066|89036840|5293732
5960068|89052113|15804849
5960080|89040186|9864801
5960083|89037144|6034512
5960086|89062091|20787998
5960098|89054563|17649210
5960099|89059997|20096101
5960103|89042168|11080685
5960108|89040492|10073623
5960109|89044408|12209295
5960129|89059970|20090845
5960133|89042553|11474781
5960138|89060503|20292013
5960141|89046854|13386318
5960142|89048285|14605795
5960143|89061474|20589911
5960154|89053701|16521873
5960156|89036400|2373969
5960162|89061260|20497843
5960169|89057149|19212022
5960174|89051550|15660639
5960178|89036458|3679079
5960182|89063902|21668124
5960183|89051579|15671231
5960185|89055955|18605286
5960186|89037711|6797064
5960193|89037511|6684373
5960207|89056210|18698625
5960227|89037101|5937958
5960235|89060061|20104066
5960237|89038095|7200215
5960242|89042232|11133154
5960244|89040084|9777914
5960246|89057706|19390757
5960248|89040109|9793725
5960252|89048252|14594356
5960259|89041336|10539572
5960260|89048236|14569660
5960270|89046673|13307882
5960271|89047952|14103721
5960272|89061463|20588261
5960274|89059318|19889220
5960281|89052767|16022049
5960282|89057083|19193078
5960289|89048069|14205937
5960297|89037481|6656572
5960303|89051730|15690498
5960312|89046183|13100345
5960316|89053482|16433606
5960319|89042769|11577810
5960322|89064571|21975488
5960328|89053435|16387656
5960343|89049365|15411917
5960350|89061721|20669134
5960351|89038338|7519531
5960353|89040605|10104908
5960355|89045872|12929221
5960379|89052484|15922273
5960381|89038331|7517086
5960383|89036955|5587553
5960386|89036975|5624366
5960398|89060486|20282819
5960405|89063235|21349841
5960408|89041806|10828230
5960415|89052007|15757519
5960417|89036731|4970356
5960421|89037006|5678106
5960423|89041442|10603040
5960427|89052343|15875060
5960428|89053782|16540807
5960449|89053323|16319092
5960461|89063705|21590997
5960463|89037537|6695451
5960467|89046572|13227939
5960476|89064447|21924871
5960489|89037219|6208950
5960491|89038611|7908212
5960495|89042967|11690305
5960504|89047266|13541158
5960507|89036760|5038744
5960508|89037045|5760901
5960521|89063503|21489286
5960522|89055220|18047231
5960523|89037399|6560136
5960527|89063790|21616712
5960528|89064119|21774161
5960531|89058184|19587426
5960534|89041340|10544557
5960537|89054270|16789356
5960538|89036967|5611230
5960556|89056492|18892830
5960568|89054202|16774261
5960577|89055624|18514031
5960582|89061866|20723876
5960583|89041012|10323033
5960587|89042093|11033131
5960593|89047548|13785750
5960606|89052942|16195214
5960612|89041452|10605350
5960617|89059785|20045349
5960620|89059678|20000863
5960622|89037000|5666233
5960625|89048535|14741241
5960627|89052530|15929278
5960630|89036489|3799785
5960631|89036750|5005393
5960634|89037377|6532335
5960642|89062173|20826536
5960646|89041694|10806929
5960660|89044978|12452293
5960661|89045926|12949769
5960670|89059582|19983402
5960672|89037121|5978544
5960677|89045766|12901575
5960679|89051985|15754045
5960686|89051238|15503481
5960687|89037207|6198423
5960695|89061158|20465053
5960700|89043992|12082546
5960706|89036435|3604734
5960708|89040025|9732825
5960709|89042541|11275413
5960714|89041988|10958013
5960724|89054685|17680154
5960729|89060974|20427707
5960740|89037270|6306177
5960745|89063695|21589678
5960746|89054619|17669272
5960748|89038744|8158553
5960758|89044610|12315719
5960759|89044637|12333120
5960779|89040932|10264550
5960782|89053787|16541233
5960783|89054001|16599710
5960793|89057511|19340080
5960796|89038311|7513789
5960801|89058040|19548178
5960807|89040399|24147659
5960808|89040766|10185870
5960820|89038729|8139151
5960827|89062529|20987576
5960831|89047897|14063200
5960841|89041493|10625898
5960845|89054458|17620769
5960863|89064095|21770864
5960871|89062676|21060987
5960889|89040599|10103744
5960897|89043952|12073778
5960904|89044280|12183850
5960915|89053906|16575595
5960922|89038767|8177604
5960928|89053020|16227762
5960929|89053149|16265126
5960930|89051218|15495984
5960934|89037010|5691901
5960936|89039249|8906992
5960937|89036911|5516622
5960948|89037828|22296671
5960951|89046469|13195742
5960956|89039321|23786558
5960964|89040855|10234808
5960965|89043660|12006495
5960972|89048839|14892016
5960974|89053290|16306442
5960978|89041161|10419118
5960986|89061450|20581022
5960989|89037595|6736047
5961002|89042649|11522204
5961005|89037687|22134098
5961007|89039610|9299919
5961023|89044132|12148637
5961033|89038491|7755000
5961042|89042186|11102365
5961044|89047917|14093662
5961055|89054277|16789959
5961085|89040063|9766719
5961096|89049553|15477863
5961100|89038166|7359978
5961102|89047297|13588440
5961103|89052898|16188873
5961110|89037345|6484327
5961113|89040115|9803415
5961115|89047291|13584774
5961116|89061784|20686109
5961120|89043394|11919405
5961124|89041365|10563842
5961127|89048052|14199544
5961131|89057573|19353234
5961138|89036537|3982075
5961139|89039647|9449891
5961144|89056513|18896478
5961150|89040165|9844352
5961151|89046122|13072903
5961153|89060257|20172747
5961154|89038211|7399886
5961168|89042625|11510079
5961184|89052894|16188387
5961185|89053376|16335992
5961193|89055040|17923727
5961203|89059094|19841629
5961224|89051453|15622555
5961232|89036605|4287447
5961247|89054335|16804148
5961248|89046115|13071370
5961254|89048672|14857406
5961255|89052422|15894462
5961256|89060191|20157848
5961277|89036788|5152385
5961278|89063369|21420604
5961279|89038122|7305302
5961287|89048725|14859347
5961292|89040262|9934830
5961301|89039790|9496374
5961304|89058168|19575922
5961312|89053158|16267067
5961313|89060687|20345067
5961336|89052589|15952402
5961337|89042761|11575617
5961344|89057586|19357620
5961357|89059079|19840231
5961361|89063290|21395529
5961364|89044453|12210632
5961372|89054110|16620516
5961375|89037451|6628285
5961380|89054248|16784427
5961381|89042459|11225222
5961388|89057685|19387011
5961398|89047184|13521564
5961403|89060300|20184368
5961407|89036393|1906004
5961416|89043180|11772324
5961426|89057774|19428327
5961432|89063084|21280159
5961438|89038617|7914829
5961442|89048707|14858669
5961445|89042846|11613225
5961457|89042913|11658800
5961458|89043804|12049409
5961460|89063483|21477296
5961470|89053944|16587351
5961473|89038410|7638470
5961477|89042430|11219073
5961490|89049273|15380146
5961491|89053917|16576390
5961492|89059533|19969046
5961503|89039167|8783891
5961504|89041553|10656102
5961510|89051232|15502821
5961514|89037557|6707082
5961527|89061011|20433838
5961539|89039680|23982722
5961543|89053333|16329744
5961544|89060576|20320544
5961545|89054933|17786387
5961546|89056388|18834315
5961555|89047031|13445755
5961556|89040614|10105820
5961564|89061219|20484455
5961585|89064514|21962604
5961594|89049109|15296013
5961599|89039913|9575288
5961608|89053462|16427223
5961613|89051236|15503247
5961617|89048017|14149587
5961619|89054162|16769879
5961621|89059289|19887630
5961623|89036603|4259277
5961624|89043893|12068928
5961636|89040015|9728752
5961641|89059126|19846072
5961649|89060265|20172981
5961651|89053523|16448449
5961653|89056397|18836508
5961654|89057567|19349278
5961680|89046745|13341463
5961711|89054825|17716251
5961723|89036769|5052362
5961725|89043638|11997514
5961730|89037934|6899415
5961737|89052326|15874400
5961740|89039966|9614663
5961747|89044754|12417935
5961748|89045851|12927631
5961759|89037143|6028246
5961761|89048381|14696086
5961763|89048842|14892133
5961765|89056028|18626413
5961766|89038437|7680141
5961767|89041614|10746211
5961773|89061266|20498521
5961775|89059887|20078934
5961780|89063176|21311210
5961781|89058283|19604879
5961791|89048606|14808730
5961813|89059605|19989243
5961816|89055901|18594198
5961823|89044390|12208752
5961826|89045394|12597909
5961829|89042462|11230558
5961830|89045955|12985543
5961832|89059578|19983033
5961837|89041727|10811896
5961842|89038063|22658112
5961849|89040439|10045705
5961862|89036463|3687655
5961871|89052205|15825121
5961875|89037446|6622795
5961879|89043979|12080839
5961910|89053054|16235132
5961920|89040910|10261814
5961922|89041628|10750518
5961926|89036934|5553893
5961936|89042195|11110689
5961939|89047776|13929006
5961946|89045007|12483937
5961949|89052187|15822484
5961960|89040446|10045939
5961969|89060489|20289104
5961984|89064517|21963516
5961990|89062786|21156235
5961991|89052268|15872207
5961992|89052284|15872810
5962001|89053877|16570549
5962027|89042627|11510214
5962028|89045595|12717050
5962030|89039596|9295884
5962035|89039091|8672322
5962039|89053758|16536014
5962042|89043010|11705878
5962045|89055872|18592140
5962051|89048698|14858318
5962054|89054945|17791858
5962082|89064437|21923005
5962083|89058105|19569287
5962089|89038783|8216844
5962095|89054711|17686616
5962099|89043523|11950349
5962104|89060597|20329625
5962105|89036389|72797
5962107|89047968|14107504
5962115|89037970|22630718
5962139|89062618|21023230
5962143|89045430|12619103
5962147|89036782|5135428
5962154|89043964|12075620
5962159|89045629|12731874
5962160|89056723|19086732
5962161|89037871|22591577
5962164|89042529|11269147
5962165|89043283|11833468
5962172|89044952|12444572
5962176|89054629|17669758
5962182|89052313|15873956
5962189|89051274|15527578
5962202|89056575|18964080
5962209|89063776|21613472
5962211|89060230|20168206
5962213|89044185|12158785
5962216|89062982|21243842
5962219|89041478|10622793
5962222|89053249|16292015
5962224|89059404|19921104
5962226|89038391|7635014
5962228|89037037|5744352
5962236|89043967|12076397
5962259|89042072|11016156
5962281|89045443|12624673
5962283|89038462|7695353
5962297|89042025|10978561
5962302|89037325|6435903
5962304|89037808|6864240
5962314|89043989|12081634
5962320|89038944|8453711
5962321|89045525|12668481
5962322|89037217|6205962
5962323|89036460|3683152
5962324|89039406|9168972
5962337|89046992|13438946
5962345|89037350|6491136
5962346|89036777|5114805
5962349|89048976|14925242
5962352|89060421|20245161
5962357|89064596|21991785
5962361|89052042|15772652
5962375|89061008|20433604
5962382|89051220|15497574
5962383|89055160|18001950
5962393|89052713|16005812
5962396|89040412|10020930
5962400|89054012|16603289
5962401|89056161|18691368
5962406|89042748|11567995
5962408|89038844|8304760
5962417|89036672|4592150
5962420|89055268|18112448
5962422|89039622|9315254
5962439|89055919|18597924
5962440|89059489|19954806
5962443|89037862|22565618
5962450|89057117|19205078
5962454|89053069|16239869
5962468|89048192|14351396
5962472|89057730|19395686
5962478|89046455|13195022
5962486|89045459|12636060
5962487|89045570|12688930
5962488|89063515|21504564
5962489|89052175|15820543
5962492|89037212|6201342
5962494|89041164|10423173
5962495|89052850|16061765
5962496|89059619|19995140
5962504|89039042|8630824
5962507|89062587|21007284
5962513|89037596|22074352
5962515|89036446|3645806
5962521|89045756|12898053
5962522|89048526|14719533
5962527|89036740|4989000
5962549|89048230|14566807
5962552|89056850|19120323
5962557|89044180|12157270
5962566|89057839|19447594
5962573|89056718|19085685
5962574|89040389|10003721
5962576|89048746|14860180
5962584|89063969|21720322
5962588|89063825|21634113
5962589|89036510|3873167
5962590|89039423|23810469
5962593|89049170|15332148
5962595|89061482|20591890
5962611|89054638|17671755
5962624|89041559|10656687
5962627|89038447|7688778
5962653|89060968|20427104
5962664|89041071|10357278
5962670|89039813|9497052
5962675|89057006|19171309
5962676|89038543|7829766
5962678|89044810|12434289
5962679|89047551|13787088
5962680|89060904|20402932
5962683|89037602|22076779
5962685|89053489|16437857
5962689|89039570|9273260
5962696|89038972|8542053
5962697|89054671|17677731
5962703|89037816|22294478
5962707|89063814|21633066
5962711|89041371|10564034
5962716|89037193|6150229
5962722|89038658|22824984
5962732|89040570|10101920
5962749|89042926|11663884
5962762|89046152|13086114
5962764|89053352|16333214
5962765|89041119|10388319
5962770|89037199|6171455
5962773|89041733|10814650
5962774|89043744|12033033
5962775|89046017|13018639
5962783|89039211|8876871
5962785|89040738|10170055
5962786|89042116|11049138
5962800|89063058|21271274
5962805|89042595|11501194
5962812|89037365|6518348
5962821|89036536|3980017
5962825|89054696|17680874
5962832|89053923|16578835
5962833|89057280|19288971
5962836|89062802|21161103
5962839|89061592|20626841
5962841|89059728|20011707
5962853|89054329|16800500
5962854|89037371|6524614
5962855|89037012|5694637
5962858|89063954|21717530
5962863|89043683|12014720
5962864|89062303|20864251
5962867|89058934|19805018
5962875|89040596|10103627
5962878|89042947|11674008
5962879|89036669|4564349
5962883|89063440|21447320
5962885|89053821|16558521
5962892|89039119|8702794
5962898|89049322|15404622
5962908|89045831|12919910
5962911|89059848|20071326
5962916|89057144|19209113
5962920|89048360|14689394
5962932|89052121|15805878
5962938|89038444|7685205
5962941|89045866|12929086
5962942|89046365|13154184
5962943|89058296|19610173
5962949|89063426|21436125
5962950|89063454|21456925
5962952|89036813|5214693
5962956|89047106|13468571
5962957|89055676|18536772
5962972|89042652|11522789
5962973|89046142|13082682
5962978|89059232|19865006
5962980|89053200|16279912
5962989|89047545|13782042
5962993|89036826|5248119
5962997|89052220|15829858
5963008|89057558|19347940
5963017|89064433|21922561
5963022|89055790|18573944
5963024|89059934|20085023
5963034|89038701|22831559
5963056|89051337|15571325
5963066|89037559|6707568
5963069|89051259|15513413
5963096|89062106|20799385
5963097|89058109|19569305
5963104|89051458|15622924
5963107|89038020|6972002
5963110|89045489|12655228
5963121|89049312|15403710
5963122|89053817|16557960
5963123|89056329|18814721
5963126|89044025|12098670
5963139|89044728|12411842
5963144|89042189|11107663
5963154|89052787|16031888
5963164|89036873|5387624
5963166|89047294|13588323
5963171|89056554|18945398
5963176|89038859|8311821
5963180|89048042|14154824
5963185|89040322|9973088
5963188|89055150|17992114
5963189|89058585|19711477
5963196|89040753|10180689
5963200|89043308|11841558
5963202|89051850|15706902
5963211|89061073|20446020
5963218|89057745|19406540
5963219|89060556|20313132
5963226|89062979|21241901
5963234|89051319|15563118
5963241|89046774|13356189
5963243|89054047|16608002
5963275|89036572|4134011
5963278|89047705|13853352
5963279|89056169|18692163
5963287|89058465|19659900
5963303|89040078|9777293
5963310|89047390|13639436
5963314|89040880|10258302
5963325|89058455|19658736
5963329|89042322|11160277
5963338|89042226|11132008
5963350|89061275|20501206
5963351|89051528|15657478
5963353|89040877|10251882
5963357|89057881|19485210
5963361|89039658|9461451
5963371|89043375|11917446
5963373|89049216|15359836
5963374|89063464|21467517
5963377|89043170|11766895
5963382|89056978|19160096
5963384|89037198|6169107
5963387|89052386|15884917
5963390|89040668|10134416
5963395|89039921|9583864
5963397|89052536|15930597
5963401|89037501|6678359
5963423|89041921|10908056
5963429|89062318|20869666
5963439|89039365|9150772
5963441|89041605|10739033
5963456|89062324|20872089
5963459|89042201|11123609
5963463|89056319|18795543
5963469|89037804|6863445
5963472|89044394|12208869
5963480|89062280|20860117
5963485|89051328|15569796
5963487|89036564|4103339
5963490|89052694|15999783
5963496|89051882|15725080
5963500|89051246|15504276
5963502|89048613|14809642
5963504|89057338|19302365
5963525|89061724|20669971
5963536|89063260|21371063
5963538|89036424|3560178
5963539|89036550|4038842
5963547|89042337|11170209
5963554|89048701|14858435
5963557|89056301|18761163
5963559|89060084|20114349
5963562|89062752|21123739
5963571|89037416|6573758
5963578|89036980|5628401
5963601|89064008|21733710
5963602|89053363|16334477
5963604|89039297|23767273
5963609|89046966|13424529
5963615|89064445|21923842
5963641|89044588|12306582
5963648|89053593|16479958
5963663|89036933|5553776
5963669|89057023|19174648
5963672|89058963|19810606
5963674|89042932|11667298
5963675|89043263|11830363
5963677|89053261|16294442
5963683|89052980|16210123
5963695|89040834|10213933
5963701|89042081|11023685
5963702|89061151|20464627
5963717|89036650|4487493
5963722|89043006|11705527
5963724|89063573|21534207
5963731|89057766|19420410
5963753|89037296|6367815
5963756|89042456|11224661
5963758|89062354|20880782
5963762|89060602|20330224
5963763|89038119|7303091
5963770|89049070|15031869
5963771|89037882|6891849
5963773|89041346|10547428
5963774|89058726|19740325
5963777|89038397|7636394
5963781|89038110|7213351
5963782|89036827|5252543
5963792|89060135|20128280
5963793|89038064|7118743
5963799|89053755|16535939
5963807|89051392|15587818
5963817|89039801|9496626
5963818|89042158|11068288
5963824|89057114|19203974
5963826|89041696|10807004
5963831|89057411|19316665
5963838|89061999|20750045
5963840|89062673|21059803
5963847|89048509|14716059
5963851|89052673|15992427
5963855|89037130|6004266
5963860|89053827|16559784
5963862|89037860|6888571
5963871|89060702|20346582
5963874|89054594|17666770
5963876|89058558|19703405
5963893|89046594|13250928
5963901|89062101|20794339
5963902|89058140|19573963
5963908|89053953|16591307
5963911|89038373|7589181
5963914|89056272|18751249
5963916|89040623|10117927
5963922|89048496|14715264
5963933|89040865|10247575
5963934|89039503|9229396
5963941|89037094|5920319
5963949|89039417|23810118
5963956|89059758|20022164
5963964|89057770|19422351
5963967|89043391|11919270
5963971|89053207|16280628
5963979|89041848|10835525
5963991|89040408|10011793
5963992|89042634|11516541
5963994|89048277|14604397
5964001|89038163|7358112
5964011|89037925|6898971
5964018|89038861|8313645
5964019|89046452|13194578
5964026|89063561|21527146
5964029|89059399|19917265
5964046|89036480|3765657
5964048|89042246|11135716
5964051|89042815|11598802
5964057|89040580|10102832
5964061|89060483|20282702
5964064|89048014|14146968
5964065|89061632|20651537
5964067|89059301|19888173
5964071|89051829|15699714
5964073|89036604|4280928
5964083|89045995|13011265
5964084|89047310|13592261
5964091|89037516|22041622
5964107|89061400|20545482
5964115|89038649|8021765
5964119|89062133|20807737
5964122|89040883|10258905
5964123|89040671|10135211
5964124|89041720|10811176
5964125|89055969|18607731
5964127|89057647|19379272
5964133|89036903|5487881
5964141|89048413|14706379
5964142|89051823|15697755
5964150|89039521|9236826
5964160|89040906|10261796
5964162|89049564|15480052
5964165|89040824|10210693
5964172|89043485|11943423
5964175|89051270|15525988
5964180|89063327|21403980
5964182|89047234|13531730
5964183|89051616|15677810
5964186|89048740|14859950
5964196|89036860|5364187
5964208|89060891|20383403
5964211|89038417|7652691
5964214|89048587|14777796
5964215|89058149|19575319
5964217|89044961|12448004
5964219|89062214|20840991
5964221|89040232|9906543
5964225|89036781|5124467
5964247|89051808|15696123
5964252|89053256|16293530
5964256|89056165|18691503
5964265|89036904|5488928
5964276|89037170|6109470
5964286|89045516|12663066
5964287|89062611|21016655
5964290|89064266|21828262
5964305|89060429|20251895
5964310|89051348|15573635
5964311|89057042|19180896
5964319|89052104|15799485
5964321|89058890|19790030
5964328|89054807|17714661
5964332|89062066|20774511
5964345|89037049|5779527
5964348|89038764|8177001
5964351|89037708|6795357
5964358|89037385|6540173
5964361|89056128|18668748
5964368|89037496|6674693
5964371|89062154|20815575
5964373|89054218|16778881
5964378|89043970|12076766
5964379|89038897|8370528
5964380|89039170|8802115
5964394|89064205|21802575
5964396|89037379|6534159
5964400|89062188|20833345
5964407|89063199|21323065
5964418|89064159|21785473
5964423|89044070|12113093
5964434|89040151|24089134
5964440|89051715|15689296
5964443|89040204|24098136
5964445|89048820|14880746
5964453|89044466|12211058
5964454|89058289|19608428
5964464|89055899|18594081
5964470|89046715|13337408
5964482|89061760|20674839
5964489|89037513|6688642
5964497|89037322|6428473
5964499|89037528|6693492
5964503|89045677|12870893
5964506|89038710|22833149
5964511|89053046|16233776
5964517|89045453|12629971
5964520|89062486|20954477
5964521|89056095|18640517
5964540|89040707|10148698
5964542|89047202|13523154
5964546|89037384|6540056
5964554|89062800|21160308
5964555|89037110|5956640
5964556|89040726|10160375
5964560|89041643|10758552
5964572|89039664|9463392
5964581|89042287|11152790
5964582|89054172|16771390
5964601|89038732|8139637
5964621|89037202|6183796
5964643|89060768|20365030
5964651|89047583|13797137
5964654|89043877|12062349
5964665|89055754|18562380
5964676|89041227|10465409
5964699|89040021|9731544
5964700|89046803|13362941
5964705|89036993|5653079
5964707|89063208|21326422
5964709|89057912|19492622
5964712|89043708|12023119
5964716|89052964|16205489
5964732|89057887|19485444
5964739|89056367|18829564
5964748|89061313|20530270
5964749|89037239|6252193
5964751|89062065|20772318
5964760|89037103|5943369
5964765|89055141|17990524
5964766|89036634|4396355
5964769|89044431|12209916
5964770|89058049|19548430
5964774|89044197|12160548
5964775|89054192|16773601
5964777|89037203|6189052
5964787|89063027|21257422
5964789|89038733|22837418
5964792|89055121|17981522
5964803|89037104|5943504
5964807|89039794|9496491
5964808|89044499|12212087
5964811|89037318|6425134
5964812|89037409|6565920
5964825|89060696|20345805
5964827|89043541|11965930
5964828|89057327|19300172
5964841|89058535|19694141
5964848|89060294|20182175
5964865|89037208|6200313
5964870|89049539|15471887
5964873|89037343|6471776
5964874|89037811|6868509
5964877|89042059|10999184
5964902|89044712|12409593
5964906|89036702|4848859
5964909|89064174|21790575
5964910|89056835|19118074
5964916|89064475|21936492
5964932|89064660|22022454
5964935|89051700|15687607
5964943|89060065|20104183
5964957|89043532|11962087
5964959|89053344|16332887
5964968|89046588|13248931
5964977|89041772|10827183
5964980|89043672|12011246
5964991|89059098|19841746
5964997|89055951|18604374
5964999|89039112|8693179
5965003|89056418|18846053
5965011|89056900|19133090
5965031|89060566|20319090
5965038|89053958|16593365
5965045|89062649|21038676
5965058|89061512|20601580
5965061|89037314|6411806
5965067|89036408|2634691
5965071|89060159|20135341
5965074|89040464|10057794
5965079|89051852|15707796
5965080|89055816|18580519
5965081|89036597|4239566
5965088|89052269|15872324
5965089|89057862|19476190
5965091|89055962|18606216
5965097|89047641|13842274
5965103|89036431|3595839
5965106|89060999|20432791
5965107|89061154|20464744
5965118|89052592|15952636
5965120|89041318|10524360
5965123|89037742|22146106
5965128|89042812|11597152
5965130|89062075|20779926
5965135|89037075|5857394
5965136|89037352|6498744
5965145|89037478|6651526
5965178|89036792|5167480
5965199|89057661|19382667
5965202|89036705|4863272
5965207|89037390|6551251
5965218|89040532|10092773
5965219|89044379|12208401
5965222|89053397|16378537
5965225|89061727|20670687
5965227|89037050|5780963
5965230|89053211|16281054
5965242|89036758|5037112
5965248|89051605|15676277
5965267|89047746|13891184
5965272|89039717|9490047
5965278|89056961|19153287
5965288|89052499|15925261
5965295|89042065|11000032
5965308|89057696|19388157
5965314|89048272|14603251
5965320|89055739|18560673
5965321|89036906|5498608
5965324|89044311|12195606
5965329|89036774|5060452
5965335|89057505|19339616
5965341|89064123|21774413
5965342|89054570|17652002
5965349|89058191|19590686
5965352|89036602|4258248
5965359|89037775|22156857
5965360|89054948|17794729
5965371|89062356|20881091
5965393|89044239|12175157
5965402|89052329|15874517
5965403|89056609|19053498
5965406|89042090|11032822
5965408|89047668|13844467
5965422|89037118|5973615
5965426|89039350|23791309
5965435|89051229|15502569
5965436|89056109|18645329
5965446|89047680|13847707
5965447|89051928|15744482
5965450|89038821|8293672
5965451|89043384|11918592
5965459|89051449|15618617
5965473|89052998|16217596
5965475|89059367|19909913
5965484|89038285|7490846
5965488|89049464|15443366
5965494|89048097|14222912
5965495|89051879|15724654
5965501|89038852|8306719
5965503|89037402|6561885
5965507|89046038|13023372
5965511|89038974|8546439
5965515|89037201|6183328
5965519|89047600|13804208
5965537|89036433|3601143
5965540|89056706|19081434
5965549|89056023|18623659
5965556|89048517|14716896
5965557|89058549|19698644
5965562|89059052|19829097
5965569|89039984|9649118
5965585|89052697|16000028
5965592|89037081|5863291
5965598|89041387|10576861
5965615|89058320|19613278
5965632|89062570|20995801
5965643|89037366|6518582
5965651|89044233|12171374
5965666|89063593|21541367
5965671|89042616|11507908
5965684|89044493|12211895
5965686|89037405|6563007
5965691|89063133|21301044
5965698|89058126|19571770
5965703|89047317|13592630
5965705|89060318|20188151
5965709|89052667|15989518
5965713|89039195|8872368
5965714|89037581|22069853
5965715|89054296|16795622
5965716|89054673|17679555
5965718|89042283|11152673
5965721|89054607|17667331
5965722|89059210|19861574
5965731|89043095|11723162
5965751|89037667|6784162
5965754|89046566|13226910
5965759|89052340|15874985
5965766|89048685|14857991
5965768|89049167|15330675
5965770|89058341|19622532
5965773|89041192|10446007
5965778|89052400|15888682
5965779|89060594|20329373
5965780|89046556|13223202
5965782|89047056|13453611
5965785|89059188|19857870
5965793|89046562|13226172
5965798|89041716|10810498
5965799|89048986|14929259
5965803|89037911|22611433
5965805|89039310|9102054
5965820|89041174|10425249
5965834|89046613|13272697
5965836|89062827|21172163
5965843|89038046|7084956
5965847|89062831|21172766
5965853|89037209|6200430
5965866|89053529|16450329
5965870|89048530|14741007
5965880|89044822|12434658
5965890|89044737|12414830
5965894|89038111|22678174
5965904|89036594|4226547
5965914|89063086|21280528
5965933|89041787|10827669
5965934|89051276|15529420
5965939|89059432|19930223
5965940|89059981|20095540
