90175462|1|158178|159583|8
90175831|1|159317|160694|8
90187905|1|164269|165714|8
90193534|1|167195|168640|8
90211751|1|176474|177920|8
90100066|1|127735|128716|8
14138|1|124560|125444|8
90109340|1|132039|133048|8
90116250|1|134542|135577|8
90150544|1|148856|150091|8
90200636|1|169905|171405|8
90163024|1|153371|154648|8
90172770|1|157382|158711|8
90194574|1|166962|168407|8
90101432|1|128376|129357|8
90124928|1|137427|138465|8
90137763|1|142825|143903|8
90146518|1|146337|147488|8
90123098|1|137026|138062|8
90130481|1|139627|140682|8
90148478|1|147260|148418|8
90171023|1|156736|157972|8
90178271|1|159725|161114|8
90155510|1|150271|151546|8
90164046|1|153772|155047|8
90167670|1|155821|157061|8
90212902|1|177223|178672|8
90137784|1|142838|143916|8
14154|1|124547|125431|8
90134798|1|141726|142781|8
90146807|1|146696|147854|8
90186946|1|163640|165082|8
90170707|1|156582|157818|8
90217101|1|179710|181169|8
90217278|1|179808|181267|8
90099592|1|127554|128535|8
90094634|1|127917|128898|8
90123463|1|136892|137928|8
90143919|1|145842|146992|8
90151958|1|149374|150617|8
90165747|1|154526|155801|8
90167452|1|155113|156368|8
90099065|1|127336|128330|8
12263|1|124481|125365|8
14132|1|124566|125450|8
90112101|1|132414|133429|8
90175976|1|158382|159775|8
90170977|1|156887|158130|8
90174258|1|157846|159212|8
90203765|1|171844|173349|8
90205218|1|172378|173883|8
90206019|1|172892|174390|8
90116507|1|134238|135259|8
90120195|1|136015|137038|8
90123609|1|136945|137981|8
90164375|1|154345|155620|8
90171375|1|156905|158148|8
90176243|1|158568|159953|8
90193809|1|166567|168012|8
90197753|1|168484|169949|8
90216152|1|179113|180566|8
90092241|1|127423|128417|8
90136458|1|142237|143309|8
90176420|1|158711|160096|8
90195599|1|167779|169224|8
90201865|1|171106|172611|8
90205899|1|172774|174279|8
90246682|1|197925|199970|8
90228114|1|186563|188064|8
90234979|1|190531|192257|8
90235882|1|191224|192950|8
90248559|1|199176|201252|8
90252535|1|208753|210854|8
90256219|1|210923|212987|3
90259756|1|213810|215861|8
90262580|1|215036|217073|8
90265419|1|216586|218579|3
90314037|1|252473|254776|8
90377717|1|293726|294547|8
90377032|1|293738|294559|8
90363600|1|289147|289868|8
90381437|1|295930|296803|3
90235688|1|191053|192780|8
90235760|1|191080|192823|8
90230088|1|187130|188731|3
90241027|1|194437|196322|8
90243679|1|196039|197980|8
90251048|1|208350|210446|8
90253701|1|209415|211517|8
90292327|1|233698|235839|8
90386506|1|299160|300061|8
90235118|1|190615|192347|8
90248485|1|199093|201178|8
90251873|1|209153|211254|3
90236361|1|191814|193559|8
90303126|1|245459|247720|3
90256777|1|211914|213979|3
90285835|1|229563|231644|8
90298855|1|242892|245093|3
90320914|1|257364|259725|8
90347774|1|275244|277809|8
90332051|1|264332|266788|8
90370987|1|289521|290242|8
90235836|1|191180|192906|8
90229786|1|187108|188693|8
90237491|1|192560|194365|8
90250651|1|207858|209959|8
90253545|1|210784|212848|3
90264527|1|216071|218091|8
90268295|1|218134|220114|8
90269546|1|219062|221048|8
90299490|1|243680|245889|8
90307303|1|248001|250259|3
90384910|1|298187|299084|8
90235094|1|190583|192315|8
90224965|1|183823|185291|8
90227170|1|185236|186680|8
90229324|1|186678|188199|8
90251743|1|208453|210549|8
90266279|1|216907|218896|3
90276885|1|223579|225607|3
90294926|1|235267|237475|8
90324529|1|259185|261547|3
90336782|1|268703|271244|8
90341843|1|271857|274379|8
90348814|1|275855|278416|8
90383207|1|297099|297993|8
90219875|1|181332|182837|8
90236631|1|191736|193481|8
90226504|1|185070|186518|8
90233205|1|189439|191184|8
90233192|1|189635|191381|8
90280159|1|225318|227363|8
90323956|1|260266|262667|8
90386486|1|299147|300048|8
90390294|1|302267|303208|8
13513|1|124788|125672|8
90101130|1|128791|129750|8
90124316|1|137991|139031|8
90161192|1|152957|154232|8
90194167|1|167353|168798|8
90196555|1|167983|169428|8
90201263|1|170285|171791|8
90111449|1|132857|133872|8
90122315|1|137233|138268|8
90137778|1|142831|143909|8
90172953|1|157399|158728|3
90176510|1|158777|160162|8
90163280|1|153487|154764|8
90176194|1|158507|159901|8
90184004|1|162961|164366|8
90196787|1|168591|170056|8
90216954|1|179583|181028|8
90132062|1|140282|141340|8
90123343|1|137866|138906|8
90129485|1|139750|140805|8
90131857|1|140257|141315|8
90142802|1|144883|146031|8
90176959|1|159063|160440|8
90154590|1|150023|151294|8
90155282|1|150398|151673|8
90168958|1|155903|157143|8
90171134|1|156925|158168|8
90210645|1|175821|177287|3
90128429|1|139111|140166|8
90134818|1|141725|142780|8
90156346|1|156584|157820|8
90176083|1|158446|159839|8
90203406|1|171658|173163|8
90214810|1|178320|179784|8
90136773|1|142302|143374|8
90151484|1|148518|149733|8
14075|1|124722|125606|8
90175447|1|158168|159573|8
90153453|1|149448|150709|8
90165803|1|154502|155777|8
90191629|1|166034|167479|8
90193662|1|166490|167935|8
90195814|1|167623|169068|8
90198409|1|169580|171065|8
90218342|1|180418|181930|8
90093237|1|125970|126930|8
90117589|1|134659|135694|8
90126719|1|138059|139110|8
90138065|1|142936|144045|8
90142961|1|144973|146121|8
90174589|1|157891|159263|8
90176182|1|158495|159889|8
90178705|1|159916|161312|8
90153259|1|149603|150864|8
90169008|1|156468|157704|8
90217140|1|179729|181188|8
90206673|1|173361|174866|8
14035|1|124755|125639|8
90148270|1|147133|148291|8
90168979|1|156035|157280|8
90173331|1|157950|159337|8
90175460|1|158175|159580|8
90181114|1|164027|165472|8
90197053|1|168211|169661|8
90201436|1|170455|171960|8
90138818|1|143346|144477|8
14097|1|124595|125479|8
90123794|1|137913|138953|8
90161076|1|153496|154773|8
90177435|1|159465|160854|8
90193391|1|166360|167814|8
90200626|1|169893|171393|8
90233892|1|189896|191641|3
90235100|1|190590|192322|8
90235778|1|191094|192837|8
90235980|1|191301|193027|8
90236272|1|192364|194169|3
90259155|1|212654|214715|8
90262401|1|215479|217516|3
90264330|1|215870|217890|3
90307990|1|248555|250816|8
90349454|1|275882|278443|8
90354178|1|281352|284013|8
90378332|1|294085|294946|8
90386042|1|298891|299792|8
90388757|1|300691|301612|8
90235674|1|191044|192771|8
90251993|1|208452|210548|8
90245492|1|197247|199252|8
90271046|1|220803|222821|8
90282988|1|227248|229329|8
90286368|1|230472|232545|8
90289896|1|232387|234488|8
90315088|1|253983|256304|8
90338355|1|268663|271204|8
90348259|1|275069|277634|8
90362778|1|287856|288517|8
90383396|1|297660|298541|8
90230166|1|187399|189004|8
90236685|1|191754|193499|8
90219140|1|180847|182353|8
90224213|1|183374|184839|8
90229222|1|186653|188174|8
90235983|1|191303|193029|8
90253198|1|211173|213240|8
90280465|1|226138|228189|3
90299623|1|243521|245730|8
90305905|1|247068|249309|8
90305213|1|247549|249810|3
90318352|1|255398|257739|3
90353424|1|278750|281431|8
90378044|1|293847|294682|8
90248933|1|206735|208802|8
90254651|1|210308|212388|8
90267990|1|218069|220049|8
90310442|1|250036|252297|8
90386593|1|299225|300132|8
90333685|1|265327|267788|8
90231084|1|187974|189639|8
90236105|1|191396|193121|8
90251346|1|208167|210265|8
90365282|1|289044|289765|8
90239276|1|193739|195624|8
90248565|1|199181|201257|3
90224476|1|184164|185629|8
90235091|1|190579|192311|8
90237884|1|192842|194683|3
90244702|1|196804|198785|8
90252213|1|209317|211418|3
90263725|1|215312|217349|3
90285170|1|228754|230838|8
90352769|1|278316|281037|8
90360190|1|286651|287232|8
90361298|1|286981|287562|8
90301957|1|244740|247000|3
90332279|1|264336|266792|3
12335|1|124448|125332|8
90119925|1|135992|137015|8
90137709|1|142927|144036|8
90155914|1|150149|151424|8
90188653|1|164805|166250|8
90158570|1|152826|154101|8
90189244|1|165414|166839|8
90206622|1|173201|174706|8
90217148|1|179734|181193|8
90110976|1|131847|132856|8
90164864|1|154088|155363|8
90165080|1|154161|155436|8
90158395|1|151282|152557|8
90180834|1|161345|162746|8
90181949|1|161755|163166|8
90185942|1|163188|164593|8
90196284|1|168305|169755|8
90197944|1|168565|170030|8
90207874|1|174290|175783|8
15239|1|124516|125400|8
90126147|1|137881|138921|8
90103947|1|129388|130363|8
90121996|1|137716|138755|8
90139030|1|144063|145195|8
90167159|1|155102|156356|8
90177264|1|159280|160657|8
90193634|1|166481|167926|8
90162022|1|153185|154462|8
90170736|1|156744|157980|8
90176344|1|158647|160032|8
90214004|1|177881|179345|8
90132610|1|140446|141501|8
90142905|1|144946|146094|8
90129089|1|139087|140142|8
90130495|1|139626|140681|8
90136280|1|142551|143626|8
90176021|1|158400|159793|8
90163065|1|153361|154638|8
90166354|1|154702|155959|8
90197471|1|168341|169791|8
90217595|1|180008|181467|8
90205468|1|172725|174230|8
90214124|1|178025|179487|8
90216706|1|179403|180848|8
14051|1|124739|125623|8
13481|1|124811|125695|8
90102246|1|128723|129682|8
90115609|1|133942|134957|8
90117207|1|135013|136048|8
90119095|1|135595|136618|8
90132129|1|140361|141416|8
90130912|1|140395|141450|8
90189070|1|164565|166010|8
90200527|1|169873|171373|8
90168145|1|156350|157585|8
90170274|1|156416|157652|8
90216073|1|179060|180513|8
90101618|1|128472|129453|8
90142884|1|144936|146084|8
90093933|1|126586|127557|8
90139924|1|144252|145388|8
90175867|1|158345|159738|8
90175938|1|158375|159768|8
90182446|1|161774|163185|8
90191452|1|165536|166979|8
90215865|1|178932|180385|8
90216580|1|179349|180802|8
90166882|1|154936|156191|8
90170698|1|156618|157854|8
90176584|1|158855|160240|3
90232111|1|188475|190182|3
90248531|1|199131|201224|8
90231633|1|188205|189895|8
90236055|1|191351|193077|8
90256214|1|211475|213540|8
90258391|1|212291|214352|3
90261205|1|213850|215901|8
90265785|1|217075|219064|8
90298762|1|242880|245081|8
90386682|1|299601|300502|3
90345083|1|273153|275694|8
90352356|1|278119|280840|8
90382567|1|297173|298067|8
90235796|1|191111|192854|8
90236038|1|191342|193068|8
90243490|1|196137|198082|8
90223432|1|182955|184440|8
90231526|1|188731|190475|8
90257552|1|211629|213694|8
90272723|1|220807|222825|8
90286883|1|229911|232012|8
90361938|1|287240|287860|8
90373036|1|291053|291834|8
90392086|1|303646|304607|8
90231094|1|187984|189649|8
90234377|1|189991|191736|8
90240095|1|193832|195726|8
90241547|1|194985|196898|8
90253283|1|209625|211719|8
90267893|1|217874|219847|8
90270619|1|219649|221655|8
90274471|1|221802|223839|3
90295633|1|235992|238193|8
90312435|1|251468|253729|8
90318668|1|255719|258087|8
90339733|1|269842|272363|8
90379898|1|295035|295896|8
90242431|1|195280|197192|8
90221776|1|182348|183816|8
90235400|1|190820|192545|8
90235764|1|191089|192832|8
90262430|1|214797|216832|8
90259574|1|212865|214926|8
90296362|1|236858|239059|8
90306111|1|247430|249691|8
90318537|1|255453|257794|8
90328068|1|261493|263929|8
90373867|1|291467|292250|8
90374167|1|291904|292687|8
90336688|1|267920|270416|8
90365637|1|289126|289847|8
90229658|1|187742|189377|8
90235864|1|191203|192929|8
90234790|1|190399|192124|8
90236261|1|191520|193245|8
90290982|1|233042|235183|8
90286189|1|229454|231534|8
90304895|1|247345|249591|8
90310473|1|250052|252313|8
90348209|1|275533|278094|8
90379405|1|294889|295768|8
90235792|1|191107|192850|8
90229039|1|186973|188518|8
90246401|1|197819|199856|8
90259065|1|212588|214649|8
90254298|1|209748|211842|8
90363394|1|288487|289148|8
90371571|1|289975|290696|8
90386544|1|299186|300087|8
90235881|1|191223|192949|8
90250342|1|207652|209753|8
90261508|1|214250|216286|8
90266491|1|217158|219137|8
90287312|1|230156|232237|8
90362031|1|288049|288710|8
90373677|1|291369|292155|8
90361262|1|286860|287441|8
90363176|1|288077|288738|8
90365690|1|289555|290276|8
90236013|1|191321|193047|8
90238417|1|192786|194619|8
90235070|1|190563|192288|8
90246289|1|197681|199706|8
90254132|1|210081|212161|8
90265849|1|217104|219083|8
90282788|1|227490|229571|3
90302651|1|245522|247783|8
90320821|1|257339|259700|8
90389593|1|301190|302111|3
90330485|1|263843|266284|8
90347127|1|274307|276851|8
11331|1|121316|122200|8
10701|1|120433|121317|8
9777|1|121110|121994|8
11247|1|121419|122303|8
14666|1|122987|123871|8
14361|1|123949|124833|8
10202|1|120960|121844|8
10120|1|120995|121879|8
14716|1|122768|123652|8
10636|1|120456|121340|8
8492|1|120524|121408|8
10543|1|120725|121609|8
9872|1|121077|121961|8
14532|1|123450|124334|8
13356|1|122058|122942|8
12859|1|123119|124003|8
11450|1|121207|122091|8
10340|1|120842|121726|8
9222|1|121359|122243|8
13925|1|122564|123448|8
11466|1|121196|122080|8
11216|1|121434|122318|8
10572|1|120719|121603|8
9898|1|121067|121951|8
9409|1|121243|122127|8
9326|1|121265|122149|8
11269|1|121410|122294|8
11633|1|123635|124519|8
12998|1|122664|123548|8
