+0000000000001131+0000000000000001                  01+00000003+0000000000000000
+0000000000001131+0000000000000001                  02+00000004+0000000000000000
+0000000000034023+0000000000000001                  01+00000003+0000000000000000
+0000000000034023+0000000000000001                  02+00000004+0000000000000000
+0000000000063202+0000000000000000                  03+00000001+0000000000004400
+0000000000064068+0000000000000000                  03+00000001+0000000000002763
+0000000000064068+0000000000000000                  04+00000001+0000000000000000
+0000000000064068+0000000000000000                  06+00000001+0000000000000000
+0000000000064068+0000000000000001                  01+00000003+0000000000000000
+0000000000064068+0000000000000001                  04+00000001+0000000000000000
+0000000000064068+0000000000000001                  11+00000001+0000000000000000
+0000000000064068+0000000000000001                  12+00000001+0000000000000000
+0000000000064107+0000000000000000                  03+00000001+0000000000002763
+0000000000064107+0000000000000000                  04+00000001+0000000000000000
+0000000000064107+0000000000000000                  06+00000001+0000000000000000
+0000000000064107+0000000000000001                  01+00000003+0000000000000000
+0000000000064107+0000000000000001                  04+00000001+0000000000000000
+0000000000064107+0000000000000001                  11+00000001+0000000000000000
+0000000000064107+0000000000000001                  12+00000001+0000000000000000
+0000000000064258+0000000000000000                  03+00000001+0000000000002763
+0000000000064258+0000000000000000                  04+00000001+0000000000000000
+0000000000064258+0000000000000000                  06+00000001+0000000000000000
+0000000000064258+0000000000000001                  01+00000003+0000000000000000
+0000000000064258+0000000000000001                  04+00000001+0000000000000000
+0000000000064258+0000000000000001                  11+00000001+0000000000000000
+0000000000064258+0000000000000001                  12+00000001+0000000000000000
+0000000000064681+0000000000000000                  03+00000001+0000000000003842
+0000000000064710+0000000000000000                  03+00000001+0000000000004400
+0000000000064785+0000000000000000                  03+00000001+0000000000002763
+0000000000064785+0000000000000000                  04+00000001+0000000000000000
+0000000000064785+0000000000000000                  06+00000001+0000000000000000
+0000000000064785+0000000000000001                  01+00000003+0000000000000000
+0000000000064785+0000000000000001                  04+00000001+0000000000000000
+0000000000064785+0000000000000001                  11+00000001+0000000000000000
+0000000000064785+0000000000000001                  12+00000001+0000000000000000
+0000000000064786+0000000000000000                  03+00000001+0000000000002763
+0000000000064786+0000000000000000                  04+00000001+0000000000000000
+0000000000064786+0000000000000000                  06+00000001+0000000000000000
+0000000000064786+0000000000000001                  01+00000003+0000000000000000
+0000000000064786+0000000000000001                  04+00000001+0000000000000000
+0000000000064786+0000000000000001                  11+00000001+0000000000000000
+0000000000064786+0000000000000001                  12+00000001+0000000000000000
+0000000000064894+0000000000000000                  03+00000001+0000000000003842
+0000000000065615+0000000000000001                  01+00000002+0000000000000000
+0000000000065615+0000000000000001                  02+00000002+0000000000000000
+0000000000065615+0000000000000001                  12+00000001+0000000000000000
+0000000000065616+0000000000000001                  01+00000003+0000000000000000
+0000000000065616+0000000000000001                  02+00000002+0000000000000000
+0000000000065616+0000000000000001                  12+00000001+0000000000000000
+0000000000065617+0000000000000001                  01+00000002+0000000000000000
+0000000000065617+0000000000000001                  02+00000002+0000000000000000
+0000000000065617+0000000000000001                  12+00000001+0000000000000000
+0000000000065921+0000000000000001                  12+00000001+0000000000000000
+0000000000066054+0000000000000001                  01+00000002+0000000000000000
+0000000000066054+0000000000000001                  02+00000002+0000000000000000
+0000000000066054+0000000000000001                  12+00000001+0000000000000000
+0000000000066055+0000000000000001                  01+00000003+0000000000000000
+0000000000066055+0000000000000001                  02+00000002+0000000000000000
+0000000000066055+0000000000000001                  12+00000001+0000000000000000
+0000000000068826+0000000000000001                  01+00000004+0000000000000000
+0000000000068826+0000000000000001                  02+00000003+0000000000000000
+0000000000069081+0000000000000001                  01+00000004+0000000000000000
+0000000000069081+0000000000000001                  02+00000003+0000000000000000
