+0000000026272317+0000000000006581                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026250530+0000000000006582                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000010638197+0000000000005146                   4201506092016060920150609+000000000000012000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000015893316+0000000000005067                   1201012012011110100000000+000000000000049900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000010501292+0000000000005899                   1201603102017030900000000+000000000000007500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000020290540+0000000000003990                   1201407012015070100000000+000000000000112600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000011518248+0000000000003903                   5200704172017041600000000+000000000000027000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000011759132+0000000000004060                   1201408282015082800000000+000000000000020000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009291984+0000000000001288                   4201105012012043020140930+000000000000046500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000005336152+0000000000002962                   1201308092014080900000000+000000000000016000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026221817+0000000000006209                   1201210012016093000000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000010920705+0000000000003777                   1201405092015050900000000+000000000000016100000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000011516424+0000000000004600                   1201304012019033100000000+000000000000034500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000010568906+0000000000003016                   1201309122014091200000000+000000000000012900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017943807+0000000000004160                   4201001012014123120140630+000000000000099600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017943807+0000000000004444                   4201001012014123120150430+000000000000011500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000012616097+0000000000005877                   1201201152013011500000000+000000000000060000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000027460275+0000000000006519                   1201307012014070100000000+000000000000040000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000021560652+0000000000005421                   1201509302016092900000000+000000000000020000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000018054040+0000000000003325                   1201401132015011300000000+000000000000017300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022870069+0000000000006080                   1201001012016063000000000+000000000000005000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022871584+0000000000006083                   1201603012017022800000000+000000000000006400000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000008391754+0000000000004946                   1201504202016042000000000+000000000000011000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004849654+0000000000000500                   4201004302011042920141130+000000000000046000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000006636375+0000000000003266                   1201311222014112200000000+000000000000019300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000014706514+0000000000004660                   1201501302016013000000000+000000000000012000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000011519880+0000000000004605                   5201011052020103100000000+000000000000010500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000013545544+0000000000003643                   4201110012012100120150521+000000000000061800000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019120323+0000000000005933                   1201603172017031600000000+000000000000021000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000006421720+0000000000001847                   1201211222013112200000000+000000000000037100000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009947849+0000000000004872                   1201504012016040100000000+000000000000013000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000015898011+0000000000005498                   1201510082016100700000000+000000000000021000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019974751+0000000000004286                   1201410172015101700000000+000000000000017700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000008433631+0000000000003756                   4201405012015050120160430+000000000000013000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004930196+0000000000000575                   4201009202011091920121228+000000000000052900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017708998+0000000000004777                   5201304012014040100000000+000000000000049700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000011512038+0000000000003902                   5200911262014112500000000+000000000000022300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000015484924+0000000000005435                   1201004012011040100000000+000000000000060000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017943555+0000000000004160                   4201001012014123120140630+000000000000099600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017943555+0000000000004444                   4201001012014123120150430+000000000000011500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000012033033+0000000000005598                   1201511272016112600000000+000000000000020000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004283916+0000000000000041                   1200909082010090700000000+000000000000043300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000012529714+0000000000004923                   6201410012015093020160526+000000000000144100000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000012529714+0000000000006192                   1201410012016093000000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004264145+0000000000000487                   4201004152011041420130422+000000000000053300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000023018301+0000000000005609                   1196607021977070100000000+000000000000005900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009073700+0000000000001401                   4201008012011073120130630+000000000000052700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009094323+0000000000001258                   4200910012010093020120531+000000000000040800000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000018529009+0000000000003952                   1198003122200031100000000+000000000000002200000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026266285+0000000000006580                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019091951+0000000000005537                   1201511182016111700000000+000000000000017500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000008059928+0000000000003442                   5200112202002122000000000+000000000000062600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009109914+0000000000001201                   4201002012011013120121130+000000000000073700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000016234337+0000000000002911                   1201306242014062400000000+000000000000017800000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000020122673+0000000000004649                   1201412012015120100000000+000000000000010000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019656660+0000000000005544                   1200112152015121400000000+000000000000029900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000009112454+0000000000000827                   4201003152011031420120524+000000000000036200000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000020451842+0000000000005936                   1201603212017032000000000+000000000000017500000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026266051+0000000000006580                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000016220037+0000000000005984                   1201306012014060100000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000013523154+0000000000002921                   1201307012014070100000000+000000000000020000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000027454747+0000000000006557                   1201303072014030700000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026238853+0000000000006578                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000021583468+0000000000004685                   1201501292016012900000000+000000000000015000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000018662286+0000000000004155                   1200702122017021100000000+000000000000078700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000017630683+0000000000003290                   1201312172014121700000000+000000000000014900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019502897+0000000000004266                   1201409302015093000000000+000000000000019900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019507592+0000000000003923                   1201406172015061700000000+000000000000017700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000027364638+0000000000006513                   1201005052016100400000000+000000000000004300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000027286987+0000000000006405                   1200908072016080600000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   2+0000000000000000                   2                   2
+0000000026249076+0000000000006579                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000027462000+0000000000006598                   1201210032013100300000000+000000000000027300000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000026238970+0000000000006578                   1201607292018072800000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000020011572+0000000000004047                   6201101262014093020140902+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000020011572+0000000000004066                   1201407292015072900000000+000000000000018400000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000007651545+0000000000004419                   1201412012015120100000000+000000000000015000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000023115687+0000000000005682                   1201208012013073100000000+000000000000070000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000006935298+0000000000003438                   4200901152010011520160215+000000000000041000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022711456+0000000000005825                   1201207012013070100000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022119568+0000000000005359                   4201306012014053120160805+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022120770+0000000000005362                   1201409012015083100000000+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000015529420+0000000000005386                   1201509092016090800000000+000000000000030000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004915297+0000000000000595                   4201010052011100420121130+000000000000056100000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000016486767+0000000000005134                   1201506092016060900000000+000000000000018700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019588455+0000000000005481                   1201510302016102900000000+000000000000028000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000021200091+0000000000005041                   1201505042016050400000000+000000000000015700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000004702583+0000000000000678                   4201104292012042820150814+000000000000043600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000012967773+0000000000001918                   1201302042014020300000000+000000000000027600000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000022707032+0000000000005805                   1201208152013081500000000+000000000000020000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000018862584+0000000000005072                   4201312092014120920150630+000000000000000000000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000006329965+0000000000003788                   4201405142015051420151119+000000000000012900000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
+0000000019331213+0000000000003725                   1201404232015042300000000+000000000000019700000000+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                    +0000000000000000                   1+0000000000000000                   1                   2
