+0000000051994229+0000000000042783                  02                  03                                                  +0                   1+0000000005250000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000052376808+0000000000051968                                      03                                                  +0                   1+0000000002640000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000052376808+0000000000052465                                      03                                                  +0                   1+0000000002640000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000052376808+0000000000051968                                      03                                                  +0                   1+0000000002640000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051655515+0000000000044950                                      03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000000000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051728046+0000000000044950                                      03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000010000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051742753+0000000000044950                                      03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000000000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051771952+0000000000040348                  01                  03                                                  +0                   1+0000000007000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000010000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051802499+0000000000045810                  01                  03                                                  +0                   1+0000000003500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000010000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051994229+0000000000042784                  02                  03                                                  +0                   1+0000000005250000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038773                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038772                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038771                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038770                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038773                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038772                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038771                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038770                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038773                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038772                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038771                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038770                  01                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051421674+0000000000037436                                      03                                                  +0                   1+0000000001550000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051421674+0000000000037438                                      03                                                  +0                   1+0000000001550000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000005000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038771                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038770                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038773                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000051557667+0000000000038772                  02                  03                                                  +0                   1+0000000001675000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000002500+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050814722+0000000000043667                  02                  03                                                  +0                   1+0000000000000000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000000000+0+0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
+0000000050814722+0000000000043667                  01                  03                                                  +0                   1+0000000003500000+0000000000000000                                                                                                                                                                                                                                                                +0+0000000000010000+1+1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 0000000000000000
