0015;00000000000035163403;000000007480735;10024693;89030187
0001;00000000000035157740;000000007478035;10011260;89030186
0015;00000000000035156711;000000007478011;10025947;89030184
0015;00000000000035153003;000000007484162;10023889;89030181
0015;00000000000035152325;000000007471905;10027416;89030179
0001;00000000000035145516;000000007472094;10006748;89030177
0001;00000000000035145498;000000007472097;10006745;89030175
0015;00000000000035141130;000000007471644;10012903;89030173
3143;00000000000035140938;000000007471632;10027114;89030171
0015;00000000000035139133;000000007471534;10007540;89030169
0015;00000000000035139016;000000007471533;10007540;89030168
0015;00000000000035138086;000000007471522;10007540;89030166
0015;00000000000035136262;000000007471417;10023374;89030164
0015;00000000000035136028;000000007471391;10012153;89030162
0015;00000000000035135953;000000007471389;10012153;89030160
3149;00000000000035133877;000000007471347;10024736;89030159
3149;00000000000035132128;000000007471276;10008868;89030158
0015;00000000000035130169;000000007466882;10015453;89030156
0015;00000000000035124992;000000007466675;10019689;89030154
0015;00000000000035124389;000000007471911;10008596;89030152
0015;00000000000035124272;000000007471909;10008597;89030150
3149;00000000000035120741;000000007466618;10006743;89030148
3143;00000000000035116668;000000007466191;10021125;89030146
0015;00000000000035116434;000000007466195;10016844;89030145
0015;00000000000035114241;000000007465859;10021236;89030143
0015;00000000000035111370;000000007465301;10024996;89030141
0015;00000000000035109859;000000007465152;10010473;89030138
3149;00000000000035109022;000000007465113;10024047;89030136
0015;00000000000035108830;000000007465112;10014334;89030135
0015;00000000000035108110;000000007465081;10006741;89030133
0015;00000000000035108092;000000007465078;10006738;89030131
0015;00000000000035107918;000000007465079;10009524;89030129
0015;00000000000035107783;000000007465057;10006736;89030127
0015;00000000000035107666;000000007465059;10006734;89030125
0015;00000000000035105725;000000007462410;10016669;89030123
0015;00000000000035105356;000000007462385;10023422;89030121
0015;00000000000035104561;000000007462273;10024597;89030120
0015;00000000000035102368;000000007462143;10027895;89030118
0015;00000000000035101456;000000007462130;10024597;89030116
0015;00000000000035098888;000000007462039;10016387;89030114
0015;00000000000035098771;000000007462035;10016387;89030112
0015;00000000000035096344;000000007461746;10016345;89030110
0015;00000000000035096227;000000007461955;10006732;89030108
0015;00000000000035096110;000000007461956;10006939;89030106
0015;00000000000035096092;000000007461954;10027091;89030105
0015;00000000000035095783;000000007461640;10015273;89030103
0015;00000000000035095666;000000007461641;10012199;89030101
0015;00000000000035095549;000000007461739;10016225;89030098
0015;00000000000035094637;000000007461522;10021150;89030096
0001;00000000000035094151;000000007461637;10027595;89030094
0015;00000000000035094034;000000007461631;10022987;89030092
0015;00000000000035093959;000000007461639;10026879;89030090
0015;00000000000035093842;000000007461518;10023215;89030088
0015;00000000000035093725;000000007461638;10018280;89030086
0015;00000000000035093239;000000007461516;10022299;89030084
3143;00000000000035092561;000000007461470;10008591;89030082
0015;00000000000035092444;000000007461467;10018360;89030081
0015;00000000000035092192;000000007461459;10023580;89030079
0015;00000000000035091397;000000007461414;10009227;89030077
3143;00000000000035089904;000000007461396;10012454;89030075
3143;00000000000035089886;000000007461398;10012454;89030073
0015;00000000000035089418;000000007461394;10007875;89030071
0015;00000000000035089301;000000007461462;10026551;89030069
0015;00000000000035089283;000000007461455;10027745;89030067
0001;00000000000035089166;000000007461460;10011134;89030065
0001;00000000000035089049;000000007461454;10010391;89030064
3149;00000000000035088623;000000007461381;10024710;89030062
0015;00000000000035088506;000000007461378;10027637;89030060
0015;00000000000035087711;000000007461384;10023782;89030058
0015;00000000000035087693;000000007461382;10007465;89030056
3143;00000000000035087225;000000007461315;10018092;89030054
0015;00000000000035086781;000000007461268;10022208;89030053
3149;00000000000035086664;000000007461266;10013328;89030051
3149;00000000000035086547;000000007461272;10007832;89030049
0015;00000000000035084606;000000007461263;10012566;89030047
0015;00000000000035084471;000000007461312;10007972;89030045
0015;00000000000035084237;000000007461307;10020762;89030044
0015;00000000000035083325;000000007461251;10025411;89030041
0015;00000000000035083190;000000007461252;10010404;89030039
0015;00000000000035082881;000000007461253;10010404;89030037
0015;00000000000035082647;000000007460989;10007186;89030035
3149;00000000000035081852;000000007460961;10017768;89030033
0015;00000000000035081735;000000007460959;10016850;89030031
0015;00000000000035081618;000000007460960;10016850;89030030
3143;00000000000035081501;000000007460955;10016852;89030028
3149;00000000000035081483;000000007460957;10017768;89030026
3143;00000000000035081366;000000007460953;10011280;89030024
3149;00000000000035081015;000000007460950;10016628;89030022
0001;00000000000035080688;000000007460988;10010391;89030020
0015;00000000000035080571;000000007460990;10022422;89030018
0015;00000000000035080454;000000007460987;10022422;89030016
0015;00000000000035080337;000000007460986;10027278;89030015
0015;00000000000035080220;000000007460982;10027278;89030013
0015;00000000000035080103;000000007460983;10015417;89030011
0015;00000000000035080085;000000007460985;10017660;89030009
0015;00000000000035079972;000000007460984;10023159;89030007
0015;00000000000035079855;000000007460981;10021887;89030005
0015;00000000000035079738;000000007460980;10027309;89030003
0015;00000000000035079504;000000007460949;10015237;89030001
0015;00000000000035079486;000000007460943;10007120;89029999
0015;00000000000035079369;000000007460946;10023380;89029997
3149;00000000000035078826;000000007460881;10023770;89029995
0015;00000000000035078709;000000007460944;10019775;89029993
0015;00000000000035078691;000000007460948;10006730;89029991
3149;00000000000035078574;000000007460886;10027794;89029989
0015;00000000000035078457;000000007460956;10010820;89029987
0015;00000000000035078106;000000007460884;10008075;89029986
0015;00000000000035077428;000000007460834;10009413;89029984
0015;00000000000035077176;000000007460829;10026375;89029982
0015;00000000000035076633;000000007460810;10012096;89029980
0015;00000000000035076498;000000007460802;10025249;89029978
0015;00000000000035075721;000000007460794;10027341;89029976
0015;00000000000035075586;000000007460812;10017514;89029974
0015;00000000000035075469;000000007460836;10024064;89029973
3149;00000000000035075235;000000007460784;10014709;89029971
3149;00000000000035075118;000000007460783;10014709;89029969
3149;00000000000035075001;000000007460786;10014709;89029967
3143;00000000000035074926;000000007460787;10008704;89029965
0015;00000000000035073996;000000007460795;10009853;89029963
0015;00000000000035073879;000000007460808;10010176;89029961
0015;00000000000035073762;000000007460807;10019464;89029959
0015;00000000000035073645;000000007460776;10011702;89029958
0015;00000000000035073528;000000007460801;10024642;89029956
0015;00000000000035073411;000000007460804;10016762;89029954
0015;00000000000035073393;000000007460800;10010160;89029952
0015;00000000000035073276;000000007460781;10008689;89029950
0015;00000000000035073159;000000007460798;10015286;89029948
0001;00000000000035073042;000000007460797;10018540;89029946
0015;00000000000035072364;000000007460568;10015021;89029944
3149;00000000000035071938;000000007460566;10007970;89029942
0015;00000000000035070774;000000007460519;10014339;89029941
0015;00000000000035070306;000000007460514;10023416;89029939
3149;00000000000035070171;000000007460515;10009474;89029937
0015;00000000000035069572;000000007460509;10009650;89029935
0015;00000000000035068660;000000007460484;10016714;89031601
3143;00000000000035068426;000000007460486;10019187;89029931
0015;00000000000035068291;000000007460487;10015392;89029930
0015;00000000000035067748;000000007460300;10010927;89029928
0015;00000000000035067631;000000007460299;10011713;89029926
3149;00000000000035067514;000000007460301;10028015;89029924
0015;00000000000035067496;000000007460297;10021633;89029922
0015;00000000000035067028;000000007460298;10025015;89029920
3143;00000000000035066584;000000007460287;10020571;89029918
3143;00000000000035066467;000000007460289;10025410;89029916
3143;00000000000035066350;000000007460284;10011456;89029914
0015;00000000000035066233;000000007460291;10024582;89029912
0015;00000000000035066116;000000007460286;10015185;89029910
3149;00000000000035065672;000000007460254;10020249;89029908
0015;00000000000035065186;000000007460247;10022742;89029906
0015;00000000000035065069;000000007460252;10026650;89029904
0015;00000000000035064760;000000007460246;10026890;89029902
0015;00000000000035064643;000000007460241;10027675;89029900
3149;00000000000035064157;000000007460239;10021469;89029898
0015;00000000000035063479;000000007460203;10016952;89029897
0015;00000000000035063245;000000007460218;10009542;89029895
0015;00000000000035063128;000000007460200;10021287;89029893
0015;00000000000035063011;000000007460212;10017592;89029891
0015;00000000000035062936;000000007460209;10006728;89029889
0015;00000000000035062702;000000007460196;10025249;89029887
0015;00000000000035061907;000000007466185;10006726;89029885
0015;00000000000035061889;000000007466179;10006724;89029883
0015;00000000000035061772;000000007466187;10006722;89029881
0015;00000000000035061655;000000007466193;10006720;89029879
0015;00000000000035061538;000000007466192;10006718;89029878
0015;00000000000035061421;000000007466202;10006716;89029876
0015;00000000000035061286;000000007466188;10006714;89029874
0015;00000000000035061169;000000007466174;10006712;89029872
0015;00000000000035061052;000000007466199;10006710;89029870
0015;00000000000035060977;000000007466190;10006708;89029868
0015;00000000000035060860;000000007466175;10006706;89029867
