0015;00000000000035163403;000000007480735;10024882;89030261
0001;00000000000035157740;000000007478035;10008955;89030259
0015;00000000000035156711;000000007478011;10027027;89030257
0015;00000000000035153003;000000007484162;10023203;89030256
0015;00000000000035152325;000000007471905;10010377;89030254
0001;00000000000035145516;000000007472094;10006694;89030252
0001;00000000000035145498;000000007472097;10006693;89030250
0015;00000000000035141130;000000007471644;10017941;89030248
3143;00000000000035140938;000000007471632;10009807;89030246
0015;00000000000035139133;000000007471534;10007096;89030244
0015;00000000000035139016;000000007471533;10007096;89030242
0015;00000000000035138086;000000007471522;10007096;89030240
0015;00000000000035136262;000000007471417;10022126;89030238
0015;00000000000035136028;000000007471391;10017225;89030236
0015;00000000000035135953;000000007471389;10017225;89030234
3149;00000000000035133877;000000007471347;10024970;89030232
3149;00000000000035132128;000000007471276;10013979;89030230
0015;00000000000035130169;000000007466882;10020397;89030229
0015;00000000000035124992;000000007466675;10024428;89030226
0015;00000000000035124389;000000007471911;10013718;89030224
0015;00000000000035124272;000000007471909;10013720;89030223
3149;00000000000035120741;000000007466618;10006692;89030221
3143;00000000000035116668;000000007466191;10018320;89030219
0015;00000000000035116434;000000007466195;10013913;89030217
0015;00000000000035114241;000000007465859;10018429;89030215
0015;00000000000035111370;000000007465301;10025516;89030213
0015;00000000000035109859;000000007465152;10015573;89030212
3149;00000000000035109022;000000007465113;10023529;89030210
0015;00000000000035108830;000000007465112;10011273;89030208
0015;00000000000035108110;000000007465081;10006691;89030206
0015;00000000000035108092;000000007465078;10006690;89030204
0015;00000000000035107918;000000007465079;10014614;89030202
0015;00000000000035107783;000000007465057;10006689;89030200
0015;00000000000035107666;000000007465059;10006688;89030198
0015;00000000000035105725;000000007462410;10013721;89030196
0015;00000000000035105356;000000007462385;10022224;89030193
0015;00000000000035104561;000000007462273;10024680;89030191
0015;00000000000035102368;000000007462143;10011297;89030189
0015;00000000000035101456;000000007462130;10024680;89030187
0015;00000000000035098888;000000007462039;10021275;89030186
0015;00000000000035098771;000000007462035;10021275;89030184
0015;00000000000035096344;000000007461746;10021236;89030182
0015;00000000000035096227;000000007461955;10006687;89030180
0015;00000000000035096110;000000007461956;10006794;89030178
0015;00000000000035096092;000000007461954;10028171;89030177
0015;00000000000035095783;000000007461640;10020228;89030175
0015;00000000000035095666;000000007461641;10017268;89030173
0015;00000000000035095549;000000007461739;10021128;89030171
0015;00000000000035094637;000000007461522;10025823;89030169
0001;00000000000035094151;000000007461637;10010719;89030168
0015;00000000000035094034;000000007461631;10021327;89030165
0015;00000000000035093959;000000007461639;10027959;89030163
0015;00000000000035093842;000000007461518;10021791;89030161
0015;00000000000035093725;000000007461638;10015381;89030159
0015;00000000000035093239;000000007461516;10019876;89030157
3143;00000000000035092561;000000007461470;10007629;89030156
0015;00000000000035092444;000000007461467;10015460;89030154
0015;00000000000035092192;000000007461459;10022560;89030152
0015;00000000000035091397;000000007461414;10007951;89030150
3143;00000000000035089904;000000007461396;10009548;89030148
3143;00000000000035089886;000000007461398;10009548;89030146
0015;00000000000035089418;000000007461394;10007265;89030144
0015;00000000000035089301;000000007461462;10027631;89030142
0015;00000000000035089283;000000007461455;10011011;89030140
0001;00000000000035089166;000000007461460;10008895;89030138
0001;00000000000035089049;000000007461454;10008527;89030136
3149;00000000000035088623;000000007461381;10024917;89030134
0015;00000000000035088506;000000007461378;10010800;89030132
0015;00000000000035087711;000000007461384;10022974;89030131
0015;00000000000035087693;000000007461382;10007058;89030129
3143;00000000000035087225;000000007461315;10015196;89030127
0015;00000000000035086781;000000007461268;10019693;89030125
3149;00000000000035086664;000000007461266;10010215;89030123
3149;00000000000035086547;000000007461272;10013009;89030122
0015;00000000000035084606;000000007461263;10009604;89030119
0015;00000000000035084471;000000007461312;10007312;89030117
0015;00000000000035084237;000000007461307;10025458;89030116
0015;00000000000035083325;000000007461251;10026390;89030114
0015;00000000000035083190;000000007461252;10008534;89030112
0015;00000000000035082881;000000007461253;10008534;89030110
0015;00000000000035082647;000000007460989;10012376;89030107
3149;00000000000035081852;000000007460961;10014854;89030106
0015;00000000000035081735;000000007460959;10013919;89030104
0015;00000000000035081618;000000007460960;10013919;89030102
3143;00000000000035081501;000000007460955;10013921;89030100
3149;00000000000035081483;000000007460957;10014854;89030098
3143;00000000000035081366;000000007460953;10016360;89030096
3149;00000000000035081015;000000007460950;10013681;89030094
0001;00000000000035080688;000000007460988;10008527;89030092
0015;00000000000035080571;000000007460990;10020133;89030090
0015;00000000000035080454;000000007460987;10020133;89030088
0015;00000000000035080337;000000007460986;10010119;89030087
0015;00000000000035080220;000000007460982;10010119;89030085
0015;00000000000035080103;000000007460983;10020363;89030083
0015;00000000000035080085;000000007460985;10014741;89030081
0015;00000000000035079972;000000007460984;10021675;89030079
0015;00000000000035079855;000000007460981;10019081;89030077
0015;00000000000035079738;000000007460980;10010174;89030075
0015;00000000000035079504;000000007460949;10020192;89030072
0015;00000000000035079486;000000007460943;10012310;89030070
0015;00000000000035079369;000000007460946;10022137;89030068
3149;00000000000035078826;000000007460881;10022950;89030067
