3149;00000000000035132128;000000007471276;10018534;89062058
0015;00000000000035124992;000000007466675;10025434;89062055
0001;00000000000035124389;000000007471911;10018383;89062052
0001;00000000000035124272;000000007471909;10018384;89062049
3143;00000000000035116668;000000007466191;10009136;89062046
0015;00000000000035116434;000000007466195;10006164;89062042
0015;00000000000035114241;000000007465859;10009197;89062039
0015;00000000000035111370;000000007465301;10013301;89062036
3149;00000000000035109022;000000007465113;10012220;89062035
0015;00000000000035108830;000000007465112;10004600;89062032
0001;00000000000035107918;000000007465079;10018916;89062028
0015;00000000000035098888;000000007462039;10023337;89062025
0015;00000000000035098771;000000007462035;10023335;89062022
0001;00000000000035096344;000000007461746;10023307;89062018
0001;00000000000035096110;000000007461956;10000124;89062016
0001;00000000000035096092;000000007461954;10015845;89062012
0015;00000000000035095783;000000007461640;10022647;89062009
0015;00000000000035095666;000000007461641;10020750;89062007
0001;00000000000035095549;000000007461739;10023238;89062004
0015;00000000000035094637;000000007461522;10026436;89062000
0001;00000000000035094151;000000007461637;10016441;89061996
0001;00000000000035094034;000000007461631;10010916;89061993
0001;00000000000035093959;000000007461639;10015589;89061990
0001;00000000000035093842;000000007461518;10011177;89061987
0001;00000000000035093725;000000007461638;10007347;89061984
0015;00000000000035093239;000000007461516;10010045;89061980
0015;00000000000035092444;000000007461467;10007394;89061978
0015;00000000000035091397;000000007461414;10001505;89061975
0001;00000000000035089418;000000007461394;10000655;89061972
0001;00000000000035089301;000000007461462;10015168;89061969
0001;00000000000035089283;000000007461455;10016610;89061967
0001;00000000000035089166;000000007461460;10002688;89061964
0001;00000000000035089049;000000007461454;10002214;89061962
3149;00000000000035088623;000000007461381;10012996;89061958
0015;00000000000035088506;000000007461378;10016487;89061954
0001;00000000000035087693;000000007461382;10000411;89061950
3143;00000000000035087225;000000007461315;10007224;89061946
0015;00000000000035086781;000000007461268;10009932;89061943
3149;00000000000035086664;000000007461266;10003986;89061941
3149;00000000000035086547;000000007461272;10017943;89061938
0015;00000000000035084606;000000007461263;10003536;89061935
0001;00000000000035083325;000000007461251;10013776;89061932
0001;00000000000035083190;000000007461252;10002226;89061928
0001;00000000000035082881;000000007461253;10002225;89061926
0015;00000000000035082647;000000007460989;10017544;89061923
3149;00000000000035081852;000000007460961;10006990;89061920
3149;00000000000035081483;000000007460957;10006990;89061918
3143;00000000000035081366;000000007460953;10020088;89061915
3149;00000000000035081015;000000007460950;10006032;89061913
0001;00000000000035080688;000000007460988;10002214;89061910
0001;00000000000035080571;000000007460990;10010195;89061907
0001;00000000000035080454;000000007460987;10010196;89061905
0001;00000000000035080337;000000007460986;10016067;89061902
0001;00000000000035080220;000000007460982;10016068;89061898
0001;00000000000035080103;000000007460983;10022731;89061895
0001;00000000000035080085;000000007460985;10006925;89061891
0001;00000000000035079972;000000007460984;10011112;89061888
0001;00000000000035079855;000000007460981;10009575;89061885
0001;00000000000035079738;000000007460980;10016114;89061883
0001;00000000000035079504;000000007460949;10022628;89061881
0001;00000000000035079486;000000007460943;10017502;89061878
0001;00000000000035079369;000000007460946;10011379;89061875
3149;00000000000035078826;000000007460881;10011877;89061872
0001;00000000000035078709;000000007460944;10025480;89061868
3149;00000000000035078574;000000007460886;10016661;89061865
0001;00000000000035078457;000000007460956;10002517;89061863
0015;00000000000035078106;000000007460884;10018083;89061860
0015;00000000000035077428;000000007460834;10001634;89061857
0015;00000000000035077176;000000007460829;10014954;89061855
0015;00000000000035076633;000000007460810;10003255;89061852
0015;00000000000035076498;000000007460802;10013590;89061849
0015;00000000000035075721;000000007460794;10016145;89061847
0001;00000000000035075469;000000007460836;10012262;89061844
3149;00000000000035075235;000000007460784;10022286;89061841
