10940929|6855297|2458|VI|MOS|TO|016|576|19.11|30/10/2019||||||||||||||||||||||||||||||||2|1825|21|383.25|||||G|5|15|5|6290|0
10940929|6856413|2458|VI|MOS|TO|016|586|58.75|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6856573|2458|VI|MOS|TO|016|570|42.13|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6856414|2458|VI|MOS|TO|016|587|63.74|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6855368|2458|VI|MOS|TO|016|583|36.03|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6855362|2458|VI|MOS|TO|016|562|42.68|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6855372|2458|VI|MOS|TO|016|591|68.73|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6856583|2458|VI|MOS|TO|016|590|55.98|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6854864|2458|VI|MOS|TO|016|588|34.64|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6855364|2458|VI|MOS|TO|016|566|34.09|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6855699|2458|VI|MOS|TO|016|564|46.28|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6854820|2458|VI|MOS|TO|016|563|36.58|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6854914|2458|VI|MOS|TO|016|559|45.17|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6856407|2458|VI|MOS|TO|016|558|42.13|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6857122|2458|VI|MOS|TO|016|598|51.55|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
10940929|6854827|2458|VI|MOS|TO|016|573|19.12|30/10/2019||||||||||||||||||||||||||||||||||||||||G|5|15|5|6290|0
