+0000000000887411+0000000000000001                                                                                                                                                                                                                                      CHALET ADOSADO DE 0 PLANTAS Y 4 DORMITOR+00000004+00000000
+0000000000887276+0000000000000004                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000887276+0000000000000002                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000000
+0000000000887276+0000000000000003                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000000890068+0000000000000004                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000879555+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000888206+0000000000000005                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000001
+0000000001647692+0000000000000004                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001827676+0000000000000006                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001158268+0000000000000011                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000001827676+0000000000000012                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000001
+0000000001158268+0000000000000012                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001158268+0000000000000010                                                                                                                                                                                                                                                  PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000001766046+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001766046+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000001766046+0000000000000003                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000001766046+0000000000000004                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000000
+0000000001766046+0000000000000005                                                                                                                                                                                                                                                                      ESTUDIOS+00000050+00000000
+0000000001766046+0000000000000006                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000000
+0000000001766046+0000000000000007                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000000
+0000000001766270+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001827676+0000000000000007                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001827676+0000000000000008                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000001983922+0000000000000006                                                                                                                                                                                                                                      CHALET ADOSADO DE 3 PLANTAS Y 3 DORMITOR+00000003+00000003
+0000000001827676+0000000000000014                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000002351570+0000000000000011                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000002351570+0000000000000009                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000002
+0000000002503412+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000002503412+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000002503412+0000000000000003                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000002503412+0000000000000004                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000002503412+0000000000000013                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001152895+0000000000000004                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001152895+0000000000000005                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000004157314+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000004157314+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000004215956+0000000000000001                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000004215956+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004252993+0000000000000001                                                                                                                                                                                                                                                            EDIFICIO/COLECTIVO+00000000+00000000
+0000000005043000+0000000000000004                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005043000+0000000000000005                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005052012+0000000000000001                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005052012+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004756675+0000000000000004                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000005087538+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000005087538+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000005087538+0000000000000003                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000006109354+0000000000000002                                                                                                                                                                                                                                                                      ESTUDIOS+00000050+00000000
+0000000006109354+0000000000000003                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000000
+0000000006109354+0000000000000005                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000006109354+0000000000000006                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000006109354+0000000000000007                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000006109354+0000000000000010                                                                                                                                                                                                                                                                              +00000000+00000000
+0000000001174799+0000000000000001                                                                                                                                                                                                                                                      VIVIENDA DE 1 DORMITORIO+00000000+00000000
+0000000001174799+0000000000000002                                                                                                                                                                                                                                                        VIVIENDAS TIPO ESTUDIO+00000000+00000000
+0000000001174799+0000000000000003                                                                                                                                                                                                                                                     VVIENDAS DE 2 DORMITORIOS+00000000+00000000
+0000000001180579+0000000000000001                                                                                                                                                                                                                                      CHALET ADOSADO DE 2 PLANTAS Y 3 DORMITOR+00000003+00000002
+0000000000894103+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000894103+0000000000000002                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000000890068+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001174799+0000000000000001                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000001174799+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001599567+0000000000000001                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001158268+0000000000000009                                                                                                                                                                                                                                                  PISO DUPLEX DE 2 DORMITORIOS+00000002+00000001
+0000000001838403+0000000000000005                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001838403+0000000000000006                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000002250879+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000002250879+0000000000000002                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000004721149+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004721149+0000000000000002                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000894930+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000892144+0000000000000001                                                                                                                                                                                                                                                                        SUELOS+00000000+00000000
+0000000001219916+0000000000000001                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000001219916+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000000
+0000000001219916+0000000000000003                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000000
+0000000001219916+0000000000000004                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000000
+0000000001219916+0000000000000005                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000000
+0000000001219916+0000000000000006                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001219916+0000000000000007                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000000893659+0000000000000001                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000001825483+0000000000000004                                                                                                                                                                                                                                                                      ESTUDIOS+00000050+00000005
+0000000000881201+0000000000000004                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000002447062+0000000000000002                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000002645887+0000000000000001                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000004560819+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000004560819+0000000000000002                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000005167013+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005167013+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005167013+0000000000000003                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005167013+0000000000000004                                                                                                                                                                                                                                                  PISO DUPLEX DE 2 DORMITORIOS+00000002+00000001
+0000000005167013+0000000000000005                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000005177044+0000000000000001                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000005177044+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005177044+0000000000000003                                                                                                                                                                                                                                                         PISO DE 4 DORMITORIOS+00000004+00000001
+0000000005567950+0000000000000004                                                                                                                                                                                                                                                                     COMERCIAL+00000000+00000000
+0000000005567950+0000000000000003                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001113296+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001113296+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000000968635+0000000000000003                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000968635+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001122667+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001122667+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001122667+0000000000000003                                                                                                                                                                                                                                                  PISO DUPLEX DE 4 DORMITORIOS+00000004+00000002
+0000000001122667+0000000000000004                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000002
+0000000001231692+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001559056+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000001158754+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000001158754+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001158871+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000894930+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000001398474+0000000000000002                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000000883025+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001398474+0000000000000003                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000001219916+0000000000000008                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001751310+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000001751310+0000000000000002                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000001429408+0000000000000004                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000001219916+0000000000000009                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000000631297+0000000000000001                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000631297+0000000000000003                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000000631297+0000000000000005                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000000882095+0000000000000002                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000002447062+0000000000000001                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
+0000000004122625+0000000000000005                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000004222765+0000000000000003                                                                                                                                                                                                                                                                      ESTUDIOS+00000050+00000001
+0000000004222765+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005057661+0000000000000001                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005057661+0000000000000002                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005057661+0000000000000003                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000005059017+0000000000000001                                                                                                                                                                                                                                                         PISO DE 3 DORMITORIOS+00000003+00000001
+0000000005059017+0000000000000002                                                                                                                                                                                                                                                         PISO DE 2 DORMITORIOS+00000002+00000001
+0000000005398451+0000000000000001                                                                                                                                                                                                                                                  PISO DUPLEX DE 3 DORMITORIOS+00000003+00000001
+0000000005398451+0000000000000002                                                                                                                                                                                                                                                   PISO DUPLEX DE 1 DORMITORIO+00000001+00000001
+0000000005398451+0000000000000003                                                                                                                                                                                                                                                          PISO DE 1 DORMITORIO+00000001+00000001
+0000000001122667+0000000000000005                                                                                                                                                                                                                                                  PISO DUPLEX DE 2 DORMITORIOS+00000002+00000002
+0000000001559056+0000000000000003                                                                                                                                                                                                                                                                        GARAJE+00000000+00000000
+0000000000951095+0000000000000001                                                                                                                                                                                                                                      CHALET ADOSADO DE 2 PLANTAS Y 4 DORMITOR+00000004+00000002
+0000000001192686+0000000000000002                                                                                                                                                                                                                                                                       GARAJES+00000000+00000000
+0000000001113296+0000000000000005                                                                                                                                                                                                                                                                      TRASTERO+00000000+00000000
