USUARIO_REM,ID_OFICINA,ID_ENTIDAD,,
bgonzalezn,324,3058,,
aromera,249,3058,,
mguitart,379,3058,,
aromera,297,3058,,
aromera,385,3058,,
mguitart,335,3058,,
mguitart,228,3058,,
bgonzalezn,389,3058,389,
aromera,306,3058,,
aromera,205,3058,,
aromera,262,3058,,
bgonzalezn,432,3058,432,
aromera,235,3058,,
aromera,233,3058,,
tbuendia,4525,3058,,
tbuendia,4502,3058,,
tbuendia,4561,3058,,
tbuendia,4550,3058,,
tbuendia,4565,3058,,
tbuendia,4509,3058,,
tbuendia,4522,3058,,
tbuendia,4513,3058,,
tbuendia,4505,3058,,
tbuendia,4562,3058,,
tbuendia,4501,3058,,
tbuendia,4510,3058,,
tbuendia,4517,3058,,
tbuendia,4521,3058,,
tbuendia,4530,3058,,
tbuendia,4532,3058,,
tbuendia,4524,3058,,
tbuendia,4504,3058,,
tbuendia,4533,3058,,
tbuendia,4503,3058,,
tbuendia,4564,3058,,
tbuendia,4516,3058,,
tbuendia,4514,3058,,
tbuendia,4508,3058,,
tbuendia,4506,3058,,
tbuendia,4520,3058,,
tbuendia,4531,3058,,
tbuendia,4551,3058,,
tbuendia,506,3058,,
tbuendia,538,3058,,
tbuendia,553,3058,,
tbuendia,516,3058,,
tbuendia,520,3058,,
tbuendia,523,3058,,
tbuendia,524,3058,,
tbuendia,525,3058,,
tbuendia,576,3058,,
tbuendia,555,3058,,
tbuendia,526,3058,,
tbuendia,584,3058,,
tbuendia,530,3058,,
tbuendia,565,3058,,
tbuendia,528,3058,,
tbuendia,504,3058,,
tbuendia,556,3058,,
tbuendia,572,3058,,
tbuendia,575,3058,,
tbuendia,545,3058,,
tbuendia,583,3058,,
tbuendia,585,3058,,
tbuendia,571,3058,,
tbuendia,552,3058,,
tbuendia,566,3058,,
tbuendia,501,3058,,
tbuendia,544,3058,,
tbuendia,546,3058,,
tbuendia,531,3058,,
tbuendia,500,3058,,
tbuendia,505,3058,,
tbuendia,592,3058,,
tbuendia,539,3058,,
tbuendia,590,3058,,
tbuendia,1603,3058,,
tbuendia,1601,3058,,
tbuendia,1605,3058,,
tbuendia,3702,3058,,
tbuendia,4101,3058,,
tbuendia,4004,3058,,
tbuendia,4034,3058,,
tbuendia,4001,3058,,
tbuendia,4002,3058,,
tbuendia,4036,3058,,
tbuendia,4030,3058,,
ecabrera,6146,3058,6146,
ecabrera,6147,3058,6147,
ecabrera,6134,3058,6134,
ecabrera,6123,3058,6123,
ecabrera,6138,3058,6138,
ecabrera,6136,3058,6136,
ecabrera,6143,3058,6143,
ecabrera,6114,3058,6114,
ecabrera,6129,3058,6129,
ecabrera,6149,3058,6149,
ecabrera,6128,3058,6128,
ecabrera,6145,3058,6145,
ecabrera,6131,3058,6131,
ecabrera,6139,3058,6139,
ecabrera,6108,3058,6108,
ecabrera,6127,3058,6127,
ecabrera,6110,3058,6110,
ecabrera,6141,3058,6141,
ecabrera,6103,3058,6103,
ecabrera,6124,3058,6124,
ecabrera,6144,3058,6144,
ecabrera,6109,3058,6109,
ecabrera,6101,3058,6101,
ecabrera,6102,3058,6102,
ecabrera,6117,3058,6117,
ecabrera,6106,3058,6106,
ecabrera,6135,3058,6135,
ecabrera,6112,3058,6112,
ecabrera,6100,3058,6100,
ecabrera,6115,3058,6115,
ecabrera,6119,3058,6119,
ecabrera,6120,3058,6120,
ecabrera,6122,3058,6122,
ecabrera,6125,3058,6125,
ecabrera,6130,3058,6130,
ecabrera,6148,3058,6148,
ecabrera,6150,3058,6150,
ecabrera,6140,3058,6140,
ecabrera,6116,3058,6116,
ecabrera,6118,3058,6118,
ecabrera,6126,3058,6126,
ecabrera,6121,3058,6121,
ecabrera,6133,3058,6133,
ecabrera,6113,3058,6113,
ecabrera,6104,3058,6104,
ecabrera,6111,3058,6111,
ecabrera,6142,3058,6142,
ecabrera,6105,3058,6105,
ecabrera,6107,3058,6107,
ecabrera,1308,3058,,
ecabrera,1313,3058,,
ecabrera,1306,3058,,
ecabrera,1319,3058,,
ecabrera,1309,3058,,
ecabrera,1315,3058,,
ecabrera,1307,3058,,
ecabrera,1312,3058,,
ecabrera,1314,3058,,
ecabrera,1300,3058,,
ecabrera,1320,3058,,
ecabrera,1310,3058,,
ecabrera,1303,3058,,
ecabrera,1305,3058,,
ecabrera,1311,3058,,
ecabrera,1304,3058,,
ecabrera,1301,3058,,
ecabrera,1302,3058,,
ecabrera,1317,3058,,
ecabrera,1318,3058,,
