|---------1------|---------2---------|---3---|---4---|-------5-------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------6----------|----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------7----------
+0000000000202046                    2015102900000000+000000000000000                                                                                                                                                                                                                                                     Otros                                                                                                                                                                                                                                                      1721
+0000000000203806                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203825                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203852                    2309201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                   15/1253
+0000000000203859                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203864                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203874                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203974                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000203998                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203999                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204023                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204040                    3007201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      2272
+0000000000204043                    2407201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1518
+0000000000204119                    2403201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                          
+0000000000204121                    2403201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                          
+0000000000204129                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1111
+0000000000204132                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1111
+0000000000204134                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1111
+0000000000204135                    0000            +0000000000000000                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               1944
+0000000000204148                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204155                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204156                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204168                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204176                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204240                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204255                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204257                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204261                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204262                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204372                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204384                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204394                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204432                    1305201500      +0000000000000000                                                                                                                                                                                                                                          Gtrez. Labrador                                                                                                                                                                                                                                                       745
+0000000000204467                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000204468                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000204488                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204498                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000204585                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000204598                    1305201500      +0000000000000000                                                                                                                                                                                                                                          Gtrez. Labrador                                                                                                                                                                                                                                                       745
+0000000000937571                    2204201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                       867
+0000000000941207                    3007201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      2272
+0000000000942075                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000065198                    2910201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1721
+0000000000065482                    2910201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1721
+0000000000068278                    2910201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1721
+0000000000103423                    2509201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1823
+0000000000136727                    2112201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1152
+0000000000141631                    2112201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1152
+0000000000143759                    2309201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      7684
+0000000000147400                    2309201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      7684
+0000000000147402                    2309201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      7684
+0000000000180021                    1011201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      7739
+0000000000198546                    2910201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1721
+0000000000199611                    2910201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1721
+0000000000202558                    2204201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                       867
+0000000000202820                    2403201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                  965/2015
+0000000000203277                    0806201500      +0000000000000000                                                                                                                                                                                                                                                 Montalvo                                                                                                                                                                                                                                                      2535
+0000000000203284                    2403201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                          
+0000000000203357                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203365                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203389                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203392                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203426                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203431                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203439                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203584                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203604                    3006201500      +0000000000000000                                                                                                                                                                                                                                                    Otros                                                                                                                                                                                                                                                      1198
+0000000000203616                    2403201500      +0000000000000000                                                                                                                                                                                                                                                Pinos XXI                                                                                                                                                                                                                                                          
