|---------1------|----------2--------|---3---|---4---|---5---|---6---|---7---|---8---|---9---|--10---

+0000000000064068                    2015022320151020201512240000000000000000                          
+0000000000064294                    2015071000000000201511110000000000000000                          
+0000000000064786                    2015022320151020000000002015112400000000                          
+0000000000064929                    2015071000000000201511110000000000000000                          
+0000000000069878                    2015103020151126201512022016011820150118                          
+0000000000070303                    2015073100000000000000000000000000000000                          
+0000000000071570                    2015032720150427000000002015063000000000                          
+0000000000071735                    2015091720150921201510062015100100000000                          
+0000000000077857                    2015100720151009201512092015101900000000                          
+0000000000078143                    2015100720151009201512092015101900000000                          
+0000000000078283                    023107201500000000000000                                          
+0000000000078378                    023107201500000000000000                                          
+0000000000082271                    021307201530072015000608201500240820152107201500                  
+0000000000082725                    021011201527112015003011201500000000                              
+0000000000085231                    023107201500000000000000                                          
+0000000000085306                    021011201527112015003011201500000000                              
+0000000000085401                    021307201530072015000608201500240820152107201500                  
+0000000000085567                    021011201527112015003011201500000000                              
+0000000000099524                    020810201519102015003010201500171120151510201500                  
+0000000000099525                    020810201519102015003010201500171120151610201500                  
+0000000000099759                    022812201500000000000000                                          
+0000000000099837                    021111201513112015001911201500000000                              
+0000000000100465                    022606201517072015002007201500300720150000                        
+0000000000103244                    022010201526102015003010201500191120151911201500                  
+0000000000104752                    021305201501062015002306201500300620153108201500                  
+0000000000109064                    021109201500002209201500280920150000                              
+0000000000112293                    020211201523112015000912201500001611201500                        
+0000000000112884                    021109201500002209201500280920150000                              
+0000000000113835                    022909201500000000000000                                          
+0000000000114526                    021402201527022015001303201500001802201500                        
+0000000000114529                    021402201527022015001303201500001802201500                        
+0000000000114771                    021402201527022015001303201500001802201500                        
+0000000000114774                    021402201527022015001303201500001802201500                        
+0000000000115337                    021111201513112015001911201500000000                              
+0000000000116288                    021402201527022015001303201500001802201500                        
+0000000000116821                    021111201513112015001911201500000000                              
+0000000000116989                    020810201519102015003010201500171120151510201500                  
+0000000000117103                    021111201513112015001911201500000000                              
+0000000000118879                    021707201500081020152407201500002207201500                        
+0000000000119085                    022606201517072015002007201500300720150000                        
+0000000000119275                    022606201500000000000000                                          
+0000000000119901                    020810201519102015003010201500171120151510201500                  
+0000000000120248                    023107201526082015000000000000                                    
+0000000000120249                    023107201526082015002808201500000000                              
+0000000000120296                    020807201517072015002007201500300720150000                        
+0000000000120385                    022311201530112015000000000000                                    
+0000000000121862                    023107201526082015002808201500000000                              
+0000000000122717                    021006201515062015002206201500130820150000                        
+0000000000123590                    021906201503082015000408201500280720150000                        
+0000000000123591                    021906201503082015000408201500270820150000                        
+0000000000127650                    021906201503082015000408201500270820150000                        
+0000000000127652                    021906201503082015000408201500270820150000                        
+0000000000128610                    022806201503072015000907201500270720150000                        
+0000000000131102                    021806201503072015000907201500270720150000                        
+0000000000131154                    021806201503072015000907201500270720150000                        
+0000000000131331                    021806201503072015000907201500270720150000                        
+0000000000132403                    020510201514102015001510201500211020152210201521102015            
+0000000000133329                    020810201500000000191120151310201500                              
+0000000000133537                    020810201500000000191120151310201500                              
+0000000000134713                    020311201512112015002411201500001011201500                        
+0000000000137037                    022312201521012016002901201600001901201600                        
+0000000000137176                    020710201509102015091120151910201500000000                        
+0000000000139637                    020311201512112015002411201500001011201500                        
+0000000000139836                    020311201512112015002411201500001011201500                        
+0000000000141517                    022312201521012016002901201600001901201600                        
+0000000000141579                    022001201620012016002601201600000000                              
+0000000000142249                    020705201526052015220920151507201500001105201500                  
+0000000000142493                    020705201526052015001507201500001105201500                        
+0000000000143099                    020710201509102015091120151910201500000000                        
+0000000000143461                    020710201509102015091120151910201500000000                        
+0000000000144517                    020410201514102015001510201500211020151211201500                  
+0000000000144526                    020510201500000000211020152210201521102015                        
+0000000000144529                    020510201514102015001510201500211020152210201521102015            
+0000000000146539                    021609201502102015000210201500191020153009201500                  
+0000000000149611                    022312201521012016002901201600001901201600                        
+0000000000152491                    022810201504112015000511201500000000                              
+0000000000153641                    020311201512112015002411201500001011201500                        
+0000000000153977                    020311201512112015002411201500001011201500                        
+0000000000154509                    021609201502102015000210201500191020153009201500                  
+0000000000155459                    021010201530102015003010201500231120151810201500                  
+0000000000155626                    020705201526052015001507201500001105201500                        
+0000000000156219                    020710201509102015091120151910201500000000                        
+0000000000157528                    021812201521122015002412201500000000                              
+0000000000158902                    023107201500000000000000                                          
+0000000000063202                    021210201522102015000000000000                                    
+0000000000063900                    021007201500000000111120150000                                    
+0000000000064420                    021006201515062015002206201500130820150000                        
+0000000000064894                    021210201522102015000000000000                                    
+0000000000064987                    023010201526112015000212201500180120161801201600                  
+0000000000065173                    023010201526112015000212201500180120161801201600                  
+0000000000065196                    023010201526112015000212201500180120161801201600                  
+0000000000065921                    020705201526052015220920151507201500001105201500                  
+0000000000070221                    020702201516032015000104201528042015280420150403201500            
+0000000000076036                    020710201509102015091220151910201500000000                        
+0000000000077919                    020710201509102015091220151910201500000000                        
+0000000000082431                    021011201527112015003011201500000000                              
+0000000000084047                    020710201500091220151910201500000000                              
+0000000000084323                    020710201509102015091220151910201500000000                        
+0000000000084417                    020710201509102015091220151910201500000000                        
+0000000000085075                    021011201527112015003011201500000000                              
+0000000000085162                    021011201527112015003011201500000000                              
+0000000000085453                    021011201527112015003011201500000000                              
+0000000000085991                    021011201527112015003011201500000000                              
+0000000000085992                    021011201527112015003011201500000000                              
+0000000000091468                    021011201527112015003011201500000000                              
+0000000000097921                    021305201501062015002306201500300620153108201500                  
+0000000000099349                    020810201519102015003010201500171120151510201500                  
+0000000000099640                    020810201519102015003010201500171120151610201500                  
+0000000000100264                    022812201500000000000000                                          
+0000000000101033                    022010201526102015003010201500191120151911201500                  
+0000000000101063                    022606201517072015002007201500300720150000                        
+0000000000101531                    021109201500002209201500280920150000                              
