Num_Gasto|Partida_Presupuestaria|Cuenta_contable
11283136|G011339|6220000000
11283137|G011339|6220000000
11283138|G011339|6220000000
11283139|G011339|6220000000
11283140|G011339|6220000000
11283141|G011339|6220000000
11283142|G011339|6220000000
11283145|G011339|6220000000
11283146|G011339|6220000000
11283147|G011339|6220000000
11283148|G011339|6220000000
11283149|G011339|6220000000
11283150|G011339|6220000000
11283151|G011339|6220000000
11283152|G011339|6220000000
11283153|G011339|6220000000
11283155|G011339|6220000000
11283156|G011339|6220000000
11283157|G011339|6220000000
11283158|G011339|6220000000
11283159|G011339|6220000000
11283160|G011339|6220000000
11283161|G011339|6220000000
11283162|G011339|6220000000
11283163|G011339|6220000000
11283164|G011339|6220000000
11283165|G011339|6220000000
11283166|G011339|6220000000
11283167|G011339|6220000000
11283168|G011339|6220000000
11283169|G011339|6220000000
11283170|G011339|6220000000
11283171|G011339|6220000000
11283172|G011339|6220000000
11283173|G011339|6220000000
11283174|G011339|6220000000
11283175|G011339|6220000000
11283176|G011339|6220000000
11283177|G011339|6220000000
11283178|G011339|6220000000
11283179|G011339|6220000000
11283180|G011339|6220000000
11283181|G011339|6220000000
11283182|G011339|6220000000
11283183|G011339|6220000000
11283184|G011339|6220000000
11283185|G011339|6220000000
11283186|G011339|6220000000
11283187|G011339|6220000000
11283188|G011339|6220000000
11283189|G011339|6220000000
11283190|G011339|6220000000
11283191|G011339|6220000000
11283192|G011339|6220000000
11283193|G011339|6220000000
11283194|G011339|6220000000
11283195|G011339|6220000000
11283196|G011339|6220000000
11283197|G011339|6220000000
11283198|G011339|6220000000
11283199|G011339|6220000000
11283200|G011339|6220000000
11283201|G011339|6220000000
11283202|G011339|6220000000
11283203|G011339|6220000000
11283204|G011339|6220000000
11283205|G011339|6220000000
11283206|G011339|6220000000
11283207|G011339|6220000000
11283208|G011339|6220000000
11283209|G011339|6220000000
11283210|G011339|6220000000
11283211|G011339|6220000000
11283212|G011339|6220000000
11283213|G011339|6220000000
11283214|G011339|6220000000
11288222|G011339|6220000000
11288223|G011339|6220000000
11288227|G011339|6220000010
11288231|G011339|6220000000
11288232|G011339|6220000000
11288233|G011339|6220000000
11288241|G011339|6220000000
11295107|G011339|6220000000
11295108|G011339|6220000000
11295109|G011339|6220000000
11295110|G011339|6220000000
11295111|G011339|6220000000
11295112|G011339|6220000000
11295115|G011339|6220000000
11295116|G011339|6220000000
11295117|G011339|6220000000
11295126|G011339|6220000000
11295127|G011339|6220000000
11295130|G011339|6220000000
11295131|G011339|6220000010
11295132|G011339|6220000000
11295152|G011339|6220000000
11295153|G011339|6220000000
11295154|G011339|6220000000
11295155|G011339|6220000000
11295158|G011339|6220000000
11295159|G011339|6220000000
11295161|G011339|6220000000
11295163|G011339|6220000000
11295164|G011339|6220000000
11295165|G011339|6220000000
11295171|G011339|6220000000
11295174|G011339|6220000000
11295175|G011339|6220000010
11295176|G011339|6220000010
11295177|G011339|6220000000
11295178|G011339|6220000000
11295179|G011339|6220000000
11295180|G011339|6220000000
11295201|G011339|6220000000
11295202|G011339|6220000000
11295203|G011339|6220000000
11295204|G011339|6220000000
11295205|G011339|6220000000
11295206|G011339|6220000000
11295207|G011339|6220000000
11295208|G011339|6220000000
11295209|G011339|6220000000
11295210|G011339|6220000000
11295211|G011339|6220000000
11295212|G011339|6220000000
11295213|G011339|6220000000
11295214|G011339|6220000000
11295215|G011339|6220000000
11295216|G011339|6220000000
11295217|G011339|6220000000
11295218|G011339|6220000000
11295219|G011339|6220000000
11295220|G011339|6220000000
11295221|G011339|6220000000
11295222|G011339|6220000000
11295223|G011339|6220000000
11295224|G011339|6220000000
11295225|G011339|6220000000
11295226|G011339|6220000000
11295227|G011339|6220000000
11295228|G011339|6220000000
11295229|G011339|6220000000
11295230|G011339|6220000000
11295231|G011339|6220000000
11295232|G011339|6220000000
11295233|G011339|6220000000
11295234|G011339|6220000000
11295235|G011339|6220000000
11295236|G011339|6220000000
11295237|G011339|6220000000
11295238|G011339|6220000000
11295239|G011339|6220000000
11295240|G011339|6220000000
11295241|G011339|6220000000
11295242|G011339|6220000000
11295243|G011339|6220000000
11295244|G011339|6220000000
11295245|G011339|6220000000
11295246|G011339|6220000000
11295247|G011339|6220000000
11295248|G011339|6220000000
11295249|G011339|6220000000
11295250|G011339|6220000000
11295251|G011339|6220000000
11295252|G011339|6220000000
11295253|G011339|6220000000
11295254|G011339|6220000000
11295255|G011339|6220000000
11295256|G011339|6220000000
11295257|G011339|6220000000
11295258|G011339|6220000000
11295259|G011339|6220000000
11295260|G011339|6220000000
11295261|G011339|6220000000
11295280|G011339|6220000000
11295281|G011339|6220000000
11295282|G011339|6220000000
11295283|G011339|6220000000
11295284|G011339|6220000000
11295285|G011339|6220000000
11295286|G011339|6220000000
11295287|G011339|6220000000
11295288|G011339|6220000000
11295289|G011339|6220000000
11295290|G011339|6220000000
11295291|G011339|6220000000
11295292|G011339|6220000000
11295293|G011339|6220000000
11295294|G011339|6220000000
11295295|G011339|6220000000
11295296|G011339|6220000000
11295297|G011339|6220000000
11295298|G011339|6220000000
11295299|G011339|6220000000
11295300|G011339|6220000000
11295301|G011339|6220000000
11295302|G011339|6220000000
11295303|G011339|6220000000
11295304|G011339|6220000000
11295305|G011339|6220000000
11295306|G011339|6220000000
11295307|G011339|6220000000
11295308|G011339|6220000000
11295309|G011339|6220000000
11295332|G011339|6220000010
11295333|G011339|6220000000
11295334|G011339|6220000000
11295335|G011339|6220000000
11295336|G011339|6220000000
11295337|G011339|6220000000
11295354|G011339|6220000000
11295355|G011339|6220000000
11295356|G011339|6220000000
11295369|G011339|6220000010
11295370|G011339|6220000010
11295371|G011339|6220000010
11295372|G011339|6220000010
11295373|G011339|6220000010
11295374|G011339|6220000010
11295375|G011339|6220000010
11295376|G011339|6220000010
11295377|G011339|6220000010
11295378|G011339|6220000010
11295379|G011339|6220000010
11295380|G011339|6220000010
11295381|G011339|6220000010
11295382|G011339|6220000010
11295383|G011339|6220000010
11295384|G011339|6220000010
11295385|G011339|6220000010
11295386|G011339|6220000010
11295387|G011339|6220000010
11295388|G011339|6220000010
11295389|G011339|6220000010
11295390|G011339|6220000010
11295391|G011339|6220000010
11295392|G011339|6220000010
11295393|G011339|6220000010
11295394|G011339|6220000010
11295395|G011339|6220000010
11295396|G011339|6220000010
11295428|G011339|6220000000
11295429|G011339|6220000000
11295430|G011339|6220000000
11295431|G011339|6220000000
11295432|G011339|6220000000
11295433|G011339|6220000010
11295434|G011339|6220000000
11295435|G011339|6220000010
11295436|G011339|6220000010
11300703|G011339|6220000000
11300704|G011339|6220000000
11300705|G011339|6220000000
11300706|G011339|6220000000
11300707|G011339|6220000000
11300708|G011339|6220000000
11300709|G011339|6220000000
11300718|G011339|6220000010
11300725|G011339|6220000000
11300726|G011339|6220000010
11300727|G011339|6220000000
11300754|G011339|6220000000
11300755|G011339|6220000000
11300758|G011339|6220000000
11300759|G011339|6220000000
11300760|G011339|6220000000
11300761|G011339|6220000000
11303175|G011339|6220000000
11303176|G011339|6220000000
11303199|G011339|6220000000
11303200|G011339|6220000000
11303201|G011339|6220000000
11303202|G011339|6220000000
11303203|G011339|6220000000
11303204|G011339|6220000000
11303205|G011339|6220000000
11303206|G011339|6220000000
11303208|G011339|6220000000
11303209|G011339|6220000000
11303210|G011339|6220000000
11303211|G011339|6220000000
11303212|G011339|6220000000
11303213|G011339|6220000000
11303214|G011339|6220000000
11303264|G011339|6220000000
11303265|G011339|6220000000
11303266|G011339|6220000000
11303267|G011339|6220000000
11303268|G011339|6220000000
11303269|G011339|6220000000
11303270|G011339|6220000000
11303271|G011339|6220000000
11303272|G011339|6220000000
11303273|G011339|6220000000
11303274|G011339|6220000000
11303275|G011339|6220000000
11303276|G011339|6220000000
11303277|G011339|6220000000
11303312|G011339|6220000010
11303315|G011339|6220000000
11303325|G011339|6220000000
11303345|G011339|6220000000
11303346|G011339|6220000000
11303356|G011339|6220000000
11303365|G011339|6220000000
11303366|G011339|6220000000
11303387|G011339|6220000000
11303388|G011339|6220000000
11303389|G011339|6220000000
11303390|G011339|6220000000
11303391|G011339|6220000000
11303392|G011339|6220000000
11303398|G011339|6220000000
11303399|G011339|6220000010
11303400|G011339|6220000000
11303401|G011339|6220000010
11303402|G011339|6220000000
11303403|G011339|6220000010
11303404|G011339|6220000000
11303405|G011339|6220000010
11303406|G011339|6220000000
11303407|G011339|6220000000
11303408|G011339|6220000000
11303411|G011339|6220000000
11303412|G011339|6220000000
11303414|G011339|6220000000
11303421|G011339|6220000000
11303422|G011339|6220000000
11303440|G011339|6220000000
11307195|G011339|6220000000
11307234|G011339|6220000000
11307262|G011339|6220000000
11307264|G011339|6220000000
11307276|G011339|6220000000
11307277|G011339|6220000000
11307278|G011339|6220000010
11307285|G011339|6220000010
11307286|G011339|6220000000
11307289|G011339|6220000000
11307290|G011339|6220000000
11307294|G011339|6220000000
11307300|G011339|6220000010
11311276|G011339|6220000000
11320206|G011339|6220000000
11320236|G011339|6220000000
11320239|G011339|6220000000
11320246|G011339|6220000000
11320249|G011339|6220000010
11320252|G011339|6220000010
11320298|G011339|6220000010
11320299|G011339|6220000010
11320300|G011339|6220000000
11320301|G011339|6220000000
11326366|G011339|6220000000
11326367|G011339|6220000000
11326368|G011339|6220000000
11326369|G011339|6220000000
11326370|G011339|6220000000
11326371|G011339|6220000000
11326372|G011339|6220000000
11326377|G011339|6220000000
11326378|G011339|6220000000
11326379|G011339|6220000000
11326380|G011339|6220000000
11326381|G011339|6220000000
11326382|G011339|6220000000
11326383|G011339|6220000000
11326384|G011339|6220000000
11326385|G011339|6220000000
11326386|G011339|6220000000
11326387|G011339|6220000000
11326388|G011339|6220000000
11326389|G011339|6220000000
11326390|G011339|6220000000
11326391|G011339|6220000000
11326392|G011339|6220000000
11326393|G011339|6220000000
11326394|G011339|6220000000
11326395|G011339|6220000000
11326396|G011339|6220000000
11326397|G011339|6220000000
11326398|G011339|6220000000
11326399|G011339|6220000000
11326400|G011339|6220000000
11326401|G011339|6220000000
11326402|G011339|6220000000
11326403|G011339|6220000000
11326404|G011339|6220000000
11326405|G011339|6220000000
11326406|G011339|6220000000
11326407|G011339|6220000000
11326408|G011339|6220000000
11326409|G011339|6220000000
11326410|G011339|6220000000
11326411|G011339|6220000000
11326412|G011339|6220000000
11326413|G011339|6220000000
11326414|G011339|6220000000
11326415|G011339|6220000000
11326416|G011339|6220000000
11326417|G011339|6220000000
11326418|G011339|6220000000
11326419|G011339|6220000000
11326420|G011339|6220000000
11326421|G011339|6220000000
11326422|G011339|6220000000
11326423|G011339|6220000000
11326424|G011339|6220000000
11326425|G011339|6220000000
11326426|G011339|6220000000
11326427|G011339|6220000000
11326428|G011339|6220000000
11326429|G011339|6220000000
11326430|G011339|6220000000
11326431|G011339|6220000000
11326432|G011339|6220000000
11326433|G011339|6220000000
11326434|G011339|6220000000
11326435|G011339|6220000000
11326436|G011339|6220000000
11326437|G011339|6220000000
11326438|G011339|6220000000
11326439|G011339|6220000000
11326508|G011339|6220000000
11326660|G011339|6220000000
11326661|G011339|6220000000
11326690|G011339|6220000000
11326691|G011339|6220000000
11326692|G011339|6220000000
11326693|G011339|6220000000
11326694|G011339|6220000000
11326695|G011339|6220000000
11326696|G011339|6220000000
11326700|G011339|6220000000
11326701|G011339|6220000000
11326702|G011339|6220000000
11326703|G011339|6220000000
11326704|G011339|6220000000
11326705|G011339|6220000000
11326706|G011339|6220000000
11326707|G011339|6220000000
11326708|G011339|6220000000
11326709|G011339|6220000000
11326710|G011339|6220000000
11326711|G011339|6220000000
11326712|G011339|6220000000
11326713|G011339|6220000000
11326714|G011339|6220000000
11326755|G011339|6220000000
11326756|G011339|6220000000
11326789|G011339|6220000000
11326790|G011339|6220000000
11326791|G011339|6220000000
11326792|G011339|6220000000
11326793|G011339|6220000000
11326794|G011339|6220000000
11326795|G011339|6220000000
11326796|G011339|6220000000
11326797|G011339|6220000000
11326798|G011339|6220000000
11326799|G011339|6220000000
11326800|G011339|6220000000
11326806|G011339|6220000000
11326807|G011339|6220000000
11326808|G011339|6220000000
11326811|G011339|6220000010
11326812|G011339|6220000010
11326813|G011339|6220000010
11326814|G011339|6220000010
11326815|G011339|6220000010
11326816|G011339|6220000010
11326817|G011339|6220000010
11326818|G011339|6220000010
11326819|G011339|6220000010
11326820|G011339|6220000010
11326821|G011339|6220000010
11326822|G011339|6220000010
11326823|G011339|6220000010
11326824|G011339|6220000010
11326825|G011339|6220000010
11326828|G011339|6220000000
11326829|G011339|6220000000
11326830|G011339|6220000000
11326831|G011339|6220000000
11326832|G011339|6220000000
11326833|G011339|6220000000
11326834|G011339|6220000000
11326895|G011339|6220000000
11326896|G011339|6220000000
11326897|G011339|6220000000
11326898|G011339|6220000000
11326899|G011339|6220000000
11326900|G011339|6220000000
11326901|G011339|6220000000
11326921|G011339|6220000000
11326922|G011339|6220000000
11326923|G011339|6220000000
11326924|G011339|6220000000
11326925|G011339|6220000000
11326926|G011339|6220000000
11326927|G011339|6220000000
11326929|G011339|6220000000
11327970|G011339|6220000000
11327972|G011339|6220000000
11327973|G011339|6220000000
11327975|G011339|6220000000
11327982|G011339|6220000000
11327983|G011339|6220000000
11327989|G011339|6220000000
11327992|G011339|6220000000
11327993|G011339|6220000000
11327998|G011339|6220000000
11327999|G011339|6220000010
11329364|G011339|6220000000
11329365|G011339|6220000000
11329368|G011339|6220000000
11329374|G011339|6220000010
11329459|G011339|6220000000
11329461|G011339|6220000000
11330222|G011339|6220000000
11330223|G011339|6220000000
11330224|G011339|6220000000
11330225|G011339|6220000000
11330226|G011339|6220000000
11330227|G011339|6220000000
11330231|G011339|6220000000
11330235|G011339|6220000010
11331147|G011339|6220000010
11331149|G011339|6220000010
11331198|G011339|6220000000
11331200|G011339|6220000010
11331201|G011339|6220000010
11331202|G011339|6220000010
11331203|G011339|6220000010
11331204|G011339|6220000010
11331205|G011339|6220000010
11331206|G011339|6220000010
11331208|G011339|6220000010
11331209|G011339|6220000010
11331216|G011339|6220000010
11331217|G011339|6220000010
11331218|G011339|6220000010
11331219|G011339|6220000010
11331220|G011339|6220000010
11331221|G011339|6220000010
11331222|G011339|6220000010
11331223|G011339|6220000010
11331224|G011339|6220000010
11331225|G011339|6220000010
11331226|G011339|6220000010
11331227|G011339|6220000010
11331228|G011339|6220000010
11331229|G011339|6220000010
11331230|G011339|6220000010
11331231|G011339|6220000010
11331232|G011339|6220000010
11331233|G011339|6220000010
11331234|G011339|6220000010
11331235|G011339|6220000000
11331236|G011339|6220000000
11331237|G011339|6220000000
11331238|G011339|6220000000
11331239|G011339|6220000000
11331240|G011339|6220000000
11331241|G011339|6220000000
11339141|G011339|6220000000
11339142|G011339|6220000000
11339143|G011339|6220000000
11339144|G011339|6220000000
11339145|G011339|6220000000
11339146|G011339|6220000000
11339153|G011339|6220000000
11339154|G011339|6220000000
11339155|G011339|6220000000
11339156|G011339|6220000000
11339157|G011339|6220000000
11339158|G011339|6220000000
11339159|G011339|6220000000
11339160|G011339|6220000000
11339161|G011339|6220000000
11339162|G011339|6220000000
11339163|G011339|6220000000
11339164|G011339|6220000000
11339188|G011339|6220000000
11339192|G011339|6220000000
11339193|G011339|6220000000
11339194|G011339|6220000000
11339195|G011339|6220000000
11339198|G011339|6220000000
11339202|G011339|6220000010
11339204|G011339|6220000010
11339217|G011339|6220000000
11339219|G011339|6220000000
11339220|G011339|6220000010
11339221|G011339|6220000010
11342689|G011339|6220000000
11342690|G011339|6220000000
11342691|G011339|6220000000
11342692|G011339|6220000000
11342693|G011339|6220000000
11342694|G011339|6220000000
11342695|G011339|6220000000
11342717|G011339|6220000000
11342721|G011339|6220000000
11342722|G011339|6220000000
11342723|G011339|6220000000
11342724|G011339|6220000000
11342725|G011339|6220000000
11342726|G011339|6220000000
11346107|G011339|6220000000
11346108|G011339|6220000000
11346109|G011339|6220000000
11346110|G011339|6220000000
11346111|G011339|6220000000
11346112|G011339|6220000000
11346113|G011339|6220000000
11346114|G011339|6220000000
11346115|G011339|6220000000
11346116|G011339|6220000000
11346117|G011339|6220000000
11346120|G011339|6220000000
11346121|G011339|6220000000
11346123|G011339|6220000000
11346124|G011339|6220000000
11346125|G011339|6220000000
11346126|G011339|6220000000
11346127|G011339|6220000000
11346128|G011339|6220000000
11346137|G011339|6220000010
11346146|G011339|6220000000
11346150|G011339|6220000000
11346151|G011339|6220000000
11346152|G011339|6220000000
11346153|G011339|6220000000
11346154|G011339|6220000010
11346155|G011339|6220000010
11346566|G011339|6220000000
11346567|G011339|6220000000
11346577|G011339|6220000000
11346578|G011339|6220000000
11346579|G011339|6220000000
11346580|G011339|6220000000
11346581|G011339|6220000000
11346588|G011339|6220000000
11346589|G011339|6220000000
11346590|G011339|6220000000
11346591|G011339|6220000010
11346592|G011339|6220000010
11346594|G011339|6220000000
11346595|G011339|6220000000
11346596|G011339|6220000000
11346597|G011339|6220000000
11346598|G011339|6220000010
11346627|G011339|6220000000
11346628|G011339|6220000000
11346763|G011339|6220000000
11349226|G011339|6220000000
11349228|G011339|6220000000
11349235|G011339|6220000010
11349236|G011339|6220000010
11349256|G011339|6220000000
11349257|G011339|6220000000
11349291|G011339|6220000000
11349292|G011339|6220000000
11354802|G011339|6220000000
11354803|G011339|6220000010
11354806|G011339|6220000000
11354808|G011339|6220000000
11360978|G011339|6220000000
11360979|G011339|6220000000
11360980|G011339|6220000000
11360981|G011339|6220000000
11360982|G011339|6220000000
11360983|G011339|6220000000
11360987|G011339|6220000000
11363090|G011339|6220000000
11363091|G011339|6220000000
11363092|G011339|6220000000
11363093|G011339|6220000000
11363638|G011339|6220000000
11363639|G011339|6220000000
11363647|G011339|6220000000
11363648|G011339|6220000000
11363685|G011339|6220000000
11363686|G011339|6220000000
11363687|G011339|6220000000
11363688|G011339|6220000000
11363689|G011339|6220000000
11363690|G011339|6220000000
11363691|G011339|6220000000
11363692|G011339|6220000000
11363693|G011339|6220000000
11363694|G011339|6220000000
11363695|G011339|6220000000
11363696|G011339|6220000000
11363697|G011339|6220000000
11363698|G011339|6220000000
11363699|G011339|6220000000
11363700|G011339|6220000000
11363701|G011339|6220000000
11363702|G011339|6220000000
11363703|G011339|6220000000
11363704|G011339|6220000000
11363705|G011339|6220000000
11363706|G011339|6220000000
11363707|G011339|6220000000
11363708|G011339|6220000000
11363709|G011339|6220000000
11363710|G011339|6220000000
11363711|G011339|6220000000
11363774|G011339|6220000000
11363775|G011339|6220000000
11363776|G011339|6220000000
11363777|G011339|6220000000
11363778|G011339|6220000000
11363779|G011339|6220000000
11363780|G011339|6220000000
11363809|G011339|6220000000
11363810|G011339|6220000000
11363811|G011339|6220000000
11363812|G011339|6220000000
11363813|G011339|6220000000
11363814|G011339|6220000000
11363815|G011339|6220000000
11363816|G011339|6220000000
11363817|G011339|6220000000
11363818|G011339|6220000000
11363819|G011339|6220000000
11363820|G011339|6220000000
11363821|G011339|6220000000
11363822|G011339|6220000000
11363823|G011339|6220000000
11363824|G011339|6220000000
11363825|G011339|6220000000
11363826|G011339|6220000000
11363827|G011339|6220000000
11363828|G011339|6220000000
11363829|G011339|6220000000
11363830|G011339|6220000000
11363831|G011339|6220000000
11363832|G011339|6220000000
11363833|G011339|6220000000
11363834|G011339|6220000000
11363835|G011339|6220000000
11363836|G011339|6220000000
11363837|G011339|6220000000
11363838|G011339|6220000000
11363839|G011339|6220000000
11363840|G011339|6220000000
11363841|G011339|6220000000
11363842|G011339|6220000000
11363843|G011339|6220000000
11363844|G011339|6220000000
11363845|G011339|6220000000
11363846|G011339|6220000000
11363847|G011339|6220000000
11363848|G011339|6220000000
11363849|G011339|6220000000
11363850|G011339|6220000000
11363851|G011339|6220000000
11363852|G011339|6220000000
11363854|G011339|6220000000
11363855|G011339|6220000000
11363856|G011339|6220000000
11363857|G011339|6220000000
11363858|G011339|6220000000
11363859|G011339|6220000000
11363860|G011339|6220000000
11363861|G011339|6220000000
11363862|G011339|6220000000
11363863|G011339|6220000000
11363864|G011339|6220000000
11363865|G011339|6220000000
11363867|G011339|6220000000
11363868|G011339|6220000000
11363869|G011339|6220000000
11363870|G011339|6220000000
11363871|G011339|6220000000
11363872|G011339|6220000000
11363873|G011339|6220000000
11363874|G011339|6220000000
11363930|G011339|6220000000
11363931|G011339|6220000000
11363937|G011339|6220000000
11363938|G011339|6220000000
11363946|G011339|6220000000
11364520|G011339|6220000000
11364521|G011339|6220000000
11364522|G011339|6220000000
11364523|G011339|6220000000
11364524|G011339|6220000000
11364525|G011339|6220000000
11364528|G011339|6220000010
11364529|G011339|6220000010
11364533|G011339|6220000010
11364600|G011339|6220000000
11364601|G011339|6220000000
11364604|G011339|6220000000
11364607|G011339|6220000000
11365011|G011339|6220000010
11375346|G011339|6220000000
11375364|G011339|6220000000
11375365|G011339|6220000000
11375371|G011339|6220000000
11375377|G011339|6220000000
11375384|G011339|6220000000
11375385|G011339|6220000000
11375386|G011339|6220000000
11375387|G011339|6220000000
11375388|G011339|6220000000
11375389|G011339|6220000000
11375397|G011339|6220000000
11375399|G011339|6220000000
11375409|G011339|6220000000
11375410|G011339|6220000000
11375411|G011339|6220000000
11375412|G011339|6220000000
11375413|G011339|6220000000
11375414|G011339|6220000000
11375415|G011339|6220000000
11375416|G011339|6220000000
11375417|G011339|6220000000
11375418|G011339|6220000000
11375419|G011339|6220000010
11376868|G011339|6220000000
11376869|G011339|6220000000
11376870|G011339|6220000000
11376871|G011339|6220000000
11376872|G011339|6220000000
11376873|G011339|6220000000
11376874|G011339|6220000010
11378653|G011339|6220000010
11378654|G011339|6220000010
11378655|G011339|6220000010
11378656|G011339|6220000010
11378657|G011339|6220000010
11378658|G011339|6220000010
11378659|G011339|6220000010
11378668|G011339|6220000000
11378669|G011339|6220000000
11378670|G011339|6220000000
11378696|G011339|6220000000
11378697|G011339|6220000000
11378698|G011339|6220000000
11378699|G011339|6220000000
11378700|G011339|6220000000
11378701|G011339|6220000000
11378702|G011339|6220000000
11378703|G011339|6220000010
11380035|G011339|6220000000
11382082|G011339|6220000000
11382083|G011339|6220000000
11382084|G011339|6220000000
10582682|G011339|6220000000
10582689|G011339|6220000000
10582711|G011339|6220000000
10582712|G011339|6220000000
10582741|G011339|6220000000
10582758|G011339|6220000000
10582761|G011339|6220000010
10582763|G011339|6220000000
10582826|G011339|6220000000
10582827|G011339|6220000000
10582828|G011339|6220000000
10582829|G011339|6220000000
10582830|G011339|6220000000
10582831|G011339|6220000000
10582839|G011339|6220000000
10601633|G011339|6220000000
10601634|G011339|6220000000
10601635|G011339|6220000000
10601684|G011339|6220000000
10601685|G011339|6220000000
10601686|G011339|6220000000
10601739|G011339|6220000000
10601876|G011339|6220000000
10601877|G011339|6220000000
10601879|G011339|6220000000
10601880|G011339|6220000000
10601881|G011339|6220000000
10601882|G011339|6220000000
10601883|G011339|6220000000
10601884|G011339|6220000000
10601885|G011339|6220000000
10601886|G011339|6220000000
10601887|G011339|6220000000
10601888|G011339|6220000000
10601889|G011339|6220000000
10601890|G011339|6220000000
10601960|G011339|6220000000
10605993|G011339|6220000000
10606010|G011339|6220000000
10606043|G011339|6220000000
10606044|G011339|6220000000
10606045|G011339|6220000000
10606053|G011339|6220000000
10606073|G011339|6220000000
10606074|G011339|6220000000
10606075|G011339|6220000000
10606076|G011339|6220000000
10606077|G011339|6220000000
10606078|G011339|6220000000
10606080|G011339|6220000000
10606081|G011339|6220000000
10606082|G011339|6220000000
10606083|G011339|6220000000
10606084|G011339|6220000000
10608767|G011339|6220000000
10608768|G011339|6220000000
10608769|G011339|6220000000
10608770|G011339|6220000000
10608771|G011339|6220000000
10608784|G011339|6220000000
10608785|G011339|6220000000
10608904|G011339|6220000000
10610742|G011339|6220000000
10611652|G011339|6220000000
10611654|G011339|6220000000
10611655|G011339|6220000000
10611656|G011339|6220000000
10611657|G011339|6220000000
10611658|G011339|6220000000
10611659|G011339|6220000000
10611660|G011339|6220000000
10611661|G011339|6220000000
10611662|G011339|6220000000
10611663|G011339|6220000000
10611666|G011339|6220000000
10611667|G011339|6220000000
10611669|G011339|6220000000
10611670|G011339|6220000000
10611671|G011339|6220000000
10611672|G011339|6220000000
10611673|G011339|6220000000
10611674|G011339|6220000000
10611675|G011339|6220000000
10611676|G011339|6220000000
10611677|G011339|6220000000
10611678|G011339|6220000000
10611679|G011339|6220000000
10611681|G011339|6220000000
10611688|G011339|6220000000
10611711|G011339|6220000000
10611712|G011339|6220000000
10611713|G011339|6220000000
10611714|G011339|6220000000
10611715|G011339|6220000000
10611716|G011339|6220000000
10611717|G011339|6220000000
10611718|G011339|6220000000
10611719|G011339|6220000000
10611720|G011339|6220000000
10611721|G011339|6220000000
10611722|G011339|6220000000
10611723|G011339|6220000000
10611724|G011339|6220000000
10611725|G011339|6220000000
10611726|G011339|6220000000
10611727|G011339|6220000000
10611728|G011339|6220000000
10611729|G011339|6220000000
10611730|G011339|6220000000
10611731|G011339|6220000000
10611732|G011339|6220000000
10611733|G011339|6220000000
10611734|G011339|6220000000
10611735|G011339|6220000000
10611736|G011339|6220000000
10611737|G011339|6220000000
10611738|G011339|6220000000
10611739|G011339|6220000000
10611740|G011339|6220000000
10611741|G011339|6220000000
10611742|G011339|6220000000
10611743|G011339|6220000000
10611744|G011339|6220000000
10611745|G011339|6220000000
10611746|G011339|6220000000
10611747|G011339|6220000000
10611748|G011339|6220000000
10611749|G011339|6220000000
10611750|G011339|6220000000
10611751|G011339|6220000000
10611752|G011339|6220000000
10611768|G011339|6220000000
10611769|G011339|6220000000
10611770|G011339|6220000000
10611771|G011339|6220000000
10611772|G011339|6220000000
10611773|G011339|6220000000
10611774|G011339|6220000000
10611775|G011339|6220000000
10611776|G011339|6220000000
10611777|G011339|6220000000
10611778|G011339|6220000000
10611779|G011339|6220000000
10611780|G011339|6220000000
10611781|G011339|6220000000
10611782|G011339|6220000000
10611783|G011339|6220000000
10611784|G011339|6220000000
10611785|G011339|6220000000
10611919|G011339|6220000000
10611920|G011339|6220000000
10611924|G011339|6220000000
10611925|G011339|6220000000
10611926|G011339|6220000000
10611927|G011339|6220000000
10611928|G011339|6220000000
10611934|G011339|6220000000
10611960|G011339|6220000000
10611961|G011339|6220000000
10611964|G011339|6220000000
10611967|G011339|6220000000
10615645|G011339|6220000000
10615646|G011339|6220000000
10654082|G011339|6220000000
10654083|G011339|6220000000
10691794|G011339|6220000000
10691795|G011339|6220000000
10691796|G011339|6220000000
10691797|G011339|6220000000
10691798|G011339|6220000000
10691799|G011339|6220000000
10691800|G011339|6220000000
10691801|G011339|6220000000
10691883|G011339|6220000000
10692056|G011339|6220000000
10692094|G011339|6220000000
10692252|G011339|6220000000
10692823|G011339|6220000000
10692836|G011339|6220000000
10693960|G011339|6220000000
10693961|G011339|6220000000
10693962|G011339|6220000000
10694236|G011339|6220000000
10694440|G011339|6220000000
10694453|G011339|6220000000
10694454|G011339|6220000000
10694464|G011339|6220000000
10694472|G011339|6220000000
10694483|G011339|6220000000
10694495|G011339|6220000000
10694873|G011339|6220000000
10695705|G011339|6220000000
10695706|G011339|6220000000
10695769|G011339|6220000000
10696162|G011339|6220000000
10750853|G011339|6220000000
10757758|G011339|6220000000
10757759|G011339|6220000000
10765138|G011339|6220000000
10765144|G011339|6220000000
10765145|G011339|6220000000
10765207|G011339|6220000000
10769297|G011339|6220000000
10769298|G011339|6220000000
10838067|G011339|6220000010
10838068|G011339|6220000000
10853420|G011339|6220000010
10853436|G011339|6220000000
10853911|G011339|6220000000
10862619|G011339|6220000000
10862912|G011339|6220000000
10862920|G011339|6220000000
10865442|G011339|6220000000
10865656|G011339|6220000000
10866502|G011339|6220000000
10871172|G011339|6220000000
10873397|G011339|6220000000
10875385|G011339|6220000000
10875428|G011339|6220000000
